科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"48,379,098.20","45,985,686.75","65,773,453.93","72,067,076.26","894,606,064.31","887,169,761.36","755,076,566.42","629,531,560.82","692,438,755.16","616,460,901.91","565,466,941.41","554,397,335.78","473,546,767.65","491,025,477.48","465,712,251.70","498,448,477.77","404,280,429.00","421,389,189.85","498,787,745.68","521,328,792.57","463,236,768.94","478,126,201.09","483,278,016.18","453,211,642.02","339,317,600.10","367,370,115.28","314,869,610.35","259,253,620.89","423,385,889.63","566,185,106.90","338,438,036.71","375,570,287.14","388,197,450.65"
短期借款,,,"18,769,530.40","82,837,491.18","82,516,114.18","137,248,219.54","124,112,800.00","98,061,960.00","126,708,515.00","107,146,750.00","106,733,010.40","105,332,266.85","100,589,463.11","90,219,501.38","115,586,962.34","148,781,486.70","109,870,908.00","160,953,235.17","399,546,825.15","333,456,670.92","228,809,362.34","393,451,558.59","412,278,477.95","505,115,842.95","332,559,722.88","299,582,677.54","368,351,400.61","342,205,806.76","445,035,654.98","515,670,582.83","430,352,685.33","537,207,172.28","454,348,740.13"
交易性金融资产,,,,,,,,,,"105,874.28","105,874.28",,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,"1,749,482.83","177,113.82",,,,,,,,,,,,,
应收票据,,"566,434.00","718,037.52","10,213,212.72","15,734,131.82","13,289,766.39","15,672,854.49","17,057,270.61","19,706,460.82","23,971,068.24","34,889,804.13","23,403,818.62","47,217,944.30","73,990,747.19","107,020,839.67","103,896,061.68","92,678,625.47","104,008,333.89","186,411,365.80","147,810,345.90","101,119,104.72","106,785,146.44","128,749,416.34","99,785,705.11","84,186,084.87","65,965,806.97","45,854,884.78","65,283,426.89","103,361,890.53","92,796,474.84","129,742,901.99","146,972,294.67","96,857,295.35"
应付票据,,,,,,,,,,,,,,,,,,,,,"39,000,000.00","75,000,000.00","86,188,580.00","54,968,700.00","4,592,500.00","65,267,099.60","63,300,000.00","65,416,288.00","94,980,931.81","202,668,116.06","199,200,659.18","76,032,564.12","112,055,000.00"
应收账款,"71,519,098.37","79,211,831.29","124,976,014.86","161,367,006.63","183,803,484.09","249,878,688.25","292,182,568.69","347,300,812.43","306,207,521.18","356,164,657.83","358,840,426.39","475,667,498.09","606,827,817.57","659,348,728.28","589,376,445.45","533,611,702.45","551,200,604.44","594,923,647.70","449,647,461.94","478,146,044.01","462,342,728.06","816,412,069.67","726,592,301.73","723,395,865.10","813,981,992.15","659,737,901.72","544,663,961.25","552,803,161.29","678,380,051.19","780,767,930.66","757,353,016.70","722,788,771.37","789,020,869.11"
应付账款,"42,407,115.90","31,881,443.77","72,443,014.12","98,976,110.58","103,415,097.86","95,617,082.04","110,058,747.26","167,617,770.49","208,468,459.02","211,525,550.89","213,959,551.26","296,782,285.19","378,581,256.51","447,329,736.06","341,982,856.15","253,704,614.70","305,095,164.96","324,475,816.43","377,591,123.72","420,431,495.17","522,277,397.11","563,205,934.78","530,654,591.08","600,323,292.78","735,086,433.54","548,378,059.97","422,218,509.13","449,735,693.76","648,764,874.96","621,867,773.06","537,188,736.77","617,295,007.01","756,412,515.28"
预付款项,"4,903,146.60","2,033,338.68","8,683,915.50","19,353,309.37","23,849,945.41","17,968,069.31","53,040,361.75","50,909,012.08","63,364,734.31","43,254,619.67","55,716,575.12","64,322,728.16","53,209,952.08","19,226,122.64","37,462,542.01","75,470,744.31","71,108,969.75","59,242,687.89","51,508,655.05","36,609,719.60","60,207,436.32","47,321,761.43","74,083,131.74","65,744,622.93","68,252,510.13","81,293,154.47","97,552,001.23","87,143,970.26","139,014,210.91","134,368,119.22","133,305,687.26","190,501,976.00","272,054,508.89"
预收款项,"583,673.38","2,453,850.87","1,704,559.92","6,224,835.51","4,667,078.62","1,541,321.52","2,916,897.69","4,177,105.56","4,694,171.45","6,269,765.25","7,904,338.95","7,506,165.83","5,612,452.11","8,806,641.34","10,459,044.09","14,611,016.30","7,410,822.06","3,922,178.10","5,415,011.54","4,605,902.89","4,291,373.31","6,169,552.33","9,512,965.21","11,432,882.05","16,863,173.45","17,420,833.53","20,862,044.59","28,743,386.98","38,264,862.44","4,418,061.55","17,720,606.93","10,720,355.99","38,897,826.22"
