科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"430,645,020.93","552,123,181.37","549,926,095.82","245,710,982.43","412,722,394.79","657,136,752.88","216,908,160.61","372,707,425.05","576,383,503.63","927,727,746.58","176,457,782.81","363,638,874.46","590,620,523.93","887,417,832.49","203,283,830.67","420,903,601.60","668,503,009.88","1,060,277,706.32","237,679,415.44","487,661,830.43","820,194,036.98","1,290,351,472.30","289,347,538.52","588,356,187.64","924,475,436.22","1,429,832,714.34","305,298,144.04","630,176,638.92","1,033,998,795.30","1,641,600,764.68","392,397,420.82","886,615,123.05","1,364,170,010.92","2,182,232,768.33","441,454,173.47","1,037,958,006.74","1,623,349,581.49","2,480,816,223.84","505,367,081.01"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"732,292.78",,,,,,,,,,"33,011,606.79","33,311,606.79","33,011,606.79",
收到的税费返还,"14,041,551.22","14,840,906.05","12,857,725.04","6,803,499.77","12,091,854.17","20,156,435.39","7,099,616.72","7,834,602.79","21,612,353.70","41,092,788.68","13,095,292.76","14,856,614.78","25,683,236.13","40,034,409.08","6,979,659.73","15,476,573.59","31,601,267.66","49,394,652.47","5,431,544.74","11,674,637.87","22,403,720.61","26,307,744.30","7,906,421.70","16,172,229.98","22,993,985.55","24,482,573.69","1,683,627.80","8,997,335.14","21,568,243.03","25,670,270.10","908,419.58","23,285,501.10","44,321,431.51","76,504,538.77","19,593,179.69","45,871,763.75","77,797,137.86","97,262,448.47","14,607,817.12"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,144,200.00",,,,,,,,,
收到其他与经营活动有关的现金,"3,236,203.66","1,221,289.92","3,968,965.50","1,746,492.44","1,958,797.46","11,625,631.22","4,974,212.68","6,732,182.78","11,158,292.51","28,324,405.71","6,894,462.43","29,747,207.67","39,188,338.23","55,897,294.51","9,842,396.62","19,892,299.15","37,513,985.18","47,937,428.32","10,571,900.48","21,761,295.81","31,768,531.31","46,959,608.64","15,332,895.88","27,646,333.00","52,674,697.61","73,542,280.20","8,294,930.64","35,297,626.70","50,828,751.63","76,942,161.58","35,120,759.85","75,024,694.21","105,960,561.60","139,110,242.11","19,045,235.42","45,319,504.88","104,794,091.26","100,769,707.89","24,096,197.02"
投资活动现金流出小计,"53,651,227.82","40,597,077.24","35,830,345.17","15,594,439.71","24,407,467.73","55,160,469.01","34,113,455.47","56,828,749.47","98,068,224.56","119,356,895.62","30,499,274.53","58,659,926.06","99,378,100.38","131,542,751.73","29,771,678.68","489,196,159.13","643,327,942.57","1,041,407,910.81","86,969,746.98","522,512,681.61","659,324,933.18","1,227,127,193.88","245,751,457.60","731,537,772.43","1,783,555,860.48","2,404,300,866.06","490,708,836.02","1,011,239,034.17","1,428,406,019.50","2,033,057,610.16","472,607,117.60","828,136,684.44","1,087,577,065.48","1,766,183,816.51","230,834,691.20","251,041,239.88","316,072,786.93","486,287,732.81","652,658,956.84"
经营活动现金流入小计,"447,922,775.81","568,185,377.34","566,752,786.36","254,260,974.64","426,773,046.42","688,918,819.49","228,981,990.01","387,274,210.62","609,154,149.84","997,144,940.97","196,447,538.00","408,242,696.91","655,492,098.29","983,349,536.08","220,105,887.02","456,272,474.34","737,618,262.72","1,157,609,787.11","253,682,860.66","521,097,764.11","874,366,288.90","1,363,618,825.24","312,586,856.10","632,174,750.62","1,000,144,119.38","1,527,857,568.23","315,276,702.48","674,471,600.76","1,106,395,789.96","1,744,213,196.36","428,426,600.25","984,925,318.36","1,514,452,004.03","2,397,847,549.21","480,092,588.58","1,129,149,275.37","1,805,940,810.61","2,678,848,380.20","544,071,095.15"
投资活动产生的现金流量净额,"-50,329,420.63","-40,597,077.24","-35,770,345.17","-15,594,439.71","-24,407,467.73","-55,160,469.01","-27,535,829.92","-50,252,249.47","-91,491,724.56","-112,780,395.62","-30,415,274.53","-58,491,926.06","-99,081,800.38","-131,246,451.73","-29,771,678.68","-477,913,023.51","-520,507,035.41","-570,550,286.76","23,254,109.46","37,140,318.67","17,195,912.30","-181,871,079.78","20,579,346.51","88,913,337.16","-594,438.24","-164,959,944.82","256,027,878.40","189,111,052.10","135,524,011.99","73,889,003.25","109,509,122.88","187,852,167.62","269,851,807.89","-235,207,844.55","278,326,213.11","471,029,658.00","436,930,191.90","268,308,696.54","-213,772,337.14"
购买商品、接受劳务支付的现金,"355,466,179.80","400,496,489.61","384,591,212.26","229,564,649.44","374,669,282.71","497,475,175.42","245,068,250.66","388,915,335.84","590,667,738.40","791,634,119.99","210,686,693.23","361,895,447.97","491,891,081.42","663,427,720.04","174,409,344.57","308,236,017.02","488,214,507.04","714,827,004.95","261,692,175.08","449,768,095.30","623,897,203.82","863,985,343.96","232,141,599.82","471,124,750.61","666,163,010.25","884,444,406.71","286,627,398.30","581,400,637.18","826,669,866.37","1,115,868,471.55","293,412,132.99","691,781,234.93","981,050,553.97","1,364,830,536.62","545,472,423.20","1,135,207,146.63","1,552,441,720.74","2,055,374,550.85","146,712,626.07"
吸收投资收到的现金,,,"13,800,000.00","3,000,000.00","3,000,000.00","893,425,000.00","12,000,000.00","12,000,000.00","22,625,000.00","22,625,000.00",,,,,,,,"25,856,570.00",,,,,,,,"4,000,000.00",,,"105,000,000.00",,,,"96,242,785.00","74,937,375.00",,,,,
支付给职工以及为职工支付的现金,"30,309,891.30","45,810,708.37","46,941,255.60","29,298,964.65","40,764,383.53","61,789,934.06","16,518,903.29","48,927,188.60","71,888,737.13","97,049,869.96","25,161,376.39","60,426,924.41","87,194,467.97","114,844,088.45","38,435,028.96","69,995,810.86","104,462,929.65","140,800,353.79","49,283,780.59","87,632,458.32","127,213,595.73","168,944,974.17","51,301,848.84","89,732,635.75","132,408,657.17","177,380,468.09","62,674,974.48","110,439,939.55","157,163,663.56","210,553,091.89","66,576,685.37","133,980,261.68","196,225,523.81","263,121,819.25","87,676,215.72","158,462,542.36","226,353,167.43","294,077,075.86","86,143,209.81"
取得借款收到的现金,"43,558,330.69","74,196,310.63","49,689,240.42","40,000,000.00","40,000,000.00","50,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
