科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"140,300,727.19","189,028,398.30","189,926,577.32","48,035,802.34","100,088,340.63","207,509,725.05","32,184,865.06","92,113,079.12","112,442,129.84","194,662,525.29","24,501,642.65","66,696,325.05","104,148,440.02","195,561,315.61","37,179,932.19"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,"903,852.21","143,496.23","906,107.06",,,,,,,,,,"205,659.18","4,425,064.28",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"1,190,845,853.09","342,000,000.00"
收到其他与经营活动有关的现金,"11,722,709.85","14,128,062.88","21,507,318.87","1,781,650.62","7,570,157.12","9,396,690.26","3,026,360.15","11,885,378.61","16,069,743.21","19,148,910.17","6,937,657.59","15,338,139.32","28,205,104.48","9,395,699.53","2,554,073.51"
投资活动现金流出小计,"7,263,465.90","5,911,598.85","18,619,793.85","1,286,804.03","91,057,138.00","412,864,558.83","58,995,131.21","347,115,361.21","348,349,948.00","1,437,587,475.63","288,684,546.00","617,821,167.40","1,110,538,761.15","1,327,321,549.51","349,783,147.61"
经营活动现金流入小计,"152,927,289.25","203,299,957.41","212,340,003.25","49,817,452.96","107,658,497.75","216,906,415.31","35,211,225.21","103,998,457.73","128,511,873.05","213,811,435.46","31,439,300.24","82,034,464.37","132,559,203.68","209,382,079.42","39,734,005.70"
投资活动产生的现金流量净额,"-6,703,465.90","-5,911,598.85","-18,619,793.85","-1,286,804.03","-91,057,138.00","-265,526,864.29","91,004,868.79","-197,115,361.21","-193,349,948.00","-232,581,291.40","66,315,454.00","35,178,832.60","-89,538,761.15","-79,174,532.38","-32,453,497.60"
购买商品、接受劳务支付的现金,"12,642,675.32","30,142,179.67","42,741,570.99","36,228,686.78","46,182,593.80","56,325,984.10","27,077,957.00","30,044,865.70","41,720,440.89","44,536,899.30","5,672,213.61","11,793,520.68","18,464,979.69","24,010,596.34","9,326,383.87"
吸收投资收到的现金,,,,,"384,552,000.00","384,552,000.00",,,,,,,,,
支付给职工以及为职工支付的现金,"61,438,318.46","72,599,198.01","67,248,865.83","40,059,392.03","66,316,928.55","78,435,969.67","25,257,144.64","50,827,435.59","81,491,419.68","94,882,041.82","28,130,326.45","62,425,972.33","101,258,127.08","129,416,181.62","35,824,939.10"
取得借款收到的现金,,,,,,"40,000,000.00",,,,,,,,"50,000,000.00",
