科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付的各项税费,"12,224,009.11","14,432,003.22","6,363,241.07","10,481,487.18","14,913,054.45","4,049,657.74","15,293,130.79","21,648,240.36","28,252,465.63","8,240,145.63","18,827,867.79","23,391,738.14","24,998,593.86","4,187,228.46","6,854,217.66","9,316,251.83","8,162,783.53","2,702,899.40","7,287,781.78","10,025,624.39","14,471,475.14","4,479,150.59","8,776,544.53","14,759,871.03","24,905,681.65","16,876,837.83","53,576,277.29","96,979,387.51","143,913,611.28","55,307,103.97","249,697,998.79","281,276,483.66","283,467,464.40","32,454,159.97","201,273,578.87","227,994,699.08","259,377,020.28"
收到其他与筹资活动有关的现金,,,,"13,000,000.00","13,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"8,550,433.60","20,633,565.63","12,222,200.37","21,071,182.52","32,139,018.80","6,550,124.58","19,061,502.76","36,323,103.38","34,630,543.02","13,979,226.56","24,581,042.07","35,543,512.06","50,828,482.47","13,726,920.80","22,209,766.34","28,701,087.12","35,512,488.67","12,501,711.77","14,231,018.48","27,484,467.98","34,521,575.61","19,931,496.03","27,553,444.91","44,893,188.36","46,082,203.69","33,509,251.71","64,862,603.35","97,627,955.86","69,203,183.86","49,967,616.56","57,728,491.70","89,908,467.32","83,836,495.40","24,987,120.26","51,901,052.44","74,351,489.43","75,231,759.00"
筹资活动现金流入小计,"5,000,000.00","7,500,000.00","10,000,000.00","23,000,000.00","879,928,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
经营活动现金流出小计,"46,043,753.20","83,080,465.31","47,854,623.94","80,335,905.34","109,002,464.21","38,648,682.86","80,252,887.12","124,037,549.23","166,680,955.92","60,395,123.04","109,414,642.59","152,612,424.08","197,463,386.88","50,692,486.38","95,136,976.62","138,938,711.63","175,914,557.55","49,828,913.27","92,395,783.48","140,135,512.05","191,407,547.66","71,280,777.67","126,013,242.96","196,000,070.87","260,836,825.88","140,359,488.62","293,749,424.73","489,867,739.32","651,115,751.72","252,927,945.14","588,847,100.96","784,550,405.02","940,292,296.94","237,048,638.17","575,265,883.72","778,644,928.07","952,010,834.24"
偿还债务支付的现金,,"681,818.18","6,818,181.82","6,818,181.82","6,818,181.82","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"59,337,750.29","47,223,278.06","46,330,113.92","74,498,350.08","120,758,126.15","21,062,347.25","47,998,554.93","83,048,994.49","160,693,224.34","10,807,288.80","16,864,491.84","20,070,176.32","27,690,471.10","-17,245,334.96","-9,035,778.60","-1,339,919.46","7,965,225.05","-737,471.85","5,838,058.09","23,240,152.21","82,207,296.70","-12,426,269.35","5,389,581.61","53,309,472.41","205,415,879.26","112,757,825.16","593,393,557.17","955,814,774.03","1,614,835,113.19","182,287,192.00","211,582,979.63","534,309,113.75","848,366,842.67","133,116,636.57","169,690,657.02","392,831,563.53","579,266,562.36"
分配股利、利润或偿还利息支付的现金,,"8,447,643.75","43,312.50","43,312.50","301,437.50","20,204,250.00","20,204,250.00","20,204,250.00","20,204,250.00",,"28,224,000.00","28,224,000.00","28,224,000.00",,"18,816,000.00","18,816,000.00","18,816,000.00",,"8,064,000.00","8,064,000.00","8,064,000.00",,"8,064,000.00","8,064,000.00","8,064,000.00",,"21,504,000.00","21,504,000.00","21,504,000.00","397,824,000.00","397,824,000.00","397,824,000.00","397,824,000.00","434,302,479.46","434,444,380.71","434,444,380.71","483,840,000.00"
收回投资收到的现金,"429,620.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,988,612.26","19,988,612.26","19,988,612.26",
支付其他与筹资活动有关的现金,,,"13,000,000.00","13,000,000.00","26,035,300.00",,"645,000.00","645,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,"531,231.07",,,,,,,,,,,,,,,,,,,,,,"810,489.00","5,877,300.00","12,666,881.67","27,835,743.71","74,651,142.71","175,561,111.68","225,736,387.40","25,965,188.00","93,638,425.33","136,006,434.08","180,614,328.17","10,810,205.48","38,124,092.07","41,665,600.66","42,812,125.87"
筹资活动现金流出小计,,"9,129,461.93","19,861,494.32","19,861,494.32","33,154,919.32","30,204,250.00","30,849,250.00","30,849,250.00","30,204,250.00",,"28,224,000.00","28,224,000.00","28,224,000.00",,"18,816,000.00","18,816,000.00","18,816,000.00",,"8,064,000.00","8,064,000.00","8,064,000.00",,"8,064,000.00","8,064,000.00","8,064,000.00",,"21,504,000.00","21,504,000.00","21,504,000.00","397,824,000.00","397,824,000.00","397,824,000.00","397,824,000.00","434,302,479.46","434,444,380.71","434,444,380.71","483,840,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"20,000.00","65,999.99",,,,,,,,,,,,,,,,,,,,,,,,,,,"34,188.03",,,,"10,000.00",,,,
筹资活动产生的现金流量净额,"5,000,000.00","-1,629,461.93","-9,861,494.32","3,138,505.68","846,773,880.68","-30,204,250.00","-30,849,250.00","-30,849,250.00","-30,204,250.00",,"-28,224,000.00","-28,224,000.00","-28,224,000.00",,"-18,816,000.00","-18,816,000.00","-18,816,000.00",,"-8,064,000.00","-8,064,000.00","-8,064,000.00",,"-8,064,000.00","-8,064,000.00","-8,064,000.00",,"-21,504,000.00","-21,504,000.00","-21,504,000.00","-397,824,000.00","-397,824,000.00","-397,824,000.00","-397,824,000.00","-434,302,479.46","-434,444,380.71","-434,444,380.71","-483,840,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,"-1,368.48","-4,863.30","-8,085.21","-20,619.64","-28,372.76",-418.84,"-4,200.39","1,937.20","-9,567.91","-2,738.92","-10,488.51","-12,547.14","3,531.49","2,742.07","3,962.33","3,235.39","-4,602.02","2,214.96",-370.65,"22,788.62","-40,396.55","-2,335.75","31,820.34","84,263.69","15,769,715.95","-3,146,866.85","-10,010,472.61","-18,862,180.14","-24,812,207.42"
收到其他与投资活动有关的现金,"7,455,000.00",,,,,,,,"10,233,200.00",,"1,950,000.00","1,950,000.00","4,332,600.00","500,000.00","500,000.00","3,010,600.00","20,008,130.00","1,026,000.00","1,602,000.00","2,218,200.00","9,385,952.00","993,600.00","993,600.00","4,993,600.00","9,590,700.00","2,212,500.00","8,362,500.00","8,362,500.00","11,102,000.00","690,000.00","2,038,000.00","49,038,000.00","3,099,446.00","97,570,000.00","173,524,000.00","309,540,000.00","42,202,354.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,435,851.07","65,999.99",,,,,,,"10,233,200.00",,"1,950,000.00","1,950,000.00","4,332,600.00","500,000.00","500,000.00","3,010,600.00","20,008,130.00","1,026,000.00","1,602,000.00","2,218,200.00","9,385,952.00","993,600.00","1,804,089.00","10,870,900.00","22,257,581.67","30,048,243.71","83,013,642.71","183,923,611.68","236,872,575.43","26,655,188.00","95,676,425.33","185,044,434.08","183,723,774.17","128,368,817.74","231,636,704.33","371,194,212.92","85,014,479.87"
五、现金及现金等价物净增加额,"59,342,288.33","19,963,948.12","33,638,555.60","72,677,033.52","961,072,507.83","-10,348,370.95","10,460,979.28","44,743,601.52","108,760,825.56","-22,665,790.50","-47,820,324.37","-141,766,387.32","-138,565,774.76","-20,682,498.08","-40,533,271.91","-34,054,062.12","-26,841,505.53","-16,356,807.60","-26,963,191.45","-25,756,949.08","24,658,034.34","-29,487,039.05","-30,291,075.55","21,191,219.95","162,190,934.14","129,083,077.42","604,331,237.22","751,760,460.74","1,723,666,112.85","-231,150,738.67","-307,178,395.77","35,924,865.48","360,982,269.58","-260,066,669.85","-235,596,342.99","29,045,890.75","96,226,848.12"
购建固定资产、无形资产和其他长期资产支付的现金,"7,701,693.03","25,695,868.00","2,830,064.00","4,959,822.24","6,459,499.00","1,206,468.20","2,905,127.02","3,672,944.34","28,027,280.97","33,468,216.00","38,402,731.00","135,541,944.00","142,336,473.10","3,936,744.28","13,177,292.92","16,910,679.86","35,989,292.67","16,642,596.83","26,328,761.03","43,138,754.15","58,874,745.85","18,057,111.77","29,424,708.49","34,928,387.85","57,413,924.77","13,725,206.41","50,571,592.01","73,496,713.59","106,497,179.22","42,266,782.92","87,565,621.07","94,557,946.04","108,994,063.21","2,772,777.85","9,238,851.02","10,443,324.85","27,890,598.95"
期初现金及现金等价物余额,"10,964,132.50","70,306,420.83","90,270,368.95","90,270,368.95","90,270,368.95","1,051,342,876.78","1,051,342,876.78","1,051,342,876.78","1,051,342,876.78","1,160,103,702.34","1,160,103,702.34","1,160,103,702.34","1,160,103,702.34","1,021,537,927.58","1,021,537,927.58","1,021,537,927.58","1,021,537,927.58","994,696,422.05","994,696,422.05","994,696,422.05","994,696,422.05","1,019,354,456.39","1,019,354,456.39","1,019,354,456.39","1,019,354,456.39","1,181,545,390.53","1,181,545,390.53","1,181,545,390.53","1,181,545,390.53","2,905,211,503.38","2,905,211,503.38","2,905,211,503.38","2,905,211,503.38","3,266,193,772.96","3,266,193,772.96","3,266,193,772.96","3,266,193,772.96"
投资支付的现金,"5,729,620.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,580,000.00","32,580,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",
期末现金及现金等价物余额,"70,306,420.83","90,270,368.95","123,908,924.55","162,947,402.47","1,051,342,876.78","1,040,994,505.83","1,061,803,856.06","1,096,086,478.30","1,160,103,702.34","1,137,437,911.84","1,112,283,377.97","1,018,337,315.02","1,021,537,927.58","1,000,855,429.50","981,004,655.67","987,483,865.46","994,696,422.05","978,339,614.45","967,733,230.60","968,939,472.97","1,019,354,456.39","989,867,417.34","989,063,380.84","1,040,545,676.34","1,181,545,390.53","1,310,628,467.95","1,785,876,627.75","1,933,305,851.27","2,905,211,503.38","2,674,060,764.71","2,598,033,107.61","2,941,136,368.86","3,266,193,772.96","3,006,127,103.11","3,030,597,429.97","3,295,239,663.71","3,362,420,621.08"
