科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"30,419,745.28","57,550,000.63","90,732,397.45","50,457,266.87","85,959,180.45","122,524,015.15","60,370,235.44","102,642,420.32","144,457,422.44","180,107,126.80","32,625,629.09","69,137,602.51","109,119,698.73","147,329,268.30","44,829,406.51","91,942,755.59","140,179,529.78","186,790,406.12","38,420,471.67","84,855,382.75","125,393,448.64","167,495,388.56","48,054,245.29","92,893,333.23","138,432,337.59","183,892,137.24","50,704,171.47","97,311,627.75","144,289,302.82","184,922,283.44","66,148,670.39","112,572,155.00","159,404,359.79","209,465,597.97"
取得借款收到的现金,"232,820,000.00","300,820,000.00","524,820,000.00","528,000,000.00","852,820,000.00","1,092,820,000.00","333,000,000.00","638,900,000.00","733,000,000.00","1,118,720,000.00","176,000,000.00","468,000,000.00","917,820,000.00","1,167,820,000.00","98,000,000.00","226,000,000.00","709,000,000.00","854,000,000.00","154,000,000.00","376,000,000.00","486,000,000.00","571,000,000.00","349,320,000.00","563,320,000.00","812,320,000.00","993,330,800.00","435,840,000.00","577,880,000.00","727,890,800.00","1,117,390,800.00","267,000,000.00","459,478,374.00","518,849,189.92","632,307,035.77"
支付的各项税费,"38,423,564.73","84,279,749.36","100,523,678.06","49,289,318.61","84,445,775.93","103,534,847.47","38,206,001.61","125,177,926.24","167,348,646.21","223,301,065.56","36,231,860.08","51,407,420.01","62,419,574.47","82,129,912.28","31,999,074.71","38,624,412.66","46,682,219.19","71,167,205.35","8,428,506.73","31,357,899.22","41,755,300.66","75,903,303.40","37,454,140.83","57,821,566.67","70,209,829.34","97,359,502.66","6,029,033.03","18,371,648.01","28,677,955.23","57,027,597.44","3,797,471.75","18,903,447.42","34,977,099.41","62,881,389.07"
收到其他与筹资活动有关的现金,"92,202,206.07","66,584,416.62","87,041,300.00","1,000,000.00","1,000,000.00","2,000,000.00","5,206,979.02","8,000,000.00","8,000,000.00","10,553,360.00","21,695,316.54","10,313,194.35","10,749,616.03","11,449,865.66",,"15,269,700.00","16,874,805.00","52,569,204.20","49,670,454.39","207,679,197.28","229,313,720.62","326,858,260.36","104,455,937.16","21,089,706.57","125,475,534.00","149,166,481.47","37,992,399.55","57,114,064.14","48,597,761.05","143,876,007.17","29,044,200.00","139,414,494.21","240,734,163.36","293,424,855.18"
支付其他与经营活动有关的现金,"59,374,543.13","73,105,741.86","104,093,367.52","66,492,619.04","151,994,683.72","152,589,960.33","78,473,795.86","101,771,993.51","126,157,060.03","138,928,895.74","34,944,784.19","69,671,709.87","109,750,349.49","132,975,320.30","65,965,789.68","97,792,284.70","133,772,786.07","122,817,985.25","38,018,004.92","57,773,855.09","108,725,523.10","99,010,676.60","50,471,211.70","58,512,836.24","99,131,886.40","121,607,368.24","48,873,137.58","65,634,938.25","98,016,325.70","141,049,365.10","44,130,736.42","70,285,608.90","96,125,997.92","127,252,045.61"
筹资活动现金流入小计,"455,022,206.07","367,404,416.62","611,861,300.00","529,000,000.00","2,138,600,000.00","2,379,600,000.00","338,206,979.02","646,900,000.00","741,000,000.00","1,621,773,360.00","197,695,316.54","478,313,194.35","928,569,616.03","1,179,269,865.66","113,000,000.00","276,269,700.00","760,874,805.00","941,569,204.20","203,970,454.39","583,979,197.28","1,302,418,938.85","1,487,598,846.86","453,775,937.16","633,409,706.57","986,795,534.00","1,191,497,281.47","473,832,399.55","634,994,064.14","776,488,561.05","1,261,966,807.17","593,344,200.00","896,192,868.21","1,094,886,393.28","1,261,034,930.95"
经营活动现金流出小计,"512,970,761.16","680,427,225.36","1,119,848,267.90","646,731,888.47","1,023,323,754.43","1,614,985,640.88","689,524,434.87","1,081,660,399.92","1,330,389,644.33","1,665,873,107.41","211,749,303.51","468,661,397.60","624,816,442.33","841,480,867.34","280,027,554.12","507,654,095.33","714,563,802.06","911,806,330.29","253,890,884.37","512,486,312.25","862,129,880.68","917,599,310.70","249,791,647.24","486,597,791.89","768,322,257.48","1,108,214,581.01","242,240,233.73","460,881,779.81","709,715,679.22","1,036,506,778.98","325,118,087.90","561,917,421.16","851,301,815.82","1,213,450,146.81"
偿还债务支付的现金,"165,087,000.00","186,820,000.00","335,520,000.00","283,300,000.00","467,120,000.00","707,120,000.00","223,000,000.00","405,000,000.00","538,000,000.00","898,720,000.00","521,000,000.00","758,000,000.00","1,047,820,000.00","1,287,820,000.00","176,000,000.00","393,000,000.00","822,820,000.00","967,820,000.00","146,000,000.00","333,000,000.00","824,000,000.00","859,000,000.00","200,750,000.00","472,150,000.00","611,150,000.00","642,100,000.00","424,830,800.00","581,670,800.00","755,210,800.00","1,384,721,600.00","389,000,000.00","458,000,000.00","526,500,000.00","674,000,000.00"
经营活动产生的现金流量净额,"-40,841,674.23","122,119,432.82","-44,925,273.00","-184,888,845.74","-291,707,647.94","-674,814,450.61","-294,471,720.26","-371,601,232.08","-82,610,235.59","30,444,178.17","109,284,542.83","-6,222,834.66","97,836,957.46","322,729,357.97","-72,106,688.70","-53,888,428.91","-1,438,121.74","191,538,187.97","-33,655,672.58","7,323,105.86","-93,560,255.73","227,529,958.74","-69,111,690.88","7,704,711.61","-47,605,676.34","-43,060,525.57","138,869,084.00","215,149,513.24","173,553,474.24","193,878,435.43","-66,548,488.93","-89,633,643.82","-96,144,649.28","-154,810,113.94"
分配股利、利润或偿还利息支付的现金,"23,510,571.26","23,062,674.57","35,747,164.04","15,370,580.01","26,986,542.23","39,799,825.16","17,780,233.20","73,253,948.18","84,912,528.09","116,246,207.29","18,094,709.92","87,545,433.22","102,108,176.60","161,171,135.83","15,952,414.33","31,510,192.12","46,324,880.73","103,267,505.17","14,077,850.27","29,153,136.85","42,269,847.36","94,285,539.45","14,205,599.58","28,431,060.23","38,203,054.19","97,129,392.48","14,075,106.14","29,164,801.94","40,784,097.14","97,215,891.67","17,397,378.88","48,252,653.55","66,716,240.08","87,011,057.65"
收回投资收到的现金,,"100,000.00",,,,,,,,,"458,048.19","458,048.19","1,799,248.19","1,799,248.19",,,,,,,,,,,,"917,796.98",,,,,,,,
支付其他与筹资活动有关的现金,"54,040,708.54","160,408,813.37","60,822,816.33","10,948,731.03","16,919,210.84","33,330,790.93","2,254,780.00","23,108,599.08","25,808,599.08","17,158,853.88","72,083.70","10,762,923.90","12,474,997.17","21,979,898.40","8,994,632.62","39,260,587.67","44,991,377.31","112,425,862.21","8,672,000.00","24,530,489.09","31,056,634.93","252,060,568.24","24,241,772.55","73,756,448.40","97,364,945.16","102,161,743.75","40,914,391.30","103,931,166.33","123,245,235.51","185,520,527.63","35,074,797.54","88,742,393.50","104,210,949.50","117,863,791.61"
取得投资收益收到的现金,,"2,516.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"242,638,279.80","370,291,487.94","432,089,980.37","309,619,311.04","511,025,753.07","780,250,616.09","243,035,013.20","501,362,547.26","648,721,127.17","1,032,125,061.17","539,166,793.62","856,308,357.12","1,162,403,173.77","1,470,971,034.23","200,947,046.95","463,770,779.79","914,136,258.04","1,183,513,367.38","168,749,850.27","386,683,625.94","897,326,482.29","1,205,346,107.69","239,197,372.13","574,337,508.63","746,717,999.35","841,391,136.23","479,820,297.44","714,766,768.27","919,240,132.65","1,667,458,019.30","441,472,176.42","594,995,047.05","697,427,189.58","878,874,849.26"
处置固定资产、无形资产和其他长期资产收回的现金净额,"8,860.00","904,726.52","9,150.00","321,600.00","321,600.00","343,120.00","8,020.00","8,320.00","8,320.00","83,320.00",,,,"30,689,540.17","68,250.00","29,932,250.00","29,738,250.00","43,710,888.50","148,672.51","543,297.43","581,297.43","700,376.99","296,760.00","888,760.00","1,027,938.00","1,252,081.29","423,000.00","519,724.16","15,824,024.16","16,047,124.16","8,085,000.00","8,215,000.00","8,350,150.30","78,640,150.30"
筹资活动产生的现金流量净额,"212,383,926.27","-2,887,071.32","179,771,319.63","219,380,688.96","1,627,574,246.93","1,599,349,383.91","95,171,965.82","145,537,452.74","92,278,872.83","589,648,298.83","-341,471,477.08","-377,995,162.77","-233,833,557.74","-291,701,168.57","-87,947,046.95","-187,501,079.79","-153,261,453.04","-241,944,163.18","35,220,604.12","197,295,571.34","405,092,456.56","282,252,739.17","214,578,565.03","59,072,197.94","240,077,534.65","350,106,145.24","-5,987,897.89","-79,772,704.13","-142,751,571.60","-405,491,212.13","151,872,023.58","301,197,821.16","397,459,203.70","382,160,081.69"
处置子公司及其他营业单位收到的现金净额,"10,670,158.30",,,,,,,,,,,,,,,,,,,,,,,,,,,"166,461,908.36","194,402,402.33","386,535,793.86",,,,
四、汇率变动对现金的影响,"-33,317.88","-92,943.00","163,017.18","-7,785.74","-13,453.49","-17,260.63","8,794.79","-8,502.31","-8,502.31","-12,055.19",-726.08,-726.08,-726.08,-736.16,,,,"-8,170.38",,"3,332.60","55,261.84","55,261.84","1,257.69","-31,662.31","45,850.06","275,781.67","-102,065.46","3,222.55","23,706.58","225,186.57","234,711.99","-194,936.56","-479,160.71","-1,319,272.74"
收到其他与投资活动有关的现金,,,,,,"10,435,000.00",,,,,,"5,246,000.00","5,490,437.12","6,220,433.25","625,089.56","5,501,897.48","4,084,159.87","28,772,346.27","70,000.00","2,700,000.00","5,599,760.00","15,042,332.30","3,482,184.03","57,427.70","57,427.70","20,657,427.70","2,000,000.00","10,000,000.00","10,282,000.00","18,382,000.00",,"178,854,461.77","182,554,461.77","179,554,461.77"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,679,018.30","1,007,243.46","9,150.00","321,600.00","321,600.00","10,778,120.00","8,020.00","8,320.00","8,320.00","83,320.00","458,048.19","5,704,048.19","7,289,685.31","38,709,221.61","693,339.56","35,434,147.48","33,822,409.87","72,483,234.77","218,672.51","3,243,297.43","6,181,057.43","15,742,709.29","3,778,944.03","946,187.70","1,085,365.70","22,827,305.97","2,423,000.00","176,981,632.52","220,508,426.49","420,964,918.02","8,085,000.00","187,069,461.77","190,904,612.07","258,194,612.07"
五、现金及现金等价物净增加额,"107,914,027.56","-828,322.57","30,086,170.34","-19,795,058.69","1,201,376,992.62","739,461,220.65","-265,638,436.16","-336,672,262.75","-173,390,891.95","278,914,792.58","-317,993,902.33","-540,990,086.83","-466,961,355.53","-411,677,378.08","-260,662,748.91","-437,344,722.00","-453,393,350.15","-526,484,920.45","-56,287,370.87","16,134,826.73","13,572,485.22","235,242,123.83","-51,179,774.23","-144,881,861.07","-54,661,961.58","24,191,556.26","84,284,104.59","233,193,156.60","118,432,761.27","27,120,190.49","9,134,864.53","266,755,503.60","325,712,179.48","227,308,152.17"
购建固定资产、无形资产和其他长期资产支付的现金,"74,167,924.90","113,539,913.59","104,932,043.47","54,600,716.17","134,797,752.88","195,834,572.02","66,355,496.51","110,608,301.10","157,382,051.36","283,379,794.32","84,130,150.34","155,264,815.40","333,173,758.72","469,494,343.78","101,302,352.82","205,996,860.78","306,013,925.24","468,554,009.63","58,070,974.92","191,730,480.50","304,196,034.88","288,963,045.21","47,426,850.10","62,998,052.34","92,689,791.98","150,131,907.38","50,918,016.06","79,168,507.58","127,701,274.44","177,257,137.40","49,258,382.11","96,433,198.95","130,777,826.30","221,667,154.91"
期初现金及现金等价物余额,"31,363,953.27","139,277,980.83","138,449,658.26","168,535,828.60","184,406,644.93","168,535,828.60","907,997,049.25","907,997,049.25","907,997,049.25","907,997,049.25","1,186,911,841.83","1,186,911,841.83","1,186,911,841.83","1,186,911,841.83","775,234,463.75","775,234,463.75","775,234,463.75","775,234,463.75","248,749,543.30","248,749,543.30","248,749,543.30","248,749,543.30","483,991,667.13","483,991,667.13","483,991,667.13","483,991,667.13","508,183,223.39","508,183,223.39","508,183,223.39","508,183,223.39","535,303,413.88","535,303,413.88","535,303,413.88","535,303,413.88"
投资支付的现金,"100,000.00","2,000,000.00",,,,,,,"500,000.00","30,000,000.00",,,,"9,750,000.00",,,,"80,000,000.00",,,,,"153,000,000.00",,"6,000,000.00","6,250,000.00",,,"5,200,000.00","5,200,000.00","35,250,000.00","35,250,000.00","35,250,000.00","35,250,000.00"
期末现金及现金等价物余额,"139,277,980.83","138,449,658.26","168,535,828.60","148,740,769.91","1,385,783,637.55","907,997,049.25","642,358,613.09","571,324,786.50","734,606,157.30","1,186,911,841.83","868,917,939.50","645,921,755.00","719,950,486.30","775,234,463.75","514,571,714.84","337,889,741.75","321,841,113.60","248,749,543.30","192,462,172.43","264,884,370.03","262,322,028.52","483,991,667.13","432,811,892.90","339,109,806.06","429,329,705.55","508,183,223.39","592,467,327.98","741,376,379.99","626,615,984.66","535,303,413.88","544,438,278.41","802,058,917.48","861,015,593.36","762,611,566.05"
