科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"456,151,759.49","781,819,183.06","1,050,200,005.14","439,584,557.09","700,255,775.27","902,676,966.91","388,741,750.47","699,959,602.55","1,225,467,994.97","1,638,488,413.08","315,729,402.25","450,058,462.85","708,510,436.58","1,084,464,119.43","202,873,552.73","406,982,752.67","630,870,472.70","973,696,379.35","211,850,966.75","515,108,766.98","726,130,743.11","1,073,520,853.21","176,460,316.59","482,618,322.72","707,837,939.32","1,040,050,091.70","376,716,296.78","664,773,044.76","824,701,534.11","1,112,135,498.82","254,100,345.20","464,648,576.78","744,664,617.84","1,006,211,538.24"
取得子公司及其他营业单位支付的现金净额,,"5,435,070.94",,,,,,,,"5,600,304.11",,,,"2,169,709.15",,,,,,,,,,"149,575,243.67","149,575,243.67","149,575,243.67",,,,,,,,
收到的税费返还,,,,,,,"3,857.65","3,857.65","3,857.65",,"15,231.35","183,626.56","183,626.56","487,887.20","360,417.98","422,132.32","624,030.97","663,288.67","210,471.73","328,394.39","328,394.39","364,076.88",,"159,995.45","208,125.94","359,823.87","105,840.21","135,944.01","226,428.77","969,234.26","1,055,519.24","1,200,346.48","1,212,184.15","1,220,163.22"
支付其他与投资活动有关的现金,"6,000.00",,,,,,,,"25,177,295.52","22,268,850.80","2,134,139.85","7,210,596.11","5,079,955.76",,,"25,392,500.00","26,502,260.00",,,,,"1,375,500.00",,,,,,,,,,,,
收到其他与经营活动有关的现金,"15,977,327.44","20,727,475.12","24,722,989.76","22,258,485.64","31,360,331.22","37,494,223.36","6,307,106.49","10,095,707.64","22,307,556.12","57,828,872.50","5,289,212.74","12,196,473.53","13,959,336.65","79,258,218.68","4,686,894.71","46,360,781.43","81,631,176.65","128,984,850.24","8,173,773.31","4,372,256.74","42,110,487.45","71,244,339.35","4,219,639.77","11,524,185.33","12,670,515.88","24,744,139.87","4,287,180.74","11,122,304.28","58,341,190.58","117,280,481.33","3,413,734.53","6,434,854.08","9,280,364.55","51,208,331.41"
投资活动现金流出小计,"74,273,924.90","120,974,984.53","104,932,043.47","54,600,716.17","134,797,752.88","195,834,572.02","66,355,496.51","110,608,301.10","183,059,346.88","341,248,949.23","86,264,290.19","162,475,411.51","338,253,714.48","481,414,052.93","101,302,352.82","231,389,360.78","332,516,185.24","548,554,009.63","58,070,974.92","191,730,480.50","304,196,034.88","290,338,545.21","200,426,850.10","212,573,296.01","248,265,035.65","305,957,151.05","50,918,016.06","79,168,507.58","132,901,274.44","182,457,137.40","84,508,382.11","131,683,198.95","166,027,826.30","256,917,154.91"
经营活动现金流入小计,"472,129,086.93","802,546,658.18","1,074,922,994.90","461,843,042.73","731,616,106.49","940,171,190.27","395,052,714.61","710,059,167.84","1,247,779,408.74","1,696,317,285.58","321,033,846.34","462,438,562.94","722,653,399.79","1,164,210,225.31","207,920,865.42","453,765,666.42","713,125,680.32","1,103,344,518.26","220,235,211.79","519,809,418.11","768,569,624.95","1,145,129,269.44","180,679,956.36","494,302,503.50","720,716,581.14","1,065,154,055.44","381,109,317.73","676,031,293.05","883,269,153.46","1,230,385,214.41","258,569,598.97","472,283,777.34","755,157,166.54","1,058,640,032.87"
投资活动产生的现金流量净额,"-63,594,906.60","-119,967,741.07","-104,922,893.47","-54,279,116.17","-134,476,152.88","-185,056,452.02","-66,347,476.51","-110,599,981.10","-183,051,026.88","-341,165,629.23","-85,806,242.00","-156,771,363.32","-330,964,029.17","-442,704,831.32","-100,609,013.26","-195,955,213.30","-298,693,775.37","-476,070,774.86","-57,852,302.41","-188,487,183.07","-298,014,977.45","-274,595,835.92","-196,647,906.07","-211,627,108.31","-247,179,669.95","-283,129,845.08","-48,495,016.06","97,813,124.94","87,607,152.05","238,507,780.62","-76,423,382.11","55,386,262.82","24,876,785.77","1,277,457.16"
购买商品、接受劳务支付的现金,"384,752,908.02","465,491,733.51","824,498,824.87","480,492,683.95","700,924,114.33","1,236,336,817.93","512,474,401.96","752,068,059.85","892,426,515.65","1,123,536,019.31","107,947,030.15","278,444,665.21","343,526,819.64","479,046,366.46","137,233,283.22","279,294,642.38","393,929,267.02","531,030,733.57","169,023,901.05","338,499,175.19","586,255,608.28","575,189,942.14","113,812,049.42","277,370,055.75","460,548,204.15","705,355,572.87","136,633,891.65","279,563,565.80","438,732,095.47","653,507,533.00","211,041,209.34","360,156,209.84","560,794,358.70","813,851,114.16"
吸收投资收到的现金,"130,000,000.00",,,,"1,284,780,000.00","1,284,780,000.00",,,,,,,,,"15,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","300,000.00","300,000.00","587,105,218.23","589,740,586.50",,"49,000,000.00","49,000,000.00","49,000,000.00",,,,"700,000.00",,,"38,003,040.00","38,003,040.00"
