科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"96,962,377.47","156,490,293.90","80,602,143.60","146,082,910.63","134,060,293.81","137,520,193.63","98,710,579.62","114,509,140.74","328,490,804.91","180,490,894.36","205,170,567.85","211,223,025.33","229,565,202.53","135,938,480.38","116,998,595.02","288,074,414.25","195,997,250.16","178,026,483.08","163,908,828.35","203,496,975.16","306,286,212.00","111,568,298.66","55,434,519.58","120,477,607.12","71,606,045.16","51,231,024.72","51,466,174.98","83,041,173.64","57,223,895.68","80,101,247.75","161,265,381.54","311,957,700.07","1,284,511,327.13","540,232,745.07","380,814,798.60","569,858,996.48","536,804,594.24","423,555,643.87","457,497,740.99","402,782,821.30","252,455,516.63","334,223,151.12","291,878,969.00"
短期借款,"1,065,830,000.00","1,120,924,125.23","1,080,564,131.16","1,028,638,359.07","1,008,874,564.21","1,042,887,105.90","1,034,222,284.99","1,018,047,273.34","721,986,473.37","746,091,889.62","701,791,889.62","791,671,889.21","897,571,889.21","920,191,889.21","900,411,889.21","654,411,889.21","528,461,889.21","345,500,000.00","324,500,000.00","295,780,000.00","428,750,000.00","363,400,000.00","392,000,000.00","462,000,000.00","408,800,000.00","433,800,000.00","445,400,000.00","390,400,000.00","417,500,000.00","435,390,000.00","561,000,000.00","519,000,000.00","350,000,000.00","65,000,000.00","85,000,000.00","95,000,000.00","85,000,000.00","70,000,000.00","199,000,000.00","209,000,000.00","229,000,000.00","229,000,000.00","354,000,000.00"
交易性金融资产,,"500,000.00","800,000.00","613,232.76","613,232.76",,,,,,"10,000,000.00",,,,,"59,019,671.67",,,,,,,,,,,,,,,,,,,,,,,,"67,265,274.40","57,893,483.36","53,509,903.68","21,127,050.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,292,270.30","33,870,484.42","27,990,530.30","22,795,520.11","27,350,208.72","9,926,973.01","5,063,624.57","19,263,058.74","13,575,706.47","32,404,153.80","21,560,613.12","42,034,441.08","79,578,540.56","39,391,468.12","22,644,222.24","35,125,401.64","46,725,898.58","29,444,620.08","30,359,631.80","18,195,510.51","32,871,500.38","31,182,605.63","22,668,698.82","30,229,450.70","63,507,231.32","61,579,004.62","25,738,039.72","47,470,428.02","39,559,331.46","41,340,174.71","49,301,964.81","54,892,073.87","50,282,133.61","46,312,478.14","164,908,515.15","151,314,768.61","142,889,332.37","92,425,377.55","66,250,316.43","111,876,748.09","90,525,344.50","72,549,719.17","41,210,422.88"
应付票据,"65,650,000.00","27,000,000.00","23,700,000.00","18,700,000.00","42,000,000.00","42,500,000.00","50,000,000.00","123,586,801.28","125,111,929.99","122,622,726.32","71,308,216.11","36,260,708.30","28,610,708.30","19,610,119.65","27,409,647.65","52,206,097.28","92,366,814.68","62,138,778.72","49,532,324.99","41,758,344.00","49,184,124.00","56,875,800.00","47,795,145.00","31,613,345.00","36,967,862.00","37,848,966.00","48,296,966.00","56,306,031.00","39,568,031.00","42,010,987.00","71,552,000.00","263,150,300.32","234,488,300.32","24,270,000.00","90,342,793.34","98,532,793.34","49,189,659.99","53,579,659.99","53,305,800.00","69,708,800.00","57,118,000.00","71,215,000.00","95,180,900.00"
应收账款,"542,790,993.91","540,524,358.62","629,477,658.79","532,017,360.61","630,264,879.14","677,048,385.32","635,898,417.01","591,763,773.01","652,433,777.74","612,200,583.62","665,788,673.92","624,275,981.35","621,685,184.89","615,797,379.92","684,034,508.43","546,808,597.31","554,768,551.70","571,540,598.90","580,348,637.78","562,686,693.63","511,668,377.62","475,007,339.30","521,578,793.46","456,839,649.09","451,705,778.10","509,917,003.75","552,625,961.91","463,664,154.18","432,712,873.68","412,519,395.77","479,224,714.06","493,265,236.91","486,499,088.70","507,159,910.34","493,102,443.03","440,483,009.93","412,242,686.22","509,634,848.14","511,505,421.50","470,003,880.39","569,613,623.22","632,390,449.50","676,334,770.99"
应付账款,"191,311,599.79","179,418,086.46","174,500,642.48","138,038,072.80","166,977,132.38","170,029,073.01","223,798,449.83","195,058,278.77","153,045,511.02","145,174,879.51","113,571,582.61","157,284,466.03","147,828,671.21","167,572,965.93","166,707,861.46","189,892,502.55","168,031,716.03","192,415,998.81","201,050,200.81","218,211,231.53","191,988,541.07","220,793,070.39","218,635,495.54","194,681,048.16","188,913,374.56","187,312,549.12","191,418,665.75","214,678,096.74","193,178,894.14","220,038,666.75","232,644,986.43","190,072,242.10","179,100,876.67","194,153,090.95","143,330,220.62","191,185,908.36","190,580,596.43","218,521,837.80","209,046,800.61","231,251,765.44","240,476,504.20","251,577,011.09","237,036,482.31"
预付款项,"201,390,687.17","202,524,009.34","196,771,219.75","355,733,457.22","328,107,783.49","329,697,511.05","326,319,306.24","284,612,897.47","276,057,344.83","276,229,462.16","273,198,423.40","359,548,923.53","349,802,095.84","369,045,719.34","356,679,403.82","317,179,635.88","317,357,095.67","310,630,994.11","303,112,721.44","148,103,734.48","140,575,555.12","74,959,862.68","74,730,439.49","86,218,522.09","80,422,856.72","103,316,039.11","130,808,310.38","137,142,638.02","132,765,658.42","138,916,392.48","126,409,418.12","110,855,521.95","120,004,877.54","68,990,385.28","147,587,040.05","121,889,978.59","148,686,607.49","165,421,268.96","153,171,613.36","108,973,371.46","179,436,117.02","107,056,888.77","110,656,015.61"
预收款项,"277,360,188.78","315,099,142.74","299,819,762.36","373,772,688.08","447,481,534.90","564,261,428.08","439,713,708.11","216,926,356.33","248,305,661.56","135,429,813.68","152,047,934.27","140,972,221.12","164,245,335.92","138,914,454.20","159,535,532.28","141,058,527.91","182,009,350.35","237,428,463.59","236,641,288.76","229,836,731.30","179,287,628.42","117,015,524.06","82,900,227.41","63,124,053.95","126,563,652.33","131,248,148.52","100,457,812.57","87,133,548.99","72,685,764.98","106,252,151.20","75,642,307.43","59,850,068.63","70,650,559.29","85,107,904.93","94,894,812.52","100,793,119.54","173,717,000.91","142,405,212.73","121,839,314.79","83,639,732.62","130,273,967.42","105,003,238.95","70,917,097.83"
