科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"50,901,167.24","89,033,632.87","128,207,777.33","31,114,556.58","76,528,516.20","130,459,519.25","205,816,305.86","67,602,499.39","170,511,588.91","334,263,154.71","556,153,129.30","185,826,084.34","422,819,924.86","647,490,672.92","892,691,618.85","216,217,425.49","498,001,322.18","789,626,593.54","1,093,003,396.04","232,991,812.24","559,042,996.82","895,834,246.91","1,247,891,830.18","278,112,531.82","618,577,805.43","1,012,218,143.51","1,403,317,053.41","329,821,125.35","708,642,222.39","1,084,835,259.79","1,387,885,910.49","273,206,535.95","444,318,792.78"
二、营业利润,"17,392,971.90","38,938,598.54","64,066,889.26","13,909,359.68","38,436,462.88","68,002,049.45","119,888,981.63","42,102,811.95","105,537,332.55","146,375,080.02","193,648,540.76","58,288,335.19","112,617,465.72","127,522,306.63","124,490,717.65","42,208,273.90","70,023,013.35","143,529,482.01","203,589,972.20","63,184,427.13","130,900,428.84","204,742,758.23","237,977,625.81","69,648,062.51","141,175,817.93","234,454,537.01","295,224,534.13","76,921,474.81","161,402,862.16","257,941,316.77","302,694,278.37","66,359,876.38","115,411,023.03"
减:营业成本,"10,740,727.97","14,132,212.74","14,319,822.86","3,778,289.81","9,018,067.14","15,577,359.28","23,248,116.67","6,027,558.06","13,636,758.42","22,141,847.13","28,959,799.99","8,960,262.07","30,694,144.44","37,728,780.99","44,007,723.89","10,933,717.81","28,765,170.69","44,826,767.82","61,334,337.84","12,844,555.58","32,620,816.94","50,150,879.08","67,729,137.28","15,621,003.27","34,053,250.52","53,640,349.11","70,577,974.79","15,856,347.68","35,244,427.86","57,134,062.76","76,958,932.99","21,171,916.37","37,120,168.16"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"320,222.91","567,735.36","812,963.45","170,824.37","410,894.16","694,987.07","1,202,798.06","362,023.83","941,970.28","1,994,178.20","3,381,787.89","2,038,012.13","3,933,364.14","5,716,724.04","7,548,378.51","1,695,937.83","4,016,918.52","5,480,084.84","6,935,079.15","1,071,207.89","2,712,285.98","4,375,485.29","5,899,898.12","1,363,137.27","3,072,500.42","4,998,855.89","7,041,098.48","2,478,457.68","4,709,929.34","7,686,993.53","9,707,966.48","2,616,186.25","3,895,231.59"
营业外收入,"8,635.00","2,540,000.00","4,216,202.39","1,408.18","1,001,408.18","1,005,408.18","4,383,148.16","822,300.00","2,264,900.00","2,797,124.00","1,333,524.33","214,787.70","720,719.90","31,606,469.90","9,231,730.21","197,270.20","2,432,270.20","3,651,363.61","29,442,099.32","178,708.63","324,031.58","497,895.15","5,474,090.67","195,283.46","483,944.15","1,180,738.42","1,249,558.58","204,605.77","274,446.93","276,385.29","299,755.43",,"177,937.82"
销售费用,"12,868,174.39","20,340,290.88","30,189,372.92","7,009,949.32","18,292,600.34","34,163,156.12","49,085,661.36","19,224,635.62","47,032,021.48","152,246,095.93","290,648,778.77","109,731,731.93","256,810,768.51","450,495,630.26","651,299,391.30","159,659,990.97","355,357,473.21","544,775,905.24","758,258,410.84","149,319,781.54","378,017,567.70","608,118,586.69","852,117,774.61","176,663,824.51","408,070,989.27","666,065,158.86","936,020,196.59","219,743,859.81","474,908,444.67","712,708,677.68","915,323,438.62","166,257,473.60","253,181,343.57"
减:营业外支出,"58,374.65","78,802.48","38,525.02","16,149.39","237,570.27","237,570.27","366,298.67","4,843.86","114,011.45","124,857.61","729,964.09",,"214,693.26","22,975,390.38","1,313,024.66","25,004.31","46,241.49","63,356.09","83,523.57","9,357.12","19,380.76","67,046.69","405,530.71","42,097.15","66,033.71","108,947.92","202,616.18","102,072.50","223,606.70","250,089.73","357,195.90","3,666.73","38,208.28"
管理费用,"7,910,059.03","13,431,129.73","18,107,747.92","6,074,067.94","13,394,636.93","21,486,339.59","28,168,825.01","7,051,915.15","16,187,124.26","30,040,376.22","58,989,114.75","12,566,327.49","25,414,206.91","40,241,584.93","89,571,797.36","15,006,547.50","61,262,994.83","81,921,398.59","103,440,470.49","15,748,414.77","34,736,508.16","56,629,643.57","93,842,045.76","21,861,003.85","46,390,133.30","77,531,248.29","127,708,133.98","26,619,631.43","58,238,627.83","89,060,661.84","135,533,737.84","31,419,132.13","67,118,287.85"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,"15,087.85",531.75,531.75,"6,872.12",724.06,,,"46,405.59","30,674.66","3,079.39","35,992.71","45,168.32","108,836.58","2,072.50","23,606.70","33,580.41",,,
