科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,065,091,925.52","1,451,346,494.15","598,954,359.56","845,480,862.25","1,220,717,598.62","345,303,850.76","604,943,833.57","951,676,700.45","1,279,726,113.45","242,746,263.37","607,247,152.32","1,013,722,183.53","1,534,565,019.78","293,520,636.05","570,017,438.81","857,895,426.59","1,878,609,383.86","469,842,041.68","1,041,223,330.15","1,699,721,958.71","2,965,752,282.67","686,585,417.45","1,457,349,072.39","2,346,092,923.83","4,137,182,414.45","445,508,728.83","1,040,536,791.94","1,624,710,559.24","4,400,363,301.34","618,060,713.64","1,368,173,534.95","2,060,607,963.54","4,768,524,362.98","407,612,298.92","1,103,765,124.62","1,775,602,699.96","2,882,241,965.77","584,527,454.07"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"25,772,176.87",,,,,,,,,,,,"85,774,289.85",,,,"2,045,134.69",,,,,,,,,,,,,
收到的税费返还,"64,798,785.82","78,046,990.00","33,692,552.75","54,515,514.74","130,943,227.33","18,652,591.65","62,961,841.29","89,986,157.00","89,209,084.80","14,023,912.29","18,656,378.89","54,597,040.03","93,551,992.33","14,828,449.67","33,166,582.87","50,350,065.61","76,897,966.85","9,754,224.94","27,420,148.81","38,307,134.13","46,068,954.36","7,867,027.65","17,023,943.75","23,070,678.40","23,530,238.29","11,233,487.85","22,505,708.59","30,523,532.22","32,910,292.15","8,033,948.96","23,567,152.57","34,311,368.92","30,283,591.54","8,603,393.10","16,248,387.25","23,750,708.78","24,630,707.28","7,867,385.33"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"1,142,000,000.00","1,525,000,000.00",,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"8,583,679.39","12,511,902.46","2,885,917.17","15,803,995.26","6,623,066.92","8,201,854.65","9,869,210.13","16,363,686.24","16,037,922.90","29,227,484.46","29,852,761.80","47,153,946.19","34,102,313.32","26,588,239.46","43,716,416.96","106,868,908.25","32,068,480.12","4,660,360.83","60,102,232.64","71,869,094.25","34,745,902.46","5,617,758.90","13,340,513.02","35,407,250.73","16,946,319.76","5,513,643.53","35,176,830.39","47,782,196.36","11,555,749.99","6,245,714.32","12,499,861.43","14,542,452.51","24,903,437.01","1,537,678.87","4,638,025.31","16,584,986.84","12,501,078.47","6,865,006.28"
投资活动现金流出小计,"53,095,551.70","69,141,897.28","35,345,783.47","39,408,321.79","34,834,077.39","9,014,607.71","82,483,023.74","208,381,398.93","352,643,226.07","162,295,501.09","315,000,714.97","516,209,320.40","681,693,420.68","143,319,554.75","245,589,389.24","351,579,703.32","513,133,698.48","156,747,199.31","1,422,724,367.41","1,974,246,589.58","2,057,840,309.40","714,472,048.87","1,694,314,779.19","2,622,675,392.64","3,490,607,225.99","774,031,739.71","1,490,476,482.40","2,336,060,571.39","3,378,536,114.82","788,836,261.05","1,384,038,305.93","1,949,597,007.87","2,434,753,375.90","433,067,849.45","859,884,041.25","1,429,572,597.87","2,474,775,251.21","653,128,139.60"
经营活动现金流入小计,"1,138,474,390.73","1,541,905,386.61","635,532,829.48","915,800,372.25","1,358,283,892.87","372,158,297.06","677,774,884.99","1,058,026,543.69","1,384,973,121.15","285,997,660.12","655,756,293.01","1,115,473,169.75","1,662,219,325.43","334,937,325.18","646,900,438.64","1,015,114,400.45","1,987,575,830.83","484,256,627.45","1,128,745,711.60","1,809,898,187.09","3,046,567,139.49","700,070,204.00","1,487,713,529.16","2,404,570,852.96","4,177,658,972.50","462,255,860.21","1,098,219,330.92","1,703,016,287.82","4,444,829,343.48","632,340,376.92","1,404,240,548.95","2,109,461,784.97","4,823,711,391.53","417,753,370.89","1,124,651,537.18","1,815,938,395.58","2,919,373,751.52","599,259,845.68"
投资活动产生的现金流量净额,"-47,654,318.49","-66,206,097.54","-35,345,783.47","-39,115,441.79","-34,621,208.77","-8,944,607.71","-82,259,723.74","-207,481,398.93","-351,431,098.73","-162,086,461.09","-314,519,229.97","-516,194,574.26","-622,450,412.68","-143,319,554.75","-245,483,954.71","-351,001,268.79","-512,335,882.56","-156,747,199.31","-826,234,560.25","-916,654,489.27","-925,078,257.16","58,802,245.09","-161,943,473.03","-315,832,764.83","-326,789,731.46","1,621,867.54","1,929,432.31","-115,679,315.22","-169,346,244.53","-29,798,330.69","-19,902,485.10","-17,894,899.61","-260,084,648.03","29,755,137.71","-11,802,042.84","-198,542,346.34","-332,293,295.38","-158,379,550.55"
购买商品、接受劳务支付的现金,"968,814,792.69","1,203,103,080.77","336,239,919.17","549,062,928.59","914,733,493.65","276,295,111.02","492,367,180.82","761,724,384.38","984,550,878.56","204,833,417.51","494,282,451.45","786,194,427.22","1,248,065,099.05","209,998,001.79","419,297,425.48","608,290,319.55","1,611,734,815.79","356,476,984.88","723,579,193.81","1,268,013,277.84","2,444,575,947.06","469,664,472.54","994,890,471.29","1,530,706,815.84","3,156,384,422.29","409,160,391.34","811,943,796.30","1,299,106,963.43","3,813,273,939.16","360,007,362.20","859,233,301.75","1,253,551,240.80","3,794,281,701.43","235,184,304.76","716,565,766.06","1,147,838,538.16","1,933,306,233.36","318,609,156.11"
吸收投资收到的现金,"75,544,875.00",,,,"1,395,360,000.00",,,,"88,200,000.00",,"66,150,000.00","66,150,000.00","213,150,000.00",,"89,200,000.00","139,200,000.00","139,200,000.00",,,,,,,,,,,,,,,,,,,,"800,000.00","17,000,000.00"
