科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"377,504,155.02","793,604,420.58","816,975,725.21","1,098,298,890.91","1,603,394,243.30","316,048,029.16","1,376,013,223.33","2,268,359,903.40","3,651,894,737.50","854,181,196.25","2,444,636,526.94","3,775,151,006.88","5,126,064,817.45","705,937,312.67","2,686,174,223.28","4,086,332,534.27","5,790,683,307.28","611,655,839.16","2,925,391,687.97","4,541,482,443.14","5,953,765,433.52","603,779,065.51","2,053,559,942.46","2,953,913,980.71","3,897,486,404.59","379,954,404.04","1,374,992,462.31","2,488,478,691.07","3,285,005,429.88","555,852,257.23","1,532,221,302.82","2,625,269,879.02","3,566,285,746.39","459,098,127.36","1,473,898,949.26","2,454,008,662.87"
二、营业利润,"17,624,633.49","34,206,952.36","32,579,740.76","40,684,914.42","69,451,066.89","8,521,829.65","39,554,495.27","61,023,585.28","112,899,321.83","19,101,257.00","68,332,544.68","112,430,652.36","140,551,992.09","12,172,366.31","84,086,773.81","117,357,315.86","51,776,256.72","6,368,620.60","50,766,432.84","-6,302,388.79","-197,792,126.84","-34,256,745.97","-67,339,800.06","-125,684,452.73","-397,555,429.81","-848,804.94","19,878,093.41","28,462,297.81","31,341,829.48","7,036,803.46","65,983,487.23","74,819,603.60","68,986,211.13","8,160,878.68","1,657,695.19","15,802,782.76"
减:营业成本,"331,458,682.05","686,333,212.43","716,397,243.43","959,508,981.92","1,384,891,741.40","276,811,907.43","1,207,505,800.97","1,970,003,946.59","3,197,372,158.57","742,415,372.66","2,126,989,044.98","3,288,126,096.90","4,416,626,733.04","612,582,005.71","2,335,922,203.60","3,516,557,066.61","4,973,854,315.90","526,036,472.63","2,534,417,935.87","3,976,784,437.76","5,217,860,710.73","521,261,158.77","1,827,677,771.01","2,648,701,304.15","3,488,835,214.80","312,725,323.67","1,167,987,180.41","2,143,544,967.78","2,805,749,745.61","479,055,238.37","1,297,410,361.04","2,251,982,319.00","3,051,034,063.78","390,812,708.17","1,258,308,905.29","2,090,051,331.45"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"196,021.33","511,344.64","271,524.05","423,887.14","727,112.32","201,308.17","585,955.21","196,768.49","1,943,125.34","554,640.52","1,802,347.76","2,707,001.22","6,452,637.96","1,058,373.98","2,215,851.12","3,334,322.81","6,887,640.80","1,140,278.10","2,538,248.87","3,494,495.19","6,401,960.30","806,140.92","1,904,345.30","3,246,773.43","5,648,087.44","351,229.59","901,977.64","1,669,258.48","3,554,545.70","529,813.67","1,077,849.86","1,345,737.56","4,560,597.28","429,099.54","1,667,451.07","2,461,370.53"
营业外收入,"571,658.07","674,860.27","15,645.63","79,483.06","109,667.22","120,658.04","146,372.10","1,454,430.65","2,532,060.50","947,741.03","1,091,470.97","1,170,277.13","2,942,493.51","1,263,136.69","1,392,571.00","1,505,586.88","5,642,826.93","2,680,194.44","2,732,373.89","3,553,676.35","7,001,186.78","700,863.33","1,395,546.11","2,083,262.78","4,804,437.97","390,732.39","735,701.01","1,635,934.24","11,265,024.52","486,705.29","683,138.21","1,276,612.79","4,746,243.01","291,276.15","111,144.00","778,200.23"
销售费用,"19,640,486.77","44,281,447.96","47,635,139.50","66,060,739.36","102,374,190.25","14,934,267.00","87,114,711.97","169,774,841.97","233,541,813.41","63,025,799.62","172,420,851.30","253,673,760.63","382,280,099.67","49,398,351.80","160,046,425.18","287,855,237.65","507,732,080.40","44,408,089.15","213,884,175.74","389,199,794.69","574,819,815.68","62,838,370.67","180,013,738.44","269,584,342.72","425,212,367.45","43,074,129.40","122,628,592.68","226,729,460.89","299,554,976.27","35,252,319.01","127,284,684.57","227,809,446.48","304,649,381.38","28,627,089.83","139,671,332.94","239,900,505.65"
减:营业外支出,"42,212.31","985,214.42","55,877.61","83,486.27","259,255.95","115,663.83","245,534.87","162,918.75","461,257.52","50,342.02","73,380.73","250,268.09","1,720,119.73","84,379.44","118,743.99","214,884.28","825,423.22","35,311.08","278,854.12","518,364.72","32,422,129.26","175,783.03","24,625,196.93","24,463,620.55","83,385,378.11","274,436.21","483,411.52","1,137,040.12","1,727,976.08","304,828.20","241,633.51","972,341.75","5,406,060.53","69,722.08","189,790.99","273,495.43"
管理费用,"9,841,937.91","27,048,288.86","17,909,687.46","29,100,392.47","43,760,782.93","16,096,875.89","40,048,497.96","64,023,954.93","99,554,596.11","27,414,217.21","65,075,708.65","99,598,074.45","141,555,792.95","21,575,412.08","74,555,297.60","124,828,480.94","178,533,459.49","22,331,613.23","96,788,896.17","137,982,005.39","200,671,658.88","40,372,523.47","77,385,231.11","110,088,975.65","165,574,908.79","24,976,990.47","52,400,307.64","76,410,833.95","108,748,155.84","23,148,546.75","56,384,686.63","78,070,827.16","108,441,748.94","18,067,556.52","47,401,205.80","74,891,190.81"
其中:非流动资产处置净损失,,,,,"12,858.27",,,,"140,295.46",,,,"133,299.60",,"67,526.39",,"236,767.37",,"129,799.38","316,993.02","769,694.53",,"674,639.32","1,155,675.02","1,384,635.58","137,641.92","317,906.55","464,883.24","856,149.03","83,580.78","119,251.95","504,739.78","720,285.99","32,667.85","88,964.81","99,115.55"
