科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"17,494,747.68","77,871,692.51","63,768,973.76",,"425,858,885.63","357,398,674.01","357,992,376.13","365,265,590.33","284,382,073.24","182,830,401.72","251,143,540.59","127,747,393.48","86,095,490.27","98,823,924.55","221,244,641.80","76,134,485.34","157,779,651.60","129,366,759.66","162,811,514.57","61,234,873.09","83,595,829.93","614,966,268.11","397,465,981.91","180,668,447.91","179,710,844.60","202,220,962.92","647,451,751.96","714,401,980.74","1,124,817,565.19","665,121,558.17","959,076,932.33","513,003,584.49"
短期借款,"63,000,000.00","93,000,000.00","103,000,000.00",,"80,000,000.00","80,000,000.00","90,000,000.00","158,000,000.00","145,000,000.00","170,000,000.00","200,000,000.00","130,000,000.00","230,000,000.00","353,000,000.00","399,700,000.00","405,700,000.00","551,700,000.00","709,000,000.00","829,982,058.25","913,782,058.25","1,180,151,290.25","734,719,150.25","393,712,702.21","423,610,156.71","465,408,823.95","603,310,408.47","731,823,809.73","977,246,144.30","1,056,585,230.56","1,009,804,016.13","967,200,000.00","920,903,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"600,000.00",,,,,,"500,000.00","1,000,000.00","1,000,000.00",,"130,000.00","200,000.00","2,000,000.00",,"1,200,000.00","1,400,000.00","1,466,052.00","483,985.00","500,000.00","269,662.40","184,686.25","5,000,000.00","3,324,837.00","451,600.00","1,168,000.00","1,549,100.00","1,200,000.00",,,"794,000.00","5,925,510.31"
应付票据,,,,,,,"2,636,782.40","5,414,181.00","1,560,000.00","1,560,000.00","7,598,430.00","14,770,548.53","10,380,023.80","7,844,134.60","11,161,255.00","10,610,580.33","19,614,464.83","36,750,644.20","35,498,351.32","35,264,370.11","52,844,541.95","100,734,897.87","85,252,718.77","30,539,881.39","55,640,336.06","70,877,225.64","55,082,319.94","39,321,424.00","38,935,698.62","37,336,642.04","36,481,692.22","31,192,151.94"
应收账款,"60,889,146.97","46,848,565.29","63,071,910.92",,"65,732,570.96","69,507,118.32","103,926,716.68","122,439,193.62","119,121,805.79","154,606,246.21","204,691,263.04","170,945,005.95","184,585,493.03","202,323,910.72","202,393,009.09","212,174,060.86","214,712,543.20","226,710,942.91","256,255,495.26","307,064,311.27","334,247,672.44","390,278,556.90","414,311,423.88","470,285,071.06","506,154,355.70","522,026,498.96","871,766,250.78","981,390,410.37","1,004,981,495.49","1,003,950,322.87","1,271,223,089.44","1,226,535,498.29"
应付账款,"57,073,400.16","99,542,975.66","108,140,506.50",,"108,518,549.08","139,215,307.16","144,886,324.84","150,172,291.77","182,470,241.07","185,054,216.46","244,437,033.14","263,430,750.05","281,030,367.26","319,492,702.04","494,173,380.13","480,737,624.30","492,917,064.54","621,234,115.75","778,185,768.20","785,326,092.55","819,084,931.48","854,550,728.76","1,014,426,213.07","952,278,053.32","947,526,241.31","952,256,100.22","1,633,380,049.32","1,581,760,731.82","1,615,847,457.87","1,789,969,124.14","1,868,849,880.86","1,594,305,870.49"
预付款项,"966,116.50","3,217,212.05","9,545,650.14",,"16,404,541.27","19,224,048.57","20,332,854.19","20,437,386.25","23,221,476.04","30,909,915.56","21,055,406.30","37,501,474.81","49,248,922.71","57,368,354.17","15,350,695.03","30,115,253.06","36,392,181.69","38,815,653.53","40,773,019.47","60,825,346.85","22,094,094.46","48,574,694.92","38,184,232.05","12,703,178.02","16,488,132.83","72,235,210.57","49,178,308.62","104,069,230.79","120,635,155.84","151,371,334.14","63,547,110.91","150,330,584.62"
预收款项,"4,902,850.17","25,230,886.98","40,304,861.96",,"55,075,561.49","51,787,607.66","57,007,293.22","59,044,267.47","65,233,068.74","66,671,742.84","30,283,908.50","46,757,444.20","63,706,792.25","57,373,453.44","69,573,228.08","80,841,993.66","80,645,911.76","128,454,275.34","127,159,125.21","135,887,576.96","131,425,389.15","124,050,038.31","142,157,399.91","162,324,695.92","135,855,773.88","115,023,049.37","147,848,639.35","189,418,599.02","361,019,419.35","331,436,505.45","124,961,905.59","193,085,152.81"
其他应收款,"9,651,118.30","12,034,530.63","17,022,118.66",,"22,257,551.84","24,156,211.08","20,551,572.17","21,304,146.94","25,797,229.01","24,762,796.75","19,870,287.39","23,199,602.25","33,796,200.56","101,461,255.05","90,150,639.03","88,948,766.01","74,719,595.84","83,565,040.06","81,737,260.91","82,780,478.86","85,164,943.17","99,882,459.73","110,569,310.80","116,206,412.31","142,366,258.42","148,061,441.98","143,912,091.85","145,989,852.20","286,993,095.47","187,855,596.41","163,619,238.00","194,379,482.38"
应付职工薪酬,"1,674,327.62","1,272,616.69","943,385.85",,"256,196.19","8,753.13","4,625,266.64","-245,961.68","-126,752.85","-197,224.42","4,674,069.69","-648,321.29","502,317.27","499,791.61","2,524,705.13","556,676.39","728,724.95","698,359.01","2,556,232.37","1,844,176.38","2,276,360.37","2,212,292.10","2,853,402.49","1,442,097.33","2,204,507.54","1,947,032.84","2,913,849.50","1,275,403.54","2,684,834.15","7,962,472.54","10,612,097.67","5,256,927.85"
