科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"99,890,056.86","176,705,363.91","202,814,252.96","39,307,581.68","93,747,274.45","109,778,680.40","138,592,852.58","23,938,585.70","86,171,589.32","146,766,929.41","244,715,297.13","91,956,451.15","199,584,534.06","259,133,062.48","306,525,826.14","26,240,642.48","66,198,785.79","94,561,236.19","136,415,099.09","34,464,356.61","68,579,366.14","112,376,803.43","152,893,022.15","28,046,999.59","69,239,937.35","119,002,114.86","178,469,070.86","29,111,801.92","81,956,031.59","121,025,270.02","168,672,383.46","46,755,010.45","121,669,253.44","182,697,338.26","261,283,237.46","72,970,147.49"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"9,498,882.02","3,209,613.98","964,885.95","5,896.49","880,017.65","1,053,173.16","6,348,905.81","1,029,815.52","2,745,826.27","3,325,411.71","4,579,671.90","1,538,683.82","4,327,389.64","5,278,796.50","10,287,181.21","1,402,941.60","4,114,555.13","4,840,101.44","4,098,843.98","1,719,368.32","3,398,034.80","4,471,266.62","15,425,317.80","8,544,629.65","11,100,165.62","13,125,018.26","14,755,581.52","468,943.94","867,236.45","914,987.82","1,725,121.58","144,183.05","503,962.26","9,553,385.94","32,956,745.94","1,960,849.61"
投资活动现金流出小计,"3,913,428.60","9,740,123.15","9,687,300.08","519,385.88","3,500,946.47","22,818,222.76","52,073,334.81","14,668,576.48","36,697,031.58","52,884,678.88","53,711,003.62","6,872,131.56","11,748,149.83","17,408,308.07","23,767,556.46","701,264.45","1,915,187.39","2,071,191.63","13,943,526.59","9,878,454.75","12,086,974.78","54,043,729.23","284,427,093.81","392,949,063.07","734,792,926.15","1,016,299,809.65","1,346,819,648.03","185,410,061.01","305,880,164.99","312,440,965.95","362,715,616.06","4,365,081.20","11,898,186.56","25,829,582.16","58,173,259.45","32,176,073.54"
经营活动现金流入小计,"109,388,938.88","179,914,977.89","203,779,138.91","39,313,478.17","94,627,292.10","110,831,853.56","144,941,758.39","24,968,401.22","88,917,415.59","150,092,341.12","249,294,969.03","93,495,134.97","203,911,923.70","264,411,858.98","316,813,007.35","27,643,584.08","70,313,340.92","99,401,337.63","140,513,943.07","36,183,724.93","71,977,400.94","116,848,070.05","168,318,339.95","36,591,629.24","80,340,102.97","132,127,133.12","193,224,652.38","29,580,745.86","82,823,268.04","121,940,257.84","170,397,505.04","46,899,193.50","122,173,215.70","192,250,724.20","294,239,983.40","74,930,997.10"
投资活动产生的现金流量净额,"-3,913,428.60","-8,841,123.15","-9,687,300.08","-519,385.88","-3,500,946.47","-22,772,162.76","-52,027,274.81","-14,668,576.48","-36,697,031.58","-52,861,178.88","-53,687,503.62","-6,773,004.46","-11,645,822.83","-17,305,981.07","-23,523,231.46","-701,264.45","-1,915,187.39","-2,071,191.63","-13,943,526.59","-9,878,454.75","-12,086,974.78","-54,043,729.23","-83,900,628.06","-16,642,350.75","-57,413,665.88","-128,306,828.93","-158,492,365.97","-22,710,174.72","-112,907,746.42","-84,164,334.27","-104,199,146.45","-4,365,081.20","-11,898,186.56","-25,829,582.16","-58,173,259.45","-32,176,073.54"
购买商品、接受劳务支付的现金,"90,454,102.31","137,605,132.80","149,411,074.88","26,151,304.02","58,313,534.43","66,676,051.30","66,075,721.45","16,029,065.76","53,667,831.93","98,705,432.27","180,782,052.17","67,214,729.74","136,367,728.78","182,298,932.17","230,448,471.76","32,207,327.02","61,920,012.53","73,772,001.59","92,830,101.08","15,476,576.17","29,953,179.41","44,309,049.79","54,332,374.12","13,887,185.72","29,307,099.82","45,088,389.51","56,097,426.02","22,101,811.60","50,434,701.81","95,030,308.63","102,284,472.40","42,673,312.17","63,556,574.19","111,706,202.38","142,558,587.12","26,263,321.97"
吸收投资收到的现金,,,,,"148,878,310.00","148,878,310.00","156,500,000.00",,,,,,,,,,,,,,,,"364,051,778.68",,,,,,,,,,"8,455,200.00","8,455,200.00","8,455,200.00","222,200,000.00"
