科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"4,553,576.08","10,395,573.43","19,380,824.86","6,158,451.78","13,536,644.35","22,418,895.36","31,653,734.83","12,788,906.07","30,130,866.93","48,659,903.18","73,746,210.67","21,651,484.16","46,820,546.69","74,440,699.97","105,582,447.33","26,531,964.70","57,488,827.84","82,289,652.76","115,876,527.94","29,528,392.33","63,095,289.19","93,565,852.67","132,649,572.49","37,144,341.07","78,601,203.93","122,066,020.76","169,240,428.35","43,815,983.05","91,056,875.14","140,396,296.28","191,034,478.81","48,410,310.54","98,394,092.10","198,264,163.14","281,551,978.16","85,341,147.05","160,242,926.78","242,675,538.63","334,093,910.72","108,121,784.41","227,045,965.44","345,496,062.02","496,772,305.03","135,252,270.09","257,297,225.31","383,022,067.68","558,784,400.83","174,524,508.74"
取得借款收到的现金,"40,000,000.00","60,000,000.00","90,000,000.00","20,000,000.00","40,000,000.00","40,000,000.00","45,000,000.00",,"40,000,000.00","80,000,000.00","120,000,000.00","3,000,000.00","3,000,000.00","25,800,000.00","29,800,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,"3,000,000.00","93,000,000.00","113,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00",,"570,000,000.00","612,000,000.00","717,748,000.00","2,880,000.00","52,880,000.00","53,330,000.00","105,730,000.00","3,420,000.00","104,900,000.00","107,070,000.00","116,920,000.00","3,994,000.00","170,304,000.00","175,264,000.00","177,204,000.00","3,530,000.00"
支付的各项税费,"21,436,506.88","52,454,387.78","67,224,558.88","9,334,209.54","24,252,035.96","31,071,670.35","40,704,464.59","10,014,311.07","24,793,869.53","37,455,399.37","49,368,388.19","20,599,891.78","46,227,127.38","57,359,599.95","62,449,134.95","20,108,379.40","49,674,775.56","59,565,420.71","87,383,852.07","30,183,580.31","61,385,973.12","90,359,998.85","110,211,505.38","20,468,928.87","72,362,309.70","104,486,414.83","126,419,793.07","31,683,007.76","77,769,935.16","128,996,535.44","173,455,684.21","26,867,053.68","90,297,957.09","175,314,919.88","221,817,024.11","39,042,952.92","138,732,572.79","217,413,178.75","267,828,760.48","72,347,225.50","205,802,050.72","317,779,182.26","307,676,969.26","61,451,795.48","212,808,359.77","353,336,835.78","367,332,995.64","90,895,355.28"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,501.12",,,,,,"12,471.90",,,,,,,,
支付其他与经营活动有关的现金,"30,481,698.33","37,891,424.92","35,750,994.82","7,608,838.64","21,640,372.02","26,466,892.80","34,260,006.09","12,518,457.17","24,800,083.66","52,514,073.29","92,663,387.67","15,867,340.92","37,121,717.88","60,134,870.23","63,244,329.91","25,495,341.95","53,521,148.37","75,102,040.95","121,119,391.35","26,707,129.67","54,371,024.82","90,162,225.86","136,617,790.64","32,284,957.77","78,268,695.93","122,248,357.66","249,378,029.15","31,480,503.99","80,860,748.60","111,645,643.14","326,543,006.30","46,644,269.86","79,325,222.52","363,534,018.72","734,251,484.37","36,558,772.05","85,561,019.13","125,259,129.56","328,442,704.27","115,720,314.86","251,373,080.60","391,418,929.08","886,854,639.10","177,996,640.50","227,969,140.51","337,834,220.05","488,215,837.47","159,930,412.02"
筹资活动现金流入小计,"40,000,000.00","60,000,000.00","90,000,000.00","20,000,000.00","267,259,088.03","267,259,088.03","279,480,000.00",,"40,000,000.00","80,000,000.00","120,000,000.00","3,000,000.00","255,160,000.00","277,960,000.00","281,960,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","7,000,000.00",,"3,000,000.00","93,000,000.00","113,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00",,"570,000,000.00","612,018,501.12","717,748,000.00","5,130,000.00","2,582,186,423.41","2,582,597,543.41","2,636,197,543.41","3,432,471.90","127,940,000.00","131,470,000.00","260,304,162.50","3,994,000.00","172,304,000.00","177,264,000.00","179,204,000.00","3,530,000.00"
经营活动现金流出小计,"97,898,161.24","215,931,703.26","354,860,222.94","67,630,593.16","179,062,284.39","277,082,484.80","427,136,036.31","95,563,026.28","235,465,542.92","385,094,975.50","553,276,387.83","174,385,394.49","381,934,952.48","596,015,799.84","940,243,089.14","242,185,328.63","490,222,472.03","767,627,872.91","1,111,113,430.47","245,018,165.31","502,749,167.51","714,819,253.42","1,001,161,240.39","254,102,193.47","544,152,965.99","897,094,416.40","1,203,710,224.34","266,374,600.36","571,783,323.49","933,201,350.99","1,283,358,813.47","269,120,203.11","537,947,503.21","1,252,790,669.59","1,960,320,311.70","374,240,504.27","833,225,473.41","1,305,902,112.57","1,907,983,635.56","676,034,216.33","1,462,201,060.57","2,326,848,104.76","3,542,012,072.97","821,490,439.11","1,532,393,219.75","2,404,771,397.67","3,204,773,232.65","1,030,824,943.47"
偿还债务支付的现金,"40,000,000.00","105,000,000.00","135,000,000.00","40,000,000.00","95,000,000.00","105,000,000.00","125,000,000.00",,,"10,000,000.00","99,350,000.00","8,150,000.00","8,150,000.00","28,150,000.00","45,200,000.00","20,000,000.00","20,000,000.00","20,000,000.00","62,750,000.00",,,,"4,000,000.00",,"3,000,000.00","93,000,000.00","93,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00",,"50,000,000.00","295,000,000.00","570,048,000.00","49,284,000.00","98,074,000.00","120,580,000.00","220,580,000.00","12,400,000.00","68,993,000.00","72,250,000.00","80,420,000.00",,"152,694,000.00","155,304,000.00","170,264,000.00","1,940,000.00"
经营活动产生的现金流量净额,"4,150,181.41","16,228,402.41","22,525,896.46","7,839,666.40","17,399,374.26","22,363,693.07","60,600,141.93","2,000,348.27","-4,092,214.13","41,003,635.85","96,485,220.38","-28,979,254.20","-6,222,031.23","13,560,312.22","65,661,700.81","-21,819,046.50","42,171,401.45","67,105,235.64","96,972,149.28","-36,021,562.55","14,520,632.97","98,862,494.68","171,419,700.40","20,964,240.67","64,967,319.40","43,121,122.52","124,453,601.89","35,060,176.59","63,204,047.67","62,768,444.76","205,781,087.30","100,977,973.74","195,594,699.22","296,835,077.61","543,233,405.25","216,945,977.34","284,557,315.29","410,607,304.32","676,978,914.59","2,807,901.77","65,539,177.86","91,583,121.34","242,099,878.65","26,166,222.53","197,373,414.37","374,223,632.11","798,144,562.32","-119,276,721.17"
分配股利、利润或偿还利息支付的现金,"45,465,676.81","46,979,645.81","49,649,318.31","1,346,267.50","21,781,858.90","22,217,133.90","23,416,542.50",,"31,103,850.00","31,821,600.00","33,148,105.69","547,064.37","15,734,690.17","15,901,955.17","17,724,489.97","174,791.67","758,202.56","911,679.68","1,601,367.77",,"41,892,800.00","41,892,800.00","41,214,784.66",,"51,665,386.20","53,160,640.00","53,416,212.33","254,950.00","52,295,970.68","52,295,970.68","55,668,604.99","784,861.12","2,708,055.57","8,667,360.97","10,325,738.29","2,423,152.77","237,872,329.52","239,358,744.23","240,431,121.35","827,129.96","293,772,551.42","295,163,704.88","271,800,608.17","1,206,250.00","2,455,030.33","154,163,737.82","155,806,616.08","1,895,058.61"
收回投资收到的现金,"-3,148,026.86",,,,,,,,,,,,,"516,164.94","516,164.94",,,,"4,783,695.00",,,,"2,365,685.00",,,,"1,213,540.00",,,,,,,,"980,000.00","80,013,921.83","326,013,921.83","446,013,921.83","1,000,000.00","3,359,000,000.00","3,959,000,000.00","5,282,550,000.00","5,577,563,892.06","981,050,000.00","2,282,050,000.00","3,515,276,719.85","4,163,228,574.72","1,759,640,000.00"
支付其他与筹资活动有关的现金,,,,,"14,343.36","14,343.36","7,220,911.97",,"71,911.40",,,,"1,258,600.00","1,258,600.00","1,258,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,"623,500.00","986,200.00",,"800,000.00","1,023,000.00","1,955,500.00",,"600,000.00","600,000.00","600,000.00",,,,,,,,"-243,200.00",,,,,,,"32,464,596.89","21,173,200.10","198,904.08","1,213,502.62","2,387,532.23","27,403,241.11","13,605,857.59","17,858,360.67","28,641,167.06","46,775,512.13","8,371,423.62","18,616,427.10","22,259,173.80","30,690,499.36","4,009,280.97"
筹资活动现金流出小计,"85,465,676.81","151,979,645.81","184,649,318.31","41,346,267.50","116,796,202.26","127,231,477.26","155,637,454.47",,"31,175,761.40","41,821,600.00","132,498,105.69","8,697,064.37","25,143,290.17","45,310,555.17","64,183,089.97","20,174,791.67","20,758,202.56","20,911,679.68","64,351,367.77",,"41,892,800.00","41,892,800.00","45,214,784.66",,"54,665,386.20","146,160,640.00","146,416,212.33","254,950.00","55,295,970.68","55,295,970.68","58,668,604.99","784,861.12","52,708,055.57","303,667,360.97","580,373,738.29","51,707,152.77","335,946,329.52","359,938,744.23","461,011,121.35","13,227,129.96","362,765,551.42","367,413,704.88","352,220,608.17","1,206,250.00","155,149,030.33","309,467,737.82","326,070,616.08","3,835,058.61"
处置固定资产、无形资产和其他长期资产收回的现金净额,"25,579,507.35","23,617,645.65","39,287,466.45",,,"26,230.00","437,530.00","30,000.00","30,000.00",,"14,570.14",,,"265,800.00","38,800.00",200.00,200.00,"27,314,185.00","27,706,685.00",,,"3,000.00","2,942.31","260,559.00","260,559.00","296,759.00","339,371.30",,"198,000.00","198,000.00","219,291.02","10,000.00","26,179.61","116,888.35","348,281.29","348,234.00","433,060.94","519,356.67","548,960.03","87,001.25","565,630.38","707,040.64","624,272.02",,"435,143.17","3,098,580.97","2,672,628.54","6,895.08"
筹资活动产生的现金流量净额,"-45,465,676.81","-91,979,645.81","-94,649,318.31","-21,346,267.50","150,462,885.77","140,027,610.77","123,842,545.53",,"8,824,238.60","38,178,400.00","-12,498,105.69","-5,697,064.37","230,016,709.83","232,649,444.83","217,776,910.03","-20,174,791.67","9,241,797.44","9,088,320.32","-34,351,367.77","4,000,000.00","-37,892,800.00","-37,892,800.00","-38,214,784.66",,"-51,665,386.20","-53,160,640.00","-33,416,212.33","-254,950.00","-5,295,970.68","-5,295,970.68","-8,668,604.99","-784,861.12","517,291,944.43","308,351,140.15","137,374,261.71","-46,577,152.77","2,246,240,093.89","2,222,658,799.18","2,175,186,422.06","-9,794,658.06","-234,825,551.42","-235,943,704.88","-91,916,445.67","2,787,750.00","17,154,969.67","-132,203,737.82","-146,866,616.08","-305,058.61"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,"80,088.24",,,,,,,,,,,,,,,,,,,,"147,131,767.07",,,,,,,"36,343,892.06",,,,,,
四、汇率变动对现金的影响,,"-60,594.61","-161,335.88","-6,130.74","-7,747.63","-61,782.19","-82,399.28","-19,550.50","-42,886.01","82,285.98","-101,371.40","-11,562.93","-55,738.47","-250,559.29","-520,486.48","-179,512.14","-398,973.95","-821,409.05","-888,364.63","16,783.58","170,045.34","310,488.25","-307,243.28","-274,453.28","-965,276.02","-1,385,655.91","-1,951,312.90","-27,334.14","230,091.99","451,737.36","532,207.29","-44,311.38","-979,441.03","2,922,777.19","4,844,935.10","-621,416.48","3,716,013.10","5,142,856.87","15,541,157.80","-1,968,189.29","-2,459,436.54","-7,045,079.55","-14,956,074.80","-12,409,472.70","7,630,143.41","24,487,225.04","22,716,308.47","-4,983,609.73"
收到其他与投资活动有关的现金,,"20,100,000.00","20,100,000.00",,,,,,,,,,,,,,,,,,,,"29,000,000.00",,,,,,,,,,,"123,518,316.92","16,593,892.06",,,,"26,000,000.00","2,140.00",,,"39,392,000.00",,,,"2,600,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"22,431,480.49","43,717,645.65","59,387,466.45",,,"26,230.00","437,530.00","30,000.00","30,000.00","623,500.00","1,000,770.14",,"800,000.00","1,804,964.94","2,590,553.18",200.00,"600,200.00","27,914,185.00","33,090,380.00",,,"3,000.00","31,368,627.31","260,559.00","260,559.00","296,759.00","1,309,711.30",,"198,000.00","198,000.00","219,291.02","10,000.00","26,179.61","156,099,802.16","186,227,140.52","80,561,059.91","327,660,485.39","448,920,810.73","54,952,201.14","3,372,694,998.84","3,977,423,991.05","5,348,242,099.76","5,664,355,676.21","989,421,423.62","2,301,101,570.27","3,540,634,474.62","4,199,191,702.62","1,763,656,176.05"
五、现金及现金等价物净增加额,"-49,741,298.81","-77,743,303.11","-73,096,752.45","-17,307,264.36","148,004,956.39","116,740,480.68","111,831,250.45","-38,968,670.98","-46,647,628.31","-3,524,482.39","-12,418,854.46","-49,701,944.14","177,590,974.81","183,582,503.38","190,885,661.42","-60,311,592.52","20,962,161.17","20,822,446.66","-3,689,143.47","-79,529,107.66","-123,526,825.13","-62,971,751.65","-8,324,271.39","2,831,069.99","-15,210,230.73","-63,790,252.19","1,230,355.69","5,084,611.06","2,205,223.22","-23,939,812.21","40,933,972.96","67,205,126.77","508,722,108.56","-169,601,702.95","97,842,909.88","-112,765,013.22","2,424,818,780.98","2,511,616,873.31","1,878,085,553.86","529,611,868.93","-606,818,778.63","-1,271,618,465.63","-286,490,162.70","-513,007,057.73","-721,311,781.16","-1,144,780,424.55","-392,237,130.53","-776,085,156.57"
购建固定资产、无形资产和其他长期资产支付的现金,"30,857,283.90","42,501,083.89","56,821,982.23","3,794,532.52","19,849,556.01","45,615,270.97","72,966,567.73","35,979,468.75","46,366,766.77","60,261,990.88","74,432,115.48","15,014,062.64","46,947,965.32","64,181,659.32","94,623,016.12","17,250,386.21","29,764,207.77","81,575,829.25","93,535,155.35","40,138,611.05","91,681,374.60","115,519,216.94","159,582,262.73","18,119,276.40","27,807,446.91","52,661,837.80","88,562,892.27","25,613,281.39","52,050,945.76","77,982,023.65","146,160,007.66","32,953,674.47","153,211,273.67","158,810,500.06","164,840,562.80","128,073,481.22","112,355,126.69","129,928,447.79","76,179,249.67","64,618,171.62","226,959,113.67","384,066,138.43","489,985,236.64","92,517,388.18","202,981,285.88","348,731,425.50","389,543,750.61","179,635,943.11"
期初现金及现金等价物余额,"116,168,743.71","116,168,743.71","116,168,743.71","43,071,991.26","43,071,991.26","43,071,991.26","43,071,991.26","154,903,241.71","156,006,662.05","154,903,241.71","154,903,241.71","142,484,387.25","142,484,387.25","142,484,387.25","142,484,387.25","333,370,048.67","333,370,048.67","333,370,048.67","333,370,048.67","329,680,905.20","330,939,858.99","330,939,858.99","329,680,905.20","321,356,633.81","321,356,633.81","321,356,633.81","321,356,633.81","322,586,989.50","322,586,989.50","322,586,989.50","322,586,989.50","363,520,962.46","363,833,851.96","510,090,800.75","363,520,962.46","461,363,872.34","461,363,872.34","461,363,872.34","461,363,872.34","1,785,988,961.24","2,339,449,426.20","2,339,449,426.20","2,339,879,972.68","2,053,389,809.98","2,053,389,809.98","2,053,389,809.98","2,053,389,809.98","1,661,152,679.45"
投资支付的现金,,,,,,,,"5,000,000.00","5,000,000.00",,,,,,,"888,056.00",,,"3,376,785.00","7,385,717.64",,,"3,475,335.00",,,,"602,540.00",,,,"10,770,000.00",,,,"54,500,000.00","235,000,000.00","325,000,000.00","445,784,450.00","951,800,000.00","1,690,989,425.00","3,326,319,292.76","5,224,905,945.09","4,699,564,704.23","1,291,050,000.00","2,408,900,000.00","3,970,500,000.00","4,875,879,337.25","2,235,540,000.00"
期末现金及现金等价物余额,"66,427,444.90","38,425,440.60","43,071,991.26","25,764,726.90","191,076,947.65","159,812,471.94","154,903,241.71","115,934,570.73","109,359,033.74","151,378,759.32","142,484,387.25","92,782,443.11","320,075,362.06","326,066,890.63","333,370,048.67","273,058,456.15","354,332,209.84","354,192,495.33","329,680,905.20","250,151,797.54","207,413,033.86","267,968,107.34","321,356,633.81","324,187,703.80","306,146,403.08","257,566,381.62","322,586,989.50","327,671,600.56","324,792,212.72","298,647,177.29","363,520,962.46","430,726,089.23","872,555,960.52","340,489,097.80","461,363,872.34","348,598,859.12","2,886,182,653.32","2,972,980,745.65","2,339,449,426.20","2,315,600,830.17","1,732,630,647.57","1,067,830,960.57","2,053,389,809.98","1,540,382,752.25","1,332,078,028.82","908,609,385.43","1,661,152,679.45","885,067,522.88"
