科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"100,678,787.00","74,576,203.94","56,230,634.90","111,461,235.39","80,180,871.01","57,256,857.35","64,571,435.77","130,341,795.58","152,268,380.25","170,852,111.23","157,194,033.79","162,052,305.24","134,328,419.35","177,949,216.02","120,917,363.40","182,794,989.36","145,858,720.22","230,062,183.53","229,054,833.18","226,698,360.44","177,261,453.18","201,062,206.60","165,975,237.43","90,106,537.40","149,098,653.68","162,265,947.40","120,429,079.81","150,509,275.10","671,689,067.12","920,272,349.08","407,501,195.72","397,570,575.09","410,278,431.34","1,055,752,745.05","1,366,804,940.32","1,245,609,759.54","1,378,675,747.48","948,576,903.20","545,164,210.68","536,868,356.02","844,440,331.58","1,474,099,121.40","1,308,596,621.86","1,278,025,903.84","1,260,385,822.17","1,275,786,969.45","1,154,043,831.97","1,124,393,631.29","1,350,705,689.02"
短期借款,"324,508,875.14","319,481,495.06","371,223,894.59","381,512,517.23","373,252,850.05","382,842,421.91","340,670,000.00","351,340,000.00","449,679,058.05","442,827,083.40","429,013,964.71","491,013,086.16","450,090,634.72","422,230,451.01","422,986,152.36","466,892,716.73","418,182,310.80","504,492,000.00","528,210,000.00","519,176,096.21","492,816,178.15","449,199,017.65","456,266,597.09","450,365,299.21","434,918,424.01","453,579,384.00","451,934,228.05","531,818,587.85","597,739,971.44","480,000,000.00","350,000,000.00","230,000,000.00","295,000,000.00","40,000,000.00",,,"37,821,445.67","37,821,445.67",,"9,658,900.96","9,862,582.85","7,239,012.26","10,074,250.17","9,803,834.66","9,155,667.40","10,091,839.96","10,091,839.96","8,587,023.98","8,587,023.98"
交易性金融资产,"100,000.00","19,196,141.60","25,231,943.95","5,950,100.87","9,891,133.31","6,216,293.85","3,145,142.37","3,198,736.00","2,390,773.06","652,750.73","3,260,820.76","1,020,762.58","3,154,532.10","1,140,210.32","1,181,407.35","1,284,295.54","1,058,151.38","1,087,404.84","1,101,110.07","16,180,007.28","15,945,018.34","18,958,090.02","18,871,285.63","8,932,256.13","8,952,235.28","5,829,772.36","5,898,693.37","5,913,002.56",,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"200,000.00",,,"57,000,000.00","75,640,000.00","63,000,000.00","5,300,000.00","34,500,000.00","25,000,000.00",,,,,,,"100,000.00","200,000.00",,,"1,800,000.00","100,000.00","730,000.00","3,540,000.00","1,370,000.00","2,911,620.00","1,831,000.00","100,000.00",,"82,037,569.00","181,978,497.64","230,970,626.83","126,678,794.00","239,987,845.94","452,808,311.58","467,116,349.87","268,432,512.54","116,092,414.83","180,566,269.76","141,649,473.11","502,030,458.97","535,367,254.40","361,191,432.34","510,683,080.24","580,056,921.42","438,095,015.29","479,383,719.50","802,144,169.17","380,422,228.38","259,655,644.52"
应付票据,"42,247,153.87","27,082,796.72","19,529,671.84","15,558,234.04","53,382,380.41","40,940,000.00","63,500,000.00","126,700,000.00","88,100,000.00","111,020,000.00","123,186,000.00","65,360,000.00","98,435,572.95","158,477,572.95","104,510,000.00","118,634,000.00","132,594,000.00","143,684,000.00","163,240,000.00","70,280,000.00","60,600,000.00","135,000,000.00","129,000,000.00","63,050,000.00","145,270,000.00","159,770,000.00","124,084,103.96","142,884,103.96","276,777,000.00","392,777,000.00","34,977,000.00","3,200,000.00","8,400,340.00","3,400,340.00","17,289,000.00","17,909,000.00","16,020,000.00",,,,,,,,,,,,
应收账款,"131,498,477.04","142,464,742.43","170,812,893.03","152,509,266.67","127,244,934.16","122,996,253.03","124,099,459.47","119,902,064.76","135,431,777.85","114,864,897.83","132,022,499.14","152,940,151.68","134,204,179.40","140,087,822.35","155,774,103.58","157,574,668.43","158,636,077.38","157,738,828.31","152,161,316.71","204,570,070.65","151,506,571.36","137,369,781.58","100,983,613.67","137,600,667.86","109,254,401.17","132,808,770.53","179,848,431.13","200,644,488.15","315,364,646.60","223,683,504.81","422,618,601.08","20,479,770.00","248,692,107.78","256,347,260.81","228,130,981.14","49,321,418.56","349,019,046.32","224,787,388.34","260,871,458.20","56,338,131.19","562,299,538.84","266,664,684.19","341,175,769.46","95,469,215.50","505,273,166.23","221,597,015.00","334,868,314.18","194,174,012.33","646,679,873.33"
应付账款,"113,587,626.56","134,275,284.93","120,261,942.08","152,382,832.77","163,115,247.66","162,188,956.95","138,711,075.91","140,942,884.28","166,786,984.30","172,631,436.95","173,331,653.11","186,411,187.21","204,616,520.18","163,907,458.40","168,277,825.46","133,980,367.42","149,577,086.44","155,304,821.17","124,892,662.06","122,478,341.39","102,036,723.89","98,257,790.16","101,229,560.56","133,353,705.29","97,606,752.81","109,021,904.29","174,417,761.40","163,530,436.94","534,765,941.18","459,037,150.62","593,905,451.12","512,708,254.91","623,342,496.66","586,846,143.00","625,082,406.31","704,393,796.41","742,444,397.67","670,565,421.25","951,952,787.78","926,965,319.74","1,079,130,227.32","914,016,780.35","1,156,338,483.53","950,249,039.61","1,109,500,581.62","870,431,552.45",,"982,105,650.55",
预付款项,"289,785,332.42","338,868,986.55","369,405,367.88","242,107,428.66","384,606,949.03","345,924,665.12","371,706,113.23","237,018,965.47","273,230,084.60","404,929,652.08","402,030,755.56","165,933,709.76","248,544,777.69","237,310,068.10","255,247,766.11","180,363,596.19","244,899,290.36","259,944,128.19","265,449,282.04","145,743,372.11","221,354,851.83","221,519,317.10","235,033,253.76","192,960,580.16","209,762,200.85","190,155,919.05","209,689,792.09","225,725,220.00","477,842,755.78","512,170,822.41","465,996,111.04","659,115,783.03","297,230,681.99","514,529,761.22","391,900,684.17","464,560,807.02","545,795,386.73","455,260,766.18","487,009,240.27","379,975,409.37","429,321,365.08","380,295,647.36","775,326,537.84","558,824,436.31","680,975,094.94","547,442,628.47","722,067,974.91","355,704,270.42","485,520,531.97"
预收款项,"157,482,464.21","186,819,262.19","219,471,965.03","89,149,569.91","213,075,519.49","151,620,694.56","212,969,071.49","76,410,778.19","124,184,089.20","184,308,841.18","197,210,267.60","71,674,654.84","153,952,516.31","146,758,458.64","142,350,408.17","134,873,261.35","167,642,922.10","172,467,906.59","154,877,769.60","71,408,457.36","98,596,702.19","117,214,860.83","146,053,919.96","111,187,574.29","100,802,057.99","113,760,239.27","177,703,106.41","95,370,526.43","528,124,801.83","689,286,496.83","572,942,685.78","1,141,492,549.10","467,075,670.66","783,772,244.71","528,485,983.99","872,853,574.55","456,958,472.95","499,287,392.19","660,558,439.03","1,213,669,842.60","734,422,747.79","1,012,788,979.45","911,859,514.82","1,397,891,288.15","772,036,873.28","514,003,409.81","887,105,900.69","1,051,092,103.22","394,961,524.19"
其他应收款,"146,550,321.44","125,744,190.68","145,814,996.52","91,824,236.18","122,225,538.82","101,685,391.47","97,199,104.53","66,802,107.55","121,365,417.75","95,142,035.96","68,843,168.05","88,496,259.55","89,195,651.10","88,117,872.72","91,399,804.17","84,855,046.95","83,872,389.41","76,013,653.11","75,025,843.80","52,586,171.48","48,575,727.15","46,175,601.33","55,742,377.47","39,694,243.87","29,486,980.24","47,499,466.60","47,648,274.05","50,071,377.12","5,406,144.70","16,072,689.73","15,697,160.10","60,287,235.22","69,939,074.49","66,886,339.94","62,168,844.90","12,854,792.93","29,733,657.45","27,715,564.14","59,562,757.44","35,877,528.57","261,361,261.93","249,007,578.70","317,707,772.19","195,726,120.04","215,862,624.99","186,845,466.79","198,132,308.58","206,569,952.12","202,853,115.70"
应付职工薪酬,"3,973,509.15","4,623,913.79","3,856,476.63","3,223,400.62","2,114,845.28","2,584,831.21","1,921,985.14","2,588,987.73","1,925,565.29","2,756,904.96","3,268,382.58","2,907,206.06","1,091,308.98","1,182,835.90","968,280.18","1,930,511.48","402,778.06","573,165.32","983,740.83","828,362.15","190,457.52","421,444.35","698,269.36","1,436,539.45","589,280.79","1,159,353.42","633,487.24","1,289,826.50","46,768,404.79","64,606,428.83","98,464,334.22","40,937,356.94","69,204,302.26","99,145,971.22","129,919,858.72","48,956,348.74","59,100,015.50","92,036,610.44","112,126,622.69","48,074,954.51","61,263,924.17","102,970,473.44","149,140,808.45","60,482,832.04","60,067,546.29","94,971,227.38","146,695,017.77","68,684,798.76","76,499,105.79"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-13,036,820.88","-10,061,908.13","-9,238,455.60","-1,450,776.09","-11,919,696.41","-11,719,306.14","-13,181,646.53","-2,796,779.68","-4,617,793.79","-5,184,656.61","-4,836,108.79","-4,032,656.73","-9,346,078.81","-4,815,815.31","1,487,133.05","572,218.19","682,566.36","-2,374,250.16","-2,861,422.18","5,703,171.02","-4,353.10","-3,596,474.93","-10,618,559.83","-10,402,197.94","-3,968,606.57","-4,590,910.79","-11,221,517.32","-10,229,425.36","23,899,838.71","2,382,710.28","8,944,149.01","21,685,916.75","24,698,924.81","36,611,478.38","77,791,492.67","46,605,945.23","87,999,025.07","81,513,279.66","92,690,296.30","62,565,796.31","96,745,886.93","60,484,239.58","74,786,637.85","47,872,228.28","91,564,999.89","85,405,520.12","74,698,521.96","78,515,360.42","121,442,832.58"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,572,916.67",,,,,,,,,,,,,,,,,,,,
应付利息,"372,658.51",,,"86,526.00","86,526.00","86,526.00","86,526.00","127,160.00","127,160.00","127,160.00","505,260.00","158,273.64","468,438.64","1,013,883.39","617,849.10","449,126.49","1,010,910.11","1,912,030.39","1,458,213.29","646,853.72",,"291,458.00","286,239.43","511,314.75","511,536.72","511,536.72","487,981.72","628,629.33","695,104.17","1,326,604.17","386,083.33","402,224.81","66,141.48","62,222.00",,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"544,348.09","544,348.09","351,848.09",,,,,,,,,"3,908,351.09",,"8,351.09","8,351.09","8,351.09","8,351.09","8,351.09","8,351.09","8,351.09","8,351.09","8,351.09","8,351.09","8,351.09","8,351.09","8,351.09","8,351.09","8,351.09",,,,,,,,,,,,,,,,"12,000,000.00","12,000,000.00","12,000,000.00",,,
存货,"168,835,405.20","170,312,067.43","172,600,816.45","170,267,303.48","184,425,443.15","206,541,376.37","227,992,609.74","182,709,256.94","199,642,346.67","214,745,624.72","216,730,792.80","207,881,074.94","230,424,960.56","179,047,385.26","164,721,791.89","180,774,151.97","181,071,039.77","181,773,037.31","176,277,308.10","136,574,338.64","131,891,595.07","156,473,523.38","222,711,545.98","245,369,002.88","189,319,092.26","224,400,514.83","288,034,489.94","266,281,875.63","1,029,801,326.20","997,483,906.94","947,536,077.86","1,401,027,991.33","1,291,937,830.64","1,093,833,061.73","991,767,635.14","1,551,002,200.41","1,359,099,843.24","1,450,337,856.56","1,373,648,739.93","1,779,052,648.74","1,555,422,840.50","1,285,074,297.05","1,226,845,369.50","2,060,999,984.90","1,862,474,740.58","1,462,671,387.78","1,591,731,796.90","2,716,347,851.50","1,832,911,963.37"
其他应付款,"39,468,639.88","49,999,001.29","60,749,975.81","39,104,872.42","58,520,578.25","50,508,561.48","37,441,253.03","38,751,503.98","43,620,775.44","61,901,354.44","41,825,235.99","45,352,126.06","36,486,522.66","30,435,262.67","41,638,373.86","23,698,080.73","34,205,728.18","26,982,938.92","35,155,007.02","14,003,920.21","17,304,600.08","14,851,967.50","14,668,463.85","35,367,246.33","34,358,322.83","61,461,861.23","65,382,960.87","112,483,868.45","75,761,354.45","71,921,802.00","76,393,028.50","94,983,309.80","88,578,841.55","69,601,399.35","74,261,540.28","212,408,093.66","185,725,050.69","186,057,245.82","139,007,774.97","192,196,127.86","360,325,034.82","455,034,597.88","318,680,493.78","313,024,878.86","279,268,885.37","255,012,627.11","268,636,068.61","321,508,981.27","241,732,648.79"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115,000,000.00","130,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,,,,,,"948,421.04","948,421.04"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,069,503.90","73,595,926.18","6,805,928.47","301,730,750.01","314,679,931.41","422,857,866.52","51,675,280.38","467,253,912.97","946,146,811.80","746,740,521.23","209,633,603.66","583,801,097.73","468,678,836.32","444,229,422.24","102,698,723.86","312,998,464.32","459,960,322.49","272,108,257.48","194,908,911.32"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"837,648,323.10","871,162,332.63","940,096,652.73","831,119,571.25","984,214,869.48","903,620,837.19","894,013,865.11","774,472,926.30","909,328,780.18","1,001,187,072.55","980,082,070.10","778,324,263.75","839,852,520.20","823,652,574.77","789,242,236.50","787,746,748.44","815,595,668.52","906,619,235.29","899,069,693.90","784,152,320.60","746,635,216.93","782,288,520.01","802,857,313.94","716,033,288.30","698,785,183.48","764,791,390.77","851,648,760.39","899,145,238.56","2,584,714,426.07","2,851,661,770.61","2,494,389,276.53","2,738,756,074.85","2,564,871,900.65","3,741,888,230.34","3,822,569,366.95","4,014,639,357.52","3,830,091,376.43","3,754,498,661.15","3,814,052,691.43","4,036,883,054.09","4,397,846,195.99","4,600,133,858.77","4,949,013,987.41","5,213,332,004.25","5,065,765,188.06","4,486,725,651.31","5,262,948,718.20","5,249,720,203.52","4,973,235,729.23"
流动负债合计,"669,148,454.53","712,764,193.94","786,207,318.47","679,567,176.90","851,628,250.73","779,052,685.97","782,118,265.04","734,064,534.50","869,805,838.49","970,388,124.32","963,504,655.20","862,752,228.33","935,795,435.63","919,198,458.74","882,844,373.27","881,038,633.48","904,306,653.14","1,003,050,963.32","1,005,964,321.71","804,533,553.15","771,548,659.82","811,648,414.65","837,592,841.51","784,877,832.47","810,096,119.67","894,681,719.23","983,430,463.42","1,037,784,905.19","2,199,532,416.57","2,291,338,192.73","1,776,012,731.96","2,085,409,612.31","1,576,366,717.42","1,619,439,798.66","1,452,830,281.97","1,903,126,758.59","1,586,068,407.55","1,567,281,395.03","1,956,335,920.77","2,453,130,941.98","2,341,750,403.88","2,552,534,082.96","2,620,880,188.60","2,791,324,101.60","2,333,594,553.85","1,841,916,176.83","2,420,718,470.70","2,511,442,339.24","1,868,261,561.95"
可供出售金融资产,"4,269,164.07","6,745,363.20","8,215,285.00","5,987,400.00","3,418,800.00","2,528,400.00","1,976,800.00","1,677,200.00","2,332,400.00","1,183,200.00","1,250,400.00","1,365,600.00","1,274,400.00","924,000.00","976,800.00","959,854.00","992,562.00","956,709.00","792,540.00","866,133.00","813,297.00","869,907.00","752,913.00","834,054.00","847,263.00","532,000.00","627,200.00","455,000.00",,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","271,819,416.61","53,000,000.00","52,000,000.00","52,000,000.00","62,000,000.00","62,000,000.00","66,350,000.00","77,350,000.00","108,302,500.00","108,302,500.00"
