科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"83,699,846.76","141,504,191.66","87,240,715.08","127,275,888.39","126,095,082.90","59,146,201.69","79,436,216.85","94,500,994.29","111,218,137.26","154,281,168.83","131,325,992.63","111,704,900.82","141,219,932.79","179,593,104.68","116,311,196.66","138,707,090.95","63,999,258.64","64,151,721.17","84,598,816.39","81,017,480.82","47,581,062.18","61,444,724.20","97,930,340.60","273,730,780.75","122,562,916.90","80,130,404.64","80,267,614.21","137,103,217.37","61,888,355.08","88,189,420.58","60,894,491.83","57,501,133.11","52,948,771.90","77,580,559.95","91,270,523.03","188,976,585.10","204,608,709.47","86,118,315.89","93,737,936.92","284,086,226.58","232,898,498.50","239,779,694.09","182,751,008.46","238,703,531.83"
短期借款,"221,229,799.53","240,729,799.53","193,729,799.53","225,629,494.61","255,618,366.74","185,503,735.91","223,511,612.91","212,864,673.41","192,864,673.41","167,364,735.91","135,400,000.00","187,400,000.00","167,400,000.00","198,400,000.00","180,400,000.00","144,400,000.00","144,400,000.00","164,400,000.00","164,400,000.00","105,400,000.00","119,400,000.00","153,400,000.00","145,400,000.00","160,400,000.00","125,400,000.00","119,400,000.00","126,000,000.00","150,000,000.00","134,800,000.00","139,800,000.00","104,800,000.00","79,800,000.00","99,800,000.00","99,800,000.00","65,000,000.00","55,000,000.00","67,000,000.00","37,000,000.00","27,000,000.00","6,000,000.00",,"7,000,000.00","7,000,000.00","7,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000.00","1,521,727.00","1,521,727.00",,"2,000,000.00","9,010,012.50","25,114,583.33","29,540.00",,"60,450,920.00","60,905,333.33","61,380,986.30","61,839,616.44","61,011,532.19","61,083,221.45",
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"3,046,600.00","1,555,405.26","2,768,290.27","1,241,875.00","800,630.00","1,399,000.00","3,040,954.00","2,141,000.00","3,768,503.78","2,736,780.00","1,833,190.00",,"983,100.00","1,126,838.60","1,460,226.85","2,320,937.80","1,708,677.00","2,049,363.23","3,138,475.80","3,866,759.00","2,856,451.94","2,184,987.00","4,652,726.26","5,207,664.00","3,589,536.20","3,607,560.52","5,780,074.00","4,761,777.08","5,014,120.00","5,105,284.49","5,835,556.59","5,528,983.80","5,163,235.10","4,518,444.21","5,449,813.37","6,032,300.75","7,037,233.83","5,440,334.20","1,910,640.00","1,810,000.00","1,701,792.00","1,770,000.00","1,110,000.00","1,637,640.00"
应付票据,"25,000,000.00","31,000,000.00","36,000,000.00","16,300,000.00","14,000,000.00",,"5,000,000.00","41,000,000.00","41,000,000.00","50,000,000.00","50,000,000.00",,"69,000,000.00","69,000,000.00","46,000,000.00","56,000,000.00",,,,"40,000,000.00","11,500,000.00",,,,"20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,
应收账款,"117,057,061.56","104,696,301.57","105,373,595.02","100,977,586.85","103,841,682.24","107,845,294.86","114,536,647.05","100,455,426.89","82,629,007.00","82,352,762.41","70,817,463.37","63,089,410.00","59,974,934.53","70,196,936.56","69,114,381.49","42,310,977.86","30,578,403.18","35,575,626.92","37,896,086.13","29,952,142.01","24,742,151.22","22,719,013.55","21,500,538.65","48,093,504.89","11,327,512.39","16,401,287.34","18,973,271.73","43,764,177.91","46,396,527.03","52,344,310.44","50,989,340.45","40,849,127.54","42,441,593.13","48,338,213.09","47,797,192.60","26,458,416.45","25,293,439.73","31,233,584.55","33,087,339.65","35,322,136.19","38,530,830.60","37,474,190.90","38,454,321.69","11,424,759.99"
应付账款,"56,100,033.98","47,762,123.20","39,816,572.99","84,495,878.40","157,920,414.99","127,690,763.35","79,749,741.31","43,271,414.47","37,609,788.61","58,886,662.02","62,610,025.16","93,193,084.64","86,222,320.26","110,349,384.14","53,108,356.04","48,468,753.10","31,366,136.04","44,535,111.83","45,851,550.53","40,758,705.93","45,785,247.04","30,940,423.70","24,726,979.84","38,331,467.19","31,582,957.29","28,896,326.14","30,671,871.67","71,254,075.07","73,172,256.23","65,938,000.87","59,927,295.64","52,429,144.85","44,749,159.43","45,110,074.16","41,471,250.41","32,832,424.94","30,038,972.89","24,501,220.50","22,246,947.57","11,172,125.44","11,407,165.63","12,308,343.42","12,445,569.96","10,025,138.63"
预付款项,"316,522,515.28","299,205,929.13","316,968,045.23","159,472,286.25","182,197,837.56","170,132,790.28","166,101,558.39","98,128,447.02","99,073,826.60","73,515,521.53","74,445,187.81","21,446,416.11","65,674,004.40","26,810,093.88","25,445,348.12","64,268,989.89","65,201,726.41","83,189,329.97","74,700,646.25","33,774,376.76","33,794,401.05","32,010,310.85","35,454,518.72","30,469,617.93","28,367,847.46","33,082,710.57","27,402,984.42","21,550,131.92","22,430,763.62","21,638,460.95","22,064,702.31","20,053,884.65","18,953,217.65","24,766,647.05","26,616,228.54","22,738,623.80","19,867,424.00","86,841,944.99","85,430,359.69","5,319,480.33","6,611,382.54","6,686,292.84","6,061,397.17","2,114,942.11"
预收款项,"162,757,124.11","115,328,027.92","130,085,887.33","23,832,958.86","48,967,960.37","48,228,062.95","53,215,134.18","76,489,746.05","86,007,011.91","99,598,601.18","103,847,734.30","79,613,901.66","35,538,978.39","59,427,901.10","82,348,212.32","15,768,231.96","7,159,893.64","11,406,595.71","15,939,202.91","8,104,731.17","7,240,059.95","82,396,434.69","110,483,193.80","231,076,781.72","248,805,616.20","314,605,194.98","401,058,779.88","209,941,574.84","235,158,986.40","135,959,332.80","128,494,067.53","99,378,282.71","94,294,338.18","113,666,892.95","158,931,963.25","100,644,329.97","103,067,323.33","107,274,352.88","108,147,783.36","74,203,984.15","66,112,286.95","83,649,716.74","89,615,776.48","56,546,033.36"
