科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"272,376,401.87","302,817,904.67","349,954,170.67","60,362,163.48","151,089,899.47","245,917,740.14","378,817,572.26","86,742,391.50","197,737,221.76","317,694,351.46","456,638,749.30","92,842,027.16","252,758,012.06","439,629,985.17","617,859,413.15","128,557,584.50","278,782,667.13","464,627,895.57","678,564,731.08","133,640,001.72","314,143,456.24","483,297,943.08","697,245,747.85","150,536,594.28","321,335,341.67","491,587,854.28","638,758,777.96","133,802,111.21","304,492,311.50","480,765,725.04","683,492,561.98","119,726,277.91","267,729,537.50","434,975,849.76","657,554,536.68","130,662,040.03"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"38,240,000.00",,,,,,,,,,,,,,"560,000.00","560,000.00",,,,,,
收到的税费返还,,"99,165.43","2,455,167.12","2,356,886.93","2,356,886.93","4,987,920.53","5,106,664.93","174,949.91","2,447,901.75","2,447,901.75","2,695,414.25",,,"3,835,758.92","7,204,506.68","2,631,218.29","4,025,787.00","5,412,257.19","6,167,127.61","1,185,690.05","2,220,612.97","3,255,692.57","8,208,385.52","1,583,002.58","4,325,921.30","9,262,568.18","14,791,381.50","2,830,313.13","5,634,119.77","12,363,728.34","16,681,572.83","4,259,351.27","8,924,238.38","12,519,661.00","16,673,631.79","3,555,818.32"
支付其他与投资活动有关的现金,,,,,,,,,,,"322,362.81",,,,"5,000,000.00",,,,"20,800,000.00","1,238,625.00","1,238,625.00","1,238,625.00","1,238,625.00",,,,"450,155.06",,,,"340,500,000.00","220,500,000.00","434,500,000.00","727,000,000.00","891,000,000.00","168,500,000.00"
收到其他与经营活动有关的现金,"175,253.60","3,256,465.19","6,472,585.09","696,173.00","2,231,629.45","18,062,166.17","15,932,962.66","14,460,141.00","18,996,356.97","26,867,371.58","31,880,384.10","3,540,322.91","6,147,046.58","12,163,433.86","16,192,205.65","3,416,686.66","7,200,218.18","12,809,754.74","23,840,163.79","4,557,430.97","15,935,802.62","28,214,781.64","46,315,219.00","9,301,187.95","20,264,247.37","29,777,024.49","55,879,539.37","17,722,077.12","16,601,986.67","20,202,271.11","52,063,655.10","9,901,471.19","27,247,607.34","34,377,713.49","51,062,351.75","6,610,634.62"
投资活动现金流出小计,"32,453,628.58","21,920,464.95","54,004,054.68","5,877,667.50","12,205,889.69","21,133,921.52","57,301,498.58","2,630,726.06","7,143,316.27","10,646,876.20","55,076,580.97","44,774,860.00","99,274,674.16","133,654,858.50","149,622,658.50","8,199,383.05","15,914,046.33","38,493,098.06","136,342,822.48","35,930,746.45","52,341,704.14","70,121,037.47","81,826,464.05","25,665,857.83","37,194,869.90","147,820,406.29","226,468,110.73","10,346,178.93","148,747,309.85","281,362,212.65","791,123,499.63","598,917,314.99","1,016,521,639.49","1,547,142,914.52","1,864,366,443.94","376,272,294.88"
经营活动现金流入小计,"272,551,655.47","306,173,535.29","358,881,922.88","63,415,223.41","155,678,415.85","268,967,826.84","399,857,199.85","101,377,482.41","219,181,480.48","347,009,624.79","491,214,547.65","96,382,350.07","258,905,058.64","455,629,177.95","641,256,125.48","134,605,489.45","290,008,672.31","482,849,907.50","708,572,022.48","139,383,122.74","332,299,871.83","514,768,417.29","751,769,352.37","161,420,784.81","345,925,510.34","530,627,446.95","709,429,698.83","154,354,501.46","326,728,417.94","513,331,724.49","752,237,789.91","133,887,100.37","303,901,383.22","481,873,224.25","725,290,520.22","140,828,492.97"
投资活动产生的现金流量净额,"-15,518,078.89","-20,850,737.40","-51,151,954.68","-5,877,667.50","-12,205,889.69","-21,133,921.52","-47,261,053.58","-2,630,726.06","-7,143,316.27","-10,646,876.20","-45,510,029.69","-42,813,710.00","-96,233,024.16","-130,425,908.50","-141,942,058.50","-7,799,383.05","-15,514,046.33","-38,086,298.06","-135,536,022.48","-24,430,746.45","-21,638,038.44","-21,960,631.00","-19,253,655.88","-25,613,857.83","-37,120,869.90","-142,746,406.29","-89,808,785.73","-9,088,973.45","-51,198,594.37","-113,063,791.70","-330,067,124.58","-183,299,209.06","-152,860,912.21","-157,485,639.30","174,574,461.42","-366,272,294.88"
购买商品、接受劳务支付的现金,"237,441,465.14","236,490,212.41","205,306,784.32","52,876,040.04","115,982,410.22","191,101,066.55","286,568,910.57","72,436,308.21","175,813,863.00","271,709,202.37","372,954,986.65","77,604,768.78","178,484,648.36","285,423,308.72","410,937,645.25","87,698,729.48","204,325,738.16","320,260,957.95","444,863,947.08","93,542,606.56","225,936,305.40","349,577,513.66","466,256,950.80","100,689,041.86","198,015,611.42","298,971,455.13","360,600,684.28","90,053,513.68","184,684,658.13","283,434,424.54","402,715,402.19","87,863,440.02","200,508,060.91","282,149,370.88","409,145,556.51","95,875,523.22"
吸收投资收到的现金,"39,820,800.00","4,490,000.00","12,326,000.00","617,500,000.00","619,950,000.00","621,950,000.00","621,950,000.00",,,,,"4,900,000.00","4,900,000.00","4,900,000.00","4,900,000.00",,"8,000,000.00","8,000,000.00","8,000,000.00",,"10,000,000.00","1,180,000.00",,,,"124,797,340.00","124,797,340.00",,,,,,,,,
