科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"64,384,526.68","62,171,178.18","99,528,786.58","66,409,017.48","111,686,137.97","168,953,714.41","50,965,951.55","89,120,306.30","140,438,182.37","204,314,593.46","52,569,150.29","91,298,189.32","145,149,840.59","234,691,242.66","61,566,019.86","112,533,326.24","179,231,760.91","263,613,899.52","75,752,059.53","130,507,238.99","209,614,371.50","299,924,380.70","79,264,158.15","131,046,212.81","199,501,684.34","282,083,218.90","71,054,383.68","120,332,002.55","193,238,857.16","371,296,554.48","53,106,338.57","143,058,465.69","261,547,094.42","402,522,550.84","79,102,645.36","206,442,127.31"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,855,358.11","879,277,005.62","985,277,005.62","1,013,933,816.86","99,256,868.50","117,454,262.78"
收到的税费返还,,,"8,317.74","3,155.85","18,178.88","137,420.85",,,,,,,,,,,,,,,,,,,,,,"1,689,142.84","1,734,278.84","1,734,278.84",,"5,363.08","2,090,084.06","6,244,829.69",,
支付其他与投资活动有关的现金,,"600,000.00",,,,,,,"5,000,000.00","5,000,000.00",,,,,,,,"148,257.68",,,,,,,,,,,,,,"53,000,000.00","53,000,000.00","267,506,337.23",,"23,500,000.00"
收到其他与经营活动有关的现金,"44,610,136.33","22,237,083.97","43,488,393.96","1,617,882.57","2,173,000.32","3,714,445.56","250,932.88","22,714,769.73","27,040,891.88","30,870,112.24","799,546.04","4,252,286.79","7,431,976.41","7,490,338.00","1,248,971.23","4,178,665.08","8,087,784.21","8,424,698.42","915,556.60","4,127,872.05","5,330,278.89","9,698,590.71","3,066,926.26","6,165,187.94","11,772,285.68","18,975,982.56","1,869,032.66","5,436,434.49","10,715,313.24","15,774,460.43","55,239,878.77","6,983,106.48","10,979,339.36","12,217,484.64","3,063,047.54","5,837,064.63"
投资活动现金流出小计,"59,206,851.78","24,571,872.11","50,562,164.97","38,393,661.60","71,318,558.28","104,248,125.92","22,514,291.63","116,484,845.29","174,726,474.68","231,690,203.17","115,251,377.01","251,407,989.85","323,503,874.08","392,333,977.71","66,988,416.92","114,528,066.52","141,195,086.65","156,580,151.07","20,689,141.38","32,286,895.48","48,601,375.30","52,474,570.46","15,527,115.26","20,918,574.72","27,321,671.60","31,907,474.82","12,542,713.74","16,755,260.54","599,018,846.67","1,101,612,198.51","499,155,637.11","1,449,096,522.18","2,236,850,616.38","2,820,258,816.95","335,911,430.29","383,646,914.19"
经营活动现金流入小计,"108,994,663.01","84,408,262.15","143,025,498.28","68,030,055.90","113,877,317.17","172,805,580.82","51,216,884.43","111,835,076.03","167,479,074.25","235,184,705.70","53,368,696.33","95,550,476.11","152,581,817.00","242,181,580.66","62,814,991.09","116,711,991.32","187,319,545.12","272,038,597.94","76,667,616.13","134,635,111.04","214,944,650.39","309,622,971.41","82,331,084.41","137,211,400.75","211,273,970.02","301,059,201.46","72,923,416.34","127,457,579.88","205,688,449.24","388,805,293.75","108,346,217.34","150,046,935.25","274,616,517.84","420,984,865.17","82,165,692.90","212,279,191.94"
投资活动产生的现金流量净额,"-59,206,851.78","-24,571,872.11","-50,562,164.97","-38,393,661.60","-71,318,558.28","-104,248,125.92","-22,513,891.83","-116,484,445.49","-174,723,074.88","-230,139,803.37","-115,198,377.01","-249,415,270.78","-321,511,155.01","-390,292,647.14","-66,988,416.92","-114,528,066.52","-141,195,086.65","-156,576,327.63","-20,689,141.38","-32,286,895.48","-48,601,375.30","-40,474,570.46","-11,527,115.26","-10,418,574.72","-10,821,671.60","118,622,402.83","-11,501,116.74","-15,713,663.54","-597,977,249.67","-544,040,893.66","148,909,910.31","-83,612,172.99","-339,763,081.60","-192,242,099.72","-105,474,170.02","-153,209,653.92"
购买商品、接受劳务支付的现金,"38,043,012.35","29,198,775.50","44,313,412.44","35,666,046.90","54,997,984.08","76,044,576.13","18,247,290.42","37,173,993.80","58,432,552.20","88,836,458.47","22,788,039.36","51,225,253.47","84,625,775.17","143,495,600.46","37,455,474.12","66,261,950.29","108,868,442.70","168,455,941.54","39,108,180.16","77,675,569.04","129,219,556.82","191,393,798.29","38,128,931.26","64,495,568.55","99,023,422.84","169,550,300.52","36,224,204.64","66,149,409.07","130,828,471.40","224,936,933.61","13,764,693.29","10,892,440.77","54,112,009.71","112,857,057.14","28,204,515.93","77,823,787.36"
吸收投资收到的现金,"23,406,250.00",,"15,000,000.00",,,"575,000,000.00",,,,,"3,846,971.00","3,846,971.00","6,296,971.00","6,296,971.00",,,,,,,,,,,,,"126,836.10","447,687.07","663,209,394.62","677,448,440.00","76,588,060.00","76,588,060.00","80,059,891.30","76,635,950.92",,
