科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"65,586,126.12","64,932,904.64","62,079,048.27","96,910,686.26","119,759,805.22","90,491,771.01","359,784,923.83","191,651,900.46","283,603,789.40","278,482,305.64","341,658,675.50","351,365,184.05","528,973,163.18","523,463,126.56","612,606,867.64","507,145,932.48"
短期借款,"104,740,000.00","86,090,000.00","133,000,000.00","182,437,296.00","141,978,464.00","133,000,000.00","133,000,000.00","108,000,000.00","92,000,000.00","62,000,000.00","167,000,000.00","247,000,000.00","349,000,000.00","362,889,965.88","339,639,814.77","406,868,248.63"
交易性金融资产,,"13,232.39",,,,,,,,,,,,,"114,114.00",
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"17,543,269.88","6,067,545.35","20,178,884.50","9,946,493.80","19,794,808.00","36,781,765.33","35,730,532.98","81,591,630.00","62,041,575.80","41,553,710.97","48,904,726.42","35,982,235.36","50,200,435.84","37,478,129.10","60,717,111.40","72,455,551.42"
应付票据,"59,762,524.50","52,422,920.00","40,002,935.00","32,328,590.00","44,424,126.00","47,947,824.00","48,496,243.00","57,027,720.00","51,746,530.00","55,500,790.10","76,892,990.92","83,196,080.82","74,776,180.00","99,089,674.00","90,846,540.00","53,545,990.00"
应收账款,"76,570,952.43","82,537,276.21","83,719,323.94","91,182,244.02","87,023,201.48","112,721,280.18","113,529,445.61","104,993,179.59","125,987,696.62","121,425,399.22","117,688,711.15","146,237,633.41","155,503,948.97","165,574,436.56","119,730,925.96","182,173,195.29"
应付账款,"67,059,167.62","65,516,198.98","82,708,503.12","54,870,374.72","44,722,990.77","66,696,489.46","69,425,062.79","69,735,904.96","93,738,691.73","72,157,735.25","96,028,227.97","90,811,048.53","122,589,027.21","116,338,907.98","121,095,336.22","137,492,355.18"
预付款项,"2,550,654.26","2,426,213.74","4,652,709.60","7,929,532.55","4,968,498.94","11,261,028.37","4,828,727.50","6,241,755.71","5,320,783.08","15,515,069.69","6,356,339.59","10,133,516.54","13,491,376.83","21,094,890.15","12,271,636.98","11,473,989.05"
预收款项,"882,534.33","905,821.04","2,198,528.40","341,562.17","511,963.80","64,871.67","38,668.60","1,748,380.22","1,617,180.38","2,136,013.73","11,877,600.58","8,001,202.68","8,665,008.50","7,569,878.67","11,796,042.15","1,274,782.91"
其他应收款,"3,938,796.79","7,551,772.94","15,989,897.14","11,734,240.44","7,895,420.31","13,486,896.15","2,933,698.26","1,609,698.88","3,571,144.06","3,426,244.51","2,659,297.52","3,440,816.73","4,465,177.11","4,636,745.85","4,130,445.21","5,692,830.61"
应付职工薪酬,"8,132,251.69","8,241,616.64","9,997,402.62","5,529,499.85","9,592,752.58","10,439,300.02","12,100,579.01","8,744,929.38","13,757,725.29","17,127,750.57","23,267,029.99","8,064,669.99","11,109,107.89","14,284,178.52","25,112,166.58","11,631,449.57"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"2,076,036.64","4,534,421.49","4,694,905.11","6,292,066.41","8,038,830.23","5,069,909.41","7,679,831.01","12,123,836.58","15,728,600.48","16,943,963.81","16,920,607.74","19,979,913.53","19,191,121.87","18,064,001.28","12,454,205.13","22,026,197.17"
应收利息,,,,,,,,,,,,,,,,
应付利息,"201,967.15","250,186.62","302,737.88","309,952.19","342,586.13","298,502.79","337,879.06","375,207.83","243,682.78","199,224.45","277,233.67","277,233.67","435,422.66","435,422.66","758,866.42","862,717.37"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"61,790,960.22","80,824,289.79","116,582,406.10","99,048,255.31","91,804,455.98","95,624,414.73","110,717,832.98","114,033,974.09","127,230,986.00","126,096,883.42","168,124,690.51","149,348,471.06","135,177,560.29","154,081,582.61","186,092,846.86","179,544,275.95"
其他应付款,"2,308,538.36","1,653,696.52","3,507,868.83","1,258,388.11","1,895,692.87","1,798,100.67","867,051.17","1,650,627.12","3,225,903.62","53,578,053.35","22,443,061.54","1,961,260.84","2,570,832.05","4,067,897.55","5,087,079.96","3,325,553.96"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,"26,000,000.00","30,800,000.00","30,800,000.00","29,840,000.00","3,840,000.00","33,840,000.00","33,840,000.00","50,000,000.00",,"20,000,000.00","20,000,000.00",,
其他流动资产,"3,818,753.03","638,186.82",,,,"237,768.89",,"120,000,000.00","120,567,111.87","121,488,877.00","175,184,206.26","250,234,232.42","145,671,977.90","106,364,950.02","10,248,577.54","143,572,889.28"
其他流动负债,,,,,,,,,,,"41,190,716.00","41,190,716.00","34,941,537.00","34,941,537.00","69,194,394.00","69,194,394.00"
流动资产合计,"231,799,512.73","244,991,421.88","303,202,269.55","316,751,452.38","331,246,189.93","360,604,924.66","627,525,161.16","620,122,138.73","728,323,086.83","707,988,490.45","860,576,646.95","946,742,089.57","1,033,483,640.12","1,012,693,860.85","1,005,912,525.59","1,102,058,664.08"
流动负债合计,"245,163,020.29","219,614,861.29","276,412,880.96","309,367,729.45","282,307,406.38","296,114,998.02","301,785,314.64","263,246,606.09","305,898,314.28","313,483,531.26","505,897,468.41","500,482,126.06","643,278,237.18","677,681,463.54","675,984,445.23","706,221,688.79"
可供出售金融资产,"9,960,000.00","9,960,000.00","9,960,000.00","9,960,000.00","9,960,000.00","9,960,000.00","9,960,000.00","9,960,000.00","9,960,000.00","9,960,000.00","13,960,000.00","13,960,000.00","13,960,000.00","63,960,000.00","63,960,000.00","63,960,000.00"
长期借款,,"46,000,000.00","26,000,000.00",,"49,200,000.00","49,200,000.00","65,360,000.00","65,360,000.00","35,360,000.00","35,360,000.00",,"50,000,000.00","30,000,000.00","30,000,000.00","93,000,000.00","92,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,"80,000,000.00","80,000,000.00"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,"413,000.00",,,,,,,,,,,,,
固定资产,"129,643,130.58","179,219,667.29","247,573,902.35","243,423,543.27","242,804,084.34","241,002,392.96","266,802,590.94","260,007,457.69","262,801,564.19","307,125,477.08","340,587,949.11","337,159,106.98","330,905,517.71","344,508,099.36","373,450,747.77","367,151,247.15"
递延所得税负债,,"1,984.86",,,,,,,,,"935,208.20","930,116.32","925,024.44","8,511,171.18","8,260,743.10","8,049,601.52"
在建工程,"35,785,880.91","36,420,394.24","3,179,606.70","15,072,128.32","27,165,798.16","32,980,435.10","32,017,796.18","43,286,739.06","58,987,497.77","68,954,624.69","75,722,814.43","88,149,794.12","144,654,573.22","151,770,307.60","124,395,868.07","129,461,395.68"
其他非流动负债,,,,,,,,,"103,091,570.00",,"61,786,074.00","61,786,074.00","34,941,537.00","34,941,537.00",,
工程物资,"1,500,288.77","3,491,145.37","2,154,350.25","4,666,790.38","3,333,396.37","4,138,127.72","4,313,780.08","3,774,426.58","9,054,929.61","10,739,790.23","6,369,489.51","5,754,170.11","5,304,303.77","6,131,542.58","10,257,938.70","8,672,595.35"
非流动负债合计,"46,541,463.08","91,933,300.64","72,672,615.04","46,091,689.86","95,479,207.71","95,306,725.56","111,659,581.03","111,641,177.74","184,390,300.72","85,016,863.46","108,299,162.61","158,113,645.60","111,083,591.57","118,489,313.13","146,716,922.89","145,325,356.22"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"291,704,483.37","311,548,161.93","349,085,496.00","355,459,419.31","377,786,614.09","391,421,723.58","413,444,895.67","374,887,783.83","490,288,615.00","398,500,394.72","614,196,631.02","658,595,771.66","754,361,828.75","796,170,776.67","822,701,368.12","851,547,045.01"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"54,000,000.00","54,000,000.00","54,000,000.00","54,000,000.00","54,000,000.00","54,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","112,037,250.00","112,037,250.00","112,037,250.00","112,337,250.00","112,337,250.00","112,310,250.00","112,310,250.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"95,368,414.15","95,368,414.15","95,368,414.15","95,368,414.15","95,368,414.15","95,368,414.15","318,231,753.77","318,231,753.77","323,447,857.26","396,036,903.31","403,144,846.63","411,286,946.49","426,635,855.46","428,318,823.44","428,007,118.16","434,194,086.78"
无形资产,"64,619,725.26","63,270,495.45","61,872,961.11","61,523,719.11","61,190,783.09","61,215,667.43","60,847,531.86","60,479,985.96","60,115,085.36","84,334,555.64","83,804,776.03","83,614,907.80","83,260,356.66","107,691,203.67","105,890,103.78","104,914,450.70"
盈余公积,"5,158,903.71","9,273,836.88","14,925,784.79","14,925,784.79","14,925,784.79","14,925,784.79","24,047,459.54","24,047,459.54","24,047,459.54","24,047,459.54","40,978,947.39","40,978,947.39","40,978,947.39","40,978,947.39","57,155,125.00","57,155,125.00"
开发支出,,,,,,,,,,,,,,,"1,864,531.16","2,518,743.82"
减:库存股,,,,,,,,,,,"102,976,790.00","102,976,790.00","69,883,074.00","70,558,344.00","69,194,394.00","69,194,394.00"
商誉,"1,146,675.95","1,146,675.95","1,146,675.95","1,146,675.95","1,146,675.95","1,146,675.95","1,146,675.95","1,146,675.95","1,146,675.95","3,490,569.82","2,217,544.06","2,217,544.06","2,217,544.06","5,325,918.88","4,991,507.02","4,991,507.02"
未分配利润,"30,076,585.90","71,034,339.84","118,823,633.89","138,443,160.49","137,986,897.05","161,577,330.60","181,703,726.73","218,579,341.26","232,122,253.61","277,402,329.40","302,681,685.59","353,431,376.62","347,774,449.19","386,112,671.86","408,050,775.47","469,838,940.11"
