科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"373,931,720.14","521,163,567.44","457,360,430.77","103,894,058.23","246,599,245.29","378,562,974.41","523,115,016.24","103,662,171.82","306,939,238.00","385,541,889.35","529,549,396.84","77,425,922.73","222,926,998.33","319,586,787.40","423,432,871.60","55,541,314.01","124,343,851.26","176,536,223.14","268,731,970.73","73,008,117.93","180,228,155.73","278,630,500.54","358,155,691.67","72,943,624.76","199,097,219.11","299,035,937.46","448,595,567.39","113,257,669.17","275,436,792.46","485,619,506.54","807,578,531.02","211,444,543.89","466,306,065.44","912,075,847.10","1,136,212,758.78","364,610,859.68","793,087,318.96","1,303,752,867.33","1,786,034,874.91","450,311,047.79"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,363,139.43",,,,,,,,,,,,,
收到的税费返还,"12,759,457.80","34,074,891.65","14,976,200.15","14,856,672.52","14,856,672.52","40,170,218.95","47,307,835.16","6,924,230.43","14,621,960.15","25,605,134.60","28,488,467.67","7,364,441.01","11,306,066.94","18,732,603.05","27,548,959.08","7,206,937.05","13,940,738.38","14,673,860.79","17,531,209.65","4,101,827.09","5,394,436.52","5,679,971.83","7,018,387.80","1,995,092.80","1,820,103.76","2,358,754.48","15,931,510.99","4,431,037.74","5,476,908.56","7,004,708.33","13,272,843.13","1,359,135.53","3,075,724.56","5,181,931.25","11,899,797.98","21,580.46","3,129,747.11","6,029,838.72","10,401,364.39","16,995,081.85"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,"20,000.00","20,426.56",,,,,,,,,,,,,"2,059,800,000.00","980,000,000.00"
收到其他与经营活动有关的现金,"5,228,923.90","2,044,104.34","1,716,396.20","93,590.15","295,339.33","1,108,527.82","5,352,570.78","363,386.24","4,442,129.43","5,895,414.04","17,137,397.26","1,693,937.62","6,364,873.15","8,710,116.23","21,513,520.15","6,409,247.31","9,695,820.37","10,525,708.04","24,052,736.26","4,455,050.87","14,313,135.21","16,966,377.38","22,911,299.92","2,222,939.00","4,221,513.86","6,567,130.96","42,348,326.54","1,032,776.81","4,324,158.48","8,181,844.01","19,963,880.78","10,063,082.01","16,994,016.67","19,963,472.21","21,276,970.74","52,461,424.72","63,079,689.09","68,883,374.12","77,534,673.18","19,079,248.26"
投资活动现金流出小计,"35,143,292.26","9,750,765.84","30,518,137.62","2,823,830.20","16,111,046.76","34,295,175.96","56,790,616.23","13,535,167.10","15,304,512.71","19,120,920.49","54,241,900.65","7,242,522.99","77,846,343.54","88,886,394.99","114,431,899.72","39,923,726.08","68,106,245.35","104,679,657.83","125,835,509.05","8,290,915.67","9,905,232.44","10,539,164.94","12,276,937.37","13,392,018.04","16,549,332.32","46,313,859.18","45,575,653.57","83,662,843.55","85,791,559.52","101,740,786.27","48,358,891.57","19,948,277.27","50,726,740.26","54,600,652.30","57,951,688.83","10,909,384.26","15,602,543.09","26,238,571.29","2,120,959,278.02","1,053,791,087.93"
经营活动现金流入小计,"391,920,101.84","557,282,563.43","474,053,027.12","118,844,320.90","261,751,257.14","419,841,721.18","575,775,422.18","110,949,788.49","326,003,327.58","417,042,437.99","575,175,261.77","86,484,301.36","240,597,938.42","347,029,506.68","472,495,350.83","69,157,498.37","147,980,410.01","201,735,791.97","310,315,916.64","81,564,995.89","199,935,727.46","301,276,849.75","388,085,379.39","77,161,656.56","205,138,836.73","307,961,822.90","506,875,404.92","118,721,483.72","285,237,859.50","500,806,058.88","840,815,254.93","222,866,761.43","486,375,806.67","937,221,250.56","1,169,389,527.50","417,093,864.86","859,296,755.16","1,378,666,080.17","1,873,970,912.48","486,385,377.90"
投资活动产生的现金流量净额,"-35,014,292.26","-9,613,365.84","-30,518,137.62","-2,823,830.20","-16,111,046.76","-34,295,175.96","-56,790,616.23","-13,535,167.10","-15,269,512.71","-19,085,920.49","-54,206,900.65","-7,242,522.99","-77,846,343.54","-88,276,394.99","-113,821,899.72","-39,923,726.08","-67,995,245.35","-104,568,457.83","-125,724,309.05","-8,290,915.67","-9,905,232.44","-10,539,164.94","-12,276,937.37","-13,392,018.04","-1,561,857.32","-31,326,384.18","-30,588,178.57","-83,662,843.55","-85,791,559.52","-101,738,576.27","-48,356,681.57","-19,939,777.27","-456,427.97","-4,330,340.01","-7,677,376.54","-10,909,384.26","-15,118,567.97","-25,709,596.17","-1,100,587,915.37","18,518,154.25"
购买商品、接受劳务支付的现金,"432,904,419.59","477,270,531.51","403,402,098.06","156,811,896.72","352,395,656.76","528,306,073.96","667,842,472.59","123,704,237.81","295,985,453.19","387,222,428.28","520,179,478.86","64,684,497.72","122,522,082.11","208,523,961.68","251,339,415.83","71,085,152.46","133,581,256.01","228,093,918.28","322,886,787.34","106,094,631.72","184,995,874.89","261,246,205.22","325,934,161.57","61,015,350.66","154,792,779.98","252,169,424.95","403,233,848.59","113,590,142.63","269,861,333.43","483,018,101.01","762,259,281.87","191,307,476.32","486,689,361.54","748,278,040.91","816,728,735.26","281,454,780.09","585,723,020.56","1,002,344,985.33","1,335,599,805.17","328,141,811.54"
吸收投资收到的现金,"30,494,708.65",,,,"664,400,000.00","664,400,000.00","664,400,000.00",,,,,,,,,,,,,,,,,,"3,170,156.91","97,649,994.65","97,649,994.65",,,,,,,,,"1,488,199,981.59","1,487,040,675.06","1,487,040,675.06","1,487,040,675.06",
支付给职工以及为职工支付的现金,"10,478,148.60","16,696,230.62","22,147,260.90","7,474,986.58","17,321,767.20","22,995,193.88","33,308,255.30","10,400,233.08","21,061,117.93","28,578,396.21","41,069,718.43","12,112,488.68","23,706,817.68","36,221,931.64","45,936,179.95","11,189,362.10","21,142,469.05","32,287,079.82","42,332,428.20","9,347,139.96","20,825,079.61","32,229,081.64","43,504,591.66","11,853,388.33","23,924,510.77","38,556,797.72","55,155,854.90","21,213,056.48","38,170,907.66","56,031,941.23","78,084,552.83","26,483,154.02","44,590,049.97","63,512,224.46","87,000,865.07","41,156,222.20","69,320,904.66","92,982,224.96","128,791,735.44","52,465,776.55"
取得借款收到的现金,"63,000,000.00","169,327,172.46","219,792,868.33","148,396,271.88","278,808,380.00","380,667,566.21","502,148,606.54","91,325,186.61","235,129,089.12","249,262,338.26","320,800,341.86","44,382,034.92","141,920,540.31","141,920,540.31","207,874,308.31","49,400,000.00","98,800,000.00","98,800,000.00","104,656,265.72","46,012,523.77","65,274,875.25","77,888,859.97","96,987,358.72","6,425,464.43","20,426,137.29","47,914,596.56","100,755,647.02","80,620,121.73","127,234,179.75","217,203,235.93","378,842,653.07","64,293,873.20","266,471,957.41","396,636,233.41","520,961,763.24","26,326,000.00","126,952,515.20","160,221,394.94","168,561,394.94","201,375,600.00"
支付的各项税费,"1,873,633.22","13,054,177.08","9,615,177.95","1,853,617.30","4,182,489.08","7,198,937.57","6,295,699.11","5,905,453.40","8,626,198.38","12,814,828.29","15,651,613.43","618,824.04","1,270,829.36","2,252,558.81","5,022,939.16","4,991,585.83","7,279,234.29","8,255,981.13","4,924,010.54","960,220.57","2,023,344.60","3,147,841.77","5,804,857.43","1,648,453.93","3,525,296.57","5,802,866.03","12,687,792.50","7,884,102.57","12,989,142.12","22,423,756.65","30,749,412.59","10,603,808.51","24,359,033.31","60,549,111.32","85,939,209.72","25,402,223.77","44,530,644.29","67,060,847.37","93,915,855.12","25,847,972.72"
收到其他与筹资活动有关的现金,"71,250,000.00","101,939,600.00","93,234,742.01",,,,"757,200.00",,,,"358,900.23",,,,,"1,566,427.87",,,"78,194,346.95","2,162,476.71","53,756,402.31","54,286,710.14","53,756,402.31","1,926,392.60","3,197,688.33","3,132,588.67","3,134,430.29","1,640,289.40","1,640,289.40","1,640,289.40","3,940,289.40",,,,"3,430,000.00",,,"1,658,282.13",,
支付其他与经营活动有关的现金,"9,073,191.29","15,533,663.07","11,276,060.22","35,371,940.60","10,641,804.82","26,013,387.05","16,803,973.07","6,469,166.30","10,057,900.77","15,007,314.52","21,359,847.47","2,467,739.56","6,225,650.89","17,282,186.34","21,793,545.79","3,323,274.51","5,120,581.66","8,436,552.69","13,406,774.72","2,137,703.95","5,309,200.61","10,106,668.73","13,041,168.17","2,187,101.84","6,978,134.99","15,223,603.90","25,655,953.84","9,142,814.29","17,772,645.59","28,879,396.66","41,189,511.55","10,252,595.13","20,548,876.49","26,425,251.46","39,720,821.16","8,156,569.77","13,802,039.01","26,306,972.74","29,595,717.68","14,342,205.59"
筹资活动现金流入小计,"164,744,708.65","271,266,772.46","313,027,610.34","148,396,271.88","943,208,380.00","1,045,067,566.21","1,167,305,806.54","91,325,186.61","235,129,089.12","249,262,338.26","321,159,242.09","44,382,034.92","141,920,540.31","141,920,540.31","207,874,308.31","50,966,427.87","98,800,000.00","98,800,000.00","182,850,612.67","48,175,000.48","119,031,277.56","132,175,570.11","150,743,761.03","8,351,857.03","26,793,982.53","148,697,179.88","201,540,071.96","82,260,411.13","128,874,469.15","218,843,525.33","382,782,942.47","64,293,873.20","266,471,957.41","396,636,233.41","524,391,763.24","1,514,525,981.59","1,613,993,190.26","1,648,920,352.13","1,655,602,070.00","201,375,600.00"
经营活动现金流出小计,"454,329,392.70","522,554,602.28","446,440,597.13","201,512,441.20","384,541,717.86","584,513,592.46","724,250,400.07","146,479,090.59","335,730,670.27","443,622,967.30","598,260,658.19","79,883,550.00","153,725,380.04","264,280,638.47","324,092,080.73","90,589,374.90","167,123,541.01","277,073,531.92","383,550,000.80","118,539,696.20","213,153,499.71","306,729,797.36","388,284,778.83","76,704,294.76","189,220,722.31","311,752,692.60","496,733,449.83","151,830,115.97","338,794,028.80","590,353,195.55","912,282,758.84","238,647,033.98","576,187,321.31","898,764,628.15","1,029,389,631.21","356,169,795.83","713,376,608.52","1,188,695,030.40","1,587,903,113.41","420,797,766.40"
偿还债务支付的现金,"28,000,000.00","139,327,172.46","171,814,356.09","78,324,572.80","326,993,624.47","428,240,606.27","580,487,075.31","65,323,355.60","256,852,348.67","295,628,213.08","325,797,894.98","63,089,990.70","196,322,213.93","196,322,213.93","262,276,935.10",,"98,800,000.00","98,800,000.00","98,800,000.00","5,912,337.47","19,129,204.20","71,364,088.57","77,152,647.12","13,618,051.07","25,731,547.06","44,375,520.01","61,317,903.36","26,374,521.97","68,693,667.42","101,926,872.31","131,456,515.21","36,138,407.10","101,356,345.51","263,151,466.79","414,849,531.87","21,688,112.94","133,988,112.94","231,488,112.94","414,261,088.89","34,285,297.59"
经营活动产生的现金流量净额,"-62,409,290.86","34,727,961.15","27,612,429.99","-82,668,120.30","-122,790,460.72","-164,671,871.28","-148,474,977.89","-35,529,302.10","-9,727,342.69","-26,580,529.31","-23,085,396.42","6,600,751.36","86,872,558.38","82,748,868.21","148,403,270.10","-21,431,876.53","-19,143,131.00","-75,337,739.95","-73,234,084.16","-36,974,700.31","-13,217,772.25","-5,452,947.61","-199,399.44","457,361.80","15,918,114.42","-3,790,869.70","10,141,955.09","-33,108,632.25","-53,556,169.30","-89,547,136.67","-71,467,503.91","-15,780,272.55","-89,811,514.64","38,456,622.41","139,999,896.29","60,924,069.03","145,920,146.64","189,971,049.77","286,067,799.07","65,587,611.50"
分配股利、利润或偿还利息支付的现金,"2,755,036.90","5,400,645.43","5,093,103.23","1,497,740.42","3,128,538.43","3,623,960.02","4,327,743.43","883,988.73","16,868,328.61","17,526,694.18","18,516,943.51","4,638.45","1,054,400.73","1,054,400.73","1,247,649.97",,"341,452.89","8,185,811.44","8,433,507.68","294,014.84","3,172,087.89","3,395,394.05","3,737,743.32","267,045.48","344,280.59","531,023.10","611,493.19","237,835.49","770,222.52","1,942,797.74","3,523,931.82","2,598,791.12","25,421,963.22","30,427,486.39","34,721,606.63","3,471,762.54","54,663,926.96","57,879,045.98","60,117,912.14","1,326,037.35"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"3,333,750.00","3,333,750.00","3,333,750.00",,,,,,"23,336,250.00","23,336,250.00","23,336,250.00",,,,,
支付其他与筹资活动有关的现金,"34,346,480.00","118,054,197.06","140,052,455.02","9,310.00","3,102,472.38","4,405,890.38","4,156,698.80",,"376,401.11","376,401.11","563,428.89",633.64,"36,846.45","36,846.45","3,370,817.71",,"3,015,534.05","4,931,807.98","78,756,402.31","459,715.36","53,168,492.50","53,698,800.33","53,134,430.29","253,499.85","297,157.87","9,049,217.60","1,640,289.40",,,,"82,750,868.02",,,,,,"104,065.91","104,290.77",,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"11,625,375.00","11,625,375.00","11,625,375.00",,,,,,"26,867,562.29","26,867,562.29","26,867,562.29",,"393,975.12","393,975.12","393,975.12",
筹资活动现金流出小计,"65,101,516.90","262,782,014.95","316,959,914.34","79,831,623.22","333,224,635.28","436,270,456.67","588,971,517.54","66,207,344.33","274,097,078.39","313,531,308.37","344,878,267.38","63,095,262.79","197,413,461.11","197,413,461.11","266,895,402.78",,"102,156,986.94","111,917,619.42","185,989,909.99","6,666,067.67","75,469,784.59","128,458,282.95","134,024,820.73","14,138,596.40","26,372,985.52","53,955,760.71","63,569,685.95","26,612,357.46","69,463,889.94","103,869,670.05","217,731,315.05","38,737,198.22","126,778,308.73","293,578,953.18","449,571,138.50","25,159,875.48","188,756,105.81","289,471,449.69","474,379,001.03","35,611,334.94"
处置固定资产、无形资产和其他长期资产收回的现金净额,"129,000.00","137,400.00",,,,,,,"35,000.00","35,000.00","35,000.00",,,"610,000.00","610,000.00",,"111,000.00","111,200.00","111,200.00",,,,,,"28,350.00","28,350.00","28,350.00",,,"2,210.00","2,210.00","8,500.00","66,500.00","66,500.00","70,500.00",,"90,000.00","135,000.00","636,043.56",
筹资活动产生的现金流量净额,"99,643,191.75","8,484,757.51","-3,932,304.00","68,564,648.66","609,983,744.72","608,797,109.54","578,334,289.00","25,117,842.28","-38,967,989.27","-64,268,970.11","-23,719,025.29","-18,713,227.87","-55,492,920.80","-55,492,920.80","-59,021,094.47","50,966,427.87","-3,356,986.94","-13,117,619.42","-3,139,297.32","41,508,932.81","43,561,492.97","3,717,287.16","16,718,940.30","-5,786,739.37","420,997.01","94,741,419.17","137,970,386.01","55,648,053.67","59,410,579.21","114,973,855.28","165,051,627.42","25,556,674.98","139,693,648.68","103,057,280.23","74,820,624.74","1,489,366,106.11","1,425,237,084.45","1,359,448,902.44","1,181,223,068.97","165,764,265.06"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-3,043.21","-20,446.72","-138,794.06","-39,802.08","-175,086.85","-167,509.30","-414,130.84","-37,599.73","-102,390.02","-391,265.80","-963,830.30","-160,320.46","-1,504.92","73,676.69","-884,190.92","-386,843.79","-857,171.29","-833,645.04","-1,172,596.64","90,066.33","241,719.22","255,065.41","208,881.81","71,786.47","-42,910.43","732,871.13","1,546,146.77","-1,151,440.76","-742,415.59","-511,682.27","1,687,368.32","-116,439.07","-2,050,254.37","-4,568,684.42","-7,813,765.91","-8,233,674.86","756,807.84","2,073,863.44","572,210.39","-2,515,235.24"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,019,341,343.97","1,072,309,242.18"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"129,000.00","137,400.00",,,,,,,"35,000.00","35,000.00","35,000.00",,,"610,000.00","610,000.00",,"111,000.00","111,200.00","111,200.00",,,,,,"14,987,475.00","14,987,475.00","14,987,475.00",,,"2,210.00","2,210.00","8,500.00","50,270,312.29","50,270,312.29","50,274,312.29",,"483,975.12","528,975.12","1,020,371,362.65","1,072,309,242.18"
五、现金及现金等价物净增加额,"2,216,565.42","33,578,906.10","-6,976,805.69","-16,967,103.92","470,907,150.39","409,662,553.00","372,654,564.04","-23,984,226.65","-64,067,234.69","-110,326,685.71","-101,975,152.66","-19,515,319.96","-46,468,210.88","-60,946,770.89","-25,323,915.01","-10,776,018.53","-91,352,534.58","-193,857,462.24","-203,270,287.17","-3,666,616.84","20,680,207.50","-12,019,759.98","4,451,485.30","-18,649,609.14","14,734,343.68","60,357,036.42","119,070,309.30","-62,274,862.89","-80,679,565.20","-76,823,539.93","46,914,810.26","-10,279,813.91","47,375,451.70","132,614,878.21","199,329,378.58","1,531,147,116.02","1,556,795,470.96","1,525,784,219.48","367,275,163.06","247,354,795.57"
购建固定资产、无形资产和其他长期资产支付的现金,"35,143,292.26","9,750,765.84","30,518,137.62","2,823,830.20","16,111,046.76","34,295,175.96","56,790,616.23","13,535,167.10","15,304,512.71","19,120,920.49","27,571,900.65","7,242,522.99","77,846,343.54","88,886,394.99","114,431,899.72","39,923,726.08","68,106,245.35","104,679,657.83","125,835,509.05","8,290,915.67","9,905,232.44","10,539,164.94","12,276,937.37","13,392,018.04","16,529,332.32","25,214,388.34","37,212,514.14","911,975.53","3,040,691.50","18,989,918.25","48,358,891.57","19,948,277.27","50,726,740.26","54,600,652.30","57,951,688.83","1,909,384.26","6,602,543.09","17,238,571.29","52,159,278.02","73,791,087.93"
期初现金及现金等价物余额,"10,199,635.56","12,416,200.98","45,995,107.08","39,751,650.07","39,018,301.39","39,018,301.39","39,018,301.39","411,672,865.43","411,672,865.43","411,672,865.43","411,672,865.43","309,697,712.77","309,697,712.77","309,697,712.77","309,697,712.77","284,373,797.76","284,373,797.76","284,373,797.76","284,373,797.76","81,103,449.49","81,103,510.59","81,103,510.59","81,103,510.59","85,554,995.89","85,554,995.89","99,777,030.14","85,554,995.89","204,625,305.19","204,625,305.19","204,625,305.19","204,625,305.19","251,540,115.45","251,540,115.45","251,540,115.45","251,540,115.45","450,869,494.03","450,869,494.03","450,869,494.03","450,869,494.03","818,144,657.09"
投资支付的现金,,,,,,,,,,,"26,670,000.00",,,,,,,,,,,,,,,"21,079,044.28",,"82,750,868.02","82,750,868.02","82,750,868.02",,,,,,"9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00",
