科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"53,917,911.15","165,429,361.97","329,467,126.62","466,474,890.09","76,588,466.71","160,075,807.16","267,523,949.55","392,402,584.96","90,535,038.22","243,828,865.30","437,227,541.05","615,986,655.49","130,362,414.57","322,320,406.00","549,065,368.54","749,720,278.81","139,693,524.70","386,655,032.30","687,687,668.23","919,334,705.48","154,699,088.03","408,896,121.00","732,296,524.73","960,870,432.48","162,371,487.36","357,727,645.83","652,080,508.72","849,479,184.25","184,477,883.90","414,751,578.67","771,091,054.23","1,002,738,721.40","207,817,338.55","462,973,920.49","819,106,884.22","1,073,313,710.93","233,042,825.19","475,988,001.45","807,521,387.50","1,095,123,395.82","248,731,718.38","510,121,382.30","864,736,952.96","1,151,622,127.98","260,607,868.77","503,422,622.22","842,592,919.66","1,133,590,913.08","269,832,450.85"
取得子公司及其他营业单位支付的现金净额,,,,,,,,"-902,605.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"258,682.93",,,,,,,,,
支付其他与投资活动有关的现金,"3,560,000.00",,,"4,863,150.00","100,000.00",,,"100,000.00",,,,,,,,"570,979.68",,,"173,210.18","286,200.88",,,,,,"3,911,815.74","3,911,815.74","3,911,815.74",,,,"51,315,500.00","32,423,041.90","32,465,041.90","32,465,041.90","68,000,000.00",,"40,000,000.00","40,000,000.00","42,680,000.00",,,,,,,,,
收到其他与经营活动有关的现金,"1,524,781.68","2,062,183.59","4,471,493.93","2,192,742.33","690,842.31","878,206.55","1,100,720.40","2,797,491.69","762,703.48","963,115.27","993,616.28","4,493,192.88","1,536,252.47","2,321,839.76","3,520,610.00","1,250,972.60","3,842,231.10","4,001,781.48","5,011,317.43","6,219,457.18","1,158,220.91","1,523,677.76","5,079,322.89","2,865,981.15","4,690,205.58","4,234,958.95","5,981,723.40","3,752,357.51","349,918.18","430,503.73","758,245.85","6,000.00","336,888.67","357,254.15","652,184.10","3,764,830.48","8,759,471.54","2,078,170.10","2,079,294.03","3,953,538.42","2,258,343.56","426,049.36","1,039,611.54","8,859,814.40","169,082.86","463,893.20","442,020.74","2,984,572.50","131,956.51"
投资活动现金流出小计,"98,875,989.43","155,890,341.90","172,061,982.43","208,147,755.11","53,112,119.68","62,233,928.56","83,785,718.40","88,434,470.82","58,931,587.92","68,092,338.01","86,234,652.16","116,532,478.19","25,889,513.34","39,464,017.53","49,025,854.81","36,813,566.99","17,053,531.98","40,133,600.07","54,270,526.60","76,583,798.22","28,973,276.87","63,365,701.25","126,231,071.93","181,593,538.58","39,854,858.19","103,796,857.00","153,347,833.79","278,310,510.47","161,783,284.20","262,320,354.22","412,421,576.97","507,142,669.45","132,920,006.61","163,151,677.22","233,733,833.83","297,574,506.03","77,174,969.21","188,744,823.59","302,062,670.50","336,655,548.27","102,795,945.90","126,704,610.46","164,656,521.87","228,757,231.49","39,849,489.78","53,859,511.34","68,443,926.46","90,334,524.89","33,978,823.97"
经营活动现金流入小计,"55,442,692.83","167,491,545.56","333,938,620.55","468,667,632.42","77,279,309.02","160,954,013.71","268,624,669.95","395,200,076.65","91,297,741.70","244,791,980.57","438,221,157.33","620,479,848.37","131,898,667.04","324,642,245.76","552,585,978.54","750,971,251.41","143,535,755.80","390,656,813.78","692,698,985.66","925,554,162.66","155,857,308.94","410,419,798.76","737,375,847.62","963,736,413.63","167,061,692.94","361,962,604.78","658,062,232.12","853,231,541.76","184,827,802.08","415,182,082.40","771,849,300.08","1,002,744,721.40","208,154,227.22","463,331,174.64","819,759,068.32","1,077,078,541.41","241,802,296.73","478,066,171.55","809,600,681.53","1,099,335,617.17","250,990,061.94","510,547,431.66","865,776,564.50","1,160,481,942.38","260,776,951.63","503,886,515.42","843,034,940.40","1,136,575,485.58","269,964,407.36"
投资活动产生的现金流量净额,"-70,406,668.95","-118,130,514.78","-115,639,336.48","-145,517,614.00","-41,371,388.51","-50,331,861.55","-69,549,540.91","-71,602,086.26","-58,931,587.92","-67,740,204.14","-85,798,714.91","-115,162,006.05","-25,833,990.11","-39,334,865.12","-48,792,350.20","-36,356,595.57","-15,128,344.43","-38,100,907.25","-52,106,927.47","-73,604,732.45","-27,725,421.74","-61,852,529.83","-124,532,345.47","-178,813,532.93","-38,989,149.03","-100,323,449.08","-149,743,798.66","-271,593,260.42","-161,236,956.68","-261,248,717.21","-410,872,866.95","-504,204,609.70","-132,410,318.64","-157,382,071.38","-227,554,010.70","-265,458,538.49","-8,769,001.86","-110,374,965.46","-222,010,166.66","-226,701,294.24","-99,272,201.47","-123,081,141.09","-158,894,270.57","-216,812,825.77","-37,019,038.76","-50,622,375.19","-60,757,695.15","-77,727,555.00","-30,802,924.81"
购买商品、接受劳务支付的现金,"21,509,437.41","63,224,066.48","99,192,305.95","170,322,462.76","30,343,484.89","56,322,156.61","96,802,597.00","135,361,128.65","46,850,563.50","86,030,268.49","138,849,304.19","237,093,711.81","50,529,245.17","96,025,078.60","177,168,638.87","294,322,488.76","70,585,837.81","155,908,830.90","240,271,908.87","349,700,042.55","69,903,889.50","160,303,841.92","255,859,988.43","392,779,468.78","71,294,115.56","89,754,656.23","234,370,559.11","317,422,041.93","91,127,045.68","173,515,348.82","256,635,263.57","368,086,516.43","85,166,792.57","161,730,198.26","268,169,251.18","450,623,781.46","91,030,938.42","199,888,838.68","323,243,914.42","487,749,470.77","96,517,961.13","160,606,803.77","308,707,214.31","423,824,402.66","81,007,178.45","139,059,911.99","265,423,108.88","398,856,339.80","90,054,439.49"
吸收投资收到的现金,,,,,,,,"1,000,000.00",,,,,,"4,000,000.00","4,000,000.00","4,000,000.00",,,,,,,,,,"490,000.00","490,000.00","485,489,995.98","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00",,,,,,"15,000,000.00","15,000,000.00","15,000,000.00",,,,,,,,,
