科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"433,820,836.98","536,988,180.99","529,533,864.72","455,909,261.83","647,771,060.34","843,054,963.16","248,161,600.56","478,633,502.22","692,696,712.61","928,723,611.61","217,674,857.80","431,080,734.13","608,232,426.08","795,035,336.92","197,978,537.43","448,915,542.32","703,303,189.11","990,885,690.86","283,526,735.72","592,681,518.08","900,345,782.78","1,266,385,491.96","329,837,136.74","692,549,303.08","1,008,851,833.27","1,397,289,063.75","373,630,858.87","783,977,650.28","1,208,035,781.99","1,742,674,700.33","532,733,745.70","1,121,115,713.25","1,839,951,324.12","2,638,946,952.16","724,862,137.44","1,600,246,354.75","2,324,676,693.00","3,150,702,030.94","756,252,075.36"
二、营业利润,"74,516,055.39","72,124,472.19","77,902,053.79","84,088,925.13","116,811,448.27","148,252,474.27","50,119,450.97","99,955,097.97","142,616,957.82","176,667,320.98","35,869,206.07","70,129,558.60","97,234,551.90","124,060,701.64","25,779,834.70","43,675,872.41","62,401,226.04","74,911,711.28","29,803,092.43","58,866,688.71","99,275,964.94","133,663,131.60","32,018,939.74","70,968,857.50","113,712,582.56","146,980,635.30","38,225,223.51","91,435,492.37","151,882,871.42","189,692,866.21","54,079,483.00","135,302,615.09","213,924,021.37","265,940,362.12","64,167,856.04","147,980,591.04","215,740,412.21","219,467,370.23","46,855,597.71"
减:营业成本,"291,427,630.46","356,869,567.18","339,538,928.82","294,807,747.89","422,384,064.99","549,799,676.67","164,467,805.57","317,098,534.74","456,285,472.86","617,810,397.26","148,841,811.36","291,998,141.26","415,157,959.80","544,662,676.06","135,748,211.68","328,526,164.42","521,956,178.05","742,332,906.72","211,638,883.87","446,768,728.66","671,707,174.64","935,244,628.59","251,668,188.72","521,711,874.83","756,612,365.19","1,046,692,053.59","291,077,614.07","602,669,185.34","923,004,141.94","1,351,373,381.73","416,831,636.52","857,628,452.93","1,412,012,381.29","2,039,438,634.16","567,351,769.97","1,257,733,726.92","1,844,651,048.94","2,510,757,649.56","613,809,492.06"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"996,508.59","4,685,139.92","3,712,944.94","2,887,663.00","4,283,911.69","5,096,456.41","1,025,794.30","1,596,553.65","1,969,093.96","3,271,007.86","1,078,701.94","2,267,257.05","2,763,643.94","3,693,390.90","1,524,306.92","1,887,181.57","3,235,385.36","4,424,031.01","1,947,832.73","3,170,569.33","3,877,845.63","4,711,188.90","727,277.61","1,671,811.81","3,584,391.23","5,709,089.22","2,183,414.77","3,769,988.46","5,765,073.42","12,988,057.70","3,982,786.55","6,367,016.76","9,146,393.63","11,802,087.20","3,029,025.60","6,268,360.44","9,800,605.84","12,562,007.92","2,893,807.44"
营业外收入,"346,516.75","1,800,307.59","7,323,962.44","1,736,151.98","7,106,745.93","9,972,880.96","615,375.41","3,261,935.23","3,812,617.56","8,244,026.90","904,760.55","3,340,237.18","7,643,343.47","9,175,745.94","1,014,825.56","3,278,218.23","4,619,265.87","8,382,498.18","1,261,939.30","2,792,479.74","4,933,890.42","8,797,025.53","1,612,193.99","3,388,068.59","6,043,335.85","9,749,712.52","4,529,313.45","8,211,993.50","9,901,674.00","21,530,072.07","2,225,286.19","5,554,812.13","7,886,758.50","2,060,010.83","1,574,444.09","3,658,892.14","5,964,861.39","6,192,567.33","1,489,555.52"
销售费用,"13,644,250.96","22,660,517.07","26,459,091.08","23,485,613.92","33,477,131.38","46,029,479.01","10,627,763.29","19,051,855.65","28,609,213.82","39,762,023.69","9,821,182.47","16,843,725.55","24,207,922.69","32,161,971.02","7,815,912.59","17,384,584.64","30,624,229.52","47,015,596.03","10,211,783.81","25,511,807.54","38,376,195.84","54,135,757.88","13,551,084.31","29,363,571.34","41,656,378.00","56,541,853.59","15,118,179.43","30,108,078.34","45,797,831.66","67,517,399.41","18,573,663.91","42,230,591.13","65,201,566.46","98,728,047.34","20,405,326.98","48,461,282.13","71,712,577.24","104,694,682.35","24,587,850.95"
减:营业外支出,"1,645,140.98","1,935,732.99","1,356,871.49","1,206,866.70","1,831,909.81","1,767,726.80","461,313.12","779,613.76","1,901,700.86","1,946,106.01","666,574.00","1,139,686.03","1,514,877.08","1,931,497.44","715,531.38","1,462,698.54","2,386,195.64","3,324,165.17","630,627.09","1,033,117.71","1,585,945.13","2,075,634.17","1,442,476.57","2,217,271.58","2,734,790.79","4,845,466.31","2,205,724.38","2,612,846.26","3,631,796.94","4,847,235.57","1,057,306.04","1,291,654.01","2,116,526.86","1,363,691.44","860,165.94","2,010,559.92","3,321,862.56","3,672,141.16","757,231.97"
管理费用,"30,165,902.14","42,548,816.49","47,122,946.89","30,787,883.71","44,511,538.55","66,271,077.93","17,468,452.71","35,859,789.72","53,088,519.68","79,816,361.65","20,613,413.15","43,212,967.33","62,868,040.70","80,429,463.82","21,491,064.45","44,908,020.87","67,495,055.30","95,877,586.33","22,800,550.89","48,392,603.22","74,269,029.97","113,698,836.92","26,630,328.91","55,430,765.73","79,791,820.58","115,693,448.11","27,899,656.43","58,727,321.97","87,762,962.87","126,781,184.95","36,575,555.20","75,413,253.15","121,193,752.89","197,376,400.94","48,115,010.40","116,762,379.07","99,763,885.06","153,331,509.21","33,006,345.17"
其中:非流动资产处置净损失,"846,398.27",,"298,015.14","468,485.47","711,621.13","730,581.02","102,905.94","122,675.04","282,746.04","562,703.83","128,254.88","235,392.16","315,162.47","393,607.27","172,987.50","195,426.18","689,403.76","1,236,315.17","30,670.65","24,455.27","134,493.65","190,976.66","31,624.17","311,207.29","422,981.82","1,361,861.02","175,085.97","716,554.05","860,294.16","1,517,913.92","592,636.37","886,685.00","1,166,226.49",,,,,,
