科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"157,985,913.01","162,051,260.58","157,447,290.97","196,482,058.51","97,987,366.42","1,408,879,212.43","907,278,611.94","658,907,347.03","578,474,458.32","551,289,032.36","540,901,735.87","452,906,158.22","415,703,429.22","385,175,248.67","255,715,174.90","255,736,330.46","293,712,600.75","410,128,572.53","125,081,919.24","203,440,125.44","78,310,766.75","206,003,955.71","131,319,298.10","265,444,914.42","324,142,939.66","250,235,393.87","272,024,030.93","123,881,114.27","79,698,993.63","150,067,677.19","146,993,349.37","142,326,839.63","121,462,498.12","217,033,097.69"
短期借款,"219,500,000.00","229,200,000.00","232,000,000.00","373,000,000.00","327,000,000.00","331,000,000.00","83,800,000.00","328,900,000.00","327,400,000.00","376,500,000.00","426,500,000.00","444,110,000.00","440,290,000.00","421,776,572.00","421,776,572.00","274,000,000.00","351,500,000.00","348,500,000.00","307,413,864.44","450,413,864.44","250,000,000.00","457,000,000.00","538,000,000.00","697,820,000.00","612,164,719.17","626,889,200.00","595,889,200.00","502,000,000.00","495,000,000.00","394,999,800.00","324,869,800.00","269,999,800.00","169,999,800.00","100,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,"100,000,000.00","200,123,333.33","150,514,166.67",,"501,618,805.55","175,724,916.66","64,031,666.67",,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"24,672,600.00","37,383,890.80","73,456,423.27","45,517,181.43","32,854,350.00","96,772,224.00","16,934,490.00","150,696,309.59","105,416,184.83","133,688,790.80","35,286,767.84","75,291,671.63","32,559,000.00","140,175,326.98","88,886,620.81","132,939,585.78","132,064,389.83","218,897,452.38","150,888,957.63","121,042,001.69","165,402,250.80","339,245,034.96","233,123,703.79","226,150,696.32","107,411,916.01","78,091,019.50","140,097,320.09","133,538,710.43","76,168,755.92","150,807,852.18","228,278,504.59","187,144,793.65","184,962,302.94","268,275,775.79"
应付票据,"47,000,000.00","100,000,000.00","102,370,000.00","40,000,000.00","108,000,000.00","128,000,000.00","46,000,000.00","80,550,000.00","73,553,178.13","33,013,178.13","14,000,000.00","3,000,000.00","3,000,000.00",,"5,000,000.00","5,000,000.00","53,920,000.00","52,020,000.00",,"14,870,000.00","15,370,000.00","141,660,000.00","44,450,000.00","24,780,000.00","74,190,000.00","50,750,000.00","52,730,000.00","62,150,000.00","29,480,000.00","66,040,000.00","69,430,000.00","10,000,000.00","3,750,000.00","12,800,000.00"
应收账款,"154,467,630.66","184,085,819.31","240,794,867.43","286,827,669.20","453,868,668.43","330,009,819.80","480,724,684.14","502,840,537.39","559,286,338.83","549,091,592.99","648,082,496.71","650,041,745.41","765,321,894.39","808,536,252.20","841,526,438.78","852,659,428.48","932,241,106.16","905,273,905.83","907,830,182.78","1,064,087,997.36","1,049,048,218.94","1,007,220,671.03","1,015,104,949.28","1,012,223,741.87","1,005,640,955.30","905,356,977.41","902,872,790.19","857,382,156.04","812,826,875.78","699,651,195.02","682,025,961.57","654,934,839.10","675,022,651.94","687,413,949.52"
应付账款,"104,732,754.09","139,106,485.25","207,375,082.40","297,523,990.67","249,883,251.22","268,782,926.58","278,194,951.89","365,241,249.77","314,954,594.78","345,298,991.87","374,710,552.85","436,575,457.79","416,352,783.85","376,266,618.74","346,873,968.54","352,284,733.46","416,112,714.52","402,525,634.88","386,644,116.68","369,994,343.05","376,281,369.38","420,200,563.64","375,301,311.99","366,941,927.76","340,137,798.09","297,375,354.42","286,151,594.66","261,871,146.71","247,228,429.50","216,095,801.42","235,961,879.23","241,603,315.73","246,164,828.69","336,555,109.74"
预付款项,"63,488,019.83","38,225,170.52","52,952,017.28","34,317,709.04","51,157,366.36","36,365,825.36","56,203,771.60","63,809,129.51","104,273,781.33","106,376,884.21","124,087,111.14","169,662,044.92","159,221,826.79","60,254,103.47","74,456,918.12","84,569,930.90","72,093,978.76","49,041,126.14","55,168,894.98","35,927,644.27","30,096,698.92","38,613,326.19","36,013,751.74","30,570,850.30","50,610,943.56","67,196,497.67","60,643,852.88","56,233,603.65","96,783,568.55","68,678,336.98","39,599,694.96","53,685,783.77","88,347,894.77","66,077,446.01"
预收款项,"69,506,542.15","163,733,047.47","128,658,739.49","116,008,502.32","159,875,133.19","177,802,622.06","179,054,771.21","147,386,839.71","156,350,738.85","105,494,075.97","141,031,511.06","112,143,220.28","120,554,698.22","108,253,573.90","103,122,226.79","96,137,856.63","89,669,650.68","79,490,821.14","91,540,710.72","86,225,871.27","83,768,557.71","76,986,242.49","68,954,295.15","64,196,566.94","74,631,976.52","77,792,018.14","88,437,659.77","87,402,344.55","99,406,292.96","103,844,515.23","85,091,390.44","104,421,248.42","164,407,916.12","148,884,223.14"
