科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"20,680,623.86","45,470,320.20","74,269,859.44","96,817,198.86","71,544,562.64","230,859,424.72","181,531,452.54","200,202,068.64","176,524,736.54","164,512,768.90","137,324,014.51","163,650,216.38","135,787,318.62","116,382,006.46","115,151,762.26","144,117,239.76","141,367,993.43","131,669,714.73","446,410,850.48","337,665,786.78","271,830,626.34","324,715,516.93","593,098,614.43","408,586,397.94","479,494,904.05","390,623,419.11","372,353,622.28","348,880,055.59","456,304,956.67","471,264,589.46","318,011,195.26","376,087,256.61","386,798,963.72","286,432,668.44"
短期借款,"1,600,000.00",,,"15,000,000.00","29,000,000.00","38,000,000.00",,"39,025,000.00",,,,"40,000,000.00","10,000,000.00","20,000,000.00","50,000,000.00","100,000,000.00","100,000,000.00","125,000,000.00","176,096,000.00","193,168,000.00","176,490,000.00","203,084,480.00","194,800,000.00","147,600,000.00","146,400,000.00","140,000,000.00","234,980,938.59","234,421,313.59","240,850,864.59","313,696,470.00","319,950,457.40","450,235,077.40","352,386,037.40","266,442,037.40"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126,867,056.69","132,957,478.99","94,631,187.74","81,908,972.27","88,162,451.40","103,673,944.67"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,135,055.26","1,701,316.20","985,503.81","10,231,517.33","19,943,854.64","24,549,831.20","29,383,822.11","21,090,219.88","27,098,168.88","40,907,500.39","42,424,485.60","44,364,972.58","63,922,296.79","59,737,062.41","72,668,333.21","82,000,273.25","95,880,251.13","39,474,864.35","60,265,343.30","87,776,535.30","112,275,851.33","108,821,903.49","103,533,718.37","136,845,971.92","161,683,980.27","125,626,594.99","123,210,345.83","123,319,500.55","123,227,148.85","157,824,382.73","112,381,016.67","63,431,604.89","63,869,394.80","44,115,794.01"
应付票据,,"101,800.00","28,544,780.45","31,329,317.46","43,028,114.53","22,240,008.27","57,734,971.40","53,778,862.52","52,079,768.59","51,136,687.94","43,103,576.02","58,354,910.79","86,141,168.79","99,176,938.65","100,082,549.43","115,198,459.61","114,408,822.99","106,816,645.64","176,596,186.77","172,609,217.71","143,919,428.48","236,972,642.66","217,326,097.28","193,393,316.32","251,956,238.06","245,143,032.80","238,399,300.84","250,089,298.01","293,052,927.21","337,592,504.59","293,468,817.83",,"330,217,749.17",
应收账款,"28,006,500.61","28,600,316.99","58,236,282.99","78,089,047.66","85,813,293.23","121,569,659.72","136,730,756.19","131,156,097.28","107,198,835.79","104,763,010.53","123,264,282.02","125,504,532.70","108,757,739.15","104,534,609.33","153,680,907.87","162,714,289.23","153,105,262.74","163,367,368.99","339,293,591.23","379,263,538.91","384,747,658.62","426,009,148.44","435,298,842.64","471,475,033.34","465,955,542.88","618,321,335.92","853,117,720.70","932,591,149.31","951,166,940.71","1,537,783,271.33","1,642,763,954.04","1,702,570,928.48","1,448,468,273.83","1,377,602,528.60"
应付账款,"28,876,014.71","31,964,215.43","52,022,069.33","64,530,758.44","62,359,249.76","83,869,765.15","92,006,647.52","79,360,067.10","66,803,535.57","70,789,451.00","99,922,150.10","98,604,646.26","112,034,245.75","92,658,942.63","130,208,591.25","132,162,278.70","148,691,486.58","128,568,907.15","194,105,561.13","211,602,385.40","266,532,294.36","195,080,011.30","225,168,535.63","256,059,780.91","292,184,864.32","340,162,038.68","514,906,293.32","545,208,076.49","521,958,148.45","656,185,880.02","767,524,435.31",,"715,902,823.28",
预付款项,"1,233,172.45","818,169.90","10,551,477.02","2,476,991.71","11,961,548.39","14,689,835.91","16,080,689.56","19,276,242.09","5,975,645.39","9,985,924.12","11,490,489.32","5,124,967.77","15,265,130.81","3,346,712.21","1,946,541.88","2,578,410.73","2,805,528.13","4,515,935.27","18,640,911.25","19,989,144.95","16,966,745.17","38,486,467.48","42,478,022.59","39,725,582.62","22,734,448.72","59,249,058.21","48,841,206.91","84,823,044.25","68,022,062.75","141,842,547.26","197,866,916.57","222,422,591.12","167,820,361.07","292,580,373.76"
预收款项,"2,325,369.04","4,327,760.30","3,314,501.74","9,355,337.03","7,237,246.51","7,553,710.25","5,005,496.87","5,170,087.79","8,430,879.09","4,734,629.86","6,016,897.93","8,514,759.91","6,071,942.11","7,282,112.51","8,067,806.89","9,399,696.24","6,714,227.00","5,590,075.24","13,839,255.23","17,606,342.59","18,205,894.79","27,426,054.59","29,828,205.42","34,479,883.23","30,975,392.34","37,067,145.99","38,140,242.69","43,001,107.27","37,804,062.22","76,545,761.93","71,596,487.94","68,650,143.28","37,705,884.40","55,572,049.15"
其他应收款,"3,284,362.35","3,986,045.04","4,130,679.29","6,470,606.22","6,192,160.36","5,150,459.49","3,629,756.14","5,540,946.28","7,596,837.76","13,280,717.29","7,906,065.63","4,613,443.03","7,522,461.63","12,452,774.32","4,243,289.51","4,651,471.71","7,769,268.16","7,210,940.03","13,729,680.49","15,171,568.60","15,566,188.35","30,086,162.66","22,878,542.84","39,746,974.24","41,587,769.28","36,664,522.14","77,029,007.39","93,047,430.14","111,409,158.93","134,118,810.38","113,792,019.88","123,860,250.29","131,050,130.06","78,838,472.70"
应付职工薪酬,"3,132,806.37","3,395,769.14","3,696,501.47","3,956,062.89","4,424,471.62","4,507,516.81","3,731,559.48","3,621,105.22","5,403,051.27","3,315,400.18","4,199,027.58","4,370,880.24","12,550,426.11","4,398,290.86","5,494,353.98","5,605,599.76","12,085,312.13","10,261,875.59","17,112,091.87","13,498,557.77","18,621,748.99","24,238,994.03","22,056,097.01","22,402,609.39","67,433,183.53","50,535,549.96","44,802,907.97","43,966,403.27","51,040,718.50","45,039,786.16","46,899,624.15","46,346,596.86","81,373,253.08","64,881,280.33"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"287,263.03","-623,662.82","54,114.73","3,995,979.79","2,737,017.61","3,650,601.99","-614,548.41","770,401.84","2,894,879.38","4,552,286.18","1,801,462.75","-1,566,439.64","-2,976,942.63","4,206,276.87","5,550,140.81","6,212,893.37","3,833,451.52","2,323,719.52","13,168,037.78","8,853,819.97","10,835,489.93","14,319,477.06","19,067,543.92","25,309,216.50","25,365,744.04","34,659,810.75","21,269,608.53","18,221,634.29","34,893,085.64","44,382,426.04","57,967,350.12","64,683,839.94","40,046,648.48","36,554,939.38"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117,591.71",,"81,000.00",,,"1,051,376.26","148,202.71"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,646,500.00","2,823,754.10",,"2,083,754.10","2,083,754.10"
存货,"25,792,493.51","39,030,017.22","78,179,461.77","73,671,975.10","68,911,755.10","83,732,371.21","87,960,515.19","88,074,426.44","78,156,248.67","74,646,927.23","65,054,623.59","72,986,876.63","77,552,079.29","87,155,993.99","83,788,131.81","81,422,324.10","81,774,005.38","89,200,993.00","182,727,604.47","184,762,801.83","186,902,174.83","205,920,055.59","197,646,787.77","203,942,609.34","172,835,936.53","192,407,593.36","177,973,884.18","178,944,261.77","162,008,112.69","208,504,513.04","185,580,964.71","233,182,720.07","167,348,639.95","176,553,906.12"
其他应付款,"7,446,492.86","4,374,049.28","1,159,886.53","1,643,999.61","1,000,413.93","888,201.26","910,458.65","1,519,697.17","1,608,328.46","1,946,139.16","2,516,143.62","3,481,282.30","2,968,590.94","2,867,679.91","5,690,747.81","4,257,241.49","4,183,254.87","3,597,631.50","28,437,791.89","4,201,666.20","10,779,343.58","7,025,736.22","8,524,005.38","7,386,011.62","12,667,533.26","22,856,845.51","22,203,547.78","34,341,539.93","25,888,924.33","405,240,810.46","294,688,783.15","211,253,179.48","239,517,178.44","247,930,283.45"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,"3,463,499.98","2,844,961.95","2,870,222.70","2,916,891.31","17,157,468.91","16,729,429.69","16,853,596.82","17,003,939.41","17,304,322.92","17,334,574.91","23,491,202.00","16,561,535.65","16,521,123.75","16,522,525.49","15,117,253.64","15,913,767.03","15,735,830.04","15,951,910.58","15,982,050.32","15,303,857.55"
一年内到期的非流动负债,"4,200,000.00",,"23,019,184.32","31,108,619.62","18,077,891.43","7,093,617.37","1,101,686.20","1,123,491.54","848,980.91","570,331.10","287,591.41",,,,,,,,,,"2,400,000.00","225,750,000.00","2,400,000.00","2,400,000.00","85,500,000.00","253,500,000.00","243,182,755.65","243,182,755.65","105,000,000.00","105,000,000.00","65,098,500.00","65,286,000.00","50,816,230.66","51,816,230.66"
其他流动资产,,,,,,,,,,,,,,,"8,642,399.54","9,563,831.00","8,902,452.61","12,126,027.94","7,775,792.32","3,415,755.49","3,844,132.93","16,150,749.60","6,247,563.39","65,602,444.56","101,709,092.00","135,691,338.26","57,016,407.55","51,015,754.91","50,833,855.98","41,000,331.18","25,736,350.12","27,149,884.36","25,907,954.49","25,635,034.24"
其他流动负债,,"971,295.58","106,442.30","106,212.30","2,113,455.44","1,322,501.85","997,942.10","910,243.83","789,920.00","793,433.16","1,002,648.72","1,688,031.84","1,816,941.80","2,056,793.76","2,349,322.92","2,543,866.44","2,603,116.56","2,603,116.56","4,236,262.88","4,264,557.72","5,515,683.81","5,515,683.81","5,415,624.96","5,415,624.96","5,548,726.23","6,715,356.24","25,513,843.24","25,530,757.61","33,019,861.33","65,233,250.37","65,534,846.33","72,640,742.80","74,826,733.55","65,406,506.37"
流动资产合计,"81,132,208.04","119,606,185.55","226,353,264.32","267,757,336.88","264,367,174.36","480,551,582.25","455,316,991.73","465,340,000.61","402,550,473.03","408,096,848.46","387,463,960.67","416,245,009.09","408,807,026.29","383,609,158.72","443,584,866.06","489,892,801.73","494,474,984.28","450,482,735.62","1,086,001,242.45","1,044,774,561.55","1,008,986,974.39","1,167,193,943.60","1,418,486,414.95","1,383,259,588.87","1,469,492,875.73","1,575,145,397.64","1,726,063,318.59","1,829,143,722.01","2,106,483,236.94","2,860,085,459.60","2,706,499,435.03","2,846,566,118.67","2,495,408,219.64","2,400,736,580.09"
流动负债合计,"47,867,946.01","44,511,226.91","111,917,480.87","161,026,287.14","169,977,860.83","169,125,922.95","160,874,213.81","185,278,957.01","138,859,343.27","137,838,358.58","158,849,498.13","213,448,071.70","228,606,372.87","232,647,035.19","307,443,513.09","375,380,035.61","392,519,671.65","384,761,971.20","623,591,187.55","625,804,547.36","653,299,883.94","939,413,079.67","724,586,109.60","694,446,442.93","918,031,681.78","1,130,639,779.93","1,383,399,438.61","1,438,080,477.82","1,343,508,592.27","2,050,644,389.57","1,985,553,056.33","2,108,568,106.16","1,922,792,538.46","1,797,011,145.97"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,"25,000,000.00","18,914,769.55","1,324,097.13","842,833.70","565,609.09","292,351.07",,,,,,,,,,,,,"27,000,000.00","24,000,000.00","23,400,000.00","22,800,000.00","22,200,000.00","21,600,000.00","21,000,000.00","36,410,565.36","55,310,565.36","217,710,565.36","296,216,818.24","301,486,458.90","313,884,015.86","292,903,713.77","296,487,364.56"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,"13,297,182.36","9,947,394.38","10,673,383.17","10,644,023.54","11,004,138.90","28,341,760.80","28,498,085.91","29,428,360.45","22,604,158.17","20,475,864.90","34,532,584.11","24,717,142.44","16,416,809.37","9,644,303.57","9,471,070.54","67,152,650.73","49,118,533.29","48,976,918.43","46,688,909.06","31,382,928.10","30,969,976.35"
长期应付款,,,,,,,,,,,,,,,,,,,,,,"151,500,000.00","151,500,000.00","151,500,000.00","68,400,000.00","124,400,000.00","22,800,000.00","22,800,000.00","22,800,000.00","22,800,000.00",,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,"30,529,336.96","65,298,500.21","66,529,374.21","68,248,479.64","71,077,513.86","73,090,666.64","74,032,089.19","76,915,002.12","79,362,440.97","2,000,037.32","2,000,037.35","2,000,037.37","2,000,037.39","2,000,037.44","2,000,071.32"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,"72,386.80","233,944.99","273,193.02","273,193.02","324,492.17","308,998.67","280,354.80","262,288.79","211,684.76","297,550.84","297,893.69","993,317.23","1,238,268.84","1,840,838.60","1,950,767.22","1,992,001.65","2,181,693.22","2,107,448.41","2,291,334.90","2,183,067.86","2,135,196.84","2,016,663.12","2,120,241.29","2,011,336.60","2,087,321.68","2,216,441.98","2,321,163.81","2,301,927.22","2,115,801.30","2,001,590.14","150,012,303.92","150,496,457.38"
固定资产,"47,836,789.79","48,173,903.97","76,595,008.62","91,897,198.67","107,822,037.89","119,706,881.85","124,467,140.93","129,884,586.73","143,264,452.11","143,046,701.03","148,931,142.90","160,179,476.22","248,755,715.80","249,634,873.23","264,968,167.74","270,761,497.28","366,152,716.97","422,607,172.69","501,870,938.34","555,295,039.23","553,603,861.45","543,723,987.63","546,280,551.79","538,015,106.86","523,686,028.51","509,531,938.72","496,412,026.30","484,323,747.27","502,195,986.57","492,624,069.79","482,771,875.01","597,667,065.53","626,567,457.45","753,935,226.26"
递延所得税负债,,,,,,,,,,,,,,,,,"640,863.23","605,329.62","3,413,303.50","3,255,345.47","3,195,943.12","3,130,989.21","3,020,471.54","2,907,699.94","2,944,601.73","4,580,724.91","4,131,353.01","4,029,136.92","5,321,047.09","5,883,023.38","5,189,259.53","4,774,564.43","25,992,004.04","29,663,448.45"
在建工程,,,"867,790.77","3,365,196.03","25,954,890.22","27,863,841.66","39,547,809.18","55,904,211.17","76,342,936.94","92,382,514.11","119,370,447.02","146,936,700.85","86,360,941.06","97,515,886.27","102,342,703.51","130,213,681.95","46,929,298.86","18,197,432.73","6,283,359.97","6,354,198.36","10,967,381.55","21,070,982.31","22,822,951.91","74,402,529.66","160,464,381.04","179,560,645.29","213,076,966.77","271,810,571.27","270,281,271.46","278,841,033.53","302,435,829.64","230,033,095.39","201,447,034.01","59,814,806.85"
其他非流动负债,,,"3,000,000.00","6,504,740.32","7,168,233.35","7,128,595.84","7,217,895.81","6,303,906.83","17,358,665.39","28,519,346.38","25,832,129.98","25,811,469.69","24,111,213.84","24,278,722.85","23,091,902.01","22,047,428.92","21,492,510.28",,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,829.06",,,,
