科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"73,342,262.01","116,065,567.55","58,514,117.00","95,006,290.16","144,384,365.45","31,479,136.12","88,493,328.87","141,882,703.79","231,542,470.91","84,014,322.82","180,128,747.78","295,034,264.94","435,822,713.66","193,371,777.41","343,295,014.26","524,809,146.11","690,362,207.71","158,357,000.77","344,911,311.18","524,753,689.01","730,912,892.13","269,783,440.41","499,291,363.21","665,035,803.48","882,322,947.82","395,011,751.46","602,589,014.86","838,582,621.81","1,039,709,749.72","460,771,160.91","724,751,547.70","929,582,352.10","1,252,613,654.29","505,201,245.62","740,400,273.87","1,115,659,421.86","1,574,349,631.70"
取得借款收到的现金,"517,755,352.87","950,847,858.18","407,080,658.23","634,269,127.72","974,423,961.93","8,999,071.41","9,999,071.41","232,335,820.50","821,005,040.65","218,606,884.67","383,825,975.59","596,158,513.06","845,088,268.75","91,020,496.51","268,068,637.86","873,961,373.86","1,654,039,887.26","625,863,064.05","1,536,203,480.65","2,839,934,193.44","2,967,162,914.72","315,946,701.42","703,462,083.26","1,798,159,851.81","2,611,391,253.21","699,442,904.38","1,021,656,713.68","1,315,993,293.17","1,279,313,370.81","137,430,110.56","443,362,104.06","1,123,023,773.47","2,528,196,301.31","763,420,541.65","1,791,438,552.90","2,618,416,954.94","4,110,549,588.79"
支付的各项税费,"29,632,103.26","51,430,688.66","13,160,290.00","29,754,371.35","43,846,152.47","7,373,682.47","15,155,388.41","38,595,066.08","73,181,668.00","14,439,198.21","44,597,210.71","89,715,685.96","135,752,175.68","29,125,428.67","74,371,093.51","128,995,259.30","189,707,397.58","39,618,995.21","78,890,487.14","120,385,554.40","172,264,064.88","41,464,095.60","109,377,578.80","165,430,914.34","245,702,787.04","55,132,197.38","98,545,953.01","208,525,756.73","291,957,350.14","65,077,637.74","127,107,867.41","244,684,731.04","304,263,224.59","69,583,253.48","141,640,423.09","253,608,914.08","336,639,740.76"
收到其他与筹资活动有关的现金,"1,813,356.38","74,639,713.13","8,320,649.56","70,204,924.84","10,547,188.42","65,520,117.26","65,520,117.26","65,520,117.26","65,520,117.26","49,919,146.33","188,338,578.04","223,776,227.34","4,379,048.01","29,650,394.07","95,493,649.28","129,356,196.49","190,155,449.42","26,155,318.24","121,335,871.46","126,700,396.18","99,405,748.05","48,036,926.96","143,631,077.02","143,631,077.02","144,464,091.12","67,777,406.23","86,351,959.33","86,351,959.33","86,299,529.95","28,460,832.84","28,460,832.84","28,460,832.84","35,096,400.00","6,280,000.00","6,280,000.00","6,280,000.00","6,280,000.00"
支付其他与经营活动有关的现金,"145,859,009.54","230,878,476.90","102,896,999.01","237,952,956.71","284,914,049.39","81,387,550.53","187,369,266.24","354,322,453.89","273,547,766.42","142,352,569.24","276,009,091.59","379,217,289.31","400,823,818.39","173,366,227.93","358,935,794.07","526,161,645.23","461,234,289.87","165,953,732.86","343,617,595.89","649,900,935.10","557,310,014.43","284,382,602.03","317,269,779.78","528,397,340.14","446,374,713.65","236,536,906.84","368,326,374.44","555,682,017.92","526,416,192.40","201,522,809.90","367,152,331.63","448,375,070.08","551,514,584.56","181,236,515.00","448,879,324.43","603,945,680.29","984,734,921.65"
筹资活动现金流入小计,"572,480,709.25","1,038,287,571.31","416,601,307.79","705,674,052.56","2,516,839,150.35","74,519,188.67","75,519,188.67","297,855,937.76","886,825,157.91","268,526,031.00","577,004,553.63","836,474,740.40","1,654,607,316.76","140,666,774.90","383,023,242.59","1,090,858,062.78","1,918,389,562.14","654,668,382.29","1,661,046,352.11","2,970,855,492.86","3,894,235,439.83","408,641,378.38","908,165,035.28","2,002,862,803.83","3,017,432,219.33","848,408,110.61","1,325,666,119.91","1,620,439,529.40","1,583,620,347.66","166,390,943.40","510,870,349.66","1,192,319,487.07","2,626,566,616.07","1,079,983,374.65","2,113,101,385.90","2,943,879,341.44","4,444,218,932.29"
经营活动现金流出小计,"2,879,511,622.76","4,483,508,532.80","2,176,416,963.11","4,049,858,867.17","5,312,783,496.39","1,001,233,524.29","2,634,433,864.34","5,381,576,789.88","7,955,586,558.31","2,063,372,609.67","4,614,197,541.36","8,776,642,633.42","11,690,823,248.71","2,602,497,286.91","6,792,270,169.54","11,840,664,889.20","15,505,852,309.98","3,310,135,451.99","7,959,703,312.81","13,287,399,183.05","17,370,181,377.28","3,362,563,592.88","8,995,862,322.17","15,805,192,667.12","20,348,894,899.43","4,659,723,005.29","9,454,372,519.95","16,702,494,265.37","24,568,264,488.06","4,544,407,039.50","12,010,462,894.38","19,482,022,236.13","27,033,787,630.86","6,761,660,264.42","15,618,032,706.21","26,236,716,299.51","33,180,489,631.21"
偿还债务支付的现金,"274,322,019.57","878,271,614.71","313,627,713.96","532,985,106.46","844,355,067.30","366,578,201.35","462,978,226.34","605,981,166.43","820,102,918.34","245,989,811.99","469,355,299.11","626,178,619.29","1,283,914,269.15","53,349,637.42","130,160,510.84","253,546,083.15","572,539,725.82","535,024,949.09","1,191,820,827.09","2,521,780,428.70","3,017,855,912.44","954,178,373.78","1,663,616,035.21","2,137,553,329.89","3,405,819,637.15","451,821,330.19","1,000,956,093.74","1,495,582,610.14","1,735,816,085.57","56,412,596.35","152,150,561.20","602,360,551.59","1,894,656,500.52","248,774,599.24","1,158,151,948.71","1,747,806,697.92","3,379,431,630.10"
经营活动产生的现金流量净额,"33,517,469.49","153,259,968.44","169,013,420.21","106,369,413.01","38,203,295.13","351,006,009.50","346,561,180.79","161,403,707.93","-91,840,437.56","57,363,526.95","141,574,229.42","217,545,176.73","542,725,083.10","379,647,402.99","119,952,589.59","117,175,419.45","63,126,335.63","205,144,937.48","214,420,746.76","323,596,531.58","697,938,914.35","992,371,075.23","1,026,155,940.86","386,120,886.79","1,071,398,757.16","25,347,968.49","1,158,037,227.85","740,128,556.32","1,414,063,050.71","425,881,911.34","440,238,325.11","571,513,728.04","1,142,154,547.73","-271,051,793.43","-197,605,526.93","-172,225,684.66","494,221,455.85"
分配股利、利润或偿还利息支付的现金,"13,248,533.75","91,957,792.97","77,433,289.63","83,559,915.33","91,093,703.47","4,400,921.41","49,606,313.06","51,040,702.43","62,552,290.44","7,753,379.52","66,451,870.99","78,174,008.05","85,961,637.47","460,058.70","90,934,510.53","108,749,037.38","177,965,735.58","16,312,126.52","146,902,786.90","175,958,555.23","254,705,531.67","9,479,271.44","147,227,752.03","269,531,603.08","376,034,577.20","6,882,854.01","175,670,896.85","287,549,058.31","354,496,315.74","5,698,267.52","396,414,131.30","417,786,491.48","478,351,249.16","15,594,364.90","513,941,506.64","531,999,685.25","591,778,280.22"
收回投资收到的现金,"148,149,588.00","304,166,841.54","113,653,096.00","216,836,663.28","314,620,200.76","48,340,494.36","83,922,367.37","139,699,035.59","357,153,917.29","49,543,288.25","91,358,010.58","475,182,610.36","762,792,067.83","47,411,472.12","370,480,415.82","401,372,896.84","1,265,052,096.48","26,622,783.89","70,805,647.31","175,974,408.31","1,336,014,248.81","99,209,856.00","215,034,126.20","302,990,948.88","3,541,444,296.41","140,465,908.00","660,229,045.50","1,451,528,380.50","3,468,265,419.06","417,130,569.25","1,584,458,800.20","2,293,584,504.55","3,658,878,524.85","1,273,993,332.02","3,478,019,057.16","4,047,823,958.95","5,669,875,076.07"
支付其他与筹资活动有关的现金,"20,451,279.62","66,144,111.33","87,348,569.93","87,348,569.93","83,434,349.67","2,255,408.10","85,381,357.68","88,473,123.80","26,268,650.31","34,063,136.19","216,169,410.22","312,100,533.50","73,824,412.61","16,530,785.38","72,429,591.55","100,084,874.07","192,012,784.14","14,517,488.25","102,060,031.65","127,653,309.74","143,951,686.75","53,079,637.15","63,809,146.11","117,498,344.95","86,670,147.29","34,221,878.43","194,336,950.25","73,188,707.53","35,954,685.01","6,610,400.00","7,235,639.04","7,235,639.04","10,627,167.04","8,261,613.20","29,276,136.49","41,078,172.07","46,616,282.75"
取得投资收益收到的现金,"31,865,901.12","48,728,950.72",,"5,765,112.72","4,947,909.01",,,,"580,740.87",,,"350,746.25","49,850,861.97",,"58,896,294.32","37,659,919.67","53,812,325.51","3,447,758.12","40,549,335.81","102,282,503.71","95,627,845.90","17,642,290.00","27,383,234.74","21,117,810.63","29,393,562.95","1,241,699.28","28,865,961.24","44,442,375.03","3,918,449.58","44,504,793.48","4,797,192.27","11,679,378.17","51,980,563.48","21,346,886.97","64,385,953.32","145,273,844.11","146,117,647.30"
筹资活动现金流出小计,"308,021,832.94","1,036,373,519.01","478,409,573.52","703,893,591.72","1,018,883,120.44","373,234,530.86","597,965,897.08","745,494,992.66","908,923,859.09","287,806,327.70","751,976,580.32","1,016,453,160.84","1,443,700,319.23","70,340,481.50","293,524,612.92","462,379,994.60","942,518,245.54","565,854,563.86","1,440,783,645.64","2,825,392,293.67","3,416,513,130.86","1,016,737,282.37","1,874,652,933.35","2,524,583,277.92","3,868,524,361.64","492,926,062.63","1,370,963,940.84","1,856,320,375.98","2,126,267,086.32","68,721,263.87","555,800,331.54","1,027,382,682.11","2,383,634,916.72","272,630,577.34","1,701,369,591.84","2,320,884,555.24","4,017,826,193.07"
处置固定资产、无形资产和其他长期资产收回的现金净额,"567,400.00","427,810.22","52,750.00","58,725.17","219,872.75","6,017.00","55,187.36","337,944.36","506,316.36","19,267.00","262,747.94","493,933.84","760,026.99","304,055.00","457,857.81","551,257.04","635,320.31","310,021.10","662,166.28","1,430,929.51","1,749,235.68","167,093.68","794,823.68","981,281.68","5,860,759.31","2,351,674.54","3,640,427.43","3,807,876.52","47,515,394.67","4,051,872.78","6,782,175.04","9,576,825.22","11,690,727.50","2,156,978.15","2,990,932.66","18,663,616.10","13,252,851.86"
筹资活动产生的现金流量净额,"264,458,876.31","1,914,052.30","-61,808,265.73","1,780,460.84","1,497,956,029.91","-298,715,342.19","-522,446,708.41","-447,639,054.90","-22,098,701.18","-19,280,296.70","-174,972,026.69","-179,978,420.44","210,906,997.53","70,326,293.40","89,498,629.67","628,478,068.18","975,871,316.60","88,813,818.43","220,262,706.47","145,463,199.19","477,722,308.97","-608,095,903.99","-966,487,898.07","-521,720,474.09","-851,092,142.31","355,482,047.98","-45,297,820.93","-235,880,846.58","-542,646,738.66","97,669,679.53","-44,929,981.88","164,936,804.96","242,931,699.35","807,352,797.31","411,731,794.06","622,994,786.20","426,392,739.22"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"38,898,709.60","38,898,709.60",,,,,,"31,992,676.29","38,162,259.77","38,158,525.62",,"958,489.00","958,489.00","958,489.00"
四、汇率变动对现金的影响,,,,,,,,"-58,620.41","-121,418.14",-381.54,"-4,517.73","-10,832.90","-255,151.92","-481,328.39","-1,645,045.69","137,255.87","-375,024.75","39,701.39","-952,152.01","-1,090,689.07","-3,428,850.44","1,583,305.55","1,807,764.32","1,227,498.94","910,888.49","-12,474.47","-454,157.50","1,448,455.58","12,831,596.02","991,061.96","1,115,564.59","1,320,971.55","16,707,093.32","1,470,545.42","-2,596,935.97","-8,612,727.81","-11,986,940.56"
收到其他与投资活动有关的现金,,,,,,,"2,778,786.64","2,778,786.64","497,470.22",,,,"16,243,346.00",,"3,549,480.00","3,549,480.00","16,032,451.99",,"3,050,000.00","3,050,000.00","1,580,000.00",,,,"4,111,700.00",,"2,155,579.88","4,152,432.00","25,909,652.00","1,140,620.00","2,295,094.34","3,264,038.69","5,667,728.34",,"2,693,019.46","16,373,568.00","8,476,759.52"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"180,582,889.12","353,323,602.48","113,705,846.00","222,660,501.17","319,787,982.52","48,346,511.36","86,756,341.37","142,815,766.59","358,738,444.74","49,562,555.25","91,620,758.52","476,027,290.45","829,646,302.79","47,715,527.12","433,384,047.95","443,133,553.55","1,335,532,194.29","30,380,563.11","115,067,149.40","282,737,841.53","1,434,971,330.39","117,019,239.68","243,212,184.62","363,988,750.79","3,619,709,028.27","144,059,281.82","694,891,014.05","1,503,931,064.05","3,545,608,915.31","466,827,855.51","1,630,325,938.14","2,356,267,006.40","3,766,376,069.79","1,297,497,197.14","3,549,047,451.60","4,229,093,476.16","5,838,680,823.75"
五、现金及现金等价物净增加额,"114,759,979.88","12,760,599.03","30,501,210.29","17,095,855.26","1,350,055,948.06","12,199,277.35","-295,858,545.33","-490,604,176.95","-524,378,119.26","-150,567,167.73","-428,656,064.89","-539,475,074.13","-65,307,132.81","-96,602,271.27","-361,048,944.76","-259,818,467.69","-173,888,280.96","47,398,080.68","177,167,558.49","-154,124,863.84","415,248,225.63","-128,561,577.77","-83,626,430.19","-422,239,477.33","-333,202,769.50","217,535,680.79","638,289,724.08","90,278,807.47","270,462,165.98","-10,915,285.62","-260,785,833.42","-112,673,213.00","405,440,041.65","-254,231,738.12","-645,052,739.85","-733,022,818.52","-162,818,229.01"
购建固定资产、无形资产和其他长期资产支付的现金,"141,488,614.97","182,828,424.64","59,596,881.64","83,271,942.26","134,900,806.12","62,967,765.53","131,767,593.87","173,760,062.01","401,104,690.47","200,300,764.39","373,519,462.17","540,282,414.25","876,235,012.88","276,205,745.11","493,161,478.36","740,665,436.62","1,132,625,056.72","207,526,085.49","156,387,551.87","538,489,662.35","739,607,797.96","104,057,906.32","180,742,829.12","314,088,211.28","538,377,739.89","152,610,774.83","215,669,783.97","316,135,318.06","479,297,609.65","137,050,749.60","372,037,749.47","505,015,447.84","668,716,071.19","258,895,409.54","448,361,291.38","826,325,360.13","1,217,177,723.12"
期初现金及现金等价物余额,"65,143,130.68","179,903,110.56","192,663,709.59","192,663,709.59","192,663,709.59","1,542,719,657.65","1,542,719,657.65","1,542,719,657.65","1,542,719,657.65","1,018,341,538.39","1,018,341,538.39","1,018,341,538.39","1,018,341,538.39","953,034,405.58","953,034,405.58","953,034,405.58","953,034,405.58","779,146,124.62","781,242,317.06","781,242,317.06","779,146,124.62","1,194,394,350.25","1,194,394,350.25","1,194,394,350.25","1,194,394,350.25","861,191,580.75","861,191,580.75","861,191,580.75","861,191,580.75","1,131,653,746.73","1,131,653,746.73","1,131,653,746.73","1,131,653,746.73","1,537,093,788.38","1,537,093,788.38","1,537,093,788.38","1,537,093,788.38"
投资支付的现金,"160,278,896.00","312,908,599.55","125,442,577.50","225,072,246.45","365,620,222.33","23,760,135.79","59,126,932.03","141,455,914.15","351,089,296.65","37,911,643.44","113,355,046.24","481,520,873.72","772,095,351.43","302,525,047.69","493,998,314.33","685,807,857.69","1,347,962,484.80","69,454,854.24","167,052,561.84","307,406,566.15","1,403,129,462.84","527,381,387.92","207,571,592.80","337,767,928.48","3,635,751,561.22","149,280,368.20","846,336,650.70","1,504,800,716.80","3,572,627,322.21","854,231,869.44","1,856,138,931.76","2,642,337,277.96","4,010,096,179.73","1,830,605,075.02","3,957,268,231.23","4,521,110,043.07","5,579,486,677.45"
期末现金及现金等价物余额,"179,903,110.56","192,663,709.59","223,164,919.88","209,759,564.85","1,542,719,657.65","1,554,918,935.00","1,246,861,112.32","1,052,115,480.70","1,018,341,538.39","867,774,370.66","589,685,473.50","478,866,464.26","953,034,405.58","856,432,134.31","591,985,460.82","693,215,937.89","779,146,124.62","826,544,205.30","958,409,875.55","627,117,453.22","1,194,394,350.25","1,065,832,772.48","1,110,767,920.06","772,154,872.92","861,191,580.75","1,078,727,261.54","1,499,481,304.83","951,470,388.22","1,131,653,746.73","1,120,738,461.11","870,867,913.31","1,018,980,533.73","1,537,093,788.38","1,282,862,050.26","892,041,048.53","804,070,969.86","1,374,275,559.37"
