科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"744,580,968.06","1,049,900,173.75","470,456,644.58","829,205,973.39","1,317,538,187.67","453,646,157.59","780,113,829.27","1,343,955,053.95","2,088,659,586.12","741,075,333.60","1,217,349,548.29","1,916,727,969.56","2,777,690,159.81","730,659,610.20","1,218,831,206.32","2,120,726,664.94","3,148,863,796.15","702,968,081.52","1,315,577,679.99","2,119,069,929.09","2,995,795,304.57","805,221,687.07","1,323,849,741.58","2,243,208,554.81","3,314,035,032.62","814,632,103.26","1,385,251,550.44","2,293,032,683.19","3,286,935,630.95","869,902,587.33","1,590,874,669.12","2,564,846,453.24","3,686,460,242.59","1,220,146,194.11","2,192,498,921.11","3,517,644,500.00","5,703,097,066.91","1,336,331,413.25"
取得子公司及其他营业单位支付的现金净额,,,,,"8,317,411.91",,,,,,,,,,,,,,,,,,,,"132,325,433.64",,,,"66,253,681.62",,,,,"512,121,087.45","475,594,004.85","475,594,004.85","473,809,034.79",
收到的税费返还,,,,,"158,035.93",,"111,675.35","474,551.69","528,418.12",,,"31,497,099.68","1,058,107.50","374,865.05","374,865.05","374,865.05","374,865.05","162,509.93","162,509.93","162,509.93","314,947.51","327,316.94","361,451.08","361,451.08","327,316.94",,,"552,743.74","69,659.20",,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"35,000,000.00",,,,,,,,,,,,,,,,"4,890,020.12",,,,
收到其他与经营活动有关的现金,"5,303,693.99","3,938,723.52","6,478,633.78","7,764,790.20","13,751,700.17","3,207,747.93","14,046,010.78","13,583,814.65","17,467,261.75","12,685,806.57","28,463,377.45","29,902,663.66","34,788,528.52","4,680,057.40","22,782,121.24","37,812,532.88","48,013,280.42","11,360,939.18","16,356,230.49","31,252,771.78","35,703,596.94","14,890,095.70","9,385,239.40","22,007,493.41","32,205,247.26","22,602,369.59","37,310,762.13","14,963,146.31","50,441,392.67","6,143,199.67","10,241,717.88","16,024,781.41","38,381,205.76","47,742,965.69","36,030,293.27","46,750,094.93","28,741,647.74","54,951,311.06"
投资活动现金流出小计,"24,660,820.33","33,256,495.13","3,869,533.40","4,295,496.91","35,117,160.93","2,260,622.92","5,646,578.36","20,892,529.25","60,574,506.20","35,697,092.04","56,004,281.92","103,961,370.38","188,578,926.15","35,348,778.57","49,657,024.94","96,368,336.95","476,241,441.45","344,600,247.19","440,184,926.65","552,571,002.12","1,167,130,700.45","262,125,552.40","584,172,843.32","1,202,328,946.32","1,602,969,240.59","228,476,461.19","248,986,609.81","558,364,810.76","1,304,861,315.96","327,180,261.21","1,100,076,553.60","1,490,487,683.68","2,090,557,776.52","727,697,530.75","1,213,611,361.76","1,930,875,677.12","1,044,518,058.61","482,617,812.13"
经营活动现金流入小计,"749,884,662.05","1,053,838,897.27","476,935,278.36","836,970,763.59","1,331,447,923.77","456,853,905.52","794,271,515.40","1,358,013,420.29","2,106,655,265.99","753,761,140.17","1,245,812,925.74","1,978,127,732.90","2,813,536,795.83","735,714,532.65","1,241,988,192.61","2,158,914,062.87","3,197,251,941.62","714,491,530.63","1,332,096,420.41","2,150,485,210.80","3,031,813,849.02","820,439,099.71","1,333,596,432.06","2,265,577,499.30","3,346,567,596.82","837,234,472.85","1,422,562,312.57","2,308,548,573.24","3,337,446,682.82","876,045,787.00","1,601,116,387.00","2,580,871,234.65","3,724,841,448.35","1,267,889,159.80","2,228,529,214.38","3,564,394,594.93","5,731,838,714.65","1,391,282,724.31"
投资活动产生的现金流量净额,"-24,429,042.67","-27,738,102.93","-3,467,094.07","-3,218,259.13","-33,472,292.39","-99,277.49","-1,874,126.69","-7,392,310.79","-40,398,401.84","-29,960,407.62","-47,952,682.77","-85,286,580.83","-161,160,939.58","-30,707,797.74","-36,473,827.88","-79,337,208.77","-152,370,481.44","-152,154,895.68","-125,103,555.45","-131,124,453.58","-338,629,584.89","-213,548,178.97","-82,911,051.99","-526,113,205.72","-694,542,014.50","-119,895,744.63","177,766,743.74","172,579,670.71","-223,060,471.54","24,559,317.89","-104,879,579.28","-386,186,827.94","-208,778,204.95","-582,502,420.09","-295,079,879.26","-668,005,592.74","-820,609,087.38","48,358,937.35"
购买商品、接受劳务支付的现金,"515,703,590.80","652,826,308.24","292,176,160.32","497,940,815.36","825,941,878.73","292,742,398.63","597,309,569.08","1,015,684,690.50","1,375,766,897.97","459,565,632.84","817,875,308.42","1,230,350,167.14","1,661,510,580.80","499,030,388.23","972,415,037.48","1,482,693,822.45","1,951,625,661.63","443,559,084.66","888,757,097.40","1,282,604,995.45","1,614,570,293.93","427,284,503.94","747,790,322.52","1,158,120,394.37","1,720,148,709.09","392,445,189.71","688,480,396.51","1,103,671,201.21","1,741,353,288.34","379,886,905.57","801,825,879.37","1,264,408,788.67","1,803,863,738.21","688,643,736.26","1,492,025,561.84","2,323,071,420.44","3,609,821,600.70","837,107,821.84"
吸收投资收到的现金,"20,440,920.94",,,"917,083,360.00","917,083,360.00",,,,,,,,,,,,,,,,,,,,,,"5,150,000.00","6,114,227.00","5,686,000.00",,"1,502,222.90","23,502,222.90","23,602,222.90",,"20,120,320.00","20,120,320.00","20,118,946.59","455,644,061.95"
