科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"26,296,299.93","36,274,491.35","48,964,042.51","17,051,031.47","33,430,715.01","51,861,431.70","73,719,672.57","24,541,001.01","46,201,861.11","70,714,553.16","110,690,203.46","43,386,609.52","88,542,368.90","138,921,922.41","186,761,450.38","54,937,434.38","111,761,619.88","172,478,961.97","237,038,311.05","64,835,508.99","127,136,291.65","195,064,680.45","274,569,648.72","82,636,938.04","162,372,023.63","260,449,294.31","358,490,730.19","118,333,376.37","220,782,256.24","326,501,143.50","440,248,480.49","131,235,071.43","234,097,407.56","352,526,040.02","475,625,859.03"
取得借款收到的现金,"394,200,000.00","654,501,741.98","550,000,000.00","198,000,000.00","223,000,000.00","223,000,000.00","262,768,793.29","120,000,000.00","150,000,000.00","190,000,000.00","198,546,238.32","150,000,000.00","337,000,000.00","427,700,000.00","477,700,000.00","225,000,000.00","255,651,868.75","385,651,868.75","495,651,868.75","20,000,000.00","220,000,000.00","458,000,000.00","718,000,000.00","458,711,000.00","748,568,000.00","1,339,806,500.00","1,919,500,000.00","458,000,000.00","723,000,000.00","723,000,000.00","843,000,000.00","900,000,000.00","1,310,000,000.00","3,078,687,915.00","3,567,671,000.00"
支付的各项税费,"37,917,449.92","79,625,229.01","111,761,690.89","17,790,061.97","24,982,447.08","33,491,875.54","37,850,391.27","20,209,108.05","35,085,579.41","49,752,620.52","78,203,196.20","44,827,216.13","79,736,210.74","105,558,565.61","142,426,670.81","27,473,616.12","64,131,777.89","93,951,233.32","139,657,121.14","36,852,348.98","81,918,017.06","102,355,957.77","133,190,988.23","35,658,491.25","109,207,377.58","224,085,031.14","470,154,643.72","156,243,995.27","324,477,842.80","518,477,215.27","748,509,842.09","278,049,851.96","510,032,080.66","763,172,989.19","1,015,279,251.23"
收到其他与筹资活动有关的现金,,,"27,456,214.78","23,013,496.47","30,697,471.39","35,945,165.01",,,"40,240,000.00","40,240,000.00","75,240,000.00",,,,,,,,,,,,,,"36,288,000.00","60,646,051.00","112,768,000.00","20,000,000.00","20,000,000.00","24,000,000.00","43,983,657.60",,,,"20,000,000.00"
支付其他与经营活动有关的现金,"209,307,849.12","216,815,768.67","143,624,727.56","22,385,098.94","46,788,174.46","77,891,541.10","125,614,087.46","27,284,180.75","52,477,375.91","104,854,951.84","129,207,919.06","55,281,463.37","95,457,415.92","136,516,089.63","257,151,281.73","72,825,719.94","110,202,338.25","226,745,020.75","211,755,714.18","72,864,660.31","137,919,551.16","214,736,707.90","364,390,145.09","74,951,265.82","143,077,958.55","263,120,912.35","424,550,166.95","106,334,198.05","190,354,840.85","378,213,408.78","510,020,496.69","166,780,221.01","275,483,181.49","441,748,129.27","717,437,123.42"
筹资活动现金流入小计,"503,590,500.00","657,501,741.98","577,456,214.78","221,013,496.47","2,238,317,471.39","2,243,565,165.01","2,247,798,347.17","120,000,000.00","190,240,000.00","230,240,000.00","273,786,238.32","150,000,000.00","337,000,000.00","427,700,000.00","491,080,000.00","225,000,000.00","255,651,868.75","386,551,868.75","496,551,868.75","37,235,652.50","236,097,642.55","474,097,642.55","771,523,120.71","458,711,000.00","784,856,000.00","1,400,452,551.00","2,032,268,000.00","478,000,000.00","3,473,350,000.00","3,477,350,000.00","3,683,199,982.69","900,000,000.00","1,310,000,000.00","3,694,389,287.56","4,230,707,500.72"
经营活动现金流出小计,"1,152,620,204.89","1,679,903,821.55","1,448,903,002.38","426,372,087.84","780,154,949.94","1,167,608,868.21","1,643,817,740.58","503,280,291.66","839,812,620.20","1,275,090,985.10","1,953,918,155.56","720,275,589.75","1,576,072,142.88","2,360,612,153.51","3,316,490,082.29","904,176,781.50","1,748,480,773.77","2,890,034,677.56","3,991,719,182.56","905,309,980.98","1,862,256,820.89","3,161,135,958.38","3,977,501,505.24","985,692,680.85","2,117,393,623.13","3,676,179,290.03","4,793,031,922.03","1,815,728,444.67","3,411,402,034.02","5,838,954,474.14","7,588,782,894.67","2,473,383,590.17","4,624,998,452.76","7,368,860,997.42","8,894,431,213.49"
偿还债务支付的现金,"343,200,000.00","635,437,629.08","458,000,000.00","150,000,000.00","635,000,000.00","635,000,000.00","635,000,000.00","119,649,931.09","149,649,931.09","149,649,931.09","158,768,793.29","148,196,238.32","201,196,238.32","241,196,238.32","237,196,238.32","205,000,000.00","295,000,000.00","295,000,000.00","375,651,868.75","105,000,000.00","125,000,000.00","185,000,000.00","275,000,000.00","248,000,000.00","248,000,000.00","508,000,000.00","923,000,000.00","399,000,000.00","936,800,000.00","1,776,800,000.00","2,202,500,000.00","460,000,000.00","710,000,000.00","1,910,000,000.00","2,615,000,000.00"
经营活动产生的现金流量净额,"-43,719,409.35","93,382,933.01","120,873,065.07","-162,186,135.65","-184,136,531.71","-178,782,441.72","-57,383,818.78","-128,628,304.80","-170,654,902.30","-327,073,363.24","-219,219,076.09","-15,485,579.00","-83,311,368.54","-10,663,158.97","215,173,100.76","-168,103,343.05","-54,019,580.59","-277,618,578.11","78,284,211.47","-14,783,520.82","-207,275,414.05","-426,034,143.86","40,224,229.11","-244,226,694.37","-295,216,638.91","-519,558,304.40","41,828,790.52","-339,170,238.02","-362,116,558.92","-463,719,603.06","5,184,704.38","-373,954,151.83","-336,469,369.18","-479,749,182.53","304,154,919.69"
分配股利、利润或偿还利息支付的现金,"23,555,399.16","33,136,618.71","59,303,676.63","6,307,616.26","9,656,626.35","10,374,226.35","8,617,851.09","858,654.18","26,805,703.74","28,624,721.52","34,361,162.03","11,118,355.60","46,060,306.42","52,675,349.60","57,111,859.61","9,924,591.59","44,607,407.13","50,205,022.03","58,222,558.30","37,369,461.34","105,186,871.47","116,932,709.71","252,651,664.81","25,803,841.60","43,867,188.76","66,221,708.91","99,490,328.06","33,283,176.96","57,518,814.38","85,219,303.46","104,445,037.25","10,299,243.94","196,343,031.97","229,966,017.51","256,344,816.37"
收回投资收到的现金,"1,174,000.00",,,,,,,,,,,,,,,,"19,600,000.00","19,600,000.00","19,600,000.00",,,,"14,000,000.00","832,517.21",,,"14,812,528.49",,,,,,,,
支付其他与筹资活动有关的现金,,,,,"7,492,975.63","13,531,077.45","50,132,425.60",,,,"52,000,000.00","26,992,440.55","29,823,613.00","30,022,440.55","34,158,763.00","3,400,000.00","3,400,000.00","3,400,000.00",,,,,"6,590,000.00","3,200,000.00","3,200,000.00","27,200,000.00","66,300,000.00","55,700,000.00","115,988,000.00","173,069,532.36","293,166,374.35","2,000,000.00",,,"517,195,990.31"
取得投资收益收到的现金,,,,,,,,,,,"2,601,669.58",,,,"2,248,668.91",,"75,558.00","75,558.00","1,924,061.52","247,685.92","797,763.05","797,763.05","1,010,891.25",,"857,213.90","857,213.90",,,,,,,,,
筹资活动现金流出小计,"366,755,399.16","668,574,247.79","517,303,676.63","156,307,616.26","652,149,601.98","658,905,303.80","693,750,276.69","120,508,585.27","176,455,634.83","178,274,652.61","245,129,955.32","186,307,034.47","277,080,157.74","323,894,028.47","328,466,860.93","218,324,591.59","343,007,407.13","348,605,022.03","433,874,427.05","142,369,461.34","230,186,871.47","301,932,709.71","534,241,664.81","277,003,841.60","295,067,188.76","601,421,708.91","1,088,790,328.06","487,983,176.96","1,110,306,814.38","2,035,088,835.82","2,600,111,411.60","472,299,243.94","906,343,031.97","2,139,966,017.51","3,388,540,806.68"
处置固定资产、无形资产和其他长期资产收回的现金净额,"6,101,838.34","1,815,131.58","277,798.23","357,064.00","911,426.00","914,131.00","649,489.19",,"35,650.00","35,650.00","119,650.00",,,"86,271.62","4,342,694.55","18,000.00","1,219,235.50","1,224,205.50","3,711,815.11",532.80,"1,553.60","1,854,272.67","367,766.14","4,031.00","5,555.00","5,555.00","179,243.80",,"254,275.00","657,095.00","1,250,086.53","30,700.00","55,901.00","473,631.00","10,946,377.89"
筹资活动产生的现金流量净额,"136,835,100.84","-11,072,505.81","60,152,538.15","64,705,880.21","1,586,167,869.41","1,584,659,861.21","1,554,048,070.48","-508,585.27","13,784,365.17","51,965,347.39","28,656,283.00","-36,307,034.47","59,919,842.26","103,805,971.53","162,613,139.07","6,675,408.41","-87,355,538.38","37,946,846.72","62,677,441.70","-105,133,808.84","5,910,771.08","172,164,932.84","237,281,455.90","181,707,158.40","489,788,811.24","799,030,842.09","943,477,671.94","-9,983,176.96","2,363,043,185.62","1,442,261,164.18","1,083,088,571.09","427,700,756.06","403,656,968.03","1,554,423,270.05","842,166,694.04"
处置子公司及其他营业单位收到的现金净额,"835,915.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-4,815,662.66","-1,086,030.50","-1,014,603.68","-92,913.14","-566,761.78","-788,572.61","-5,888,343.57","-137,893.01","165,662.61","635,074.24","-4,579,620.24","239,324.60","625,558.76","413,897.90","653,469.39","-1,648,187.38","-4,554,341.16","-5,479,319.71","-5,662,536.40","-1,036,940.50","919,383.02","580,262.88","-272,640.51","650,800.42","4,239,045.71","7,066,284.99","8,592,268.35","80,012.48","2,090,951.28","473,059.73","18,893,951.31","-3,943,523.20","-9,635,445.14","-14,890,810.89","-28,949,874.43"
收到其他与投资活动有关的现金,"789,905.02","3,709,184.80","4,886,562.74","217,356.43","2,496,028.18","3,582,429.90","8,347,700.90","1,997,875.78","17,587,291.34","22,574,798.31","32,652,918.14","7,423,074.64","22,474,015.76","24,826,339.18","54,561,203.58","4,596,959.65","9,349,315.99","11,844,707.94","37,254,318.43","1,547,059.85","1,882,368.05","2,331,278.21","13,642,021.69",,,,,,,,"15,949,960.35","20,000,000.00","20,000,000.00","220,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,901,658.61","5,524,316.38","5,164,360.97","574,420.43","3,407,454.18","4,496,560.90","8,997,190.09","1,997,875.78","17,622,941.34","22,610,448.31","35,374,237.72","7,423,074.64","22,474,015.76","24,912,610.80","61,152,567.04","4,614,959.65","30,244,109.49","32,744,471.44","62,490,195.06","1,795,278.57","2,681,684.70","4,983,313.93","29,020,679.08","836,548.21","862,768.90","862,768.90","14,991,772.29",,"254,275.00","657,095.00","17,200,046.88","20,030,700.00","20,055,901.00","220,473,631.00","10,946,377.89"
五、现金及现金等价物净增加额,"84,336,208.18","21,262,741.62","39,802,052.27","-132,352,737.36","1,342,274,606.64","1,298,249,455.39","1,369,409,913.90","-244,251,427.45","-284,308,662.08","-426,967,831.09","-580,794,629.54","-193,904,289.70","-274,128,660.24","-222,436,172.51","-61,650,622.87","-236,229,395.67","-285,986,288.05","-461,029,631.44","-181,749,930.37","-201,070,943.33","-317,069,994.00","-446,453,154.08","-15,141,904.93","-140,308,602.99","43,956,432.40","-244,323,872.04","120,728,922.99","-434,211,272.00","1,858,851,797.24","685,441,195.81","641,136,328.49","-442,296,493.54","-869,468,167.37","-369,994,471.37","-378,511,931.86"
购建固定资产、无形资产和其他长期资产支付的现金,"12,723,272.72","58,481,971.46","145,373,308.24","35,353,989.21","62,597,423.46","109,995,729.51","130,363,184.32","116,974,520.15","145,226,728.90","175,105,337.79","254,966,598.29","124,020,492.39","174,611,125.40","231,989,910.69","392,327,316.05","77,768,233.30","170,300,937.41","248,623,051.78","379,539,242.20","81,911,951.74","119,306,418.75","198,147,519.87","287,185,950.56","70,049,296.62","146,490,435.51","210,229,363.52","561,544,749.25","85,137,869.50","144,420,055.74","255,170,130.04","419,154,780.17","159,970,274.57","394,916,222.08","608,091,379.00","1,174,629,849.05"
期初现金及现金等价物余额,"46,855,889.16","131,192,097.34","152,454,838.96","192,256,891.23","192,256,891.23","192,256,891.23","192,256,891.23","1,561,666,805.13","1,561,666,805.13","1,561,666,805.13","1,561,666,805.13","980,872,175.59","980,872,175.59","980,872,175.59","980,872,175.59","919,221,552.72","919,221,552.72","919,221,552.72","919,221,552.72","737,471,622.35","737,471,622.35","737,471,622.35","737,471,622.35","722,329,717.42","722,329,717.42","722,329,717.42","722,329,717.42","843,058,640.41","843,058,640.41","843,058,640.41","843,058,640.41","1,484,194,968.90","1,484,194,968.90","1,484,194,968.90","1,484,194,968.90"
投资支付的现金,,"5,000,000.00",,,,"1,340,222.88",,,,,,,"5,850,000.00","5,850,000.00","5,850,000.00",,,,,,,,"34,209,677.95","9,227,119.03","9,227,119.03","9,227,119.03","14,540,350.00",,,"30,000,300.00","35,076,075.00","352,160,000.00","352,160,000.00","842,160,000.00","332,160,000.00"
期末现金及现金等价物余额,"131,192,097.34","152,454,838.96","192,256,891.23","59,904,153.87","1,534,531,497.87","1,490,506,346.62","1,561,666,805.13","1,317,415,377.68","1,277,358,143.05","1,134,698,974.04","980,872,175.59","786,967,885.89","706,743,515.35","758,436,003.08","919,221,552.72","682,992,157.05","633,235,264.67","458,191,921.28","737,471,622.35","536,400,679.02","420,401,628.35","291,018,468.27","722,329,717.42","582,021,114.43","766,286,149.82","478,005,845.38","843,058,640.41","408,847,368.41","2,701,910,437.65","1,528,499,836.22","1,484,194,968.90","1,041,898,475.36","614,726,801.53","1,114,200,497.53","1,105,683,037.04"
