科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"216,983,657.66","316,067,801.12","198,797,666.95","124,997,766.12","2,319,273,329.22","1,934,479,927.59","1,673,923,900.95","1,786,542,693.73","1,905,688,950.85","1,665,365,353.49","1,483,288,265.28","1,488,316,699.69","1,460,108,689.63","1,309,607,293.10","1,245,511,003.30","1,179,721,538.96","1,112,134,809.86","214,947,611.85","147,777,697.34","459,021,400.33","578,956,728.13","313,535,510.97","283,263,172.78","366,900,452.49","422,276,972.13","425,180,860.17","274,744,924.16","690,281,109.41","296,943,691.11","621,987,282.69","736,145,521.42","845,671,797.82","656,458,678.50","748,437,955.69","448,266,363.23","565,325,594.32"
短期借款,"549,000,000.00","524,258,674.79","402,116,476.00","336,900,000.00","331,000,000.00","30,000,000.00","20,000,000.00","278,939,678.28","396,519,503.40","283,022,120.94","418,716,551.73","426,818,800.41","292,449,807.67","195,124,768.75","120,737,728.53","182,472,229.22","287,259,445.79","282,629,584.40","406,903,681.06","452,709,496.44","513,340,535.19","334,178,277.22","295,611,439.34","338,399,992.21","493,354,668.51","283,601,075.54","237,403,994.88","154,626,460.44","105,298,785.45","105,613,190.03","98,557,373.36","59,000,000.00","210,000,000.00","269,000,000.00","58,000,000.00","168,000,000.00"
交易性金融资产,,,,,,,,,,,,,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"119,527,726.81","334,473,780.21","185,309,988.40","164,086,375.11","276,546,711.72","326,583,011.68","476,501,272.80","514,407,149.48","392,188,339.85","456,175,332.82","652,963,328.90","620,508,761.29","549,971,020.88","579,464,235.85","684,961,634.47","618,332,950.04","523,882,335.34","679,757,497.30","1,130,218,917.34","1,143,503,798.42","1,006,751,670.36","995,909,399.95","1,355,963,617.80","1,135,686,395.20","781,920,521.73","959,349,853.52","1,231,080,889.96","1,037,991,705.17","933,841,116.21","614,762,826.69","1,046,324,338.20","1,397,569,130.69","1,249,237,706.60","1,157,852,237.71","1,645,379,650.29","1,466,147,693.15"
应付票据,"378,230,000.00","411,590,000.00","233,150,000.00","191,650,000.00","335,490,000.00","290,490,000.00","69,000,000.00","40,000,000.00","194,240,000.00","219,240,000.00","25,000,000.00","143,939,325.53","289,340,000.00","291,544,565.70","196,884,565.70","142,000,000.00","250,220,000.00","237,220,000.00","55,000,000.00","124,300,000.00","247,800,000.00","123,589,200.00","112,089,200.00","120,450,000.00","425,200,000.00","327,250,000.00","186,500,000.00","201,250,000.00","224,250,000.00","299,000,000.00","226,350,000.00","314,090,000.00","453,200,000.00","450,527,697.34","240,224,000.00","179,435,400.00"
应收账款,"362,906,125.94","335,618,283.93","444,996,380.36","487,475,289.32","589,423,004.01","638,592,787.02","417,894,155.43","515,269,188.17","733,179,097.01","819,871,400.02","684,631,991.02","762,511,211.61","955,958,796.19","988,659,184.65","798,101,163.27","877,566,625.22","1,214,072,006.68","1,228,041,112.16","990,377,377.78","1,201,771,987.67","1,418,823,076.36","1,335,114,767.39","1,209,029,562.23","1,458,950,891.45","1,532,152,813.49","1,375,650,392.26","1,040,314,355.14","1,028,748,020.97","1,110,207,432.10","1,136,917,425.93","971,190,321.12","1,133,110,602.82","1,425,957,265.21","1,493,106,486.78","1,164,965,061.12","1,476,500,651.45"
应付账款,"150,014,392.47","125,517,614.98","128,946,811.72","189,414,523.61","100,993,776.97","198,966,719.47","160,745,311.62","177,695,361.76","205,782,411.38","304,110,312.14","316,588,709.80","104,678,315.78","204,459,388.06","243,261,957.14","413,076,114.10","317,867,203.69","517,231,846.90","402,447,813.49","598,015,056.02","550,188,312.03","947,912,769.05","675,816,827.24","875,552,689.49","636,962,257.81","767,830,087.98","545,501,170.88","712,288,522.12","684,745,095.61","579,695,766.63","613,288,519.16","654,332,185.84","610,075,751.04","777,295,854.58","569,210,728.56","693,712,974.28","673,419,538.45"
预付款项,"27,415,208.05","26,303,253.65","50,067,641.65","22,368,881.50","21,464,818.25","47,969,783.22","36,996,973.31","25,008,554.48","28,960,560.29","28,683,650.10","64,384,790.11","18,272,644.86","64,217,690.98","74,847,604.19","161,353,019.89","159,665,157.68","95,472,548.74","178,866,187.86","89,225,898.81","106,484,400.90","124,808,447.75","109,462,762.13","37,897,777.65","45,099,407.08","81,387,686.98","78,628,763.62","38,120,926.58","31,118,522.58","49,964,192.72","48,270,315.26","30,937,059.24","32,898,396.38","55,727,353.05","60,355,973.42","83,697,764.24","85,170,527.71"
预收款项,"13,357,862.27","28,082,274.57","14,884,091.04","12,637,157.59","136,402.25",,"5,619,174.80",,,"5,345,816.84","18,474,894.79","13,063,968.56","20,037,468.66","17,944,050.13","13,649,201.94","15,141,298.84","12,807,908.17","10,987,518.61","37,308,105.38","34,991,050.95","7,400,428.61","47,746,427.16","42,397,362.07","15,639,061.88","53,425,626.98","83,610,224.17","39,494,740.52","47,667,635.65","31,033,455.09","44,641,941.59","44,286,954.35","45,178,471.86","42,239,951.01","45,682,988.66","63,832,819.65","70,870,057.08"
其他应收款,"16,753,030.37","17,100,716.68","4,169,686.80","1,987,251.06","1,541,174.02","4,994,622.07","1,543,240.19","2,045,396.34","29,852,899.07","3,032,497.36","37,422,858.17","36,723,650.36","25,309,953.37","43,129,064.25","39,104,727.36","40,396,805.48","50,352,012.67","52,807,984.75","40,070,178.96","34,141,992.49","45,661,573.05","50,540,616.64","55,395,640.24","46,549,119.87","78,566,502.22","69,524,739.65","38,062,935.25","45,351,140.38","40,826,374.80","45,514,992.37","17,191,451.73","19,185,508.32","34,418,378.54","40,224,095.54","28,936,470.91","31,542,871.16"
