科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"33,634,156.28","26,525,174.56","41,718,530.50","42,317,759.77","48,413,611.30","549,745,282.98","567,621,644.62","561,572,987.03","524,676,544.83","532,378,620.46","545,299,152.37","565,633,723.94","475,443,533.40","492,414,038.46","513,429,828.40","355,866,022.60","170,811,450.54","174,407,057.87","186,532,925.24","148,670,726.54","125,078,793.82","132,625,064.67","108,516,718.52","238,076,856.50","162,317,083.39","1,000,825,314.67","123,069,792.54","226,080,864.40","153,396,190.44","109,833,131.56","90,405,750.67","93,769,165.13","114,478,098.19","92,313,195.50"
短期借款,"47,000,000.00","18,000,000.00","29,000,000.00","38,851,405.00","23,414,085.00",,,,,,,,,,,"6,699,000.00",,"9,222,000.00","12,260,950.00","17,072,100.00","30,444,900.00","30,065,550.00","35,746,551.20","29,027,614.96",,,,"150,000,000.00","150,000,000.00",,,"109,000,000.00","109,000,000.00","405,242,206.76"
交易性金融资产,,,,,,,,,,,"685,120.00","460,950.00",,,,,"27,250.00",,"351,900.00",,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,"267,500.00","51,450.00",,,,,,"502,800.00","1,535,700.00","282,550.00",,,,,,,,,,,,
应收票据,"126,000.00","320,000.00","3,564,277.06","80,000.00","29,322.30","5,900,000.00","48,093.00",,"103,190.33","3,489,190.33","2,766,400.00","650,000.00","1,638,000.00","970,000.00","290,000.00","4,180,000.00","373,744.83","2,405,364.22","4,271,795.08","819,045.89","747,025.91","18,251,845.01","8,784,676.12","19,121,424.41","5,565,782.46","614,839.22",,,,,,,,
应付票据,,"216,000.00",,,"120,306.84",,,,,,,,,,,,,,,,,,"4,854,016.56","5,505,296.55","279,191.00",,,,,,,,,
应收账款,"75,990,337.81","59,338,189.36","80,733,067.55","81,701,438.63","81,955,269.09","65,944,652.74","67,705,815.69","75,869,099.41","72,786,486.81","69,956,065.05","73,200,212.40","72,109,332.51","92,240,832.24","80,459,008.40","73,648,885.02","119,970,894.87","121,844,711.32","114,586,108.54","95,358,155.73","110,586,955.87","183,393,000.37","116,516,020.10","115,569,234.68","86,117,919.37","87,702,776.83","76,887,203.94","123,147,169.51","156,516,366.03","33,716,395.93","51,200,275.88","79,685,058.98","36,896,524.15","49,349,301.10","86,848,574.88"
应付账款,"49,578,551.68","28,604,070.83","39,016,755.22","48,163,338.03","51,665,583.60","39,799,130.65","36,238,754.64","32,295,809.04","39,374,519.95","37,129,021.89","44,223,005.88","46,780,939.02","47,062,526.97","44,622,476.58","44,083,608.20","54,783,058.80","55,307,413.35","67,918,546.38","67,076,334.13","63,977,404.13","123,323,926.34","96,846,516.07","79,163,865.87","64,638,122.18","50,710,268.45","58,372,951.57","11,752,052.50","7,183,226.85","5,744,894.23","5,466,540.25","10,017,246.71","14,024,924.33","13,191,591.05","28,113,152.86"
预付款项,"3,886,433.33","2,293,610.96","3,244,970.43","4,162,743.64","6,182,677.59","9,330,790.64","4,218,611.66","4,759,796.93","7,031,839.84","6,746,721.86","3,235,631.44","4,988,774.13","3,726,295.45","5,162,037.57","3,149,141.18","10,111,025.44","10,901,554.51","11,017,139.29","7,030,456.77","13,536,326.44","11,826,717.37","11,399,425.89","8,796,970.15","10,464,319.46","7,103,511.93","24,224,930.09","328,946.74","2,555,170.67","85,334.67","28,959.00","188,155.94","59,015.96","29,820.62","38,787,907.58"
预收款项,"494,017.48","304,624.07","1,635,017.02","4,577,257.56","3,344,478.49","3,071,043.15","469,819.84","799,714.38","386,311.42","826,222.45","563,470.99","1,246,954.30","681,918.26","792,515.70","1,837,926.18","3,303,346.74","2,576,569.04","2,516,705.74","518,317.08","1,472,306.77","1,932,151.63","4,415,002.94","5,233,860.42","5,798,930.81","8,033,804.38","7,691,419.44","10,236,234.54","13,695,022.50","24,258,995.85","28,203,838.64","1,581,178.00","4,255,839.90","4,993,952.59","14,679,203.79"
其他应收款,"3,396,447.23","1,092,396.02","4,713,458.81","4,845,442.28","4,747,321.23","275,929.77","217,816.02","232,416.23","771,688.43","4,963,083.92","6,473,266.23","6,296,340.40","445,206.49","300,597.36","334,388.90","602,642.40","412,267.28","999,156.41","686,904.24","1,083,818.53","2,706,272.08","4,986,665.95","5,718,782.78","5,831,548.52","8,187,238.20","6,901,907.38","32,864,916.73","35,758,502.24","126,232,509.44","134,744,135.52","93,825,191.04","117,190,544.39","127,288,400.87","43,566,696.35"
