科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"144,788,861.84","357,446,447.84","525,643,455.63","706,981,032.91","169,718,660.64","415,592,291.80","600,461,112.50","801,432,207.24","194,941,022.18","404,317,810.85","638,572,197.08","927,967,013.35","228,618,242.07","440,282,198.09","689,558,166.05","1,022,844,651.52","526,430,924.29","920,042,747.94","1,379,303,021.71","1,827,614,015.30","450,193,562.70","942,528,364.08","1,415,279,415.09","2,014,390,967.60","595,283,308.22","1,226,175,759.70","1,696,263,859.22","2,296,407,712.41","522,674,027.66","1,150,025,179.91","1,806,201,008.19","2,584,987,566.73","730,548,293.83","1,635,697,950.39","2,421,920,938.11","3,500,362,097.97","968,008,230.26","1,983,014,765.96","2,922,403,480.52","4,092,852,961.44","1,129,537,585.37","2,350,436,123.23","3,510,016,828.92"
二、营业利润,"30,701,492.67","104,008,480.51","137,374,692.97","184,787,397.50","32,842,726.98","90,861,515.80","121,529,046.48","168,480,628.21","36,694,827.50","81,879,731.75","119,052,405.61","170,420,438.10","32,138,754.03","56,618,566.31","80,983,566.13","97,182,288.44","98,912,782.63","169,642,754.06","238,822,073.65","274,120,234.89","89,766,448.28","185,136,074.55","245,463,029.39","355,969,447.37","114,227,518.62","248,350,856.62","310,315,545.24","399,847,602.19","60,223,687.78","142,124,878.56","226,175,129.66","307,361,111.10","114,694,073.39","267,693,719.70","376,036,454.18","493,099,526.02","137,930,108.67","247,163,921.41","387,763,936.56","507,898,082.77","107,763,799.93","273,755,295.87","556,807,795.98"
减:营业成本,"77,397,999.14","177,345,362.37","275,570,433.49","377,063,598.43","86,534,418.93","222,225,541.08","332,693,076.50","430,039,958.71","104,790,246.10","222,913,055.76","371,204,018.53","541,001,802.90","132,909,825.55","253,616,772.15","404,368,374.00","593,528,947.03","326,464,354.72","555,396,738.20","833,846,801.11","1,103,301,395.63","266,042,463.04","556,125,205.11","851,051,507.52","1,203,228,417.29","350,249,000.99","697,780,762.39","966,260,105.17","1,289,258,458.02","304,379,433.32","662,314,607.02","1,023,882,023.29","1,430,073,566.62","412,858,665.77","906,309,619.22","1,299,093,939.37","1,777,489,878.73","524,482,329.03","1,073,591,164.76","1,527,588,303.82","2,052,665,054.89","553,130,126.59","1,080,524,797.63","1,572,030,967.28"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,197,735.80","3,086,233.02","4,818,497.25","5,850,077.07","1,335,919.85","3,180,049.70","4,571,628.80","5,846,756.81","1,653,713.26","3,548,946.12","6,065,783.27","8,676,792.92","2,209,298.99","3,514,392.71","5,477,481.70","7,477,502.25","18,304,903.18","21,819,521.70","31,252,584.83","33,105,732.44","3,061,362.49","5,615,314.15","8,850,454.80","13,276,134.14","5,637,069.97","9,437,891.36","13,444,124.06","18,912,552.73","714,295.15","3,244,782.30","4,436,455.21","9,848,437.84","6,514,304.77","11,510,038.11","19,488,479.52","27,512,964.58","6,806,132.78","11,754,792.03","17,124,206.14","40,340,013.55","14,214,439.29","30,045,007.93","44,503,860.93"
营业外收入,"1,413,484.72","1,866,245.04","6,978,940.63","8,463,415.83","545,915.58","1,626,193.75","1,680,030.28","7,227,269.45","1,960,600.00","2,862,302.72","2,884,108.64","31,608,500.23","12,594,963.94","17,124,814.30","29,078,690.57","34,941,828.47","4,300.00","1,289,315.24","2,458,204.69","5,492,767.49","1,026,233.08","11,009,657.03","12,514,821.05","51,316,704.20","847,111.49","4,260,388.96","18,540,866.28","23,561,619.66","951,017.07","5,961,982.28","11,005,967.00","17,674,329.40","5,994,702.34","16,661,318.78","20,232,214.41","41,514,417.51","1,827,579.20","43,900,610.13","48,592,550.87","69,984,694.17","35,743,458.22","56,371,618.46","9,923,548.22"
销售费用,"4,231,126.61","9,105,697.33","13,719,568.49","17,456,935.42","5,713,959.60","11,284,719.74","17,275,168.23","23,446,881.65","5,538,879.81","11,762,138.59","18,087,495.31","27,161,255.37","9,348,757.17","21,424,551.27","29,817,695.62","42,539,660.27","10,302,038.09","22,514,802.56","35,347,381.65","49,275,410.54","10,979,897.87","32,941,038.78","52,911,200.69","83,216,934.17","23,025,794.57","57,665,009.03","104,430,434.38","150,994,232.02","45,296,320.86","106,998,773.14","186,379,749.34","274,469,355.96","72,253,310.03","174,970,190.45","297,853,056.87","448,118,216.94","102,403,755.61","250,565,243.37","395,470,802.99","614,717,760.98","213,047,698.62","448,510,856.67","663,680,367.58"
减:营业外支出,"1,146,297.43","2,150,141.79","2,888,347.70","4,256,163.91","1,471,781.65","5,868,829.13","6,752,729.76","8,041,333.53","837,576.18","1,557,539.29","2,212,946.98","6,568,687.11","422,915.13","1,299,886.16","2,402,484.18","4,322,528.87","1,221,746.91","3,721,683.06","4,848,576.99","6,457,810.09","718,550.58","3,317,944.86","4,758,913.80","5,419,745.07","1,448,930.95","3,692,730.66","5,502,921.95","11,110,085.56","2,718,493.95","4,192,102.95","7,865,325.23","12,088,455.82","1,962,880.30","4,268,858.49","6,234,834.96","10,824,315.29","2,790,031.57","4,378,740.85","7,345,873.40","10,816,389.93","3,068,211.53","4,192,134.41","11,147,335.14"
管理费用,"28,606,707.08","52,440,359.53","80,733,833.36","104,445,516.89","36,664,928.52","69,836,227.43","105,108,587.03","148,318,779.09","41,437,206.26","77,455,031.43","116,675,085.43","166,526,569.68","50,093,589.02","101,716,016.37","163,134,386.50","268,079,339.98","68,740,172.40","137,566,722.92","214,800,214.56","314,415,368.72","75,639,284.59","146,365,485.01","231,749,393.35","322,544,002.04","87,658,075.86","178,343,142.07","277,853,474.28","422,207,117.62","109,227,213.30","224,758,733.56","343,041,162.87","525,841,074.33","121,519,999.86","262,308,269.04","427,313,858.50","714,171,305.07","184,375,312.95","390,854,917.16","587,376,393.97","859,527,140.44","220,329,040.14","467,184,550.59","685,152,778.10"
其中:非流动资产处置净损失,,"142,912.45","256,428.09","474,786.25","115,791.10","3,037,701.41","2,973,679.82","3,592,637.27","253,567.44","366,828.51","425,419.48","1,554,607.59","38,742.32","393,891.53","699,893.40","1,039,387.95","280,392.81","1,465,070.48","1,916,912.66","2,142,037.62","140,252.44","535,152.84","1,304,887.70","1,470,217.03","793,185.41","1,141,379.80","1,886,304.41","2,748,615.93","968,672.88","1,177,110.11","2,174,402.03","2,926,076.19","749,469.73","1,493,481.04","1,953,914.12","3,813,082.19","560,612.27","1,125,749.96","1,717,287.86","3,095,855.09","1,708,780.33","2,595,461.93","8,946,451.61"
