科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"391,807,234.14","861,161,976.39","1,440,750,373.70","2,087,321,432.42","441,799,956.82","879,616,723.37","1,375,341,586.81","1,634,642,428.61","296,995,794.50","729,603,710.51","1,329,198,692.41","2,340,465,844.76","1,015,716,832.38","1,761,193,761.05","2,761,772,717.87","3,805,268,645.21","1,180,280,069.01","1,864,096,212.35","3,156,511,148.96","3,823,992,558.68","685,321,329.47","1,678,187,832.55","2,498,338,608.61","3,552,361,540.76","771,444,584.81","1,625,726,769.84","2,437,405,235.80","3,277,439,678.62","625,142,746.90","1,468,556,806.45","2,268,481,719.75","2,931,164,388.35","563,256,853.34","1,144,934,230.60","2,795,110,947.98","3,808,778,593.35","1,038,364,832.79","2,206,340,292.45","3,475,568,379.90","4,875,817,833.20","1,248,789,207.89","2,609,791,752.06","4,021,214,603.87"
二、营业利润,"52,217,023.89","190,739,927.61","300,063,603.32","405,671,286.45","18,874,865.55","-2,428,670.23","-143,804,048.20","-396,066,807.74","-3,254,638.79","26,862,326.80","102,773,039.99","237,339,916.42","92,827,544.33","123,808,600.44","89,948,186.25","119,510,712.38","47,992,896.81","-287,909,768.52","-462,136,253.49","-812,472,449.25","-33,084,997.45","-115,875,028.97","-104,724,388.76","-82,510,683.89","10,890,780.27","15,972,856.20","25,198,450.04","-2,650,458.08","-45,421,219.09","-63,585,546.83","-73,451,715.76","-139,293,972.02","-23,521,815.85","-14,797,719.90","39,591,926.35","70,068,148.59","21,697,306.40","88,302,130.76","194,549,707.97","238,671,016.67","49,171,882.73","95,086,783.94","183,514,237.36"
减:营业成本,"295,617,310.54","612,961,851.52","987,217,181.43","1,480,191,544.63","379,277,796.13","787,793,796.64","1,347,402,254.44","1,678,329,953.44","345,345,880.40","606,213,539.34","1,053,753,037.15","1,848,121,675.72","832,204,386.05","1,467,806,289.79","2,445,813,647.13","3,352,291,789.00","1,058,096,202.63","1,833,440,433.59","3,215,876,601.08","3,934,243,014.61","690,262,702.76","1,617,370,646.22","2,362,829,129.63","3,307,035,507.71","663,182,943.98","1,427,031,529.51","2,146,938,393.28","2,893,988,161.15","582,529,288.35","1,364,027,441.56","2,092,464,851.83","2,717,060,139.37","521,252,322.70","1,021,068,581.16","2,436,527,944.18","3,284,153,253.77","924,987,177.58","1,924,597,978.10","2,987,437,685.29","4,237,880,577.15","1,094,869,865.43","2,301,803,157.82","3,529,891,038.90"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,361,506.77","5,327,231.93","8,821,720.23","9,722,510.00","49,298.38","49,733.38","1,204,305.46","3,112,722.59","901,432.52","1,878,020.18","2,938,653.99","5,190,594.03","226,754.78","892,104.25","2,986,348.75","6,109,995.73","3,031,348.88","4,142,601.60","4,142,601.60","4,395,856.06","2,081,762.41","5,161,228.65","5,915,933.97","13,643,418.73","864,007.55","3,008,898.83","3,897,904.14","5,608,473.76","470,853.51","3,221,203.50","5,412,255.58","7,306,307.50","984,860.49","3,425,244.83","5,010,600.59","6,966,580.50","1,049,084.19","5,398,188.38","7,128,120.57","26,243,543.80","5,379,286.98","11,900,084.72","21,901,373.15"
营业外收入,"1,909.20","242,298.66","263,560.16","4,551,765.53","75,151.17","30,240,440.07","31,437,486.30","30,331,347.28","1,125,523.74","1,686,432.65","2,106,144.65","22,683,683.01","889,349.24","14,507,582.13","16,017,114.44","15,723,760.21","1,969,147.48","8,696,983.58","9,615,668.60","15,087,220.69","10,565,178.27","12,276,575.24","59,775,219.46","127,818,814.36","7,702,104.85","11,011,155.60","13,724,530.51","27,651,606.24","1,838,869.11","5,286,426.12","7,623,061.10","9,597,379.09","13,534,830.53","30,456,436.78","41,728,686.70","54,735,589.39","7,294,393.29","18,535,948.11","38,201,909.62","60,084,965.05","13,343,752.42","19,685,478.26","25,654,800.95"
销售费用,"17,342,830.58","37,693,908.04","57,005,048.67","75,112,410.47","13,330,616.15","31,068,262.60","41,812,966.68","73,850,708.21","16,223,068.95","41,964,784.50","75,727,154.96","107,283,804.91","45,973,238.63","74,911,527.72","78,979,699.46","122,888,512.72","27,172,171.03","53,557,168.24","98,542,696.93","157,296,452.18","20,970,643.32","62,906,033.09","82,774,091.79","126,710,119.74","37,183,460.88","72,650,410.28","108,707,350.15","148,618,868.32","31,300,661.19","66,916,817.28","105,645,076.87","140,356,026.78","26,742,172.97","38,172,199.83","67,304,127.96","96,678,677.57","32,495,588.94","64,708,161.88","93,914,537.42","125,895,478.14","38,395,131.57","70,237,612.54","100,110,849.04"
减:营业外支出,"71,941.78","179,296.57","429,600.22","1,741,582.43","22,920.00","1,211,687.05","7,012,787.98","2,618,081.24","72,362.00","603,058.45","644,005.27","1,679,710.69","317,544.00","580,236.45","1,977,856.68","2,104,033.15","93,902.00","621,771.64","788,717.68","1,963,335.60","452,249.96","1,791,872.84","3,703,700.30","3,394,408.68","331,431.97","152,247.49","1,243,938.69","2,546,232.01","114,259.57","152,709.08","762,512.09","1,995,900.65","125,000.00","159,671.20","421,542.09","8,370,361.02","235,123.38","1,459,757.39","1,203,058.72","4,013,087.72","900,967.42","1,950,957.57","2,985,697.45"
管理费用,"15,480,006.93","31,445,392.27","59,234,134.79","73,660,992.52","17,952,426.27","34,446,092.50","50,119,285.72","106,643,027.62","16,891,898.97","31,177,407.93","51,562,298.68","88,537,798.22","26,933,861.34","53,079,196.86","84,538,664.31","116,769,428.32","26,253,331.90","47,708,888.17","76,004,471.86","124,423,235.02","30,556,440.88","60,250,653.67","82,924,485.62","104,908,108.12","28,009,691.70","48,296,342.34","71,911,431.54","94,969,638.27","20,012,246.93","42,773,134.76","64,433,229.59","103,130,822.08","23,903,879.42","69,296,642.52","180,669,785.86","233,443,373.19","44,333,087.50","88,552,785.18","143,032,875.32","189,192,564.11","46,350,296.86","103,121,983.60","141,778,386.89"
其中:非流动资产处置净损失,,,,"73,215.78",,,,"5,745.62",,,,,,,,"437,662.44",,,,"443,175.87",,,,"121,953.63",,"16,262.47",,"103,764.18",,"32,311.97",,"961,452.90",,"7,601.68",,"180,207.23",,"121,438.30","154,825.27","318,861.81",,"467,169.53","468,199.82"
