科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"110,423,728.93","112,870,708.72","52,683,168.18","72,073,752.61","125,463,562.31","8,306,188.62","44,666,631.90","85,772,065.96","181,519,177.25","43,629,423.84","98,693,979.84","145,651,658.23","242,817,851.73","46,503,222.40","119,348,631.76","190,552,654.33","342,127,475.05","60,043,246.00","138,589,014.01","212,166,311.64","310,550,768.23","26,518,944.40","70,837,179.43","116,008,396.75","195,380,407.86","17,486,015.00","67,087,371.04","164,664,758.23","448,802,538.17","64,060,016.59","195,407,461.21","305,972,687.62","687,282,669.21","134,351,872.80","325,439,019.17","495,181,009.30","841,853,410.05","89,566,098.41","308,080,951.34","556,593,320.23","994,066,629.77","136,745,913.98"
二、营业利润,"52,693,584.51","43,378,497.43","18,929,930.87","25,207,597.28","60,177,417.57","-4,445,277.78","12,365,599.77","18,848,843.05","60,237,738.76","-6,993,042.80","13,326,715.68","26,938,650.23","66,359,681.09","3,101,014.55","22,724,380.97","36,016,580.18","95,482,144.75","9,120,373.22","35,441,725.24","56,435,589.02","109,608,988.29","-4,597,924.78","5,659,233.33","4,452,652.51","43,348,293.23","-10,225,706.18","-188,768.72","17,316,915.16","89,181,969.97","2,142,620.98","19,107,302.24","48,971,562.93","111,352,279.88","49,081,486.55","117,922,016.78","179,289,201.81","310,833,519.51","16,513,991.20","86,453,333.50","163,814,375.99","276,516,191.59","42,463,199.95"
减:营业成本,"30,261,830.48","25,461,050.39","12,590,503.82","16,675,060.56","27,956,309.04","1,997,703.64","13,939,038.72","33,181,663.08","70,849,656.21","29,846,465.67","45,899,242.23","58,287,165.05","89,988,275.50","16,011,864.04","36,789,600.40","59,215,204.37","109,867,632.42","17,665,028.58","46,653,845.72","71,857,666.39","102,187,945.94","11,186,850.94","27,343,388.81","46,596,008.26","73,627,145.03","7,882,926.24","27,327,957.61","70,514,200.39","215,523,570.41","17,626,780.41","78,115,269.31","111,421,863.49","302,454,680.20","37,859,374.78","96,800,214.46","155,374,343.86","297,251,800.74","25,622,925.28","104,035,498.59","211,846,294.89","418,013,779.88","43,142,836.16"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,650,838.84","1,644,883.17","808,473.61","971,786.78","2,512,799.86","52,162.26","410,659.65","830,509.81","2,113,197.98","196,427.46","986,960.00","1,514,330.93","3,267,027.01","793,352.73","2,098,922.05","2,891,673.04","5,763,461.18","973,653.29","2,002,812.49","2,986,653.98","4,543,715.82","290,259.94","982,735.36","1,595,312.28","2,864,610.51","222,117.52","919,428.47","2,077,279.62","4,701,593.82","1,016,685.86","2,466,332.36","3,723,633.02","8,416,309.60","2,252,603.55","4,992,108.42","7,626,602.76","11,219,122.90","1,245,541.77","3,731,559.82","5,935,554.54","9,892,598.67","1,898,605.34"
营业外收入,"4,284,907.11","7,912,163.37","4,834,273.08","7,915,050.28","22,731,407.05","4,936,319.54","6,664,609.60","11,232,580.40","14,847,354.52","1,998,360.72","5,861,998.91","8,372,190.52","27,201,705.15","3,015,731.62","4,280,769.11","13,830,078.54","18,494,629.99","5,820,939.60","10,550,268.83","24,259,844.40","32,624,022.88","6,533,199.82","12,175,930.78","18,350,950.90","22,898,094.03","2,422,039.55","3,756,657.49","12,566,782.70","36,193,802.56","9,833,968.89","12,193,817.73","32,474,227.04","57,075,935.94","2,679,475.37","1,610,708.05","10,151,566.79","182,222.71","89,076.18","368,309.35","774,553.53","443,847.91",530.04
销售费用,"6,758,101.38","9,518,674.61","6,459,796.84","7,679,273.23","9,999,632.84","2,758,297.64","5,833,077.84","9,458,840.01","14,152,999.38","5,781,056.99","12,027,884.82","17,795,068.92","26,805,659.43","8,642,573.68","18,835,948.54","28,111,058.56","41,115,031.98","9,797,044.92","18,539,141.01","27,757,714.68","37,246,151.00","6,759,831.61","15,335,160.95","25,610,271.95","38,612,051.21","7,939,769.45","13,060,072.20","25,010,142.03","52,269,166.71","13,142,378.35","29,514,346.25","44,631,305.67","77,833,899.86","12,965,465.42","32,545,820.59","51,255,344.29","87,211,047.13","14,653,283.85","35,668,601.84","53,809,898.57","93,861,441.55","16,833,468.04"
减:营业外支出,"249,620.71","321,507.97","40,155.97","286,175.39","323,718.11","1,591.39","4,161.41","73,672.37","235,993.28","10,327.70","262,622.98","378,595.69","671,042.88","15,316.61","34,668.71","200,085.71","291,076.94","30,954.79","63,264.46","265,445.12","287,355.34","5,730.22","517,924.14","870,603.86","1,117,464.62","20,802.06","113,595.70","299,519.78","455,099.84","482,281.95","538,246.49","607,717.01","798,231.53","7,293.06","1,549,131.64","1,731,768.27","1,859,492.21","5,069.18","722,938.68","6,217,211.39","6,273,377.79","20,759.94"
管理费用,"14,874,560.29","28,192,522.80","13,936,610.53","21,237,673.26","29,371,101.15","8,467,092.75","16,696,446.16","26,940,305.02","40,993,652.96","14,495,319.84","27,118,173.14","39,863,706.33","70,669,752.35","17,500,160.80","36,610,743.16","58,920,558.93","84,383,242.98","21,566,260.23","36,814,654.72","55,081,032.12","75,872,325.70","16,669,120.54","34,926,139.79","51,226,840.89","65,206,415.13","14,628,301.59","26,398,200.07","53,653,001.44","92,677,214.51","32,494,484.87","64,008,661.18","96,382,351.94","158,938,439.90","35,016,921.60","70,016,602.19","109,144,850.68","180,544,338.67","34,275,666.68","76,667,114.28","120,384,236.98","87,289,337.71","21,839,909.52"
其中:非流动资产处置净损失,,,,,,,,,,,,,"236,928.96",,,,"51,215.99",,"8,742.49","8,742.49","76,106.60",,,,"184,923.11","2,432.64","35,242.76","65,047.20","61,366.23",,"1,029.91","5,120.80","147,648.10","4,524.75","7,429.69","11,585.69",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
