科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"38,734,565.40","137,902,093.15","91,696,247.25","140,129,029.54","91,601,462.01","84,854,478.58","92,088,263.82","76,953,929.05","61,279,991.57","111,177,558.55","72,024,967.94","146,708,862.44","90,244,269.32","76,676,453.17","103,525,123.50","99,878,057.92","63,439,235.34","407,582,938.16","329,995,686.55","374,076,233.34","262,409,017.42","190,592,451.28","155,022,068.11","261,717,213.92","189,288,346.52","171,695,869.28","256,529,459.03","156,389,487.55","112,114,366.16","152,941,150.03","350,533,046.42","119,988,746.91","139,785,697.31","268,785,052.88","339,603,220.26","257,505,054.69","294,305,339.76","365,467,760.96","379,492,678.55","546,790,989.83","633,548,826.37","461,166,605.15","537,381,738.55","369,560,834.93","640,943,178.62"
短期借款,"18,000,000.00",,,"70,000,000.00","75,000,000.00","90,000,000.00","100,000,000.00","90,000,000.00","90,000,000.00","125,000,000.00","92,000,000.00","126,991,062.66","126,991,062.66","134,991,062.66","149,334,359.30","165,000,000.00","175,000,000.00","228,000,000.00","188,000,000.00","225,400,000.00","225,900,000.00","219,000,000.00","240,000,000.00","151,630,826.43","128,000,000.00","168,027,957.39","203,797,698.82","268,443,923.28","282,651,505.48","611,124,476.68","921,072,263.69","797,120,431.45","900,220,536.43","709,030,665.13","799,058,439.30","946,854,473.99","1,118,732,194.31","1,328,159,954.06","1,083,098,376.85","894,311,308.85","1,016,020,447.64","1,031,117,524.59","1,136,325,806.01","1,160,276,610.42","1,572,979,087.60"
交易性金融资产,,,,,"1,500,000.00","1,500,000.00","1,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,373.00",,,"700,007.00","41,277.39","1,338,641.05",,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,"190,000,000.00","190,000,000.00","190,000,000.00","190,000,000.00",,,,,,,,,,,,,,,,,,
应收票据,"1,684,946.70","1,265,908.70","2,274,744.19","2,398,944.16","1,728,262.00","3,508,392.05","5,758,421.48","3,895,998.06","1,740,538.85","3,425,564.01","6,941,410.85","7,787,471.77","4,141,877.54","7,111,835.04","9,733,244.09","15,647,202.54","9,850,340.00","20,087,721.22","28,733,002.26","44,156,397.96","38,852,949.61","25,180,101.51","30,023,129.23","75,297,189.12","56,441,211.33","49,521,820.02","60,577,811.90","62,008,130.40","51,842,975.72","32,770,359.58","35,815,295.08","73,739,263.91","43,423,302.21","68,283,157.33","63,372,101.68","85,480,640.34","53,219,273.83","66,551,653.86","55,150,731.40","85,183,251.20","62,573,391.21","71,027,810.35","75,741,323.84","91,584,957.21","56,409,647.05"
应付票据,"515,200.00","2,214,640.00","1,042,000.00","9,631,800.00","1,290,000.00","1,848,000.00",,"792,000.00","2,156,562.40","3,047,021.38","2,234,700.00","1,966,734.29","3,089,193.10","1,641,591.91","4,185,784.96","1,470,227.51","1,886,707.35","4,417,713.98","772,850.00","1,392,141.74","2,674,400.00","13,630,046.56","15,223,826.56","9,636,725.20","21,742,349.42","23,975,318.62","21,064,453.31","9,850,000.00","1,465,000.00","1,000.00",,,,"1,769,164.92","1,769,164.92","7,717,887.00","15,434,832.50","7,716,945.50",,"5,000,000.00","8,000,000.00","69,600,000.00","133,362,000.00","69,408,241.72","136,193,194.02"
应收账款,"36,439,426.69","35,899,976.52","42,879,170.78","34,657,349.84","72,706,338.10","77,930,205.12","81,070,352.60","45,683,011.68","56,235,205.64","68,719,898.46","82,088,022.88","64,518,121.51","93,594,147.86","113,091,130.55","93,479,484.36","85,063,943.22","116,082,688.70","113,643,744.62","128,131,177.60","132,617,413.85","149,957,770.01","156,591,026.46","183,758,430.02","331,426,102.75","339,022,891.32","331,531,087.97","323,477,290.27","329,025,701.96","358,801,421.72","373,696,183.59","431,637,188.00","484,433,751.43","493,213,373.62","464,633,592.11","509,442,372.49","524,986,534.83","536,969,293.87","557,840,662.34","629,684,055.98","656,248,835.24","737,178,537.30","794,106,465.84","871,853,958.05","892,536,133.89","944,230,149.31"
应付账款,"15,529,387.84","22,197,775.43","30,285,550.20","32,172,458.87","25,453,134.13","26,405,681.12","19,607,813.47","23,435,560.19","19,781,989.96","18,709,649.52","24,177,010.29","23,924,609.89","27,031,840.80","38,675,561.42","33,546,521.53","34,927,907.27","27,256,496.74","34,796,228.01","31,833,311.53","45,461,891.00","34,356,271.99","38,763,326.62","51,178,130.55","149,907,850.71","125,114,134.92","119,397,812.59","136,746,661.64","204,478,603.93","196,236,659.09","192,651,429.63","199,014,991.67","199,267,180.04","186,309,909.68","181,788,405.12","195,836,044.37","198,404,652.58","193,947,803.48","228,817,314.61","296,217,645.60","338,486,329.95","341,493,422.81","327,021,095.94","406,386,030.30","458,350,874.12","392,523,077.49"
预付款项,"12,922,060.67","26,578,130.80","19,804,936.66","15,560,620.56","36,340,146.53","31,328,130.48","26,314,754.60","10,326,069.59","20,474,754.57","19,461,780.05","21,087,694.86","11,274,058.68","18,723,336.90","20,243,418.96","12,680,777.62","41,491,708.27","27,185,271.04","43,813,297.11","49,831,518.65","39,295,383.21","52,898,696.89","75,413,346.09","50,157,919.57","31,360,497.85","39,156,896.80","42,787,579.03","44,566,023.90","47,703,046.33","45,610,635.94","50,201,566.38","72,671,637.68","26,645,237.10","31,686,059.79","23,623,226.32","25,326,605.86","29,288,975.42","34,254,165.19","31,229,146.76","30,950,421.47","43,179,671.85","25,019,521.36","26,949,711.54","41,528,698.68","40,286,053.78","76,936,436.62"
预收款项,"2,826,371.42","3,150,131.08","4,115,317.70","6,492,505.70","8,070,244.34","7,241,805.14","6,137,194.31","6,595,276.66","5,494,504.89","5,421,706.01","5,391,419.62","11,776,045.27","9,519,075.71","6,638,162.11","7,402,195.32","8,010,176.55","8,937,393.93","4,629,638.33","5,316,814.91","5,797,227.88","6,326,288.53","6,036,741.13","5,555,004.54","7,313,973.79","8,372,336.50","6,950,253.06","19,713,046.54","14,806,697.53","15,066,968.63","12,711,811.22","8,362,819.69","12,996,131.91","11,212,473.00","14,242,565.58","27,446,056.44","17,486,848.55","21,118,642.94","25,677,062.68","22,018,836.34","26,290,109.63","25,626,756.43","37,672,648.74","44,875,835.39","26,918,270.12","18,898,013.86"
