科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"81,897,238.05","193,111,232.14","115,555,038.25","1,898,047,607.13","2,076,849,032.03","1,898,185,151.12","1,753,227,948.12","1,679,793,404.59","1,677,647,045.37","1,364,605,437.71","1,187,671,088.89","1,266,655,647.80","1,366,601,707.17","1,238,010,487.13","1,213,896,811.03","1,175,318,258.06","1,376,172,702.71","1,363,076,155.67","1,058,313,673.66","1,106,260,794.65","1,483,831,768.20","1,045,563,191.02","719,893,367.01","612,008,260.25","1,234,637,722.26","964,611,671.61","676,555,853.04","511,590,162.62","708,865,243.77","531,731,291.01","587,962,874.87","594,750,836.50","855,390,068.14","733,110,409.90","695,041,711.21","681,850,659.98","789,487,325.40","457,081,812.20","505,391,252.94"
短期借款,"16,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,"143,691,761.00","33,000,000.00",,,"66,072,061.00",,,,"109,913,814.00","109,913,814.00","529,637,214.62","464,074,279.00","414,686,106.00","343,000,000.00","611,661,912.00","469,156,023.00","301,445,999.00","426,000,000.00","476,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,020,324.00",,,,,,,,"3,932,800.00","407,800.00",,"7,168,366.00","18,323,009.00","16,324,965.00","6,324,932.00","7,085,143.00","1,507,900.00","56,822,233.00","67,923,708.60","72,748,749.00","119,872,954.49","143,022,974.00","168,699,953.00","216,488,652.40","128,617,963.00","168,858,735.00","384,450,220.06","373,882,487.00","424,211,193.66","509,160,854.14","617,807,761.40","593,765,356.56","548,420,189.00","548,300,410.00","510,075,582.00","223,582,705.00","413,300.00","5,000,000.00","2,379,410.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,035,000.00","5,035,000.00","61,900,080.00",,,"356,281.20",,,,,,,
应收账款,"81,111,301.78","119,855,800.54","327,074,681.98","241,480,541.20","153,899,872.08","214,512,760.65","338,223,507.85","333,132,294.88","343,554,805.65","469,499,648.98","690,082,624.82","495,443,980.04","576,890,099.24","653,749,667.67","713,003,792.99","701,813,158.92","714,213,558.83","743,893,776.29","973,396,443.98","958,610,627.72","751,270,747.88","852,023,425.29","925,286,083.66","1,032,025,793.85","914,606,410.60","928,596,789.53","794,190,073.00","831,790,466.77","891,983,364.90","894,683,036.01","872,479,617.32","842,641,492.09","1,116,607,697.35","1,066,695,003.74","994,795,514.05","1,105,174,909.70","1,124,147,742.37","1,096,401,175.51","962,359,012.15"
应付账款,"20,266,944.75","83,878,108.86","71,300,594.97","34,312,769.06","36,347,616.44","32,071,323.21","34,662,654.03","31,263,292.32","43,980,212.41","46,319,535.97","53,349,439.96","64,126,581.73","106,824,830.59","69,057,139.02","89,318,200.88","88,745,131.15","64,048,420.28","107,547,905.95","154,478,907.55","99,453,474.68","77,706,789.83","133,719,065.41","131,713,567.25","126,018,424.05","91,374,647.19","92,206,694.90","138,628,587.09","164,325,193.72","144,685,628.21","226,925,443.97","146,778,987.28","145,378,875.41","173,220,208.63","192,075,905.31","241,574,033.36","290,019,728.53","215,120,889.30","249,206,193.88","221,699,323.73"
预付款项,"6,873,597.48","12,368,542.61","946,323.17","10,415,561.84","4,586,194.72","3,854,680.33","3,831,854.46","7,323,068.03","15,822,608.75","17,138,152.61","19,660,725.24","33,177,934.98","29,625,008.11","51,935,522.82","62,830,612.80","86,873,912.46","37,860,788.27","107,068,452.84","138,148,228.27","73,048,819.15","94,932,638.97","168,111,222.86","149,656,422.96","120,874,085.34","56,438,611.67","63,817,477.24","129,204,177.45","132,913,698.92","95,678,406.72","208,910,607.88","131,839,565.47","97,378,176.16","17,827,959.21","57,161,563.34","483,776,436.90","603,669,831.44","17,488,533.77","43,119,933.48","41,089,124.14"
预收款项,"25,148,778.13","16,930,739.10","21,205,807.11","44,768,484.02","41,870,953.08","50,448,255.81","53,595,755.82","67,108,045.50","75,160,582.79","87,296,883.85","70,068,184.08","96,280,282.44","86,272,484.09","97,274,987.95","65,798,651.58","80,220,515.32","80,858,212.40","168,265,516.23","67,542,578.39","56,880,003.80","59,029,097.43","42,204,177.56","51,566,829.76","42,421,317.39","43,663,348.61","47,003,474.06","91,179,049.89","76,015,144.43","110,825,561.31","115,511,791.16","141,004,632.54","128,699,967.24","93,288,935.79","104,405,793.35","564,611,492.44","718,248,731.89","116,716,453.49","128,600,528.11","141,625,522.84"
其他应收款,"7,446,775.23","3,916,292.17","9,029,493.31","11,657,710.56","7,908,114.38","8,757,786.48","9,686,152.29","8,641,726.98","6,995,520.36","6,008,255.97","5,686,692.62","10,739,946.28","7,530,699.72","10,576,771.40","7,794,498.15","8,712,697.38","5,714,446.72","8,458,390.23","13,139,258.22","11,769,304.83","9,363,991.68","16,745,299.85","21,830,819.08","35,952,873.28","16,243,435.49","11,536,475.40","14,053,219.29","38,256,808.86","25,397,240.17","37,159,779.18","26,134,596.03","34,762,632.71","46,006,392.66","45,852,694.37","325,817,029.94","245,099,437.06","422,612,349.99","411,078,659.14","395,461,807.21"
应付职工薪酬,"4,711,322.39","12,185,437.21","9,803,512.52","2,935,608.11","25,001,139.96","12,434,954.09","16,204,384.57","5,016,984.00","42,355,644.79","26,898,014.96","21,032,551.88","24,903,604.62","81,992,205.67","42,270,581.15","25,831,486.15","28,591,628.02","88,313,399.71","42,726,505.17","34,656,710.45","36,719,266.26","92,260,655.42","39,329,931.89","36,147,420.73","38,832,544.35","92,150,901.66","42,549,536.47","40,007,176.78","37,462,649.32","88,746,167.68","43,207,426.42","38,562,815.34","42,434,427.30","94,267,282.13","47,886,148.62","44,422,782.95","50,062,969.65","71,259,152.20","49,052,604.27","46,919,247.95"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,220,884.50","9,980,170.54","8,870,576.18","8,399,058.28","3,594,222.35","-79,869.75","19,545,559.68","9,112,451.32","5,352,855.67","1,610,798.94","22,427,268.30","9,784,901.26","22,211,662.45","24,975,659.04","49,917,995.67","25,825,849.41","-24,996,792.54","-18,706,491.10","21,409,832.55","4,832,301.29","3,297,436.43","10,484,442.99","23,042,973.66","13,316,434.30","78,246,266.72","65,578,798.91","75,673,864.78","69,973,419.41","87,037,751.22","88,101,522.85","76,887,371.86","44,988,922.64","207,502,502.14","68,735,962.06","36,703,983.36","32,444,162.55","129,763,691.94","108,639,430.38","68,405,800.14"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"27,200.00","13,275.00",,,,,,,,,,,,,,,,,,,"450,900.00",,,,,,,,,,,,"8,474,319.45","15,787,875.00","12,525,993.88","22,647,185.42","20,662,667.36","4,278,580.46","7,909,550.41"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,
应付股利,,,,,,,,,,,,"400,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
