科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"318,249,098.57","497,729,794.38","606,077,836.74","541,569,152.29","382,398,050.40","417,426,324.66","1,103,560,309.90","1,213,866,309.48","1,239,523,302.29","1,979,281,415.68","1,240,849,269.03","1,187,605,403.92","975,241,375.52"
短期借款,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,
应收票据,"59,025,856.36","79,855,012.58","138,984,880.37","185,627,229.20","215,327,523.22","378,332,665.91","569,695,129.39","562,449,371.93","516,877,853.15","599,874,085.45","677,918,928.76","509,696,529.47","442,527,149.10"
应付票据,,,,,,,,,,,,,
应收账款,"55,595,202.24","104,167,709.77","201,628,241.07","266,335,794.30","552,460,933.87","549,765,178.17","643,037,527.07","548,881,028.89","755,435,868.07","648,949,752.63","419,178,289.48","377,838,529.65","533,986,152.19"
应付账款,"29,995,130.85","72,131,356.79","112,872,452.14","257,500,595.77","305,567,473.53","364,850,967.73","304,866,462.23","369,912,245.87","400,915,520.39","200,349,078.65","279,622,312.30","149,336,367.25","354,936,799.80"
预付款项,"3,216,471.44","3,834,324.43","6,034,012.19","5,022,328.03","9,365,441.47","7,040,796.78","5,803,965.45","16,436,755.46","5,248,001.67","4,205,268.54","3,588,277.37","34,746,101.20","20,718,263.85"
预收款项,"220,261.83","1,299,770.10","164,966.15","394,804.68","2,052,833.85","916,186.88","181,411.78","655,961.79","846,602.09","438,409.18","188,626.87","328,256.87","749,011.25"
其他应收款,"490,917.02","1,313,453.51","19,574,674.22","2,508,042.67","15,407,453.78","18,932,567.06","23,672,087.20","18,594,492.49","35,921,314.18","27,825,230.09","20,951,607.31","15,668,442.43","9,178,438.05"
应付职工薪酬,"13,196,111.30","19,033,791.29","37,558,841.02","9,669,321.48","11,092,432.29","503,033.72","65,169,285.74","44,037,619.52","15,864,427.32","2,766,541.30","100,181,845.86","17,404,915.17","17,665,221.39"
应收关联公司款,,,,,,,,,,,,,
应交税费,"5,735,812.65","12,437,936.77","17,554,957.30","7,771,343.47","40,587,013.91","37,457,008.67","55,648,189.04",,"34,463,290.58","84,208,214.76","27,267,374.34","12,239,837.99","28,506,979.24"
应收利息,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,
应付股利,,,,"100,000,000.00","23,741,500.00",,,,"21,280,960.00","21,280,960.00",,,"274,146,454.20"
存货,"64,134,779.21","104,293,638.02","142,191,013.60","308,458,615.06","329,709,107.27","468,641,538.75","550,425,735.37","703,079,135.25","682,003,207.03","577,386,932.26","525,629,028.04","417,676,132.75","408,415,268.57"
其他应付款,"2,327,978.46","6,745,882.79","45,302,386.22","70,868,033.99","20,299,556.96","41,498,651.51","39,078,861.00","41,847,251.85","55,281,118.96","516,737,179.64","504,633,339.12","505,555,512.76","680,863,481.82"
其中:消耗性生物资产,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,
其他流动资产,,,,"12,811,194.56",,,"27,236,513.90","35,785,214.31","33,917,560.85","14,478,574.43","1,170,243,633.44","1,312,871,034.84","1,862,471,130.90"
其他流动负债,,,,,,,,,,,,"93,383,644.18",
流动资产合计,"500,712,324.84","791,193,932.69","1,114,490,658.19","1,322,332,356.11","1,504,668,510.01","1,840,139,071.33","2,923,431,268.28","3,099,092,307.81","3,268,927,107.24","3,852,001,259.08","4,058,359,033.43","3,856,102,174.26","4,252,537,778.18"
流动负债合计,"51,475,295.09","111,648,737.74","213,453,602.83","446,204,099.39","403,340,810.54","445,225,848.51","464,944,209.79","470,293,543.42","528,651,919.34","825,780,383.53","911,893,498.49","778,248,534.22","1,356,867,947.70"
可供出售金融资产,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,
投资性房地产,,"64,531,566.14","64,395,930.33","63,850,869.68","63,315,716.99","62,780,564.30","62,245,411.61","61,710,258.92","61,175,106.23","60,639,953.54","60,104,800.85","59,569,648.16","59,034,495.47"
预计负债,,,,,,,,,,,,,
固定资产,"12,449,085.10","141,052,417.60","145,712,655.05","144,839,371.01","144,671,508.00","149,609,853.06","149,482,985.29","149,817,010.24","148,969,513.81","151,532,462.53","159,632,579.35","163,096,845.94","164,326,282.11"
递延所得税负债,,,"1,755,675.84","1,744,633.85","1,733,591.86","1,722,549.88","1,711,507.89","1,700,465.91","1,689,423.92","1,678,381.94","1,667,339.94","1,656,297.96","1,645,255.97"
在建工程,,,,,"7,950,932.16","10,288,969.90","11,648,969.91","13,159,186.81","20,220,970.17","22,238,872.42","31,652,809.01","43,366,443.38","51,781,049.87"
其他非流动负债,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,
非流动负债合计,"7,090,684.11","1,136,284.92","5,567,099.04","10,382,932.06","9,168,001.80","13,983,834.82","13,799,667.85","13,615,500.87","17,670,667.22","17,485,500.25","20,287,484.82","19,964,744.50","18,787,339.89"
固定资产清理,,,,,,,,,,,,,
负债合计,"58,565,979.20","112,785,022.66","219,020,701.87","456,587,031.45","412,508,812.34","459,209,683.33","478,743,877.64","483,909,044.29","546,322,586.56","843,265,883.78","932,180,983.31","798,213,278.72","1,375,655,287.59"
生产性生物资产,,,,,,,,,,,,,
实收资本(或股本),"165,000,000.00","165,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","445,000,000.00","445,000,000.00","445,000,000.00","454,258,322.00","454,258,322.00","454,159,452.00","456,910,757.00"
油气资产,,,,,,,,,,,,,
资本公积,"54,729,048.13","54,729,048.13","34,229,048.13","34,229,048.13","34,229,048.13","34,229,048.13","794,621,546.72","794,621,546.72","801,358,444.49","1,256,246,476.15","1,274,182,397.50","1,284,920,350.65","1,437,451,221.04"
无形资产,"3,836,497.87","3,895,485.97","49,999,978.68","50,126,362.12","51,387,441.82","52,335,244.86","50,307,525.87","49,381,141.28","58,384,274.79","60,313,376.24","63,436,937.67","65,175,144.92","65,987,654.45"
盈余公积,"42,270,037.26","80,582,128.53","119,712,657.63","119,712,657.63","119,712,657.63","119,712,657.63","205,616,110.01","205,616,110.01","205,616,110.01","205,616,110.01","227,129,161.00","227,129,161.00","227,129,161.00"
开发支出,,,,,,,,,,,,,
减:库存股,,,,,,,,,,"444,306,872.78","444,306,872.78","439,562,101.48","571,734,793.68"
商誉,,,"2,749,710.14","2,749,710.14","2,749,710.14","2,749,710.14","1,720,475.59","1,720,475.59","1,720,475.59","1,720,475.59","1,720,475.59","1,720,475.59","1,720,475.59"
未分配利润,"329,328,836.46","592,092,207.09","617,814,782.13","587,943,946.92","821,871,132.88","1,120,073,811.22","1,288,735,359.76","1,464,083,396.98","1,592,711,096.98","1,873,366,679.18","1,976,164,421.67","1,995,520,668.81","1,814,245,515.55"
长期待摊费用,"539,991.50","486,444.37","2,032,581.88","1,775,108.62","1,941,239.98","2,542,066.15","6,494,461.90","6,177,799.80","5,395,945.59","4,614,091.38","4,579,979.43","3,689,929.45","2,932,930.03"
少数股东权益,,,"1,884,431.24","1,767,645.08","1,800,509.22","1,919,289.95","1,879,146.25","1,868,681.25","1,834,604.98","1,801,125.57",,,
递延所得税资产,"1,926,199.74","1,392,992.40","2,947,492.39","4,304,261.25","6,576,320.77","7,243,723.57","7,935,852.30","7,376,048.25","20,172,891.80","23,337,224.53","33,600,723.08","36,482,813.67","42,933,902.45"
外币报表折算价差,,,,,,,,,,,,,
其他非流动资产,"130,429,802.00","2,635,567.24","10,593,257.16","10,502,338.16","7,254,396.26","7,806,808.40","1,979,493.80","7,475,093.47","8,033,996.70","12,440,428.45","4,852,720.87","88,314,190.88","95,399,299.20"
非正常经营项目收益调整,,,,,,,,,,,,,
非流动资产合计,"149,181,576.21","213,994,473.72","278,431,605.63","278,148,020.98","285,847,266.12","295,356,940.38","291,815,176.27","296,817,014.36","324,073,174.68","336,836,884.68","359,581,025.85","461,415,491.99","484,116,089.17"
所有者权益(或股东权益)合计,"591,327,921.85","892,403,383.75","1,173,901,561.95","1,143,893,345.64","1,378,006,963.79","1,676,286,328.38","2,736,502,566.91","2,912,000,277.88","3,046,677,695.36","3,345,572,259.98","3,485,759,075.97","3,519,304,387.53","3,360,998,579.76"
资产总计,"649,893,901.05","1,005,188,406.41","1,392,922,263.82","1,600,480,377.09","1,790,515,776.13","2,135,496,011.71","3,215,246,444.55","3,395,909,322.17","3,593,000,281.92","4,188,838,143.76","4,417,940,059.28","4,317,517,666.25","4,736,653,867.35"
