科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"109,614,795.83","116,783,670.77","100,144,375.60","86,610,880.78","323,338,941.53","122,844,565.03","116,977,138.44","99,977,685.94","110,312,102.20","198,619,139.13","234,379,024.91","218,769,914.62","193,630,197.01","287,242,315.18","270,765,737.55","217,835,160.99","227,419,751.31","187,808,666.66","249,684,400.14","283,860,981.33","222,524,397.93","290,805,218.59","310,627,053.69"
短期借款,"112,308,651.33","104,817,760.38","144,004,811.50","164,170,458.23","126,661,572.60","40,403,141.18","40,600,577.84","23,543,473.60","2,613,730.94","24,000,000.00","37,000,000.00","44,000,000.00","5,000,000.00","41,000,000.00","99,000,000.00","225,000,000.00","270,486,890.00","260,486,890.00","312,586,890.00","267,586,890.00","216,000,000.00","165,000,000.00","226,065,302.64"
交易性金融资产,"8,000,000.00",,"3,159,440.00",,,,"1,145,000.00","1,254,060.00","1,352,400.00",,"564,000.00","576,000.00",,"1,228,000.00","200,000.00",,,"480,000.00",,,"147,500.00","167,500.00","25,000,000.00"
交易性金融负债,,"129,600.00",,"886,700.00","449,900.00","21,720.00",,,,"1,510,740.00",,,"80,000.00",,,"366,480.00","392,000.00",,,,,,"186,000.00"
应收票据,"20,276,921.73","22,008,926.13","16,247,183.31","21,530,050.50","2,601,487.17","16,665,737.11","12,635,235.11","18,221,018.93","22,376,307.19","29,714,777.86","31,131,162.79","14,118,996.62","26,938,395.74","41,252,170.52","27,485,201.19","21,956,579.99","37,001,007.69","66,338,295.58","10,062,464.99","31,171,566.85","26,889,895.68","68,918,886.67","68,772,020.00"
应付票据,,"19,781,320.00","11,313,004.90","5,289,999.86","4,259,999.95","11,844,999.87","24,574,999.88","15,964,999.93","2,964,999.84","3,639,999.91",,"2,100,000.00","7,770,000.00","5,670,000.00",,"28,387,765.17","43,725,764.17","35,472,498.66","45,472,029.42","74,116,620.08",,"65,116,799.91",
应收账款,"65,715,665.13","75,039,318.81","95,290,561.28","109,031,947.56","114,712,459.44","117,481,635.53","132,415,609.41","147,121,052.21","128,417,359.65","142,681,735.06","144,703,325.70","141,013,183.13","165,870,881.79","176,722,347.88","200,465,279.47","210,388,976.36","205,148,194.45","188,166,818.52","163,930,155.40","200,407,726.62","269,936,421.05","318,322,714.47","243,702,938.71"
应付账款,"51,189,067.12","46,572,306.60","84,388,904.41","70,038,412.76","77,794,459.20","82,333,188.60","78,180,150.36","70,862,187.36","65,522,329.19","93,716,784.85","92,411,912.58","102,509,506.84","118,261,908.25","122,876,458.42","118,617,164.84","163,725,548.44","155,133,157.38","218,980,916.41","169,078,291.69","242,384,997.87",,"315,304,407.29",
预付款项,"6,144,207.68","5,146,925.92","13,246,079.94","3,207,330.29","3,500,565.68","7,148,563.35","18,921,215.97","14,076,137.69","8,224,624.59","9,853,966.18","16,732,491.30","17,437,987.37","22,436,974.17","12,102,786.59","13,248,128.95","27,205,771.05","26,571,082.48","13,464,114.19","25,314,581.92","7,618,662.27","45,281,856.10","8,040,816.39","4,313,781.09"
预收款项,"6,611,871.06","1,525,700.63","2,455,006.85","5,374,612.88","2,337,529.39","3,372,613.26","3,223,694.47","2,745,883.90","3,938,292.11","2,240,745.84","4,311,958.86","3,328,165.54","6,125,895.98","3,218,774.10","8,285,795.61","4,716,705.67","6,225,186.42","8,825,131.35","8,630,151.32","3,771,916.08","8,375,500.09","7,686,815.09","11,125,362.02"
