科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"1,869,932.41","3,183,756.47","5,311,028.51","4,556,450.42","131,003.18","126,285.19","207,861.88","536,230.04","4,489,910.84","768,575.02","828,238.21","264,704.90","430,254.29","635,408.86","349,791.42","358,364.32","337,979.79","1,799,171.03","2,995,065.02","3,610,508.80","4,562,580.55","1,396,804.20","3,612,637.21"
应付职工薪酬,"2,882,048.29","4,519,281.68","4,792,361.51","1,555,035.45","2,234,216.61","7,816,682.20","2,559,646.80","2,444,989.11","8,036,077.04","17,513,508.88","6,981,768.61","10,667,012.81","12,692,242.85","21,476,793.14","9,843,744.37","13,558,481.04","13,971,427.59","20,194,680.37","9,582,681.52","12,898,939.16","22,133,666.08","30,862,901.70","14,671,152.23"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,024,287.87","-1,088,785.40","4,227,337.77","6,153,735.04","2,641,768.44","5,536,515.22","7,889,532.75","9,960,612.98","9,196,097.51","15,321,269.71","13,643,732.13","11,089,396.26","18,772,518.32","16,745,280.36","16,677,045.24","16,620,010.67","16,675,542.19","17,734,772.28","12,135,928.27","17,283,535.20","37,978,641.38","24,262,646.18","22,890,748.32"
应收利息,,,,,,"30,333.33","17,260.27",,,,,,,"30,410.96","11,589.63","10,517.91","10,508.78","2,376.34",822.10,577.88,"2,946.41","3,144.49","2,843.00"
应付利息,"326,122.06","205,531.14","804,939.31","1,149,541.21","521,982.71","365,722.86","75,112.34","95,070.45","6,549.72","24,529.32","31,605.48","267,411.88","7,250.00","175,556.26","402,405.00","809,074.58","726,498.46","1,356,826.80","2,436,184.76","3,756,660.59","529,750.03","860,204.12","1,005,428.18"
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,"26,595,525.37",,,,,,,,,,,,
存货,"42,487,445.56","47,445,872.21","68,720,389.09","62,682,692.37","76,326,376.20","81,972,109.01","82,934,927.51","81,446,492.84","73,082,888.82","110,251,565.71","113,254,321.17","134,169,324.59","120,790,994.30","131,766,928.32","167,540,325.34","168,747,996.29","150,511,563.47","148,702,794.54","204,842,157.82","232,292,681.19","275,948,650.69","269,056,078.08","267,100,958.96"
其他应付款,"310,000.00","320,726.90","402,661.44","31,200.00","8,542,170.31","11,306.68","11,306.64","16,800.00","7,921.51",,"7,217.16",,,,"8,736.00",,,"59,979.00","132,646.47",,"617,379.32","24,770,256.99","24,921,119.19"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"10,000,000.00","6,500,000.00","8,500,000.00","13,350,000.00",,,,,,,,,,,,,"30,000,000.00","30,000,000.00","3,500,000.00","3,500,000.00","21,000,000.00","21,000,000.00"
其他流动资产,"130,860.50","820,000.00",,,,"52,003,081.40","53,093,979.71","31,011,965.25","26,649,359.47","21,094,923.37",,"1,466,887.80","319,522.83","6,381,979.20","11,432,982.14","116,860,424.08","122,270,829.17","138,748,151.89","56,107,168.35","61,766,493.83","42,172,244.52","33,887,716.80","35,662,981.43"
其他流动负债,,,,,,,,,,,,,,,,,,"1,626,097.30","1,378,814.64","1,379,544.00","1,609,092.12","2,192,916.96","2,203,455.72"
流动资产合计,"254,239,828.84","270,428,470.31","302,119,057.73","287,619,351.92","520,610,833.20","398,272,309.95","418,348,228.30","393,644,642.90","374,904,952.76","512,984,682.33","541,592,564.08","527,816,999.03","530,417,220.13","657,362,347.51","691,499,035.69","763,363,790.99","769,270,917.14","745,510,388.75","712,936,815.74","820,729,198.77","914,324,967.23","1,017,149,629.94","985,346,265.83"
流动负债合计,"178,652,047.73","186,783,441.93","258,889,027.69","263,149,695.43","238,793,599.21","151,705,889.87","157,115,021.08","125,634,017.33","92,285,997.86","157,967,578.51","180,983,720.19","173,961,493.33","168,709,815.40","211,162,862.28","252,834,891.06","453,184,065.57","507,336,466.21","594,737,792.17","591,433,618.09","626,679,102.98","636,976,384.96","656,196,744.12","591,216,877.74"
可供出售金融资产,,,,,,,,,,,"10,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00",
长期借款,"26,500,000.00","31,500,000.00","24,750,000.00","41,250,000.00","36,400,000.00",,,,,,,,,"120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","90,000,000.00","90,000,000.00","176,500,000.00","176,500,000.00","250,000,000.00","250,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"677,950.53","644,386.77","610,823.01","594,041.13","585,650.19","577,259.25","568,868.31","560,477.37","552,086.43","543,695.49","535,304.55","526,913.61","518,522.67","510,131.73","501,740.79","493,349.85","484,958.91","476,567.97","468,177.03","459,786.09","451,395.15","443,004.21","434,613.27"
预计负债,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"49,468,775.10","44,045,714.89","125,942,004.82","151,882,256.22","148,969,730.95","175,666,020.80","183,096,318.68","180,504,630.40","220,960,623.65","260,826,071.50","257,836,991.89","254,240,977.29","250,380,400.99","280,610,260.34","276,171,943.09","273,571,457.86","268,561,875.23","297,041,797.23","447,615,602.52","567,919,132.21","652,892,809.28","641,558,205.07","633,296,032.00"
递延所得税负债,"26,110.12","164,000.00","580,176.00",,,,,,,"1,028,805.64","955,799.34","1,068,978.72","936,343.76","1,233,615.98","966,888.19","907,160.39","897,432.60","1,007,704.82","877,977.03","868,249.23","885,196.44","28,475.00",
在建工程,"41,346,319.69","113,229,530.07","93,856,113.27","82,516,916.41","91,356,578.29","73,651,292.35","70,859,195.22","76,390,509.68","39,162,874.35","44,792,414.16","48,324,729.53","59,389,429.28","63,103,713.45","115,268,786.05","160,416,088.74","261,738,766.32","323,991,106.68","391,112,568.88","275,736,126.47","183,211,427.54","89,772,461.61","142,149,327.37","174,318,111.96"
其他非流动负债,,"14,820,000.00","14,609,859.44","14,279,202.22","19,135,655.07",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"26,526,110.12","46,484,000.00","39,940,035.44","55,529,202.22","55,535,655.07","18,933,336.23","18,693,426.53","18,443,463.30","18,191,651.19","21,897,368.29","21,509,473.63","21,301,900.46","20,846,686.04","140,812,820.70","140,192,378.32","141,806,482.94","141,426,858.53","114,198,243.20","113,722,857.98","199,867,550.86","213,874,281.09","286,083,274.00","285,494,157.13"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"205,178,157.85","233,267,441.93","298,829,063.13","318,678,897.65","294,329,254.28","170,639,226.10","175,808,447.61","144,077,480.63","110,477,649.05","179,864,946.80","202,493,193.82","195,263,393.79","189,556,501.44","351,975,682.98","393,027,269.38","594,990,548.51","648,763,324.74","708,936,035.37","705,156,476.07","826,546,653.84","850,850,666.05","942,280,018.12","876,711,034.87"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","115,632,719.00","115,632,719.00","254,391,982.00","254,391,982.00","254,391,982.00","254,391,982.00","254,391,982.00","254,391,982.00","254,391,982.00","254,391,982.00","254,391,982.00","249,893,101.00","253,073,101.00","253,073,101.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"51,600,510.39","52,151,760.01","51,495,760.01","51,495,760.01","278,710,427.40","278,710,427.40","278,710,427.40","278,710,427.40","278,710,427.40","609,287,002.33","609,287,002.33","470,527,739.33","470,527,739.33","470,527,739.33","470,527,739.33","470,527,739.33","470,527,739.33","485,579,744.01","485,579,744.01","485,579,744.01","443,494,751.89","466,296,146.89","469,096,269.39"
无形资产,"31,940,996.80","31,125,525.88","30,310,054.96","30,384,884.17","30,154,694.71","29,924,505.25","29,694,315.79","29,530,182.87","29,304,435.07","39,599,514.42","39,283,095.14","38,966,675.88","38,650,256.61","56,820,370.90","74,607,881.25","74,116,918.30","74,578,436.78","101,059,514.11","102,019,468.50","102,027,284.81","96,829,595.20","91,210,386.10","90,561,896.24"
盈余公积,"6,704,275.65","12,016,425.17","16,693,244.56","16,693,244.56","16,693,244.56","19,791,595.01","19,791,595.01","19,791,595.01","19,791,595.01","23,437,312.92","23,437,312.92","23,437,312.92","23,437,312.92","29,842,805.12","29,842,805.12","29,842,805.12","29,842,805.12","34,059,653.55","34,059,653.55","34,059,653.55","34,059,653.55","51,959,831.87","51,959,831.87"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,"23,881,800.00","23,881,800.00"
商誉,"756,811.86","965,985.10","1,100,527.80","1,100,527.80","1,100,527.80","891,354.56","891,354.56","891,354.56","891,354.56","225,857,916.12","225,857,916.12","225,857,916.12","225,857,916.12","225,857,916.12","225,857,916.12","225,857,916.12","225,857,916.12","225,857,916.12","225,857,916.12","225,857,916.12","210,857,916.12","140,857,916.12","140,857,916.12"
未分配利润,"40,631,672.33","89,048,217.20","113,202,664.93","97,323,159.30","108,215,463.33","113,160,363.84","131,977,915.89","141,202,954.54","159,579,359.41","181,536,385.31","186,923,128.74","223,248,965.50","263,542,740.86","298,052,872.08","335,217,443.21","307,351,759.75","338,362,448.09","325,123,702.15","330,260,001.54","344,844,256.37","433,026,177.01","386,748,991.54","413,205,909.18"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,"1,013,319.45"
少数股东权益,,,,,,,,,,,"351,281.94","298,640.89","299,664.00","299,716.18","299,494.85","299,501.28","302,419.16","302,568.60","302,156.82","301,580.31","-2,029,701.41","-501,103.66","-785,215.09"
递延所得税资产,"683,933.40","1,042,250.32","1,240,809.08","1,574,668.27","1,651,832.42","3,286,105.65","2,807,903.38","2,225,269.24","2,934,098.29","2,807,767.88","2,909,057.15","2,049,410.22","1,911,142.76","2,366,152.91","2,465,290.65","2,689,159.25","2,549,635.09","2,571,083.85","2,036,824.99","4,642,640.27","8,260,532.83","7,522,683.04","7,864,233.41"
外币报表折算价差,,"-1,980.97","-41,341.96","-18,415.60","-18,542.01",,,,,,,,,,,,,,,,,,
其他非流动资产,,,,"3,500,000.00","3,500,000.00",,,,,"22,509,670.00","12,033,750.00","33,700,938.40","66,398,057.66","41,923,969.13","27,404,745.91","31,208,299.09","52,427,337.00","20,138,117.34","17,737,833.68","16,473,107.49","12,941,802.95","11,397,562.09","6,593,630.52"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"124,874,787.38","191,053,393.03","253,060,332.94","271,553,294.00","277,319,014.36","283,996,537.86","287,917,955.94","290,102,424.12","293,805,472.35","596,937,049.57","596,780,844.38","639,732,260.80","671,820,010.26","748,357,587.18","792,425,606.55","894,675,866.79","973,451,265.81","1,063,257,565.50","1,096,471,949.31","1,125,591,294.53","1,097,006,513.14","1,060,139,084.00","1,054,939,752.97"
所有者权益(或股东权益)合计,"173,936,458.37","228,214,421.41","256,350,327.54","240,493,748.27","503,600,593.28","511,629,621.71","530,457,736.63","539,669,586.39","558,232,776.06","930,056,785.10","935,880,214.64","972,285,866.04","1,012,680,728.95","1,053,744,251.71","1,090,897,372.86","1,063,049,109.27","1,093,958,858.21","1,099,831,918.88","1,104,252,288.98","1,119,773,839.46","1,160,480,814.32","1,135,008,695.82","1,163,574,983.93"
资产总计,"379,114,616.22","461,481,863.34","555,179,390.67","559,172,645.92","797,929,847.56","682,268,847.81","706,266,184.24","683,747,067.02","668,710,425.11","1,109,921,731.90","1,138,373,408.46","1,167,549,259.83","1,202,237,230.39","1,405,719,934.69","1,483,924,642.24","1,658,039,657.78","1,742,722,182.95","1,808,767,954.25","1,809,408,765.05","1,946,320,493.30","2,011,331,480.37","2,077,288,713.94","2,040,286,018.80"
负债和所有者(或股东权益)合计,"379,114,616.22","461,481,863.34","555,179,390.67","559,172,645.92","797,929,847.56","682,268,847.81","706,266,184.24","683,747,067.02","668,710,425.11","1,109,921,731.90","1,138,373,408.46","1,167,549,259.83","1,202,237,230.39","1,405,719,934.69","1,483,924,642.24","1,658,039,657.78","1,742,722,182.95","1,808,767,954.25","1,809,408,765.05","1,946,320,493.30","2,011,331,480.37","2,077,288,713.94","2,040,286,018.80"
