科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"2,711,243,439.78","2,083,404,563.25","2,276,222,017.48","1,257,057,664.67","1,854,266,585.77","2,740,777,004.40","511,617,864.22","1,129,560,939.48","1,753,175,910.39","2,464,911,356.05","487,037,441.84","1,167,814,011.22","1,937,680,987.23","2,715,150,568.81","525,465,471.97","1,088,602,756.63","1,767,243,475.48","2,589,664,632.86","724,233,918.11","1,354,540,361.92","1,892,511,311.73","2,227,221,869.06","333,299,184.55","727,961,071.22","1,409,882,626.83","1,814,507,646.53","282,496,689.00","640,347,437.63","990,092,902.29","1,384,683,338.23","370,931,253.49","884,340,261.89","1,197,556,942.32","1,522,929,646.89","79,129,813.24"
二、营业利润,"210,899,007.91","248,830,605.50","268,066,997.10","108,355,885.51","170,242,481.80","192,571,360.57","33,798,734.64","76,585,867.71","108,483,954.68","152,603,228.89","32,853,673.75","83,631,969.55","138,423,575.13","185,119,350.72","29,219,299.56","57,600,798.37","93,609,874.47","112,565,131.57","52,468,229.86","101,406,850.82","150,452,816.70","132,654,597.56","29,141,117.21","28,900,100.11","-279,615,968.67","-598,732,633.38","726,925.99","-1,942,284.31","12,615,884.75","82,140,796.26","4,777,043.26","78,439,939.94","76,859,790.59","7,754,210.81","-14,342,709.13"
减:营业成本,"2,315,852,474.31","1,690,237,946.07","1,883,522,634.24","1,072,291,291.92","1,572,430,989.06","2,388,096,446.77","452,104,724.14","995,176,395.84","1,542,322,801.63","2,168,689,579.31","411,381,389.92","975,187,517.45","1,642,619,294.00","2,254,969,243.26","439,000,587.87","931,677,427.25","1,494,543,324.33","2,190,573,644.59","605,764,756.54","1,122,451,821.91","1,551,051,279.92","1,834,276,454.06","268,072,041.92","610,591,162.97","1,219,379,450.05","1,537,801,328.16","260,676,283.08","596,256,525.52","903,427,114.80","1,272,969,491.84","342,069,922.76","832,029,672.80","1,118,997,252.42","1,445,224,771.27","80,009,014.09"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,926,524.43","9,632,848.99","5,492,356.59","5,709,594.86","6,736,984.73","8,231,639.92","4,149,851.17","4,503,221.44","5,931,257.69","7,649,067.59","2,188,135.12","2,256,957.29","2,511,981.95","3,433,979.32","881,985.22","1,837,334.04","3,199,241.44","7,627,028.89","1,620,870.44","3,412,586.36","4,824,663.05","8,716,288.07","5,904,627.45","11,038,082.88","11,995,103.51","21,013,667.34","825,258.18","3,726,758.37","7,280,497.41","7,601,892.55","561,155.47","10,200,968.58","11,169,974.08","3,144,429.93","1,337,342.99"
营业外收入,"1,710,582.30","2,010,701.92","763,016.85","733,226.21","3,545,001.60","15,048,010.33","176,165.28","519,239.96","9,919,397.62","13,141,632.04","1,248,480.53","2,350,682.22","2,613,742.12","8,591,365.03","2,498,420.13","5,405,214.34","11,666,167.68","16,259,609.19","193,225.31","870,719.73","1,377,658.61","18,776,014.10","3,272,157.58","4,215,886.80","5,788,209.65","6,897,125.05","236,394.00","2,727,322.37","63,113,296.97","944,532.72",604.51,"23,004.51","74,004.51","14,928.22","775,645.95"
销售费用,"49,233,213.05","55,669,782.91","39,784,040.46","21,086,145.64","31,438,389.87","46,917,643.33","10,250,175.35","21,286,725.23","35,788,469.83","49,532,216.75","14,425,864.15","38,852,618.58","61,904,447.33","76,883,278.91","27,151,430.19","38,757,381.98","61,798,383.79","78,107,404.87","26,871,854.76","60,279,221.38","87,465,700.83","102,364,257.46","18,201,038.69","36,238,235.87","54,792,886.36","76,044,117.86","9,072,276.04","19,600,963.41","38,274,857.57","56,379,539.49","16,193,185.71","29,158,670.40","40,432,443.51","56,482,170.09","2,127,096.38"
减:营业外支出,"15,470,440.21","3,064,097.87","6,259,252.89","1,893,388.00","2,604,483.65","5,235,642.41","582,043.83","1,472,063.32","2,121,283.89","3,123,904.20","644,223.99","1,290,812.08","4,563,526.46","7,299,154.85","320,021.40","946,140.00","3,230,672.94","3,696,599.87","333,485.59","2,038,852.01","4,842,400.39","5,130,738.75","209,941.20","227,672.69","6,885,685.26","49,986,830.84","121,785.76","384,263.38","1,031,561.77","-1,123,474.52","5,322.26","5,425.95","5,461.08","105,695.63","279,883.97"
管理费用,"50,858,853.70","55,744,122.04","53,310,946.33","31,908,222.03","46,424,588.45","67,168,617.15","17,540,267.77","34,966,304.36","56,673,776.98","89,442,217.64","23,756,088.04","55,722,150.79","76,193,613.99","167,056,093.68","26,667,500.40","49,996,927.97","98,949,730.20","163,569,237.01","38,546,147.14","67,991,354.86","115,782,737.20","162,096,571.72","22,404,622.99","61,898,790.75","92,930,498.91","117,448,769.10","12,528,468.78","24,583,234.63","37,838,123.28","50,256,833.12","6,842,498.57","17,128,612.44","36,773,934.67","69,189,843.53","21,666,289.73"
其中:非流动资产处置净损失,"6,592,801.80",,"226,406.84","108,356.13",,"108,356.13",,"62,007.90",,"113,994.99",,,"41,597.00","55,425.90","19,998.86","316,363.53","1,098,251.95","1,101,484.68",,"1,379,665.07","3,735,532.78","3,921,012.64",950.65,950.65,"28,668.41","24,664.37",,"150,718.54","260,504.24",,,,,,
