科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"70,632,574.97","214,708,147.94","328,440,652.09","415,930,079.01","47,968,442.51","167,886,629.27","301,309,807.19","424,153,449.80","211,433,906.46","345,290,473.68","410,633,274.05","478,461,412.71","35,455,818.09","192,928,365.15","306,187,811.54","552,798,811.32","67,128,022.19","282,464,773.94","394,391,488.50","650,096,227.39","71,285,080.05","307,645,666.95","426,592,063.98","704,892,393.21","35,572,028.75","179,184,735.84","282,124,448.16","452,374,198.86","64,241,104.93","170,475,521.65","239,466,706.97","283,204,434.60","22,601,327.27","139,950,649.45","352,084,285.69","701,255,899.72","223,885,659.40","564,140,439.41","925,911,091.90","1,375,580,880.38","253,264,246.16","741,078,122.37","1,261,817,204.04","1,829,174,361.35","343,344,153.84"
二、营业利润,"-3,948,408.30","2,215,074.41","5,750,849.90","137,341.74","-12,677,530.07","-23,987,127.48","-42,853,964.88","-63,798,035.39","3,375,862.77","1,122,691.76","-9,249,183.99","-25,623,042.44","-12,005,838.00","-9,629,101.86","-8,674,746.78","14,786,910.50","-12,545,900.62","-3,395,792.32","-4,397,443.39","11,677,861.23","-16,077,606.24","-7,525,643.35","-16,919,251.82","4,560,379.09","-27,259,034.05","-76,167,560.53","-90,083,071.46","-107,776,671.92","-10,475,062.16","-31,030,532.06","-50,165,907.17","-147,101,577.72","-17,640,376.96","-38,682,835.63","10,326,516.92","21,850,916.36","-21,498,616.10","7,228,645.69","49,871,676.87","-53,614,980.51","-4,705,184.15","69,006,463.73","112,693,487.70","46,949,228.46","-428,184.66"
减:营业成本,"58,188,526.49","177,771,426.18","268,424,886.23","338,515,663.07","44,161,545.56","156,798,478.58","289,539,253.54","400,482,459.19","195,466,449.92","309,145,809.97","352,063,458.86","410,797,246.06","28,438,986.11","151,335,892.01","241,159,830.51","448,944,568.40","57,347,077.34","223,022,679.26","309,157,561.07","506,394,930.46","59,848,442.51","232,442,790.02","333,182,095.33","537,215,129.60","34,304,908.75","160,877,042.36","255,016,997.33","406,300,332.81","54,274,620.18","141,476,595.24","202,308,015.77","240,384,541.36","19,996,383.89","115,117,859.07","262,548,989.08","500,158,695.79","188,044,110.04","426,544,680.15","675,741,900.67","987,635,637.57","202,401,417.82","544,297,372.50","904,004,612.58","1,288,046,393.17","252,865,302.75"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"478,466.36","1,784,469.14","3,056,291.60","4,239,678.11","7,920.00","221,071.65","596,665.58","1,850,974.15","289,321.30","1,106,404.57","1,960,238.89","2,481,209.52","175,582.51","1,253,079.50","2,197,308.67","4,798,397.92","77,443.58","1,579,119.58","2,785,316.88","6,708,956.02","106,624.26","2,574,377.37","3,724,039.85","8,098,598.86","83,208.48","993,932.21","1,773,918.06","3,270,442.46","190,393.73","1,320,161.79","1,627,469.42","2,370,069.29","122,301.68","1,402,087.57","2,704,083.37","5,232,217.58","1,443,751.93","2,740,841.85","4,136,761.70","8,995,357.77","1,778,404.46","4,369,747.64","7,814,137.02","11,609,744.12","1,771,535.43"
营业外收入,"70,984.00","77,384.00","177,276.99","187,529.12",,"5,700.00","12,300.00","14,700.00","69,746.62","78,047.02","81,490.53","5,207,815.68",,"923,069.18","4,936,752.67","6,270,086.18","592,435.63","982,316.73","1,539,341.55","1,556,017.55","68,827.70","216,626.83","187,140.67","528,345.10","55,000.00","3,751,560.91","3,790,830.91","4,417,848.74","164,000.00","1,774,700.00","1,975,353.98","3,336,752.85","148,058.25","622,826.73","2,241,883.66","3,341,790.71","1,401,415.85","39,010,572.21","46,451,903.75","171,436,032.19","330,360.95","3,472,917.42","4,812,966.54","606,744.13","494,520.00"
销售费用,"2,408,447.51","4,914,264.30","9,411,585.09","13,841,150.27","3,964,171.01","8,019,601.86","11,519,146.17","19,413,616.36","2,119,162.82","5,866,776.68","12,831,907.04","27,745,382.37","3,023,055.46","16,123,226.26","21,620,471.65","38,100,700.31","4,319,496.08","13,576,898.42","20,915,299.66","45,227,602.99","5,833,135.11","16,694,117.29","25,511,947.04","48,709,519.48","5,905,717.06","17,552,748.11","23,449,686.20","42,995,132.35","5,855,355.05","14,870,010.61","25,285,635.71","47,009,971.34","5,037,782.18","15,708,163.29","22,812,673.20","46,971,101.93","5,785,018.43","16,143,620.62","26,658,702.20","55,542,481.15","6,542,410.60","15,750,821.69","26,155,423.80","41,696,269.33","6,653,993.66"
减:营业外支出,,"51,330.99","51,330.99","51,630.99","2,300.00","3,650.00","7,144.33","4,155,034.06","7,150.89","26,394.73","28,099.99","505,412.92",,"140,670.29","80,484.58","3,902,210.99",,"255,470.34","1,066,123.31","1,415,807.10","14,447.08","28,395.06","315,183.45","315,183.45",200.00,"9,906.08","114,025.73","133,289.95","234,496.45","1,100,574.63","1,103,206.46","1,831,844.38","180,000.00","189,708.36","353,153.77","1,182,313.89","108,577.66","223,216.25","2,019,147.29","6,496,210.54","88,577.74","161,959.93","582,309.48","5,724,417.50","72,803.74"
管理费用,"8,564,994.60","16,624,003.20","24,725,049.93","30,745,677.40","8,769,020.32","17,592,081.23","27,744,391.52","35,719,903.02","8,533,553.50","17,962,468.99","27,456,865.21","38,002,169.97","11,537,887.53","18,393,138.66","28,103,069.76","47,028,955.96","12,168,355.35","22,190,632.02","34,967,507.99","47,793,171.21","12,404,988.70","23,909,310.91","33,905,743.60","51,599,028.56","14,679,589.63","29,501,936.07","43,823,950.04","60,716,543.24","12,549,147.69","25,030,558.33","37,926,809.99","58,376,203.87","12,520,836.74","25,068,465.35","56,620,027.46","112,681,337.85","43,673,150.63","89,649,166.41","136,791,088.69","197,075,034.06","47,141,231.06","100,508,622.32","153,655,143.57","226,087,414.09","62,920,725.89"
其中:非流动资产处置净损失,,,,,,,"2,794.33","100,794.25","6,850.89","25,394.73","26,639.99","490,066.00",,,"49,984.58","3,766,310.99",,"254,067.74","1,061,020.71","1,327,573.78",680.74,"13,628.72","13,628.72","13,628.72",,"5,306.08","107,825.73","117,825.73","232,896.45","1,097,974.63","1,097,974.63","1,097,974.63",,"9,008.36","31,570.64","321,892.30","13,837.39","24,678.35","36,343.16","1,503,031.19","3,341.88",,"27,565.94",,
