科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"12,804,106.50","24,335,397.57","21,170,721.52","19,368,237.99","430,066,652.60","371,309,869.60","344,751,784.78","297,821,885.96","255,152,624.15","207,825,946.86","170,468,414.60","126,530,175.67","127,650,035.92","88,659,365.88","72,390,106.17","87,705,888.35","67,337,976.52","544,895,978.66","397,208,771.88","224,433,229.19","216,149,158.21","373,782,271.63","463,083,166.78","336,202,260.21","128,401,825.00","180,732,477.86","166,813,878.86","196,499,454.76","285,285,810.36","197,750,145.03","428,147,520.23","305,004,875.81","812,708,787.17","2,237,200,264.76","1,299,380,121.17","1,468,659,845.25"
短期借款,"35,360,000.00","79,809,410.50","54,964,825.01","79,706,643.47","58,062,804.56",,,,"20,000,000.00",,"12,400,818.56","42,244,758.34","43,367,217.85","70,719,041.91","117,436,861.30","199,146,336.02","232,760,614.85","266,946,650.90","182,738,657.80","135,037,818.63","170,056,228.96","327,478,874.05","369,993,819.11","418,444,778.77","351,581,525.26","171,696,835.52","269,668,125.97","278,151,709.62","292,949,461.06","438,634,851.69","854,067,608.17","1,498,385,400.56","1,487,796,015.08","1,179,872,873.98","1,034,404,131.67","902,656,079.97"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,"1,636,550.00","924,800.00","1,432,465.00","1,127,310.00","1,229,878.23","1,252,635.25","1,303,696.30","1,312,676.77","1,000,327.06","6,706,315.35","191,150,695.59","791,605,661.01","232,922,043.56"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"6,808,600.00","18,276,628.80","33,544,799.20","41,750,131.14","36,606,478.33","26,194,513.06","29,070,504.04","28,992,919.04","48,471,213.14","39,583,606.97","19,046,831.00","26,035,819.95","46,014,151.71","58,864,731.06","37,660,825.38","65,824,895.42","68,967,410.43","100,753,914.85","80,141,605.02","74,530,865.74","93,370,507.09","111,491,963.26","141,314,990.30","120,133,362.45","157,207,286.63","117,332,572.39","213,985,524.12","134,146,679.40","127,993,922.72","133,167,695.93","196,881,756.57","521,480,826.86","687,303,793.16","437,854,894.00","436,081,964.30","506,872,142.01"
应付票据,,"2,400,000.00","8,704,790.70","3,420,000.00","2,000,000.00","2,000,000.00","2,000,000.00","7,000,000.00","9,700,000.00","3,240,000.00","19,239,112.00","19,663,000.00","4,138,894.00","33,451,423.61","57,116,215.76","49,803,578.12","23,333,733.81","572,196.00","2,462,151.66","45,407,861.12","42,276,991.00","16,961,751.63","17,952,591.97","25,199,433.88","65,050,769.83","32,831,760.15","5,088,088.72","44,242,549.79","154,953,640.00","105,269,036.50","56,081,911.50","22,687,042.60","73,467,042.60","80,010,377.12","161,755,993.35","244,669,071.63"
应收账款,"36,444,425.92","23,257,370.88","43,002,235.18","43,050,943.14","53,376,184.76","71,413,986.65","83,717,223.16","86,323,847.45","99,234,429.06","91,799,550.63","131,448,981.58","132,037,025.39","118,556,582.66","138,908,485.41","175,180,183.41","162,819,751.56","177,625,872.47","170,046,344.13","200,432,877.23","212,633,040.59","200,113,694.72","205,556,364.00","207,203,088.35","239,176,199.90","374,056,567.80","361,370,411.38","332,179,875.05","386,484,391.64","336,678,300.41","443,726,948.87","406,693,017.88","409,205,365.89","382,912,707.19","507,581,214.08","554,213,785.68","642,627,813.98"
应付账款,"14,807,983.97","20,620,352.13","19,293,083.57","21,279,640.10","24,651,524.78","29,125,212.83","31,951,235.15","42,039,097.69","52,709,344.40","51,452,407.03","46,734,492.22","42,952,641.36","52,514,431.08","76,716,301.03","96,218,097.99","114,550,388.72","119,704,741.63","106,236,873.87","85,611,760.37","139,806,363.68","132,705,225.12","108,324,713.42","132,547,938.04","85,472,471.44","190,258,864.50","174,220,196.51","191,446,218.69","262,715,950.68","281,685,213.57","278,216,048.78","307,656,809.07","320,391,606.71","415,911,276.85","412,057,004.89","423,443,696.76","529,863,249.08"
预付款项,"6,268,174.70","10,865,635.29","25,412,021.39","26,056,485.65","38,571,134.52","29,555,150.43","51,234,376.79","27,474,554.30","30,170,421.31","70,764,995.69","100,201,756.65","147,051,543.57","142,583,847.27","83,699,237.75","157,157,677.56","91,402,019.11","92,940,715.35","14,379,240.76","26,219,148.58","18,337,045.59","14,177,572.28","27,557,752.98","30,693,128.82","17,986,029.63","98,225,682.83","20,570,800.18","54,358,457.30","69,808,206.53","72,293,573.82","82,004,809.91","109,189,709.90","242,462,421.95","321,921,355.23","190,110,044.53","280,340,470.91","352,717,142.56"
预收款项,"3,228,301.41","2,777,024.91","2,802,373.49","2,248,554.64","3,275,141.13","3,587,612.91","7,499,959.86","5,238,709.91","7,449,630.98","4,577,973.73","2,357,856.81","4,933,335.13","4,618,440.73","3,490,303.74","5,207,188.90","4,808,387.45","3,353,222.75","4,531,932.08","9,185,613.18","11,287,848.32","8,764,438.50","9,202,619.95","9,336,555.96","20,698,115.19","26,105,819.73","23,629,094.16","219,976,295.21","97,933,981.95","58,753,869.83","62,705,172.52","131,761,883.67","179,603,819.83","361,356,972.90","101,026,485.60","157,380,424.31","43,880,841.22"
