科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"1,636,857,514.98","2,597,779,278.87","3,538,043,920.06","1,936,460,280.19","3,005,304,831.79","4,213,894,528.66","1,144,187,253.90","2,213,309,520.68","3,509,542,117.11","4,874,273,475.58","1,289,943,854.04","2,645,482,060.12","4,165,924,240.23","5,948,856,052.59","1,539,275,966.11","2,979,911,271.38","4,430,769,827.54","6,119,168,986.10","1,632,143,350.99","2,883,606,358.20","4,439,132,780.27","6,170,032,822.45","1,664,227,093.99","3,217,679,314.33","5,231,646,374.59","7,678,227,354.06","1,675,424,660.08","3,422,062,380.93","6,048,201,988.69","8,420,276,420.37"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"56,895,999.54",,,,"15,670,607.62",,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,"1,066,461.00",,"1,431,798.65",,"1,705,603.65",,,"1,457,875.14","1,558,780.94"
支付其他与投资活动有关的现金,,,,"18,300,000.00","19,300,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,960,941.31","7,619,888.80","7,369,340.73","6,376,522.96","5,472,110.11","3,621,438.01","3,977,967.71","29,906,168.73","25,467,665.88","42,396,114.14","13,133,685.14","35,401,053.77","36,827,920.28","34,823,506.56","29,658,710.01","40,987,753.06","146,928,641.79","41,068,233.37","8,927,765.79","23,252,785.24","24,699,909.30","21,351,024.58","5,756,755.90","14,889,851.55","9,448,631.61","20,795,619.86","10,976,943.01","21,579,114.18","11,332,047.45","38,045,090.10"
投资活动现金流出小计,"61,049,138.18","66,792,968.59","108,229,367.44","161,999,419.58","224,665,032.10","283,291,549.85","41,731,031.07","167,118,062.30","400,195,010.98","497,268,670.90","53,189,317.09","131,331,526.90","220,849,129.34","352,929,157.39","90,374,478.97","191,505,459.33","243,934,826.14","407,146,575.05","83,784,707.08","145,482,960.15","137,474,755.78","236,973,568.34","59,505,987.80","115,547,230.94","244,552,120.72","310,170,519.14","39,608,176.10","66,255,693.94","86,780,405.95","146,683,191.09"
经营活动现金流入小计,"1,639,818,456.29","2,605,399,167.67","3,545,413,260.79","1,942,836,803.15","3,010,776,941.90","4,217,515,966.67","1,148,165,221.61","2,243,215,689.41","3,535,009,782.99","4,916,669,589.72","1,303,077,539.18","2,680,883,113.89","4,202,752,160.51","5,983,679,559.15","1,568,934,676.12","3,020,899,024.44","4,577,698,469.33","6,160,237,219.47","1,641,071,116.78","2,906,859,143.44","4,463,832,689.57","6,192,450,308.03","1,669,983,849.89","3,234,000,964.53","5,241,095,006.20","7,700,728,577.57","1,686,401,603.09","3,443,641,495.11","6,060,991,911.28","8,459,880,291.41"
投资活动产生的现金流量净额,"-51,789,212.04","-53,885,047.79","-93,008,283.77","-155,221,047.54","-212,812,969.41","-265,379,280.15","-36,171,741.59","-154,363,262.05","-377,105,502.48","-470,124,714.82","-51,842,543.97","-117,693,922.40","-205,746,602.11","-316,511,747.33","-69,485,997.32","-75,503,450.18","-230,169,998.29","-238,532,202.88","-76,153,574.42","-72,920,641.14","-42,418,521.38","-96,932,189.61","-44,899,628.26","-83,819,530.26","-186,300,330.82","-245,208,255.70","-27,629,401.74","-38,212,447.70","-55,606,863.53","-85,643,767.25"
购买商品、接受劳务支付的现金,"1,490,153,833.10","2,327,070,942.20","3,190,172,194.41","1,921,415,328.40","2,959,817,651.78","4,009,149,609.37","1,224,216,356.39","2,272,268,727.30","3,484,734,223.44","4,609,294,991.61","1,184,940,059.84","2,575,472,257.43","3,976,794,275.36","5,601,699,190.63","1,657,597,480.99","2,975,458,712.68","4,347,380,248.96","5,729,284,724.74","1,523,093,089.31","2,603,733,760.41","3,984,770,464.93","5,684,041,352.32","1,625,323,709.83","3,281,848,757.45","5,238,826,263.83","7,416,788,004.62","1,887,270,995.47","3,676,903,195.32","6,001,520,866.11","8,246,399,727.35"
吸收投资收到的现金,,,,,"448,096,717.42","445,546,717.42","4,900,000.00","4,900,000.00","24,900,000.00","24,900,000.00","7,850,000.00","7,850,000.00","10,300,000.00","10,300,000.00",,,,"4,800,000.00",,,"100,000.00","34,696,680.00",,"973,686,247.23","973,686,247.23","999,999,704.00",,,,
