科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"32,421,421.26","46,437,290.60","62,472,042.40","47,657,680.26","72,227,237.93","100,564,757.11","33,480,296.31","64,208,269.61","96,971,139.12","125,795,006.61","42,245,212.34","80,634,015.22","122,116,606.86","151,927,095.63","46,571,675.75","89,705,416.55","134,456,491.99","155,486,617.62","54,051,942.18","95,011,502.95","136,031,138.64","150,748,832.35","41,113,384.17","85,343,130.83","113,870,023.58","176,394,251.77","57,085,535.09","104,889,089.60","131,390,452.44","202,819,893.79"
取得借款收到的现金,"805,090,380.90","900,228,453.08","1,200,712,102.09","511,267,335.79","488,063,944.19","1,225,068,439.77","334,932,383.16","764,520,344.83","1,406,086,751.86","1,853,845,050.57","490,067,119.65","1,131,453,132.14","1,479,258,164.57","2,265,518,379.67","849,531,296.16","1,476,121,496.65","2,145,295,604.82","2,812,431,672.36","832,221,464.38","1,389,396,020.72","1,983,881,865.78","3,127,231,105.62","945,335,883.15","1,821,028,480.36","2,632,975,226.52","3,618,079,005.75","1,043,579,817.69","2,198,531,253.17","2,924,891,359.20","3,889,834,943.27"
支付的各项税费,"37,496,371.73","40,791,065.74","76,657,204.10","41,095,812.50","63,297,992.90","75,430,627.07","27,494,878.33","42,201,132.34","56,279,477.04","81,673,040.79","32,379,997.26","53,290,950.73","66,471,558.10","74,311,182.79","23,531,444.81","48,349,544.67","67,282,924.90","85,690,030.06","23,975,414.27","74,034,140.99","91,925,897.26","103,126,879.42","27,811,554.58","43,070,657.25","63,382,208.68","75,585,522.31","33,628,270.66","63,726,801.19","87,332,187.43","52,342,545.46"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,"3,000,000.00",,,,,,,,,,,"7,773,457.88",
支付其他与经营活动有关的现金,"18,527,308.82","28,739,430.49","39,772,665.35","25,232,620.52","38,139,033.87","59,465,360.49","29,564,612.93","31,099,171.93","58,933,026.70","59,335,985.20","21,263,963.25","24,337,864.04","34,869,329.99","69,545,329.40","20,085,905.60","35,386,163.36","47,430,848.13","70,852,127.80","14,989,677.27","32,475,297.76","50,046,621.19","64,847,053.88","15,505,401.49","30,920,556.35","75,830,660.97","78,815,183.04","16,540,723.14","39,658,811.23","82,657,840.82","84,779,318.05"
筹资活动现金流入小计,"805,090,380.90","900,228,453.08","1,200,712,102.09","511,267,335.79","936,160,661.61","1,670,615,157.19","339,832,383.16","769,420,344.83","1,430,986,751.86","2,136,145,050.57","497,917,119.65","1,139,303,132.14","1,489,558,164.57","2,275,818,379.67","849,531,296.16","1,476,121,496.65","2,145,295,604.82","2,820,231,672.36","832,221,464.38","1,389,396,020.72","1,983,981,865.78","3,161,927,785.62","945,335,883.15","2,794,714,727.59","3,606,661,473.75","4,618,078,709.75","1,043,579,817.69","2,198,531,253.17","2,932,664,817.08","3,889,834,943.27"
经营活动现金流出小计,"1,578,598,934.91","2,443,038,729.03","3,369,074,106.26","2,035,401,441.68","3,133,481,916.48","4,244,610,354.04","1,314,756,143.96","2,409,777,301.18","3,696,917,866.30","4,876,099,024.21","1,280,829,232.69","2,733,735,087.42","4,200,251,770.31","5,897,482,798.45","1,747,786,507.15","3,148,899,837.26","4,596,550,513.98","6,041,313,500.22","1,616,110,123.03","2,805,254,702.11","4,262,774,122.02","6,002,764,117.97","1,709,754,050.07","3,441,183,101.88","5,491,909,157.06","7,747,582,961.74","1,994,525,524.36","3,885,177,897.34","6,302,901,346.80","8,586,341,484.65"
偿还债务支付的现金,"744,296,644.67","870,972,310.08","1,154,041,111.99","241,212,273.01","347,675,488.01","1,189,691,978.28","289,769,371.08","565,652,615.88","951,281,668.61","1,576,713,599.58","464,111,808.64","1,053,547,615.66","1,355,485,388.81","2,000,215,293.17","653,826,161.66","1,273,461,663.69","1,961,551,090.12","2,656,396,086.19","808,960,895.59","1,376,325,864.49","2,110,695,377.21","3,182,272,584.43","913,973,468.75","2,199,349,744.04","2,943,489,595.50","3,967,294,960.07","780,288,754.87","1,914,184,605.91","2,570,891,359.20","3,682,418,621.56"
经营活动产生的现金流量净额,"61,219,521.38","162,360,438.64","176,339,154.53","-92,564,638.53","-122,704,974.58","-27,094,387.37","-166,590,922.35","-166,561,611.77","-161,908,083.31","40,570,565.51","22,248,306.49","-52,851,973.53","2,500,390.20","86,196,760.70","-178,851,831.03","-128,000,812.82","-18,852,044.65","118,923,719.25","24,960,993.75","101,604,441.33","201,058,567.55","189,686,190.06","-39,770,200.18","-207,182,137.35","-250,814,150.86","-46,854,384.17","-308,123,921.27","-441,536,402.23","-241,909,435.52","-126,461,193.24"
分配股利、利润或偿还利息支付的现金,"31,974,783.09","22,099,341.54","32,274,554.09","11,856,140.41","20,051,681.09","25,361,240.67","4,509,911.00","37,517,937.66","47,148,982.70","59,654,208.38","8,132,580.62","44,977,037.35","56,991,610.66","85,031,732.72","10,328,565.96","39,943,683.76","53,499,851.02","88,033,216.30","15,664,567.22","36,015,095.55","48,730,292.62","84,211,289.81","16,126,419.02","27,723,637.39","42,743,217.40","54,842,385.08","9,577,940.73","46,206,851.58","60,277,190.17","73,831,205.54"
收回投资收到的现金,,,,,,,,,,,,,,"4,000,000.00",,"2,450,000.00","7,250,000.00",,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,,,,"425,339.00",,,,,,,,,,,,,,"33,087,780.00",,"60,910,136.77",,,,
取得投资收益收到的现金,,"1,414.85","-1,671.75",,,,,,,,,,,,,"1,568,000.00","1,568,000.00",,,,,,,,,,,,"1,040,000.00","1,040,000.00"
筹资活动现金流出小计,"776,271,427.76","893,071,651.62","1,186,315,666.08","253,068,413.42","367,727,169.10","1,215,053,218.95","294,279,282.08","603,170,553.54","998,430,651.31","1,636,793,146.96","472,244,389.26","1,098,524,653.01","1,412,476,999.47","2,085,247,025.89","664,154,727.62","1,313,405,347.45","2,015,050,941.14","2,744,429,302.49","824,625,462.81","1,412,340,960.04","2,159,425,669.83","3,266,483,874.24","930,099,887.77","2,260,161,161.43","2,986,232,812.90","4,083,047,481.92","789,866,695.60","1,960,391,457.49","2,631,168,549.37","3,756,249,827.10"
处置固定资产、无形资产和其他长期资产收回的现金净额,"8,314,087.44","11,833,706.85","13,927,060.32","5,862,484.14","9,989,972.99","15,454,259.12","4,344,552.53","11,029,385.04","20,676,881.86","23,800,193.19","376,097.66","11,740,928.89","12,313,921.42","28,693,504.90","343,059.43","988,487.45","1,964,079.38","51,244,840.46","6,620,119.66","69,070,593.87","90,727,362.64","99,320,012.74","13,375,882.46","21,620,529.77","46,926,101.14","52,364,799.27","11,076,478.26","25,633,051.98","27,014,425.93","55,833,457.48"
筹资活动产生的现金流量净额,"28,818,953.14","7,156,801.46","14,396,436.01","258,198,922.37","568,433,492.51","455,561,938.24","45,553,101.08","166,249,791.29","432,556,100.55","499,351,903.61","25,672,730.39","40,778,479.13","77,081,165.10","190,571,353.78","185,376,568.54","162,716,149.20","130,244,663.68","75,802,369.87","7,596,001.57","-22,944,939.32","-175,443,804.05","-104,556,088.62","15,235,995.38","534,553,566.16","620,428,660.85","535,031,227.83","253,713,122.09","238,139,795.68","301,496,267.71","133,585,116.17"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,"4,018,000.00",,"1,680,733.79","1,680,733.79","36,787,579.24",,"6,919,388.00","6,919,388.00","6,919,388.00",,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"945,838.70","1,072,799.10","1,295,695.10","915,887.90","1,862,089.70","2,458,010.58","1,214,736.95","1,725,415.21","2,412,626.64","3,343,762.89","970,675.46","1,896,675.61","2,788,605.81","3,723,905.16","20,545,422.22","110,995,521.70","2,982,748.47","113,351,531.71","1,011,013.00","1,810,991.35","2,648,137.97","3,933,786.75","1,230,477.08","3,187,782.91","4,406,300.76","5,678,076.17","902,296.10","2,410,194.26","3,119,116.49","4,165,966.36"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"9,259,926.14","12,907,920.80","15,221,083.67","6,778,372.04","11,852,062.69","17,912,269.70","5,559,289.48","12,754,800.25","23,089,508.50","27,143,956.08","1,346,773.12","13,637,604.50","15,102,527.23","36,417,410.06","20,888,481.65","116,002,009.15","13,764,827.85","168,614,372.17","7,631,132.66","72,562,319.01","95,056,234.40","140,041,378.73","14,606,359.54","31,727,700.68","58,251,789.90","64,962,263.44","11,978,774.36","28,043,246.24","31,173,542.42","61,039,423.84"
五、现金及现金等价物净增加额,"38,249,262.48","115,632,192.31","97,727,306.77","10,413,236.30","232,915,548.52","163,088,270.72","-157,209,562.86","-154,675,082.53","-106,457,485.24","69,797,754.30","-3,921,507.09","-129,767,416.80","-126,165,046.81","-39,743,632.85","-62,961,259.81","-40,788,113.80","-118,777,379.26","-43,806,113.76","-43,596,579.10","5,738,860.87","-16,803,757.88","-11,802,088.17","-69,433,833.06","243,551,898.55","183,314,179.17","242,968,587.96","-82,040,200.92","-241,609,054.25","3,979,968.66","-78,519,844.32"
购建固定资产、无形资产和其他长期资产支付的现金,"61,049,138.18","66,792,968.59","101,998,790.19","139,699,419.58","201,365,032.10","279,291,549.85","41,731,031.07","167,118,062.30","400,195,010.98","440,372,671.36","53,189,317.09","131,331,526.90","220,849,129.34","328,758,549.77","90,374,478.97","191,505,459.33","243,934,826.14","407,146,575.05","83,784,707.08","130,482,960.15","137,474,755.78","231,458,200.94","59,505,987.80","85,547,230.94","117,752,120.72","143,370,519.14","39,608,176.10","39,455,693.94","59,980,405.95","146,683,191.09"
期初现金及现金等价物余额,"78,719,694.04","116,968,956.52","232,601,148.83","330,328,455.60","330,328,455.60","330,328,455.60","493,416,726.32","493,416,726.32","493,416,726.32","493,416,726.32","563,214,480.62","563,214,480.62","563,214,480.62","563,214,480.62","523,470,847.77","523,470,847.77","523,470,847.77","196,232,519.32","152,426,405.56","152,426,405.56","152,426,405.56","152,426,405.56","140,624,317.39","140,624,317.39","140,624,317.39","140,624,317.39","383,592,905.35","383,592,905.35","383,592,905.35","383,592,905.35"
投资支付的现金,,,"6,230,577.25","4,000,000.00","4,000,000.00","4,000,000.00",,,,,,,,"8,500,000.00",,,,,,"15,000,000.00",,"5,515,367.40",,"30,000,000.00","126,800,000.00","166,800,000.00",,"26,800,000.00","26,800,000.00",
期末现金及现金等价物余额,"116,968,956.52","232,601,148.83","330,328,455.60","340,741,691.90","563,244,004.12","493,416,726.32","336,207,163.46","338,741,643.79","386,959,241.08","563,214,480.62","559,292,973.53","433,447,063.82","437,049,433.81","523,470,847.77","460,509,587.96","482,682,733.97","404,693,468.51","152,426,405.56","108,829,826.46","158,165,266.43","135,622,647.68","140,624,317.39","71,190,484.33","384,176,215.94","323,938,496.56","383,592,905.35","301,552,704.43","141,983,851.10","387,572,874.01","305,073,061.03"
