科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"300,795,006.27","280,541,739.14","271,858,072.79","375,848,839.23","589,911,333.28","423,361,604.52","446,802,929.93","461,674,413.73","464,510,565.13","506,717,384.69","563,779,321.76","551,794,639.42","588,684,156.20","373,197,890.42","305,736,043.99","361,044,248.90","333,550,407.37","389,010,233.60","362,801,016.86","431,493,069.64","415,556,974.70","1,283,450,975.89","1,331,619,599.43","1,106,957,702.02","1,276,892,354.83","974,923,737.16","1,093,954,755.45","765,625,461.87","678,758,844.32","785,724,421.99","871,002,398.70","787,976,577.91","834,177,551.02","898,719,535.21","729,406,089.99","1,154,778,571.39","1,227,802,500.18","1,546,992,085.60","1,593,131,305.46","1,098,026,495.81","1,205,201,079.48","1,253,052,587.41","1,084,597,077.82"
短期借款,"554,000,000.00","366,000,000.00","216,000,000.00","356,000,000.00","330,000,000.00","328,000,000.00","326,000,000.00","290,000,000.00","290,000,000.00","267,000,000.00","263,000,000.00","297,000,000.00","297,000,000.00","297,000,000.00","297,000,000.00","297,000,000.00","297,000,000.00","294,000,000.00","294,000,000.00","294,000,000.00","294,000,000.00",,,,,,"205,000,000.00","399,500,000.00","559,500,000.00","769,500,000.00","874,500,000.00","790,000,000.00","1,130,000,000.00","2,030,729,790.00","2,124,999,790.00","2,224,599,790.00","1,404,999,790.00","2,035,000,000.01","2,660,000,000.01","3,004,650,000.01","3,480,000,000.01","3,099,000,000.00","3,127,584,750.00"
交易性金融资产,"2,141,835.52","2,457,930.85","3,619,338.51","3,367,522.37","1,889,664.12","25,670,456.06","15,578,855.23","13,227,310.97","31,801,302.90","25,807,723.02","20,721,813.39","22,979,646.84","24,110,641.60","18,685,662.17","18,200,453.28","17,505,739.44","19,041,553.88","17,732,316.61","15,547,730.00","15,218,375.73","16,001,877.06","180,347,754.86","211,976,588.46","228,681,231.76","187,465,405.36","284,975,805.22","158,909,283.59","151,995,448.92","666,482,380.90","897,753,142.30","718,693,079.07","476,647,217.49","977,931,330.99","1,332,886,515.07","1,760,099,379.04","525,983,011.21","866,958,210.05","977,947,460.09","490,115,939.41","668,987,359.30","205,295,733.40","532,394,320.34","682,369,775.50"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,407,919.81","3,242,072.01","5,554,623.73","13,162,932.38","499,490.77","556,727.74","105,469,755.02","136,671,511.56",,,,
应收票据,"5,581,895.56","5,947,496.58","7,483,136.79","3,114,146.50","6,740,031.74","4,747,399.09","5,647,808.89","1,179,544.20","2,917,530.68","2,727,986.48","3,241,002.83","4,031,433.60","4,147,648.61","2,139,218.35","2,068,893.55","2,059,000.00","2,752,723.54","2,993,913.73","2,373,913.73","2,801,437.79","4,754,625.42","1,790,000.00","688,000.00",,,,"10,400,000.00",,,,"650,000.00","1,739,280.28","1,170,000.00","182,429.00","5,969,969.00",,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"24,998,460.66","34,438,831.09","35,917,271.61","25,074,179.33","29,450,458.33","23,637,474.76","24,089,807.56","22,353,648.24","22,067,903.05","16,597,555.25","22,165,107.03","20,819,765.23","21,621,238.42","18,709,126.84","26,128,181.14","23,832,285.08","19,897,326.35","20,013,445.52","21,740,165.50","15,820,784.55","13,368,559.14","13,062,772.15","12,895,512.88","13,951,481.92","10,004,997.70","11,495,818.56","10,561,388.14","6,354,399.59","13,448,446.45","14,426,845.25","8,910,142.85","52,155,193.83","86,137,381.00","135,533,330.19","140,446,035.09","225,971,871.19","159,041,934.14","130,532,036.98","231,878,868.73","328,678,507.65","154,416,715.68","130,495,388.06","95,949,943.97"
应付账款,"38,215,917.89","40,835,982.63","40,035,027.89","34,872,943.86","30,035,490.89","21,030,918.09","18,601,326.66","24,027,931.45","21,963,699.03","22,691,259.39","27,114,308.08","27,860,718.04","24,310,310.82","13,541,702.60","31,783,652.96","13,996,604.35","15,200,765.71","14,954,381.34","13,512,939.54","9,622,539.10","9,565,555.78","6,597,444.77","6,243,817.72","6,026,528.93","4,949,490.91","6,104,685.52","86,658,611.50","191,443,257.07","5,207,385.26","144,660,765.84","2,844,734.30","94,315,177.48","4,923,031.54","5,451,527.45","220,386,906.82","242,666,632.13","111,602,769.95","20,506,112.45","109,689,997.33","46,364,420.87","329,341,291.58","158,040,525.04","6,098,394.59"
预付款项,"31,934,205.61","29,894,377.05","37,897,351.83","38,133,539.40","33,321,695.00","154,569,143.62","39,290,929.29","13,288,898.52","8,999,070.35","10,529,123.05","12,157,998.65","20,470,703.14","20,990,704.52","18,131,797.24","20,625,202.46","22,598,431.33","21,432,954.81","19,130,503.95","14,000,786.40","12,571,861.84","10,007,027.12","7,762,744.58","6,643,513.99","5,885,636.33","9,082,949.69","66,389,246.25","136,244,235.09","222,272,945.82","436,853,844.29","13,431,875.38","7,487,738.92","9,346,651.37","6,609,671.80","25,575,365.01","7,305,283.84","3,071,192.83","63,790,497.30","39,349,846.76","26,597,943.16","12,948,893.75","152,962,381.38","126,565,304.64","134,527,474.69"
预收款项,"66,082,412.24","61,465,741.27","61,526,322.84","44,149,199.58","289,285,756.78","469,764,318.93","612,624,180.72","27,133,622.18","53,756,576.34","16,875,695.38","18,343,283.94","23,466,781.22","25,169,845.62","25,095,262.64","27,642,795.49","26,057,918.32","37,558,476.72","47,979,596.42","27,084,104.78","15,372,715.35","14,106,968.56","12,675,437.39","12,109,676.11","11,635,318.58","14,430,823.99","26,265,831.78","24,582,592.24","29,260,111.52","30,196,438.23","28,339,350.62","24,975,215.76","19,489,413.79","27,820,858.93","48,593,546.79","78,053,439.94","108,080,583.54","109,639,183.69","114,005,145.87","129,144,858.98","111,711,453.88","224,392,538.89","251,180,320.79","103,417,961.12"
