科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"87,860,929.54","146,676,331.59","51,829,488.27","72,468,432.85","103,411,543.45","22,609,022.32","130,547,060.38","190,576,937.78","240,036,670.35","64,821,776.00","113,294,198.49","178,310,130.74","275,290,893.69","35,246,567.76","125,684,257.22","167,525,165.46","241,191,382.11","43,464,097.26","111,857,137.70","202,899,515.20","329,123,774.17","41,871,493.19","103,076,110.56","267,019,482.10","576,052,114.30","114,506,012.48","387,808,398.44","659,425,714.50","1,010,789,486.91","236,374,947.46","647,131,810.85","894,344,367.01","1,280,714,547.16","169,629,151.79","567,715,783.83","725,174,519.60","1,855,042,784.16","243,126,563.08","534,690,057.15","823,590,694.20","1,021,587,497.95","217,431,686.11"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,"9,279,109.55","8,981,115.55",,,,,,,,,,"29,746,097.82","29,746,097.82","31,307,436.88",,,,,,"656,682,458.25",,"656,682,458.25",,,,"100,481,919.94",,,,"60,000,000.00",
收到的税费返还,,,,"3,679,070.80","3,679,070.80",,,"135,643.32","135,643.32",,,,,,,,,,"378,229.56","2,701,772.01","56,965.49","1,247.00","272,681.74","2,008,715.35","303,707.69","1,425.00","333,321.07","337,838.23","12,756.70","1,100.00",662.98,"1,013,690.93","2,871,618.91","620,022.87","620,623.86","3,064,939.72","15,565,407.02","261,441.06","22,580,807.32","27,150,145.66","34,507,408.01","7,539,106.47"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"21,303.97",,"3,880.00",,"3,227,323.00","2,570,746.97",,"2,147,561.50",,,"1,969.25",,,,,,
收到其他与经营活动有关的现金,"1,780,312.80","6,378,024.24","1,176,118.43","2,993,892.58","3,443,652.62","2,575,352.99","6,529,904.07","11,586,893.70","10,274,079.38","4,080,888.61","12,595,821.01","22,782,619.82","10,600,347.39","4,247,638.92","10,985,468.28","18,397,671.29","16,616,247.51","7,231,701.46","13,484,448.36","20,682,942.36","31,160,966.40","11,827,281.86","23,515,129.77","25,791,856.64","181,017,799.23","23,895,172.34","64,297,371.39","150,842,117.52","201,172,800.13","1,940,327.14","81,892,468.17","502,144,519.94","84,464,747.90","84,780,873.49","119,297,477.99","332,414,504.34","288,689,311.75","93,320,083.38","297,075,989.94","190,059,319.16","559,592,471.58","44,213,754.47"
投资活动现金流出小计,"4,766,909.42","43,174,470.54","16,667,758.76","19,466,715.02","54,758,176.75","7,674,754.26","14,713,872.37","20,257,928.94","19,561,487.09","23,144,825.00","51,886,245.14","69,195,147.54","108,580,797.93","16,209,272.92","16,372,471.59","28,746,109.60","46,098,547.59","10,940,149.86","19,105,575.20","27,891,580.29","30,017,562.76","28,683,475.87","91,292,899.83","150,359,009.73","186,112,659.72","6,577,022.84","67,187,336.57","73,162,251.77","81,486,305.85","668,445,335.96","667,353,880.59","679,742,594.31","681,403,064.60","4,064,620.20","4,518,801.93","6,582,594.86","193,778,162.90","45,167,818.80","57,661,174.29","65,328,474.29","63,485,802.59","7,117,965.58"
经营活动现金流入小计,"89,641,242.34","153,054,355.83","53,005,606.70","79,141,396.23","110,534,266.87","25,184,375.31","137,076,964.45","202,299,474.80","250,446,393.05","68,902,664.61","125,890,019.50","201,092,750.56","285,891,241.08","39,494,206.68","136,669,725.50","185,922,836.75","257,807,629.62","50,695,798.72","125,719,815.62","226,284,229.57","360,341,706.06","53,700,022.05","126,863,922.07","294,820,054.09","757,373,621.22","138,402,609.82","452,439,090.90","810,605,670.25","1,211,975,043.74","238,316,374.60","729,024,942.00","1,397,502,577.88","1,368,050,913.97","255,030,048.15","687,633,885.68","1,060,653,963.66","2,159,297,502.93","336,708,087.52","854,346,854.41","1,040,800,159.02","1,615,687,377.54","269,184,547.05"
投资活动产生的现金流量净额,"-4,584,268.36","-43,174,470.54","-16,667,758.76","-19,466,715.02","-54,758,176.75","-7,674,754.26","-14,699,872.37","-20,237,728.94","-19,541,287.09","-23,107,825.00","-51,849,245.14","-69,158,147.54","-108,337,352.34","-16,209,272.92","-16,372,471.59","-28,746,109.60","-46,098,547.59","-10,940,149.86","-18,985,575.20","-27,765,580.29","-29,853,310.29","-28,453,475.87","-91,062,899.83","-147,765,130.82","-178,173,552.02","-6,577,022.84","-52,180,856.57","-56,872,707.77","-74,279,191.28","-668,445,335.96","-666,639,624.87","-677,622,066.81","-680,550,531.37","-4,064,620.20","3,207,085.07","-2,856,698.86","-111,747,313.90","-45,160,442.80","-54,730,065.21","-11,278,329.60","-6,574,095.34","-917,965.58"
购买商品、接受劳务支付的现金,"24,994,386.96","28,355,416.30","9,582,848.44","15,882,188.92","14,952,250.09","2,961,980.60","53,432,453.36","70,843,780.03","94,694,999.49","23,408,934.07","74,502,850.37","126,429,969.02","169,527,702.96","26,689,980.33","77,169,206.07","111,066,036.33","152,256,188.83","21,933,235.00","66,179,150.87","108,059,982.91","135,652,085.90","47,643,140.05","84,294,071.60","203,309,125.25","438,033,060.69","140,745,351.01","428,075,013.95","684,551,830.93","962,801,312.77","221,208,842.70","829,895,664.76","969,301,299.33","1,221,095,192.41","200,362,688.60","397,907,529.09","771,920,257.22","1,630,696,336.57","284,133,888.74","485,657,016.59","697,889,107.98","575,441,776.43","175,213,708.86"
吸收投资收到的现金,"15,150,800.00",,,"331,199,120.00","350,280,000.00",,"12,000,000.00","12,000,000.00","12,000,000.00",,"5,000,000.00","7,000,000.00","7,000,000.00","300,000.00","300,000.00","300,000.00","300,000.00",,,,"4,920,000.00","300,000.00","55,299,998.58","55,299,998.58","49,299,998.58",,,,"45,522,800.00","1,090,979,611.92","1,087,979,611.92","1,087,979,611.92","1,121,887,861.92",,,,"4,718,000.00",,,,,
