科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
经营活动现金流出小计,"686,730,423.00","750,951,502.35","979,154,907.57","555,576,658.13","796,965,387.82","1,062,072,897.38","250,238,009.25","421,781,374.48","584,686,710.61","948,321,258.12","214,562,376.53","443,284,100.13","590,513,591.66","807,100,873.74","153,694,163.96","332,240,604.12","507,410,177.33","813,085,313.15","136,442,048.21","300,818,985.24","453,183,835.97","614,869,330.13","125,274,325.22","371,527,637.21","699,156,847.18","823,301,887.05","278,410,567.96","752,147,426.44","1,279,462,803.24","2,767,119,182.04","315,110,985.90","604,924,930.90"
偿还债务支付的现金,"860,910,000.00","533,411,836.48","378,714,700.81","260,963,462.71","276,887,044.81","431,863,462.71","89,000,000.00","180,000,000.00","184,900,000.00","257,800,000.00","19,000,000.00","160,000,000.00","564,900,000.00","672,800,000.00","20,000,000.00","210,900,000.00","524,900,000.00","554,900,000.00","30,000,000.00","590,900,000.00","609,900,000.00","639,900,000.00","80,000,000.00","530,900,000.00","549,900,000.00","629,900,000.00","90,000,000.00","150,900,000.00","285,600,000.00","3,511,295,864.89","85,066,710.59","227,325,679.07"
经营活动产生的现金流量净额,"197,727,898.78","296,170,232.52","173,901,906.42","95,568,427.69","140,015,797.84","196,897,685.18","40,683,871.28","73,702,563.71","131,945,087.83","139,635,390.02","14,071,076.77","42,302,959.48","148,408,020.77","266,290,675.47","41,461,704.95","60,891,872.55","150,042,120.21","97,571,660.61","36,394,373.98","70,913,619.61","199,673,124.61","286,385,415.29","25,151,965.33","41,578,462.31","119,751,636.25","201,733,292.24","61,245,411.51","33,718,575.27","101,292,478.03","-250,347,601.20","115,788,839.73","140,824,023.51"
分配股利、利润或偿还利息支付的现金,"67,843,820.00","42,822,074.90","29,574,183.85","13,424,996.98","16,872,366.55","25,356,634.84","5,354,685.62","18,380,552.98","23,149,988.81","28,436,059.10","4,147,938.21","28,334,433.00","54,207,391.05","60,369,993.70","4,592,996.65","20,561,975.46","46,444,470.44","52,538,423.42","5,379,558.30","41,190,191.49","44,310,260.59","47,833,592.33","3,792,960.38","32,404,748.19","37,948,431.34","53,523,691.66","10,427,354.63","34,275,332.98","52,462,351.76","394,892,752.03","6,842,301.03","8,615,533.68"
收回投资收到的现金,,"600,000.00","1,441,594.33","1,500,000.00","1,500,000.00","1,500,000.00",,,,,,,,,,,,,,,,,,,,,,747.95,,,,
支付其他与筹资活动有关的现金,,,,,,"3,000,697.00",,,,"1,400,000.00",,,,"1,200,000.00",,,,"1,650,000.00",,"1,400,000.00","1,424,500.00","1,650,000.00",,,"1,343,834.16","1,049,296.78",,,,,,"1,500,000.00"
取得投资收益收到的现金,,"25,349.24",,,,,,,,,,,,,,,,,,,,,,,,,747.95,,,"40,249.32",,
筹资活动现金流出小计,"928,753,820.00","576,233,911.38","408,288,884.66","274,388,459.69","293,759,411.36","460,220,794.55","94,354,685.62","198,380,552.98","208,049,988.81","287,636,059.10","23,147,938.21","188,334,433.00","619,107,391.05","734,369,993.70","24,592,996.65","231,461,975.46","571,344,470.44","609,088,423.42","35,379,558.30","633,490,191.49","655,634,760.59","689,383,592.33","83,792,960.38","563,304,748.19","589,192,265.50","684,472,988.44","100,427,354.63","185,175,332.98","338,062,351.76","3,906,188,616.92","91,909,011.62","237,441,212.75"
处置固定资产、无形资产和其他长期资产收回的现金净额,"480,000.00","6,290,606.00",,,,,,,,,,,,"699,345.00",,,"39,000.00","39,000.00",,,,"436,100.00",,,,"107,339.72",,,,,"36,575.00","105,024.00"
筹资活动产生的现金流量净额,"7,706,180.00","-30,693,911.38","-183,742,003.66","-106,788,459.69","820,526,588.64","752,938,805.45","-37,354,685.62","-15,380,552.98","329,835,011.19","339,163,940.90","65,852,061.79","26,665,567.00","-54,107,391.05","-110,469,993.70","5,407,003.35","359,438,024.54","83,555,529.56","75,811,576.58","-5,379,558.30","-182,590,191.49","-190,734,760.59","-124,483,592.33","-3,792,960.38","-368,404,748.19","379,184,479.42","733,237,005.55","-20,427,354.63","-2,175,332.98","-51,462,351.76","-459,222,066.12","-91,909,011.62","-133,941,212.75"
处置子公司及其他营业单位收到的现金净额,,"7,547,463.17",,,,,,,,"291,435.56",,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,797.61,"23,839.16","-95,133.87","59,978.23","-601,358.39","-3,979.08","-94,029.98","47,012.79","53,284.57","28,790.69","-90,441.15","-35,415.58","-392,927.50",,"-7,392.90","42,061.50","47,757.10","2,595.61","111,774.88","282,233.49","671,618.62","-13,398.17","90,474.26","296,765.37","316,830.35","4,831.16","-46,481.40","-325,600.96","-771,541.30","243,093.40","-459,788.73","430,374.12"
收到其他与投资活动有关的现金,"9,700,000.00","56,630,771.00","25,190,000.00",,"10,198,675.00","9,600,000.00",,"16,202,700.00","16,202,700.00","19,500,000.00",,,,"1,000,000.00",,,,,,,,"1,080,000.00",,"20,000,000.00",,"20,000,000.00",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,180,000.00","71,094,189.41","26,631,594.33","1,500,000.00","11,698,675.00","11,100,000.00",,"16,202,700.00","16,202,700.00","19,791,435.56",,,,"1,699,345.00",,,"39,000.00","39,000.00",,,,"1,516,100.00",,"20,000,000.00",,"20,107,339.72",747.95,747.95,,"40,249.32","36,575.00","105,024.00"
五、现金及现金等价物净增加额,"172,659,847.39","309,719.78","-107,211,727.91","-18,376,889.20","956,628,471.43","928,908,443.94","-4,216,740.82","43,524,633.00","414,493,410.05","419,011,973.25","59,538,224.16","10,462,993.57","2,998,618.38","30,983,462.13","41,386,728.03","345,565,381.16","131,847,667.86","-313,840,921.70","3,600,759.76","-177,734,660.13","-95,379,154.59","-524,267,014.61","8,488,499.53","-213,479,906.79","157,336,412.07","244,277,883.58","17,217,447.18","-24,183,479.99","-40,353,424.21","-857,971,948.13","10,545,770.26","-9,177,733.46"
购建固定资产、无形资产和其他长期资产支付的现金,"42,954,586.75","334,684,629.93","123,897,389.66","8,716,835.43","15,011,231.66","29,024,067.61","7,451,896.50","21,547,090.52","54,042,673.54","70,107,583.92","20,294,473.25","41,896,183.94","74,335,150.45","109,922,740.42","5,373,891.53","74,705,881.59","101,836,739.01","487,265,754.50","27,525,830.80","66,340,321.74","104,989,137.23","667,671,539.40","12,960,979.68","24,896,170.27","51,912,317.94","401,984,890.98","23,554,876.25","54,589,369.27","86,724,519.18","146,697,583.53","7,969,459.73","11,654,557.95"
期初现金及现金等价物余额,"125,526,957.32","298,186,804.71","298,496,524.49",,"191,284,796.58","191,284,796.58","1,120,193,240.52","1,120,193,240.52","1,120,193,240.52","1,120,193,240.52","1,539,205,213.77","1,539,205,213.77","1,539,205,213.77","1,539,205,213.77","1,570,188,675.90","1,570,188,675.90","1,570,188,675.90","1,570,188,675.90","1,256,347,754.20","1,256,347,754.20","1,256,347,754.20","1,256,347,754.20",,,"732,080,739.59","732,080,739.59",,"976,358,623.17","976,358,623.17","976,358,623.17","118,386,675.04","118,386,675.04"
投资支付的现金,,"600,000.00",,,,,,,,,,"16,573,933.39","16,573,933.39",,"100,695.84","100,695.84",,,,,,,,"-117,945,783.99","-114,545,783.99","3,400,000.00",,"812,500.00","2,687,490.00","1,988,040.00","4,941,384.39","4,941,384.39"
期末现金及现金等价物余额,"298,186,804.71","298,496,524.49","191,284,796.58",,"1,147,913,268.01","1,120,193,240.52","1,115,976,499.70","1,163,717,873.52","1,534,686,650.57","1,539,205,213.77","1,598,743,437.93","1,549,668,207.34","1,542,203,832.15","1,570,188,675.90","1,611,575,403.93","1,915,754,057.06","1,702,036,343.76","1,256,347,754.20","1,259,948,513.96","1,078,613,094.07","1,160,968,599.61","732,080,739.59","8,488,499.53","-213,479,906.79","889,417,151.66","976,358,623.17","17,217,447.18","952,175,143.18","936,005,198.96","118,386,675.04","128,932,445.30","109,208,941.58"
