科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"794,291,988.32","955,742,716.05","1,138,154,531.94","637,760,784.28","925,632,624.78","1,235,770,292.30","280,647,766.36","476,734,094.06","696,913,150.31","1,061,557,691.27","226,698,399.71","479,986,527.45","731,445,469.53","1,056,734,942.60","193,008,830.52","388,192,794.83","611,913,733.23","860,247,144.18","171,512,781.60","367,722,811.90","644,689,694.09","869,260,863.61","148,948,950.15","403,853,763.02","782,423,227.02","961,279,345.03","322,224,211.78","738,933,642.02","1,311,415,657.16","2,065,212,036.32","255,841,097.98","450,578,166.98"
取得子公司及其他营业单位支付的现金净额,,"1,000,000.00",,,,,,,,,,,,"16,613,824.22",,,,,,,,,,,"404,550,000.00","301,589,694.11",,,,,,
收到的税费返还,"1,784,670.35","5,866,362.66","12,121,949.61","9,394,249.18","9,773,084.23","19,051,315.25","4,792,194.13","14,169,207.85","14,169,207.85","14,169,207.85","288,463.92","288,463.92","288,463.92",,,,,,,,,"100,333.76",,,,"11,030,802.13",,,,"245,800.89","1,525,376.51","6,150,831.10"
支付其他与投资活动有关的现金,442.25,,"10,701.47",,,"3,000,000.00",,"9,500,000.00","9,500,000.00","9,500,000.00",,,,,,,,,,,,"20,000,000.00",,,,"3,830,000.00",,,,,,
收到其他与经营活动有关的现金,"88,381,663.11","85,512,656.16","2,780,332.44","3,990,052.36","1,575,476.65","4,148,975.01","5,481,920.04","4,580,636.28","5,549,440.28","12,229,749.02","1,646,589.67","5,312,068.24","7,187,678.98","16,656,606.61","2,147,038.39","4,939,681.84","45,538,564.31","50,409,829.58","1,323,640.59","4,009,792.95","8,167,266.49","31,893,548.05","1,477,340.40","9,252,336.50","36,485,256.41","52,725,032.13","17,431,767.69","46,932,359.69","69,339,624.11","451,313,743.63","173,533,351.14","289,019,956.33"
投资活动现金流出小计,"42,955,029.00","336,284,629.93","123,908,091.13","8,716,835.43","15,011,231.66","32,024,067.61","7,451,896.50","31,047,090.52","63,542,673.54","79,607,583.92","20,294,473.25","58,470,117.33","90,909,083.84","126,536,564.64","5,474,587.37","74,806,577.43","101,836,739.01","487,265,754.50","27,525,830.80","66,340,321.74","104,989,137.23","687,671,539.40","12,960,979.68","-93,049,613.72","341,916,533.95","710,804,585.09","23,554,876.25","55,401,869.27","89,412,009.18","148,685,623.53","12,910,844.12","16,595,942.34"
经营活动现金流入小计,"884,458,321.78","1,047,121,734.87","1,153,056,813.99","651,145,085.82","936,981,185.66","1,258,970,582.56","290,921,880.53","495,483,938.19","716,631,798.44","1,087,956,648.14","228,633,453.30","485,587,059.61","738,921,612.43","1,073,391,549.21","195,155,868.91","393,132,476.67","657,452,297.54","910,656,973.76","172,836,422.19","371,732,604.85","652,856,960.58","901,254,745.42","150,426,290.55","413,106,099.52","818,908,483.43","1,025,035,179.29","339,655,979.47","785,866,001.71","1,380,755,281.27","2,516,771,580.84","430,899,825.63","745,748,954.41"
投资活动产生的现金流量净额,"-32,775,029.00","-265,190,440.52","-97,276,496.80","-7,216,835.43","-3,312,556.66","-20,924,067.61","-7,451,896.50","-14,844,390.52","-47,339,973.54","-59,816,148.36","-20,294,473.25","-58,470,117.33","-90,909,083.84","-124,837,219.64","-5,474,587.37","-74,806,577.43","-101,797,739.01","-487,226,754.50","-27,525,830.80","-66,340,321.74","-104,989,137.23","-686,155,439.40","-12,960,979.68","113,049,613.72","-341,916,533.95","-690,697,245.37","-23,554,128.30","-55,401,121.32","-89,412,009.18","-148,645,374.21","-12,874,269.12","-16,490,918.34"
购买商品、接受劳务支付的现金,"511,078,465.71","578,722,716.26","792,597,532.35","471,250,538.60","649,255,224.42","857,414,291.01","209,915,917.51","317,844,672.55","435,029,730.28","731,736,960.15","170,578,219.69","340,313,438.52","447,040,274.04","594,445,030.98","111,663,266.14","228,567,856.96","347,049,415.15","588,104,623.85","95,482,689.24","197,819,898.82","295,126,057.93","393,180,478.99","74,611,459.51","223,348,863.97","438,341,668.24","545,273,129.97","190,396,734.72","584,214,678.39","1,080,170,140.76","1,860,866,596.00","183,060,991.41","387,627,939.20"
吸收投资收到的现金,"85,000,000.00","116,820,000.00",,,"936,786,000.00","929,759,600.00",,,,,,,,,,,,,,,,,,,,"472,499,993.99",,,,"149,878,360.00",,
支付给职工以及为职工支付的现金,"23,052,826.61","22,661,821.52","32,259,103.79","17,551,639.63","27,721,343.79","42,726,901.78","6,723,983.07","21,866,653.79","33,002,019.71","50,152,442.28","14,506,426.53","29,548,843.18","43,166,670.24","57,802,547.64","18,728,814.14","29,507,989.33","54,942,032.26","70,169,787.78","18,085,575.15","38,157,061.82","54,820,464.63","68,356,636.99","26,713,804.75","42,945,386.32","63,934,746.86","87,963,603.96","23,890,886.28","44,072,127.14","69,839,688.00","114,765,884.65","29,043,044.48","49,431,506.31"
取得借款收到的现金,"851,460,000.00","428,720,000.00","223,520,000.00","167,600,000.00","177,500,000.00","283,400,000.00","57,000,000.00","183,000,000.00","187,885,000.00","276,800,000.00","89,000,000.00","215,000,000.00","265,000,000.00","323,900,000.00","30,000,000.00","240,900,000.00","304,900,000.00","334,900,000.00","30,000,000.00","100,900,000.00","114,900,000.00","214,900,000.00","80,000,000.00","180,900,000.00","480,450,000.00","945,210,000.00","80,000,000.00","183,000,000.00","286,600,000.00","3,297,088,190.80",,"103,500,000.00"
支付的各项税费,"78,891,353.31","93,119,207.26","83,413,988.40","49,714,064.09","82,553,098.79","105,203,057.56","29,379,081.27","63,632,281.19","90,262,447.81","116,141,098.27","20,485,066.67","41,794,057.47","69,701,914.50","102,669,475.42","19,406,721.73","46,753,591.71","75,466,347.45","104,045,035.10","13,911,990.47","46,035,334.84","70,332,861.32","96,245,908.63","13,763,902.43","50,506,692.84","90,546,286.86","86,654,103.02","27,742,747.48","45,329,207.77","64,254,346.29","55,243,946.32","8,291,868.01","11,333,845.80"
收到其他与筹资活动有关的现金,,,"1,026,881.00",,,,,,,,,,,,,,,,,,,,,"14,000,000.00","14,082,916.76",,,,,,,
支付其他与经营活动有关的现金,"73,707,777.37","56,447,757.31","70,884,283.03","17,060,415.81","37,435,720.82","56,728,647.03","4,219,027.40","18,437,766.95","26,392,512.81","50,290,757.42","8,992,663.64","31,627,760.96","30,604,732.88","52,183,819.70","3,895,361.95","27,411,166.12","29,952,382.47","50,765,866.42","8,961,793.35","18,806,689.76","32,904,452.09","57,086,305.52","10,185,158.53","54,726,694.08","106,334,145.22","103,411,050.10","36,380,199.48","78,531,413.14","65,198,628.19","736,242,755.07","94,715,082.00","156,531,639.59"
筹资活动现金流入小计,"936,460,000.00","545,540,000.00","224,546,881.00","167,600,000.00","1,114,286,000.00","1,213,159,600.00","57,000,000.00","183,000,000.00","537,885,000.00","626,800,000.00","89,000,000.00","215,000,000.00","565,000,000.00","623,900,000.00","30,000,000.00","590,900,000.00","654,900,000.00","684,900,000.00","30,000,000.00","450,900,000.00","464,900,000.00","564,900,000.00","80,000,000.00","194,900,000.00","968,376,744.92","1,417,709,993.99","80,000,000.00","183,000,000.00","286,600,000.00","3,446,966,550.80",,"103,500,000.00"
