科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"456,865,134.40","1,114,040,980.29","1,832,766,247.95","2,627,328,401.44","1,035,987,308.11","1,863,406,150.11","2,705,990,187.94","3,149,707,438.00","624,623,929.23","1,222,322,268.64","1,989,781,426.39","2,683,340,134.25","902,506,506.70","1,667,669,569.80","2,489,149,827.29","3,255,003,148.65","1,186,857,938.70","2,222,917,340.32","3,213,977,347.13","4,074,755,282.69","1,166,144,978.95","2,300,500,992.06","3,462,915,948.06","4,727,366,234.28","1,218,952,917.78","2,587,426,734.18","3,715,696,407.94","5,223,674,880.81","1,358,516,869.58","2,829,918,583.01","4,349,910,246.32","5,748,022,598.04","1,453,374,923.87","3,042,949,876.93","4,350,301,858.65","5,750,645,302.01","1,462,503,352.11","9,449,959,686.73","13,671,155,248.38","20,741,186,230.57","4,811,834,090.89","11,641,025,014.38","16,490,223,333.14","23,147,102,636.19","5,061,108,789.88","11,968,097,936.81","20,145,459,499.66","29,661,528,137.69","7,029,725,613.94"
二、营业利润,"14,456,246.69","30,182,341.99","53,166,049.50","142,117,159.74","25,331,629.38","39,678,880.14","25,144,890.76","-291,260,077.02","3,829,124.70","12,129,074.64","35,521,708.93","49,093,471.26","16,801,571.01","33,327,673.29","58,787,806.18","69,399,335.51","18,699,528.56","37,358,692.30","55,377,829.05","73,251,249.68","22,131,398.83","53,969,413.72","75,445,530.21","117,595,585.11","23,990,360.92","68,714,175.41","119,639,894.46","133,028,835.21","40,469,748.46","83,921,816.36","143,624,303.47","163,238,407.82","45,973,858.00","124,270,741.63","182,257,327.12","205,656,328.21","56,355,892.58","529,728,662.52","781,570,355.07","1,275,805,978.23","260,147,488.17","682,694,391.75","925,573,635.08","1,463,923,343.64","256,806,313.82","709,288,422.68","1,161,268,623.49","1,731,092,506.45","195,787,544.09"
减:营业成本,"396,575,414.73","985,405,255.12","1,616,623,902.27","2,249,940,403.88","907,632,362.52","1,629,607,635.68","2,390,004,353.10","2,901,511,151.23","553,017,958.18","1,072,883,298.19","1,740,667,068.98","2,285,770,684.09","816,510,711.30","1,478,018,453.54","2,195,059,345.31","2,795,072,716.41","1,083,144,620.21","2,000,354,954.53","2,846,898,019.31","3,556,467,305.99","1,023,588,918.62","2,009,745,744.93","3,024,580,052.95","4,032,959,618.03","1,080,312,923.63","2,284,607,693.18","3,239,852,323.56","4,534,978,824.83","1,196,511,832.19","2,499,149,958.53","3,819,025,329.07","4,978,881,076.54","1,295,900,503.09","2,669,382,557.55","3,784,338,562.56","4,980,382,792.34","1,250,227,865.65","7,884,849,203.10","11,368,860,431.77","17,134,536,133.40","4,015,963,278.81","9,839,751,797.70","13,864,331,581.43","19,160,831,113.81","4,345,274,026.37","10,253,632,747.46","17,136,753,481.18","24,816,758,417.63","6,134,569,419.56"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"524,176.70","1,509,568.00","2,062,496.56","2,983,150.44","21,219,912.12","22,152,000.29","26,031,409.23","11,488,776.66","4,603,184.96","7,091,254.10","10,310,610.19","12,058,756.95","1,142,955.59","5,575,249.56","7,606,608.66","9,576,450.88","1,608,381.40","6,366,939.23","8,980,833.18","12,720,740.18","5,538,529.71","10,513,502.63","14,326,635.39","16,406,828.52","2,758,385.26","9,412,487.77","14,079,743.93","18,713,266.48","2,736,491.37","5,133,856.19","8,476,117.99","16,383,879.73","2,672,023.45","7,596,156.54","10,388,403.30","13,456,041.18","40,744,193.74","111,267,109.60","166,902,255.69","273,078,313.75","78,247,267.85","175,106,881.02","267,108,710.34","382,214,595.66","85,158,239.34","184,209,714.09","290,999,801.18","418,479,466.13","88,343,760.09"
营业外收入,"168,261.00","1,223,027.70","2,255,868.38","3,304,418.23","477,798.72","695,248.18","7,208,332.23","8,871,655.70","160,008.65","1,160,527.06","1,530,952.09","3,190,674.66","230,496.29","822,586.70","1,606,423.37","2,299,525.28","1,934,688.40","4,537,833.00","6,405,619.28","12,714,936.21","275,610.64","661,236.94","1,384,732.49","1,768,381.05","4,119,817.91","5,371,480.45","5,925,366.40","19,692,778.34","5,379,636.11","13,645,979.19","16,038,313.51","26,281,198.31","157,718.71","889,221.59","1,722,956.54","14,216,013.61","232,513.15","52,701,707.76","60,762,715.60","127,122,938.26","4,188,039.86","29,143,583.31","51,344,502.56","134,662,053.32","8,607,032.73","44,745,209.02","140,135,805.73","171,970,568.33","13,078,123.27"
销售费用,"19,729,595.86","33,042,673.61","58,726,665.40","76,168,036.27","25,146,661.61","48,725,967.34","79,047,280.59","119,562,586.14","24,073,261.30","49,997,333.82","84,366,743.68","132,859,294.82","27,522,506.36","59,739,447.05","95,792,509.52","155,087,161.75","39,568,864.39","78,465,778.37","123,606,053.00","178,153,478.40","41,430,164.59","85,631,826.26","139,735,249.60","246,878,650.24","43,923,339.94","88,910,704.37","148,062,091.63","234,507,837.95","51,377,274.44","103,669,526.86","165,509,987.94","273,617,679.52","48,717,956.82","112,535,841.59","171,577,113.39","246,806,404.52","57,902,714.72","194,373,508.21","285,426,429.80","404,381,554.65","100,054,140.48","205,211,053.27","316,291,599.50","456,310,727.24","99,136,338.07","207,261,659.14","418,906,264.62","586,051,713.88","131,396,731.88"
减:营业外支出,"97,439.82","946,550.76","1,971,174.40","2,762,606.45","293,931.75","295,256.93","695,411.27","1,566,472.54","111,540.92","418,376.53","644,248.80","1,535,353.18","412,357.53","667,790.37","761,355.41","1,108,987.48","198,931.70","538,127.78","814,688.45","2,180,680.18","78,909.75","3,963,636.64","4,951,464.13","18,033,186.78","116,818.13","1,430,671.27","1,863,272.20","2,368,355.77","163,521.16","869,199.70","915,737.09","9,047,863.60","177,262.78","699,230.07","2,861,113.53","6,100,584.61","442,290.68","2,951,106.99","5,423,214.14","6,687,776.50","601,275.50","2,521,788.32","3,700,660.98","48,937,056.53","866,700.09","2,393,095.69","31,168,709.94","64,850,439.39","6,083,547.23"
管理费用,"17,154,984.37","37,059,359.74","56,800,366.19","82,379,958.40","26,894,891.49","53,498,287.22","85,268,535.36","115,550,784.50","23,305,897.20","45,935,914.58","69,111,243.21","106,245,657.76","30,271,585.39","55,877,036.81","88,856,650.22","151,258,908.28","32,110,415.95","63,690,458.57","117,837,905.21","169,522,396.58","49,333,371.01","89,242,747.92","134,781,940.00","211,370,294.12","46,240,270.22","87,630,940.16","130,491,316.85","201,311,527.85","48,408,093.14","95,220,422.69","152,577,920.72","225,481,646.02","44,368,129.34","92,973,544.16","147,445,574.77","234,307,748.06","46,798,588.36","685,379,969.98","1,024,116,680.73","1,600,651,873.22","367,201,613.78","786,014,767.39","1,180,796,439.80","1,702,981,875.07","342,218,706.30","745,097,219.41","1,103,905,105.08","1,556,926,506.56","246,777,858.27"
其中:非流动资产处置净损失,,"477,061.16",,"1,605,825.65","-105,034.50","14,288.80","28,491.66","252,738.69","-7,249.10",,,"621,678.45","4,900.00","290,497.02","290,497.02","330,653.30",,"4,122.70","4,122.70","45,214.52",,,,"12,260,941.65",,,,"127,025.84",,,,"7,185,304.55",,"121,969.19",,"520,210.94",,"1,328,472.41","1,328,472.41","2,736,833.40","173,534.28","731,773.55","3,554,599.90",,,,,,
