科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"314,332,867.92","375,736,598.38","642,905,197.19","197,926,213.10","405,251,634.42","615,969,057.78","852,689,751.43","200,215,890.48","417,488,433.95","579,317,774.60","762,885,286.01","162,898,682.30","418,202,928.74","663,125,054.67","851,303,405.23","197,081,729.28","481,905,104.28","704,106,841.73","893,567,414.63","210,499,305.07","483,526,586.73","684,085,399.94","893,304,907.65","179,447,757.29","530,441,611.95","789,842,678.66","1,169,245,177.52","241,676,616.01","639,380,968.51","957,383,020.53","1,439,039,317.44","269,524,169.23","765,303,827.22","1,140,578,377.64","1,532,884,430.19","298,908,044.86"
二、营业利润,"36,063,919.80","36,403,286.38","70,584,763.12","27,636,196.90","56,960,032.64","87,452,076.67","102,146,967.26","28,805,464.09","55,612,817.96","68,276,821.76","74,256,602.24","17,372,016.14","47,822,889.97","78,398,409.51","87,147,184.84","19,487,736.37","56,155,143.87","82,560,189.15","92,469,614.36","19,611,833.64","59,171,157.47","69,741,784.95","68,528,416.14","5,358,252.74","38,543,425.53","48,919,012.65","84,967,715.77","14,321,328.96","55,983,046.45","72,152,051.80","119,342,461.26","25,585,221.12","80,808,208.23","104,941,538.04","129,622,606.04","29,136,338.38"
减:营业成本,"220,291,444.77","281,493,250.66","480,200,815.51","144,829,823.15","296,303,745.07","452,948,655.00","639,192,658.61","150,353,231.59","313,445,143.89","433,380,808.79","575,345,624.08","121,627,640.08","311,760,940.01","498,585,574.80","638,941,180.58","147,563,100.58","352,386,253.11","506,738,957.46","646,462,571.39","157,566,074.96","354,255,749.15","508,559,745.66","661,851,375.34","141,223,715.59","399,872,336.30","594,383,778.16","867,425,034.16","184,923,863.35","476,962,114.45","708,365,720.32","1,056,901,495.65","198,745,982.48","564,740,668.85","827,624,194.14","1,103,892,664.56","219,456,835.41"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,155,394.66","888,144.67","1,721,665.86","688,348.62","1,517,234.55","1,517,435.32","1,627,951.01","1,056,082.29","2,366,772.47","3,229,955.41","3,451,114.60","928,798.72","2,253,389.19","3,595,602.47","4,023,064.70","2,127,689.33","3,821,584.81","4,401,414.65","6,197,074.87","2,111,804.10","3,846,691.24","4,956,284.40","5,818,988.80","1,868,926.26","3,259,206.52","5,609,521.29","10,617,859.08","2,108,682.56","5,243,561.15","7,260,479.37","11,014,604.34","1,857,686.30","5,699,603.27","9,121,067.61","12,371,819.49","4,868,051.17"
营业外收入,"7,124,430.89","10,559,136.03","18,301,332.66","276,018.69","6,065,537.39","6,421,783.01","11,070,701.69","189,818.69","7,669,837.39","16,049,895.88","18,696,154.56","111,018.69","7,953,373.44","8,341,257.52","8,662,276.20","2,204,518.69","6,916,123.88","8,334,470.93","13,221,445.67","1,889,199.20","30,008,895.02","32,525,093.46","56,661,390.64","15,147,179.36","24,678,793.34","26,664,321.72","64,325,867.70","6,486,709.81","6,676,624.50","8,333,937.96","64,800.00",,"300,000.00","440,001.67","441,701.87",0.12
销售费用,"20,213,173.60","21,886,303.13","30,769,583.07","8,649,014.91","17,271,183.54","27,693,652.19","42,886,123.74","8,204,453.79","19,547,040.01","30,190,588.12","43,014,377.91","7,948,507.02","20,264,863.45","31,955,235.21","49,488,865.12","12,614,964.78","25,384,726.32","38,907,483.37","57,411,667.48","10,762,670.19","26,416,312.80","41,258,978.13","66,596,695.96","12,850,071.74","37,228,311.67","61,302,440.69","93,963,802.20","17,215,542.80","38,104,140.83","68,752,688.60","101,083,699.43","20,347,235.63","49,242,240.83","87,311,416.58","119,870,205.47","24,569,362.40"
减:营业外支出,"1,271,920.33","1,427,632.36","2,143,896.63","371,910.48","896,028.10","1,513,122.11","2,826,387.72","283,943.31","773,773.69","977,619.69","1,583,753.69","53,000.00","128,800.16","821,949.54","1,323,813.84","150,000.00","350,064.63","1,404,464.93","7,744,781.94","1,007,515.56","28,005,696.96","29,074,090.06","40,509,738.51","1,152,196.86","9,361,781.47","10,021,836.03","13,536,669.63","60,173.30","2,156,745.20","2,409,703.17","542,844.59","3,000.00","35,329.58","535,416.22","313,581.28",515.53
管理费用,"32,850,533.96","34,153,855.83","52,238,294.37","14,249,785.14","30,656,064.45","43,232,157.32","65,024,458.26","13,167,482.16","27,930,566.68","46,546,461.15","68,853,481.93","15,857,447.26","34,758,829.40","50,644,904.57","77,295,630.92","17,322,692.02","45,034,822.32","71,180,425.71","90,885,886.91","17,793,981.93","36,953,368.07","63,614,259.50","98,870,575.55","17,627,335.55","48,269,797.57","73,950,479.67","115,444,021.26","22,642,153.83","60,212,024.35","102,656,605.06","135,790,864.31","25,392,225.98","69,210,722.41","50,013,509.06","64,120,758.78","15,343,707.95"
其中:非流动资产处置净损失,"3,750.00",,,,,,,,"96,042.82",,"96,042.82",,,,"117,170.15",,,,"1,082,686.77",,,,"761,335.61",,"85,136.17",,"99,828.42",,"170,298.96",,,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"3,235,857.02","3,223,594.67","4,696,492.52","1,661,648.02","431,763.26","43,429.29","-3,000,145.99","-1,505,129.68","-2,841,743.05","-4,559,998.20","-6,375,147.02","-908,095.40","-781,216.15","-3,856,766.24","-7,673,589.92","-2,811,653.37","-5,079,448.20","-5,056,825.45","-12,925,296.06","430,714.92","-2,975,382.21","-7,860,493.37","-13,504,572.09","-1,123,660.02","-4,118,805.01","-5,072,361.97","-9,983,460.38","-654,212.78","-964,918.25","69,761.49","-494,006.35","3,198,816.18","-2,339,062.34","-7,768,438.01","-6,396,941.24","-11,587.69"
三、利润总额,"41,916,430.36","45,534,790.05","86,742,199.15","27,540,305.11","62,129,541.93","92,360,737.57","110,391,281.23","28,711,339.47","62,508,881.66","83,349,097.95","91,369,003.11","17,430,034.83","55,647,463.25","85,917,717.49","94,485,647.20","21,542,255.06","62,721,203.12","89,490,195.15","97,946,278.09","20,493,517.28","61,174,355.53","73,192,788.35","84,680,068.27","19,353,235.24","53,860,437.40","65,561,498.34","135,756,913.84","20,747,865.47","60,502,925.75","78,076,286.59","118,864,416.67","25,582,221.12","81,072,878.65","104,846,123.49","129,750,726.63","29,135,822.97"
资产减值损失,"948,772.89","-2,573,047.74","3,657,073.39","235,445.68","2,107,594.90","3,085,668.00","4,798,056.20","-153,864.09","794,255.57","1,203,973.00","3,114,625.51","29,002.52","2,148,412.92","3,918,987.43","3,955,295.86","777,199.57","4,202,022.05","5,375,196.84","13,065,895.68","2,222,225.33","5,858,690.21","3,814,840.67","5,143,427.95","1,643,115.43","7,667,818.82","11,430,537.07","8,521,756.25","1,409,958.66","8,506,699.49","10,651,884.29","40,130,640.64","977,899.83","16,480,039.59","23,023,052.72","44,015,895.30","2,473,993.77"
减:所得税,"5,079,833.93","6,043,382.49","11,136,558.77","4,357,767.00","10,066,026.51","14,446,306.99","15,290,541.55","4,375,411.17","9,501,564.28","12,684,969.55","12,721,018.19","2,692,700.09","8,427,234.90","12,974,420.98","12,633,961.69","3,491,763.45","9,685,802.60","13,837,697.69","13,985,141.11","3,418,123.49","9,611,936.03","11,426,136.23","11,846,730.95","3,195,404.90","8,413,647.95","10,605,606.11","19,739,446.09","3,341,927.56","10,595,212.67","13,641,756.70","20,107,569.15","4,303,818.22","12,862,762.84","17,297,907.95","14,635,110.39","4,625,655.36"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"426,228.78","-261,210.78","963,490.65","24,049.32","-4,016.01","4,016.01","-13,682.34","-288,170.33","-633,580.42","-1,049,164.57","-1,224,606.76","-43,365.96","25,180.05","116,893.08","1,874,226.87",,,,,,,,,,"280,479.45","680,728.90","1,711,550.82","290,701.37","2,255,194.52","9,900,400.00","9,880,690.64","-52,169.58","-203,139.22","883,111.04","6,267,421.07","-166,804.05"
四、净利润,"36,836,596.43","39,491,407.56","75,605,640.38","23,182,538.11","52,063,515.42","77,914,430.58","95,100,739.68","24,335,928.30","53,007,317.38","70,664,128.40","78,647,984.92","14,737,334.74","47,220,228.35","72,943,296.51","81,851,685.51","18,050,491.61","53,035,400.52","75,652,497.46","83,961,136.98","17,075,393.79","51,562,419.50","61,766,652.12","72,833,337.32","16,157,830.34","45,446,789.45","54,955,892.23","116,017,467.75","17,405,937.91","49,907,713.08","64,434,529.89","98,756,847.52","21,278,402.90","68,210,115.81","87,548,215.54","115,115,616.24","24,510,167.61"
其中:对联营企业和合营企业的投资权益,"426,228.78","-261,210.78","963,490.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-228,158.35",,,,"-153,587.50",
