科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"500,003,360.84","476,521,370.19","373,504,544.49","472,877,145.75","421,637,216.09","477,454,288.08","709,529,549.49","582,709,391.98","812,490,878.55","673,894,128.93","1,531,543,392.47","1,750,913,006.20","1,378,188,246.10","1,060,188,016.79","1,098,642,100.71","558,493,758.44","932,413,570.33","637,599,090.98","831,319,589.96","1,926,753,765.81","1,686,387,670.27","1,058,124,465.70","911,323,386.63","473,883,864.73","866,512,970.58","758,228,264.87","820,407,858.62","685,173,849.64","1,038,924,004.11","640,513,558.70","620,105,599.06","1,111,312,229.52","1,605,688,446.82","1,064,351,458.17","1,852,578,830.19","2,932,657,371.40","2,731,497,874.32","3,263,912,335.79","7,856,900,572.68","4,139,255,136.27","3,197,869,273.70","2,935,091,376.00","2,452,638,526.73","1,196,486,023.93"
短期借款,"1,217,100,000.00","1,413,100,000.00","1,245,100,000.00","1,523,100,000.00","1,408,100,000.00","1,341,000,000.00","1,206,000,000.00","1,324,000,000.00","1,291,000,000.00","1,141,100,000.00","1,105,900,000.00","1,140,900,000.00","1,248,900,000.00","1,588,900,000.00","1,531,100,000.00","1,550,832,964.00","1,306,940,000.00","1,193,816,100.00","346,816,100.00","937,541,225.00","1,518,000,000.00","1,503,000,000.00","1,474,992,500.00","1,351,137,500.00","1,507,000,000.00","1,386,980,000.00","2,096,100,000.00","1,879,100,000.00","2,362,810,000.00","2,323,120,000.00","2,546,500,000.00","3,176,500,000.00","3,929,802,200.00","5,023,772,200.00","6,041,160,000.00","8,068,119,620.00","8,285,870,000.00","7,144,200,000.00","5,190,466,156.62","4,526,400,000.00","3,996,147,927.93","3,769,390,000.00","4,691,050,000.00","4,994,350,000.00"
交易性金融资产,"50,000.00","50,000.00","196,410.00","196,410.00","168,965.00","168,965.00","156,355.00","156,355.00","174,030.00","172,815.00","180,655.00","178,869.00","169,210.00","176,855.00","180,040.00","1,980,040.00","1,800,000.00","1,800,000.00",,,,,,,,,,,,,,,,,,,,,"132,236,880.37","132,236,880.37",,,"274,055,799.25","274,055,799.25"
交易性金融负债,,,,,,,"31,899,333.62","25,837,916.65","8,905,457.34","10,441,249.13","5,052,868.00","3,276,624.00","8,316,672.62","26,804,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"26,168,212.72","18,100,000.00","33,447,635.00","40,571,235.12","11,564,804.87","3,600,000.00","10,300,000.00","3,700,000.00","1,950,000.00","50,000.00","5,470,000.00","800,000.00","7,307,000.00","16,600,000.00","20,600,000.00","20,650,000.00","705,000.00","14,350,000.00","10,350,000.00","37,350,000.00","34,640,000.00","13,000,000.00","9,250,000.00","12,300,000.00","16,950,000.00","5,600,000.00","8,171,400.00","30,063,998.02","64,433,782.02","20,601,945.31","43,514,522.10","17,100,000.00","14,373,750.00","11,052,778.07","14,000,000.00","9,146,391.29","16,618,538.73","12,621,657.24","18,980,400.00","9,513,847.00","20,687,669.00","3,516,000.00","12,600,000.00","8,081,233.59"
应付票据,"331,721,813.64","362,455,433.90","292,525,838.96","129,614,592.86","223,224,542.10","310,358,810.54","351,848,929.95","309,309,662.87","397,286,723.50","358,183,322.11","282,872,280.95","512,663,964.45","422,186,210.43","83,787,000.56","125,225,108.56","236,467,159.83","381,509,683.56","542,386,866.59","729,750,622.49","699,151,182.08","536,170,675.87","475,669,027.83","414,638,230.89","595,234,035.14","787,268,227.70","539,879,530.39","153,292,068.90","305,619,665.53","367,030,030.63","245,529,636.90","163,086,556.90","137,331,540.00","1,184,661,000.00","1,169,769,063.17","221,959,620.00","336,650,000.00","376,150,000.00","255,150,000.00","396,000,000.00","235,150,310.21","390,160,020.00","516,029,637.72","230,012,140.50","229,551,861.87"
应收账款,"366,144,829.40","351,919,945.36","294,710,804.00","414,764,378.03","527,916,198.47","422,072,431.46","357,588,848.61","378,730,519.22","516,369,960.07","536,535,400.74","805,711,244.35","932,426,090.88","1,043,280,879.51","1,061,853,245.85","1,428,883,399.06","1,680,450,978.47","1,759,101,442.51","1,347,036,452.43","1,037,303,200.94","1,000,377,304.59","1,425,285,583.55","1,462,128,549.97","1,649,460,664.77","1,842,625,555.87","1,440,470,469.76","1,644,191,435.10","1,566,086,426.74","1,749,137,462.05","1,843,368,548.02","2,044,804,185.80","1,863,534,493.81","1,669,709,141.33","1,913,926,611.73","1,914,344,130.61","1,699,946,748.60","1,605,200,710.18","1,846,925,371.00","2,333,768,046.57","1,872,835,177.98","2,143,026,178.14","2,273,356,268.33","3,014,962,409.80","2,723,095,266.87","2,677,667,985.46"
应付账款,"307,760,648.08","421,690,106.48","316,313,201.71","349,836,323.83","402,467,919.50","410,743,382.45","568,430,732.51","508,444,651.74","556,525,760.18","493,826,382.69","746,170,341.55","645,511,118.66","533,651,448.68","518,820,116.62","728,003,842.84","875,388,958.60","770,530,889.73","519,255,193.01","447,513,110.15","556,867,571.74","719,677,612.78","700,260,462.83","1,068,621,493.60","1,095,260,886.63","1,017,831,637.53","1,230,827,777.38","1,491,933,006.32","1,418,169,251.87","1,620,557,360.14","1,647,469,171.66","1,435,396,142.12","1,379,296,207.41","2,800,410,458.22","1,956,691,401.43","2,010,525,886.50","1,583,650,127.81","1,347,548,701.87","1,475,599,907.79","1,917,694,948.47","1,749,276,698.11","1,280,380,782.67","1,168,038,285.15","2,194,641,465.05","2,121,737,420.05"
预付款项,"163,911,543.22","277,482,782.88","210,690,771.28","183,129,829.57","220,340,245.29","266,615,651.53","209,618,812.18","334,270,001.59","173,673,290.13","183,265,445.05","210,027,291.88","268,870,781.94","182,948,402.68","482,705,894.20","335,598,636.27","729,554,633.36","402,756,010.16","690,911,291.26","346,755,014.42","578,411,977.88","540,022,127.43","879,357,352.41","383,255,852.86","476,681,571.59","353,919,145.76","485,423,951.01","388,565,949.96","460,022,371.80","400,518,935.85","1,033,393,140.08","584,543,230.23","839,618,779.75","691,503,074.61","587,535,774.66","643,882,216.76","747,999,710.23","727,974,619.00","932,551,400.73","1,207,309,987.92","1,852,169,499.68","1,477,583,858.33","1,532,153,014.89","1,013,489,657.65","1,068,094,694.41"
预收款项,"58,242,416.54","109,580,068.33","82,068,729.28","99,545,903.29","70,974,021.56","52,408,221.05","62,882,820.08","21,825,111.76","177,390,022.87","325,397,481.03","467,105,893.95","514,260,627.33","311,947,163.25","415,891,690.97","576,395,045.56","34,825,113.66","12,260,353.02","11,062,608.02","7,405,965.81","8,065,131.83","8,724,685.53","10,343,066.46","9,501,025.80","10,234,306.28","6,459,114.17","6,683,979.05","8,301,498.43","8,741,015.93","3,864,418.56","45,529,046.53","3,608,173.13","1,086,659.30","2,033,039.61","1,217,833.05","31,104,453.60","10,084,962.80","39,335,413.82","318,909.97","4,629,587.60","3,028,150.23","16,229,836.53","8,912,337.95","4,098,318.09","916,666.63"
