科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"661,326,764.39","704,969,255.41","1,311,293,590.69","734,527,720.15","991,560,581.17","1,475,545,209.08","180,030,716.53","667,658,237.03","1,105,849,723.25","1,975,875,849.19","319,782,938.08","1,069,397,545.84","1,811,448,941.10","2,803,661,999.13","441,074,215.55","1,177,515,536.62","1,788,714,386.20","2,808,730,186.70","520,229,862.03","1,440,074,520.48","2,173,099,996.75","3,476,985,061.93","553,275,145.01","1,334,447,548.78","2,018,614,496.30","3,341,304,726.72","786,335,439.13","1,991,358,068.77","3,017,497,965.36","4,435,636,178.05","814,123,659.46","1,927,430,581.75","3,135,895,398.36"
取得子公司及其他营业单位支付的现金净额,,"44,288,000.00",,,,,,,,"8,407,900.79",,,,,,,,,,,,,,,,,"67,680,000.80","67,680,000.80","67,680,000.80",,,"112,904,998.00","112,904,998.00"
收到的税费返还,"12,353,220.91","245,529.04","199,104.76","126,354.16","477,938.77","477,938.77",,"115,819.70","115,819.70","115,819.70","242,579.82","332,817.64","324,453.81","1,320,224.30",,"13,500.00","82,700.00",,"1,994,743.90","2,041,779.07","2,041,779.07","2,023,003.95","565,210.79","565,210.79","565,210.79","565,210.79",,"136,608.15","214,245.33","350,730.81",,"327,832.36","633,791.33"
支付其他与投资活动有关的现金,,,,,,,,,"3,215,650.00",,,,,,,,,,,,,"100,000,000.00","7,000,000.00","22,000,000.00","22,002,725.00","7,000,000.00","83,700.00","83,700.00","27,083,730.00","6,999,550.00",,"90,000,000.00","80,000,000.00"
收到其他与经营活动有关的现金,"5,418,682.56","2,449,303.19","1,215,426.52","1,654,865.73","10,239,163.01","8,202,397.13","3,061,749.09","8,242,271.97","17,230,449.78","26,407,434.39","7,544,861.11","9,263,949.95","29,392,075.00","13,008,412.05","4,738,995.40","8,489,490.96","10,221,295.56","14,631,827.27","11,678,304.77","31,513,694.25","65,538,295.97","61,009,714.29","165,971,516.53","233,647,380.38","386,454,853.84","38,180,109.01","142,296,992.16","175,260,000.97","343,610,759.82","25,234,435.76","138,108,164.27","47,943,966.93","117,766,786.19"
投资活动现金流出小计,"133,594,132.92","113,646,745.45","221,922,669.38","34,082,886.40","54,040,410.95","118,353,205.14","37,477,276.69","90,493,096.96","155,649,555.85","232,028,361.42","102,798,633.06","214,713,355.20","345,282,864.45","516,606,852.51","98,169,308.25","165,664,779.88","252,153,983.96","331,157,568.34","54,344,022.21","187,066,912.31","283,445,054.48","561,421,747.67","135,058,856.43","242,438,022.38","390,102,432.37","498,498,377.34","485,364,496.94","681,892,410.03","741,793,544.16","1,056,665,912.60","101,341,607.27","831,117,597.25","1,108,494,550.68"
经营活动现金流入小计,"679,098,667.86","707,664,087.64","1,312,708,121.97","736,308,940.04","1,002,277,682.95","1,484,225,544.98","183,092,465.62","676,016,328.70","1,123,195,992.73","2,002,399,103.28","327,570,379.01","1,078,994,313.43","1,841,165,469.91","2,817,990,635.48","445,813,210.95","1,186,018,527.58","1,799,018,381.76","2,823,362,013.97","533,902,910.70","1,473,629,993.80","2,240,680,071.79","3,540,017,780.17","719,811,872.33","1,568,660,139.95","2,405,634,560.93","3,380,050,046.52","928,632,431.29","2,166,754,677.89","3,361,322,970.51","4,461,221,344.62","952,231,823.73","1,975,702,381.04","3,254,295,975.88"
投资活动产生的现金流量净额,"-133,594,132.92","-100,457,288.69","-206,597,939.96","-33,728,156.98","-53,643,681.53","-117,956,475.72","-37,231,087.66","-90,036,907.93","-155,193,366.82","-231,066,628.75","-102,763,633.06","-213,558,365.20","-344,127,874.45","-486,622,793.99","-94,554,366.53","-161,325,712.16","-247,808,835.70","-327,594,216.53","-53,517,603.48","-186,385,043.56","-280,619,093.00","-534,336,442.91","-123,949,967.54","-107,430,137.61","-354,865,658.71","-362,472,025.93","-466,083,347.52","-660,933,260.61","-720,743,394.74","-989,786,813.96","-100,533,708.55","-726,517,407.12","-960,029,185.39"
购买商品、接受劳务支付的现金,"499,394,017.24","673,818,346.67","1,103,389,194.97","644,337,754.09","898,771,189.72","1,225,783,724.29","338,352,371.21","815,316,353.73","1,134,750,207.75","1,662,471,484.01","520,335,938.18","1,139,196,136.62","2,015,147,130.90","2,783,143,435.18","565,695,081.24","1,148,374,789.43","1,935,210,978.59","2,546,790,901.07","578,909,559.03","1,058,925,028.64","1,608,318,428.92","2,446,278,406.57","640,830,945.84","1,130,890,654.47","1,615,566,180.21","2,262,510,975.00","601,568,481.68","1,398,004,552.53","2,029,320,920.75","2,868,750,124.77","733,283,398.76","1,536,218,480.53","2,444,948,507.52"
吸收投资收到的现金,"213,076,728.00","5,600,000.00","1,296,500.00",,,"906,550,000.00",,,"4,900,000.00","4,900,000.00",,,,,,,"44,803,500.00","44,803,500.00",,,,,,,,,,,,"3,430,000.00","439,378,586.35","444,809,986.36","444,809,986.36"
