科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"56,962,704.36","42,774,972.26","96,247,337.04","136,514,158.26","155,903,924.72","384,154,543.63","313,634,774.60","260,030,651.68","203,761,616.79","182,272,799.35","184,415,312.46","167,185,559.30","140,502,507.71","140,763,563.08","75,180,812.48"
短期借款,"18,897,500.00",,,,,,,,,,,,,"18,000,000.00",
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"2,190,000.00","720,000.00","750,000.00","896,000.00","1,380,712.07","1,678,210.37","297,550.33","1,257,190.52","800,000.00","2,519,582.00","1,830,000.00","3,150,000.00",,"1,577,570.98","442,000.00"
应付票据,"45,842,842.29","68,482,044.31","70,713,972.35","58,157,815.96","67,780,101.46","75,940,230.39","81,794,286.82","96,577,330.24","100,519,651.51","111,171,791.81","104,777,799.71","144,364,020.21",,"121,087,078.74",
应收账款,"31,292,107.91","35,604,411.31","49,572,064.65","46,107,247.51","52,238,722.62","51,836,764.35","50,947,427.49","51,276,303.14","54,304,808.75","62,674,565.01","57,595,938.15","81,450,108.90",,"72,086,498.90","77,179,522.86"
应付账款,"32,689,495.08","32,978,379.59","30,266,646.32","42,646,615.40","41,402,230.73","51,085,886.37","45,395,247.63","49,262,175.42","45,340,641.25","39,634,135.82","46,515,490.89","35,399,291.22",,"41,493,564.02",
预付款项,"2,630,171.68","2,885,432.58","4,850,406.17","5,726,092.34","6,413,440.40","6,592,209.45","14,512,507.29","13,842,486.31","15,404,160.57","5,701,011.41","22,810,635.06","17,507,165.36","28,178,824.01","12,795,459.34","21,405,784.18"
预收款项,"6,593,749.37","8,458,349.39","7,123,293.35","5,952,449.38","8,565,735.62","7,136,663.53","6,558,715.90","5,116,787.51","7,369,339.86","7,523,013.67","8,711,703.04","10,252,974.10","11,543,461.17","11,830,251.17","12,400,619.94"
其他应收款,"7,457,487.81","5,975,589.92","3,335,873.97","2,810,283.58","1,828,154.06","1,761,748.79","4,085,074.91","1,930,728.41","4,575,246.17","5,997,943.27","2,013,358.72","1,790,676.72","3,915,472.15","6,140,255.87","977,770.29"
应付职工薪酬,"3,454,406.53","4,493,388.86","5,584,376.34","6,490,974.55","6,715,322.74","8,128,470.20","5,651,182.35","6,924,090.90","7,846,682.93","11,748,870.51","10,598,365.73","9,682,289.53","10,912,894.89","14,267,578.76","14,422,221.94"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"167,382.42","2,905,736.64","2,956,280.17","3,693,587.81","2,380,785.43","3,966,667.75","3,890,125.92","4,360,783.94","778,370.84","2,560,369.56","925,197.58","4,467,753.63","4,060,125.99","1,443,986.68","1,904,820.88"
应收利息,,,,,,,,,,,,,,,
应付利息,"7,132.71",,,,,,,,,,,,,"9,867.95",
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"49,064,127.91","57,978,155.71","45,033,984.54","49,666,029.97","53,695,801.96","52,637,091.97","64,001,393.49","70,424,060.62","68,528,085.98","71,127,607.99","86,193,774.56","92,770,158.35","90,228,623.10","72,310,762.73","102,216,582.15"
其他应付款,"429,337.37","952,178.00","1,615,669.99","1,442,442.17","1,564,411.17","1,426,258.78","3,623,800.53","1,124,806.82","2,893,336.34","9,228,432.68","12,179,233.11","8,574,706.07","8,983,755.79","11,969,979.01","12,814,561.70"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
