科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"3,591,193.05","6,595,650.50","14,155,710.11","4,018,419.07","9,490,078.89","15,868,752.48","20,576,061.39","6,226,688.75","12,417,692.31","20,619,311.09","31,335,872.44","11,229,595.54","24,044,787.88","35,237,104.91","52,447,328.70","11,653,084.07","24,554,005.29","38,282,502.84","48,176,400.63","12,034,405.73","25,826,478.14","41,053,581.25","56,696,858.27","15,157,897.61","28,885,428.35","43,187,496.87","61,270,478.82","14,368,868.09","26,215,041.45","37,932,822.44","55,728,064.59","14,368,375.39","26,563,664.34","37,892,579.19","54,550,244.62","12,454,628.25","23,451,373.44","35,314,775.14","53,655,121.79","17,260,271.08","33,464,636.46","52,815,581.09","79,042,952.79","22,446,680.39"
取得借款收到的现金,"29,424,972.18","32,511,927.04","22,623,572.04","18,378,708.83","30,375,674.43","67,255,674.43","86,325,674.43","23,840,000.00","136,957,000.00","203,870,037.50","339,323,842.26","158,734,210.00","268,257,892.72","306,468,832.50","465,406,856.52","47,600,000.00","149,300,000.00","239,055,740.00","322,597,928.88","20,000,000.00","42,092,265.00","106,505,305.00","140,237,637.00","50,820,000.00","120,220,000.00","189,920,000.00","257,920,000.00","32,320,000.00","91,710,000.00","109,680,000.00","157,430,000.00","82,540,000.00","119,080,000.00","148,188,404.16","160,128,404.16","82,900,000.00","113,360,000.00","127,410,000.00","162,360,000.00",,,"30,000,000.00","30,000,000.00","10,000,000.00"
支付的各项税费,"4,703,946.67","16,246,856.85","23,968,131.44","6,583,349.63","12,848,258.03","20,588,604.22","30,805,979.46","4,324,097.89","9,122,103.20","21,581,452.90","24,448,924.86","16,678,919.83","31,165,813.63","41,067,520.31","45,309,659.02","8,726,265.13","13,761,811.82","21,681,610.80","29,533,701.63","5,260,557.74","13,445,325.75","19,929,019.19","25,748,297.72","6,707,991.15","17,835,190.26","24,892,439.69","30,870,522.93","7,095,814.13","12,780,431.69","18,389,758.71","23,329,110.26","4,760,634.62","10,856,353.07","16,833,890.38","23,486,447.41","8,336,134.51","17,195,276.92","23,919,871.65","34,940,122.01","10,825,153.86","20,154,746.88","27,368,590.21","35,454,161.48","13,019,187.20"
收到其他与筹资活动有关的现金,,,"371,073.78","19,505,777.59","19,505,777.59","19,505,777.59","19,505,777.59","4,323,232.32","4,323,232.32","4,323,232.32","4,323,232.32","8,500,000.00","50,000.00","3,450,000.00",,,"11,619,858.98","11,619,858.98",,"23,320,193.18","23,320,193.18","23,320,193.18","11,869,404.30","6,128,227.58","6,450,788.88","6,450,788.88",,"20,247,768.87","20,247,768.87","20,247,768.87",,"17,451,033.96","17,451,033.96","16,332,837.55",,"14,822,604.10","14,822,604.10","14,822,604.10",,"12,663,774.83","12,663,774.83","20,388,268.70",,
支付其他与经营活动有关的现金,"10,918,330.61","23,052,477.03","38,564,287.81","11,392,247.73","22,562,152.46","30,199,245.83","27,994,192.14","18,900,637.88","31,819,534.46","41,428,421.49","34,894,157.94","10,485,510.48","53,376,523.66","75,228,780.23","75,648,312.68","20,658,493.62","31,852,440.08","39,577,522.91","65,083,452.51","62,387,784.82","25,144,942.84","41,230,309.31","44,673,854.54","30,342,471.33","28,310,705.92","30,115,396.46","42,810,155.19","28,569,292.30","29,051,408.86","24,853,632.41","59,658,169.65","24,585,326.84","21,406,780.87","23,689,994.28","30,784,616.97","13,501,450.32","33,230,405.16","43,619,000.42","29,991,379.42","17,411,824.63","32,119,189.12","48,684,957.16","78,495,275.40","36,000,498.42"
筹资活动现金流入小计,"29,424,972.18","40,011,927.04","30,494,645.82","37,884,486.42","307,656,702.02","344,536,702.02","366,057,702.02","28,163,232.32","141,280,232.32","208,193,269.82","343,717,969.58","167,234,210.00","268,307,892.72","309,918,832.50","465,406,856.52","47,600,000.00","160,919,858.98","250,675,598.98","322,597,928.88","43,320,193.18","65,412,458.18","129,825,498.18","152,107,041.30","56,948,227.58","126,670,788.88","196,370,788.88","257,920,000.00","52,567,768.87","111,957,768.87","129,927,768.87","157,430,000.00","99,991,033.96","136,531,033.96","164,521,241.71","160,128,404.16","97,722,604.10","128,182,604.10","142,232,604.10","1,135,804,204.01","12,663,774.83","12,663,774.83","67,636,268.70","47,021,584.91","10,000,000.00"
经营活动现金流出小计,"107,632,816.72","166,999,126.36","434,857,311.73","94,901,994.98","297,912,006.38","451,146,770.11","539,486,838.13","201,176,516.85","337,584,472.17","537,699,348.23","641,913,522.80","253,611,873.89","378,083,368.83","542,196,503.70","747,669,053.27","177,359,237.42","341,913,773.27","557,914,404.12","691,455,034.27","235,953,704.71","305,708,348.89","467,564,789.92","523,334,729.66","197,425,605.45","261,311,569.41","402,731,006.02","504,751,810.27","151,444,809.45","267,919,852.73","361,196,871.55","590,484,974.16","135,255,173.37","255,827,769.96","316,079,368.64","440,822,589.09","99,585,934.37","193,322,805.54","350,316,694.08","441,467,765.12","171,722,844.60","365,233,349.71","571,361,418.36","808,699,316.98","234,466,426.13"
偿还债务支付的现金,"14,296,716.21","27,267,229.12","15,233,572.93","14,902,312.85","29,645,782.52","47,745,643.19","76,060,278.68","23,560,000.00","46,970,000.00","139,000,174.50","194,097,958.92","54,033,460.51","227,337,820.00","309,817,616.75","446,927,046.40","57,000,000.00","146,782,028.01","248,779,272.91","363,188,577.94","76,512,659.49","151,570,011.26","219,208,268.57","259,287,986.36","34,190,435.33","51,246,465.92","150,128,806.23","197,520,419.92","42,945,833.34","94,211,666.68","158,147,500.02","219,463,333.36","27,962,180.56","65,864,252.71","113,667,905.49","153,534,722.16","87,000,000.00","105,872,536.10","120,212,536.10","204,288,404.16","35,460,000.00","35,460,000.00","45,460,000.00","60,460,000.00",
经营活动产生的现金流量净额,"-4,509,969.81","25,567,791.73","46,310,773.16","13,992,293.12","-36,419,101.14","-49,124,109.81","622,968.46","-81,027,968.10","-43,208,462.68","-62,040,219.62","-58,117,860.78","-90,514,852.20","-72,604,277.70","-57,931,721.35","41,067,451.85","-32,894,016.91","-8,326,248.49","16,491,481.71","82,019,642.13","-21,530,557.23","19,363,661.91","10,869,061.32","106,766,229.33","-41,147,972.89","11,799,746.15","40,197,679.43","51,248,081.73","-47,874,117.98","-17,542,895.67","15,040,064.59","46,194,316.02","-21,405,444.85","-5,729,293.58","29,034,933.59","115,283,729.87","-28,167,857.70","-24,911,253.40","-21,340,739.50","74,531,562.84","-70,113,973.33","-83,053,459.05","-83,289,606.68","-22,309,892.36","-56,786,131.00"
分配股利、利润或偿还利息支付的现金,"545,583.96","1,215,119.71","5,046,292.79","1,388,075.89","2,968,246.19","4,123,922.29","5,914,432.45","597,412.41","13,694,993.83","15,078,029.18","15,365,284.83","2,714,756.65","6,122,383.41","9,463,132.70","13,369,915.96","4,270,754.27","6,551,128.94","10,211,473.23","16,650,213.48","4,113,721.13","7,485,645.12","8,308,230.62","9,313,906.64","1,464,344.46","52,226,498.06","56,455,971.47","57,790,404.21","2,284,841.82","4,861,773.19","6,768,655.63","8,969,802.25","1,546,497.84","5,310,852.62","21,732,150.23","8,328,516.55","1,223,107.62","2,505,912.13","4,102,552.84","5,838,034.34","342,053.79","619,626.29","911,559.61","1,395,368.03","361,515.56"
收回投资收到的现金,,,"22,848,878.00",,,,,,,,,,,,,,,,,"33,608,058.00","34,775,000.00","46,705,000.00","39,775,000.00",,,,,,"8,018,497.64","8,018,497.64","1,850,000.00",,"1,230,000.00","6,230,000.00","1,428,750.00","1,000,000.00","5,000,000.00","7,000,000.00","9,550,743.07","1,530,880.31","3,126,285.19","6,126,285.19","1,660,531,200.00","790,000.00"
支付其他与筹资活动有关的现金,,"57,500.00","19,505,777.59",,"7,338,305.55","7,338,305.55","10,203,561.09",,,,"8,558,410.00",,,,"20,477.52",,"2,170,000.00","58,139.90","11,700,334.20",,"23,651,652.58","4,762,097.20",,,"19,445,854.54","19,445,854.54","6,296,979.99","18,418,901.15","24,201,373.17","20,798,389.43",,"21,503,382.87","15,222,711.46","20,979,499.60",,"17,329,301.77","8,475,157.28","5,047,805.44","20,000,000.00","11,848,489.01","14,030,883.77","7,508,943.45",,
取得投资收益收到的现金,,,"83,438.23",,,,,,,,,,30.00,30.00,,,25.84,26.55,,,,,,,,,,,,,,,,,,,,"550,000.00","550,000.00",,,,"23,610,584.62",
筹资活动现金流出小计,"14,842,300.17","28,539,848.83","39,785,643.31","16,290,388.74","39,952,334.26","59,207,871.03","92,178,272.22","24,157,412.41","60,664,993.83","154,078,203.68","218,021,653.75","56,748,217.16","233,460,203.41","319,280,749.45","460,317,439.88","61,270,754.27","155,503,156.95","259,048,886.04","391,539,125.62","80,626,380.62","182,707,308.96","232,278,596.39","268,601,893.00","35,654,779.79","122,918,818.52","226,030,632.24","261,607,804.12","63,649,576.31","123,274,813.04","185,714,545.08","228,433,135.61","51,012,061.27","86,397,816.79","156,379,555.32","161,863,238.71","105,552,409.39","116,853,605.51","129,362,894.38","230,126,438.50","47,650,542.80","50,110,510.06","53,880,503.06","61,855,368.03","361,515.56"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"14,000.00","725,500.00",,,,"21,500.00",,,,"67,402.74",,"18,262.07","18,262.07","2,051,317.06","1,830,000.00","1,850,846.25","492,607.04","538,508.19","194,386.43","231,805.23","648,776.47","4,230,038.80","4,000.00","4,000.00","4,000.00","5,500.00",,"69,182.90","52,562.90","1,457,661.47","12,000.00","442,350.43","630,192.73","7,291,092.13","156,512.50","837,512.50","851,715.00","1,327,379.78","5,128.21","37,128.21","34,630.21","18,480,454.67",
筹资活动产生的现金流量净额,"14,582,672.01","11,472,078.21","-9,290,997.49","21,594,097.68","267,704,367.76","285,328,830.99","273,879,429.80","4,005,819.91","80,615,238.49","54,115,066.14","125,696,315.83","110,485,992.84","34,847,689.31","-9,361,916.95","5,089,416.64","-13,670,754.27","5,416,702.03","-8,373,287.06","-68,941,196.74","-37,306,187.44","-117,294,850.78","-102,453,098.21","-116,494,851.70","21,293,447.79","3,751,970.36","-29,659,843.36","-3,687,804.12","-11,081,807.44","-11,317,044.17","-55,786,776.21","-71,003,135.61","48,978,972.69","50,133,217.17","8,141,686.39","-1,734,834.55","-7,829,805.29","11,328,998.59","12,869,709.72","905,677,765.51","-34,986,767.97","-37,446,735.23","13,755,765.64","-14,833,783.12","9,638,484.44"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,"2,550,000.00","2,550,000.00","2,324,992.59",,,,"45,195,896.68",,,,"11,612,172.76",,,,"243,708.34",,,,"9,227,434.76",,,,"761,603.46",,,,,,,,"286,211.78",
四、汇率变动对现金的影响,"-22,695.98","-19,948.47","-29,906.87","-4,184.31","-19,463.17","-19,463.17","96,755.12","-6,016.12","-45,846.13","-1,745.70","146,039.73","-6,473.99","109,830.41","364,320.57","403,761.41","-10,954.58",-396.64,"-48,778.93","-107,133.71","-422,133.17","-131,125.85","-116,877.44","-499,972.64","-198,069.30","-287,866.46","-327,947.53","-920,273.66","91,996.28","148,767.58","-25,316.33","-424,739.45","-5,990.87","-107,478.49","-21,300.86","222,352.07","67,356.02","373,452.82","442,626.27","432,962.20","342,348.77","154,215.02","-13,459.22","-531,043.24","-80,427.39"
收到其他与投资活动有关的现金,,"4,600,000.00",,,,,,,,,,,,,,,,,,,,"492,094.61",,,,"547,911.81","535,011.64",,873.36,"500,725.32",,,"24,275,585.59","24,295,813.95",,,,"41,327,948.25","78,315.78",,"21,300,000.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"4,614,000.00","23,657,816.23",,,,"21,500.00",,,,"67,402.74",,"2,568,292.07","2,568,292.07","4,376,309.65","1,830,000.00","1,850,872.09","492,633.59","45,734,404.87","33,802,444.43","35,006,805.23","47,845,871.08","55,617,211.56","4,000.00","4,000.00","551,911.81","784,219.98",,"8,088,553.90","8,571,785.86","12,535,096.23","12,000.00","25,947,936.02","31,156,006.68","9,481,445.59","1,156,512.50","5,837,512.50","49,729,663.25","11,506,438.63","1,536,008.52","24,463,413.40","6,160,915.40","1,702,908,451.07","790,000.00"
五、现金及现金等价物净增加额,"6,412,111.99","35,465,761.33","41,830,850.71","32,741,025.80","211,968,820.56","149,407,785.97","208,645,606.75","-89,349,125.27","17,627,178.94","-37,964,015.03","26,195,728.36","-57,984,450.10","-142,199,819.19","-199,069,693.33","-115,678,901.01","-73,336,879.75","-50,841,357.08","-72,527,834.16","-31,094,741.95","-26,159,764.43","-88,611,362.73","-82,987,136.03","-55,936,680.67","-42,523,885.72","-30,860,994.52","-42,850,318.39","12,246,539.30","-61,592,797.09","-28,844,296.94","-40,867,242.10","-25,626,148.81","-19,705,810.97","938,970.53","-17,537,131.81","36,279,885.03","-39,105,487.74","-28,205,723.35","-6,208,020.82","450,159,976.43","-109,292,252.36","-121,159,445.16","-119,115,295.80","-257,254,982.45","-62,937,338.96"
购建固定资产、无形资产和其他长期资产支付的现金,"3,637,894.23","4,178,160.14","16,626,834.32","2,841,180.69","19,296,982.89","52,483,250.56","65,966,850.13","12,320,960.96","19,733,750.74","30,037,115.85","24,622,164.33","9,868,316.75","39,684,519.85","67,271,834.24","99,179,061.39","28,591,153.99","49,782,286.07","69,375,670.72","63,980,458.50","703,331.02","3,573,912.14","10,268,518.33","73,980,214.97","22,475,291.32","46,128,844.57","53,453,255.03","35,177,684.63","1,947,365.59","3,221,678.58","3,667,000.01","7,927,686.00","87,376.87","14,010,814.05","14,146,678.54","22,122,193.54","31,693.27","161,497.86","414,280.56","10,715,795.00","6,063,868.35","3,658,519.66","4,110,551.30","41,488,714.80","149,265.01"
期初现金及现金等价物余额,"10,207,446.43","10,207,446.43","10,207,446.43","52,038,297.14","52,038,297.14","52,038,297.14","52,038,297.14","260,683,903.89","260,683,903.89","260,683,903.89","260,683,903.89","286,879,632.25","286,879,632.25","286,879,632.25","286,879,632.25","171,200,731.24","171,200,731.24","171,200,731.24","171,200,731.24","140,105,989.29","140,105,989.29","140,105,989.29","140,105,989.29","84,169,308.62","84,169,308.62","84,169,308.62","84,169,308.62","96,415,847.92","96,415,847.92","96,415,847.92","96,415,847.92","95,065,284.70","70,789,699.11","71,907,895.52","70,789,699.11","107,069,584.14","107,069,584.14","107,069,584.14","107,069,584.14","557,229,560.57","557,229,560.57","557,229,560.57","557,229,560.57","311,293,298.84"
投资支付的现金,,"1,990,000.00","2,190,000.00",,,,,,,,"16,974,004.83",,"8,581,566.86","8,581,566.86",812.60,,,"10,300,000.00","15,520,000.00",,,"28,000,000.00",,,,,,,,"5,000,000.00","5,000,000.00","46,726,200.00","54,826,200.00","71,226,200.00","15,931,200.00","4,300,000.00","20,672,936.00","47,495,000.00","506,110,000.00",,"21,453,448.00","51,453,448.00","1,881,000,000.00","16,350,000.00"
期末现金及现金等价物余额,"16,619,558.42","45,673,207.76","52,038,297.14","84,779,322.94","264,007,117.70","201,446,083.11","260,683,903.89","171,334,778.62","278,311,082.83","222,719,888.86","286,879,632.25","228,895,182.15","144,679,813.06","87,809,938.92","171,200,731.24","97,863,851.49","120,359,374.16","98,672,897.08","140,105,989.29","113,946,224.86","51,494,626.56","57,118,853.26","84,169,308.62","41,645,422.90","53,308,314.10","41,318,990.23","96,415,847.92","34,823,050.83","67,571,550.98","55,548,605.82","70,789,699.11","75,359,473.73","71,728,669.64","54,370,763.71","107,069,584.14","67,964,096.40","78,863,860.79","100,861,563.32","557,229,560.57","447,937,308.21","436,070,115.41","438,114,264.77","299,974,578.12","248,355,959.88"
