科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"99,679,907.98","187,648,433.91","469,517,981.93","102,380,019.54","254,327,209.82","383,921,004.61","513,384,452.09","112,702,873.20","281,452,444.07","460,280,085.76","566,595,470.82","160,180,990.32","286,677,595.02","462,908,311.79","762,808,227.08","143,525,020.27","330,453,122.67","546,480,222.43","742,869,312.69","176,767,791.01","320,187,182.82","451,702,670.88","610,582,384.76","146,254,743.46","272,400,946.06","440,395,463.25","552,323,513.77","99,808,935.14","248,613,261.99","374,743,186.16","631,396,493.53","109,573,310.01","247,590,090.71","340,216,353.66","534,731,761.12","63,433,831.24","165,698,295.81","324,143,396.02","506,483,830.43","94,545,113.03","270,855,049.17","470,764,146.11","757,727,526.25","171,528,342.10"
取得子公司及其他营业单位支付的现金净额,,,,,,,"8,196.50",,,,,"68,080,800.00","58,855,266.57","58,855,266.57","67,435,966.57",,,,"10,300,000.00",,"21,981,941.10",,"27,345,082.25",,,,,,,,,,,,"48,919,414.41",,,,"25,162,957.75",,,,,
收到的税费返还,,,,,,"326,400.00",,,,,"3,523,089.18",,"51,325.10","595,509.15","122,255.96",,,,,,"1,444,285.47","1,444,285.47",,,,,,,"123,637.62","123,637.62",,,,,,,,"-4,869.36","987,896.63",,,"6,662,435.96",,
支付其他与投资活动有关的现金,,,,,,"34,294,221.48",,,,,,,,,,,,"1,414,212.75",,,,"863,574.45",,,,"158,863.71",,"781,502.36","5,000,000.00",,,"471,771.07","468,396.54","475,579.07",,,,,,"6,000.00","164,911.64","164,911.64",,
收到其他与经营活动有关的现金,"3,442,938.93","4,918,484.18","11,650,102.96","6,514,268.56","7,165,695.42","17,775,255.69","26,725,354.50","7,445,675.55","12,923,565.42","15,379,042.85","13,677,102.02","2,916,031.37","18,750,171.01","20,760,961.41","25,806,022.08","940,200.24","3,134,402.11","27,925,663.40","30,605,363.71","37,655,356.47","3,440,542.51","25,286,894.89","19,518,574.23","10,022,889.10","710,369.50","2,533,222.20","3,676,378.23","3,761,756.33","1,640,057.45","1,370,112.36","5,282,796.65","4,276,418.51","2,508,385.67","4,897,948.57","21,374,557.84","7,984,245.43","2,713,256.33","4,837,427.92","8,527,600.90","7,063,758.24","11,324,841.49","10,645,229.61","28,661,898.37","6,151,953.03"
投资活动现金流出小计,"3,637,894.23","6,168,160.14","18,816,834.32","2,841,180.69","19,296,982.89","86,777,472.04","65,975,046.63","12,320,960.96","19,733,750.74","30,037,115.85","41,596,169.16","77,949,116.75","107,121,353.28","134,708,667.67","166,615,840.56","28,591,153.99","49,782,286.07","81,089,883.47","89,800,458.50","703,331.02","25,555,853.24","39,132,092.78","101,325,297.22","22,475,291.32","46,128,844.57","53,612,118.74","35,177,684.63","2,728,867.95","8,221,678.58","8,667,000.01","12,927,686.00","47,285,347.94","69,305,410.59","85,848,457.61","86,972,807.95","4,331,693.27","20,834,433.86","47,909,280.56","541,988,752.75","6,069,868.35","25,276,879.30","55,728,910.94","1,922,488,714.80","16,499,265.01"
经营活动现金流入小计,"103,122,846.91","192,566,918.09","481,168,084.89","108,894,288.10","261,492,905.24","402,022,660.30","540,109,806.59","120,148,548.75","294,376,009.49","475,659,128.61","583,795,662.02","163,097,021.69","305,479,091.13","484,264,782.35","788,736,505.12","144,465,220.51","333,587,524.78","574,405,885.83","773,474,676.40","214,423,147.48","325,072,010.80","478,433,851.24","630,100,958.99","156,277,632.56","273,111,315.56","442,928,685.45","555,999,892.00","103,570,691.47","250,376,957.06","376,236,936.14","636,679,290.18","113,849,728.52","250,098,476.38","345,114,302.23","556,106,318.96","71,418,076.67","168,411,552.14","328,975,954.58","515,999,327.96","101,608,871.27","282,179,890.66","488,071,811.68","786,389,424.62","177,680,295.13"
投资活动产生的现金流量净额,"-3,637,894.23","-1,554,160.14","4,840,981.91","-2,841,180.69","-19,296,982.89","-86,777,472.04","-65,953,546.63","-12,320,960.96","-19,733,750.74","-30,037,115.85","-41,528,766.42","-77,949,116.75","-104,553,061.21","-132,140,375.60","-162,239,530.91","-26,761,153.99","-47,931,413.98","-80,597,249.88","-44,066,053.63","33,099,113.41","9,450,951.99","8,713,778.30","-45,708,085.66","-22,471,291.32","-46,124,844.57","-53,060,206.93","-34,393,464.65","-2,728,867.95","-133,124.68","-95,214.15","-392,589.77","-47,273,347.94","-43,357,474.57","-54,692,450.93","-77,491,362.36","-3,175,180.77","-14,996,921.36","1,820,382.69","-530,482,314.12","-4,533,859.83","-813,465.90","-49,567,995.54","-219,580,263.73","-15,709,265.01"
购买商品、接受劳务支付的现金,"88,419,346.39","121,104,141.98","358,169,182.37","72,907,978.55","253,011,517.00","384,490,167.58","460,110,605.14","171,725,092.33","284,225,142.20","454,070,162.75","551,234,567.56","215,217,848.04","269,496,243.66","390,663,098.25","574,263,752.87","136,321,394.60","271,745,516.08","458,372,767.57","548,661,479.50","156,270,956.42","241,291,602.16","365,351,880.17","396,215,719.13","145,217,245.36","186,280,244.88","304,535,673.00","369,800,653.33","101,410,834.93","199,872,970.73","280,020,657.99","451,769,629.66","91,540,836.52","197,000,971.68","237,662,904.79","332,001,280.09","65,293,721.29","119,445,750.02","247,463,046.87","322,881,141.90","126,225,595.03","279,494,777.25","442,492,289.90","615,706,927.31","163,000,060.12"
吸收投资收到的现金,,"7,500,000.00","7,500,000.00",,"257,775,250.00","257,775,250.00","260,226,250.00",,,,"70,895.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"973,444,204.01",,,"17,248,000.00","17,021,584.91",
