科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"480,510,929.86","421,753,869.58","401,826,067.94","216,088,591.31","224,698,976.80","377,654,753.56","366,495,195.81","83,589,695.43","102,936,012.31","236,520,343.30","429,854,017.96","514,166,057.88","486,054,171.35","350,538,588.74","348,402,546.35","463,033,501.16","429,512,813.73","219,387,051.57","264,160,829.71","232,899,504.10","266,616,460.57","46,767,804.29","24,379,654.17","80,945,927.21","34,959,991.43","34,734,157.96","31,904,315.58","44,047,490.41","73,484,279.52","42,845,153.88","137,013,605.49","140,429,082.07","150,668,973.22","115,735,267.84","145,441,818.70","65,691,485.90","84,003,099.49","67,231,608.51","74,475,498.76","32,190,392.37","271,821,422.99","319,541,242.91","302,094,153.23","233,933,410.36","288,060,207.51","353,904,496.14"
短期借款,"236,000,000.00","245,000,000.00","245,000,000.00","149,000,000.00","149,000,000.00","270,000,000.00","233,000,000.00","265,600,000.00","264,110,000.00","233,540,000.00","85,640,000.00","48,500,000.00","48,500,000.00","48,500,000.00",,,,,,,,"30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,973,086.93","47,639,967.29","14,165,782.53","76,608,360.26","68,203,261.75","14,579,200.52","14,689,471.52","8,481,672.00","9,867,012.46","17,488,879.03","12,443,620.00","12,346,802.29","15,805,102.00","20,078,722.68","1,309,000.00","144,496,660.50","147,312,387.20","141,921,129.27","90,451,996.32","79,287,574.76","74,807,896.32","72,152,760.21","49,004,700.00","96,722,214.00","99,037,800.00","80,746,153.63","92,105,133.63","162,173,819.64","148,568,902.71","125,087,756.76","88,759,754.56","127,985,196.08","139,286,788.32","138,468,023.27","115,063,263.22","159,491,704.60","188,721,454.70","231,660,347.40","171,752,015.76","211,246,240.33","81,894,074.74","53,016,879.52","61,267,990.12","108,983,598.33","77,862,156.66","43,377,196.74"
应付票据,"124,700,000.00","116,500,000.00",,"9,800,000.00","50,000,000.00","87,800,000.00","28,000,000.00","28,000,000.00","28,000,000.00","38,000,000.00","38,000,000.00","66,000,000.00","76,000,000.00","10,000,000.00",,,,,,,,,,,,"200,000.00",,,,,,,,,,,,,,,,,,,,
应收账款,"261,616,937.30","249,715,912.66","278,336,908.26","413,257,529.65","406,298,273.95","516,075,036.25","514,125,435.28","578,618,928.46","574,320,904.63","582,254,492.96","233,934,919.32","164,051,166.01","164,157,543.10","128,935,048.19","138,198,968.77","20,719,409.82","7,447,644.09","7,746,250.91","10,978,029.79","8,177,892.66","12,872,714.85","42,843,830.38","34,577,287.27","15,479,154.44","25,505,881.77","17,568,629.03","17,947,165.59","30,031,068.74","26,557,361.81","32,813,057.33","40,192,718.79","40,222,760.72","44,658,358.76","56,413,726.89","58,219,812.76","56,946,319.98","67,642,064.45","57,769,424.14","54,612,861.61","27,150,156.57","24,893,873.68","12,413,032.18","13,298,697.84","5,605,232.61","11,372,051.53","13,096,682.54"
应付账款,"147,042,600.76","172,820,063.20","160,852,674.39","152,325,709.95","141,210,254.50","147,011,760.20","168,542,560.53","172,977,809.30","180,054,254.26","178,310,703.83","171,453,835.53","124,247,749.85","158,265,102.39","116,266,456.72","157,932,420.69","187,407,538.08","142,643,547.44","132,630,548.45","128,684,211.53","161,593,624.30","212,502,115.98","119,530,135.85","133,538,292.68","109,554,583.46","108,405,725.42","120,403,623.31","113,736,504.59","118,256,373.21","120,031,741.15","126,376,304.87","121,972,898.99","132,892,883.32","131,002,247.24","133,855,053.56","150,345,542.82","133,326,014.63","130,019,897.32","146,591,063.50","138,229,692.10","141,386,237.44","124,447,432.89","132,651,500.39","131,353,164.41","136,366,136.40","130,320,007.73","128,878,013.80"
预付款项,"123,417,781.72","210,297,062.89","131,625,279.98","187,621,589.17","186,914,455.02","179,036,501.00","145,541,253.18","60,026,388.59","62,865,205.52","63,380,757.61","72,429,584.46","150,048,336.28","166,122,890.24","98,335,630.88","131,663,306.17","113,965,487.20","99,101,780.28","94,087,214.49","71,762,388.44","113,412,256.80","126,375,256.75","50,752,908.91","46,099,769.35","46,499,415.34","51,632,934.86","41,175,351.08","28,925,381.89","33,333,330.10","54,467,037.87","51,808,995.61","58,105,195.86","29,550,910.89","27,380,701.41","40,988,314.33","39,332,156.74","34,807,772.77","26,220,010.31","12,333,304.08","14,457,505.93","16,434,335.93","11,354,188.35","9,798,869.30","1,347,369.92","16,534,174.88","16,020,302.58","10,649,116.37"
预收款项,"5,034,100.03","14,342,007.70","6,077,003.91","29,805,948.94","29,059,814.21","27,194,792.23","32,854,625.30","50,640,992.85","66,341,258.20","88,488,076.02","88,199,438.55","58,032,668.88","58,681,114.39","29,698,908.29","43,650,277.01","29,646,305.90","77,501,463.73","53,688,974.96","35,289,984.02","64,080,138.40","56,467,394.57","51,309,700.89","25,889,209.24","88,737,948.60","76,154,085.52","33,226,693.06","27,227,345.51","95,134,762.17","91,680,969.27","47,439,452.75","34,603,330.07","114,308,087.90","92,925,226.25","68,311,888.21","31,892,018.93","75,489,232.04","76,727,910.35","59,864,019.51","57,142,589.08","174,752,878.51","104,395,514.56","45,142,646.66","50,560,905.34","85,494,970.53","77,785,358.80","49,261,118.08"
