科目,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"125,800,339.99","189,100,494.99","127,740,389.30","125,338,701.39","241,988,203.99","250,547,699.81",,"1,525,176,022.37","1,197,493,200.80","971,491,337.71","1,030,623,352.67","578,650,634.13","589,335,060.87","626,584,392.25","377,444,348.62","255,055,061.98","359,062,533.20"
短期借款,"41,818,975.32","129,370,000.00","169,305,550.00","154,985,000.00","245,878,030.24","133,189,024.49",,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,"229,611.75","1,153,244.50"
应付票据,,"18,646,539.77","51,080,081.65","48,021,284.61","190,498,788.49","236,841,809.58",,"201,297,301.37","156,987,907.20","56,225,742.01","23,229,273.30","7,209,270.50",,,,,
应收账款,"99,359,030.13","58,727,682.84","112,600,880.26","138,739,979.95","332,023,391.41","483,694,567.51",,"244,005,259.89","52,698,563.96","183,755,388.77","59,403,884.48","121,920,684.63","135,992,099.66","79,019,668.47","121,652,178.17","278,821,391.58","115,388,916.61"
应付账款,"144,559,636.65","170,791,859.56","223,498,788.11","231,937,777.31","480,872,823.23","394,804,501.97",,"535,046,617.24","420,571,736.77","252,268,770.09","188,090,824.07","242,236,606.81","215,030,843.04","194,322,736.55",,"191,042,918.41",
预付款项,"31,144,028.09","31,478,929.01","13,605,087.14","38,100,514.06","80,485,436.41","107,534,114.29",,"22,575,008.39","34,825,406.05","37,822,719.30","56,318,335.14","10,278,415.21","6,693,002.15","27,299,636.92","41,531,639.51","52,197,286.17","112,080,744.21"
预收款项,"37,334,964.77","49,694,352.19","41,198,081.30","92,154,870.18","264,905,116.91","336,108,995.62",,"75,462,637.46","27,936,762.73","61,220,512.38","171,154,148.17","3,646,553.97","9,768,603.52","2,707,339.16","2,257,535.82","61,756,582.04","60,024,568.78"
其他应收款,"9,997,217.35","8,203,618.04","3,152,324.99","19,843,018.96","39,729,303.40","25,275,189.26",,"109,785,980.32","2,161,033.71","2,327,722.20","5,431,387.52","30,125,971.66","30,874,320.32","30,597,791.55","30,978,965.48","21,559,848.87","55,859,434.35"
应付职工薪酬,"11,027,424.91","13,400,809.08","15,415,536.08","21,482,342.56","25,070,505.15","11,541,233.43",,"33,394,623.59","9,144,501.56","8,252,790.64","7,700,154.41","18,295,902.71","5,318,067.07","8,658,529.19","7,676,296.21","20,154,081.85","6,763,739.10"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"9,428,408.85","5,638,038.50","4,206,258.39","6,039,767.82","2,443,197.27","12,746,238.56",,"21,650,756.81","28,567,050.04","9,368,214.34","7,209,504.83","18,460,731.61","17,142,497.69","45,614.42","6,504,273.22","3,551,337.62","5,276,534.37"
