科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"24,820,350.90","41,244,037.40","41,103,764.84","65,007,749.95","588,688,320.00","606,616,450.20","592,716,595.69","489,661,606.29","479,431,160.15","559,417,756.16","470,133,676.52","439,877,708.98","483,949,592.20","509,208,383.42","451,220,421.66","496,233,079.27","572,515,131.14","599,318,751.12","580,916,867.93","486,513,705.84","442,494,125.19","348,902,170.31","435,212,926.83","347,722,668.27","340,748,975.26","632,650,462.69","546,239,079.13","309,573,994.16","359,177,306.68","632,379,128.06","380,496,781.98","566,153,999.60","234,251,548.75","582,256,760.77"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"600,000.00","500,000.00",,"1,296,000.00","200,000.00","3,164,000.00","950,000.00","400,000.00","200,000.00","6,500,000.00","5,750,000.00","2,050,000.00","5,342,173.60","5,460,000.00","11,176,800.00","14,638,382.00","17,321,000.00","11,582,271.41","7,098,174.30","16,354,563.00","12,561,680.00","37,298,682.50","56,537,569.81","9,197,200.00","26,746,125.90","68,584,115.66","41,217,869.05","77,339,037.00","38,205,736.36","7,328,025.20","13,747,625.20","37,149,000.00","37,988,086.80","32,937,767.80"
应付票据,,,,,,,,,,,,,,,,"4,000,000.00","7,498,500.00","5,997,500.00","4,483,500.00","1,984,500.00",,"7,810,000.00","7,810,000.00","3,717,000.00","5,167,000.00","1,450,000.00",,"11,172,211.52","7,272,483.01","9,009,345.74","11,273,015.18","12,000,540.61","33,739,271.66","39,299,446.83"
应收账款,"48,748,684.37","51,726,312.14","81,339,341.64","65,966,207.04","89,588,461.83","89,642,336.82","95,376,878.06","98,458,830.33","116,930,514.08","164,303,542.24","170,273,912.65","163,861,286.92","194,100,817.10","247,875,322.65","237,710,340.28","248,953,487.29","206,090,382.27","275,199,557.96","266,079,732.07","348,550,218.62","358,149,049.07","706,383,643.02","449,679,587.70","532,022,000.58","546,593,156.19","435,186,499.08","377,316,295.34","365,163,601.78","411,458,345.71","399,196,373.13","402,436,216.25","544,645,807.58","570,816,500.68","514,481,945.12"
应付账款,"8,300,306.59","31,057,314.92","32,788,277.10","40,276,282.84","51,108,147.00","67,409,716.98","54,571,745.20","60,278,915.34","77,376,608.71","90,558,252.79","78,536,187.29","85,865,080.53","105,042,873.83","129,629,972.63","92,805,464.01","121,581,384.09","98,946,453.22","114,983,949.20","107,584,781.07","108,566,772.93","106,387,398.89","269,635,493.62","179,561,144.28","205,882,286.06","208,963,291.12","204,573,568.62","156,167,032.22","145,442,932.65","151,285,360.93","172,871,327.74","165,248,888.72","298,705,530.50","257,118,279.55","261,057,845.77"
预付款项,"644,144.54","1,670,804.84","1,433,361.27","1,313,494.04","520,744.58","207,130.00","50,730.00","167,183.80","6,899,074.21","6,432,077.12","53,331,745.80","68,948,078.49","56,946,692.93","37,307,423.21","62,040,219.55","35,768,020.43","25,567,970.87","19,563,353.84","25,286,286.54","29,578,082.31","47,698,078.43","25,854,826.58","59,712,804.24","30,329,186.53","32,660,807.65","18,124,320.73","31,473,688.26","34,646,531.06","37,462,189.62","24,190,870.71","60,009,971.02","73,169,745.27","81,926,213.40","25,185,355.72"
预收款项,"5,549,000.00","872,700.00","116,500.00","14,700.00","13,200.00","382,500.00","111,100.00","1,562,400.00","3,746,550.00","48,879,041.77","43,415,819.45","4,107,100.00","41,282,056.97","27,677,934.80","33,348,297.20","36,319,532.47","39,910,878.59","35,586,982.27","26,923,333.33","43,604,418.38","29,082,785.88","49,371,794.51","62,223,362.03","17,172,721.00","23,107,504.80","40,893,318.50","43,643,812.75","83,051,161.73","58,124,244.15","61,987,709.70","28,632,635.50","60,403,781.75","55,798,624.97","47,242,698.69"
