科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"68,653,542.55","101,768,998.72","144,428,318.69","158,999,581.11","203,759,415.97","192,109,668.70","507,105,374.49","471,407,414.15","595,960,771.55","589,940,866.24","608,143,026.46","609,518,165.16","587,470,059.04","428,666,567.99","375,220,684.28"
短期借款,"7,695,728.79","13,800,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,,,,,,,,"50,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"37,072,267.12","30,224,353.96","33,743,809.31","34,525,212.58","19,373,562.90","25,526,561.97","35,271,273.56","37,512,076.07","50,393,692.11","53,104,841.15","80,182,450.65","49,248,895.35","78,379,783.86","103,636,310.47","122,117,378.76"
应付票据,"4,957,526.48","7,921,794.61","26,305,865.67","16,933,205.27","45,719,442.88","27,885,010.96","50,500,852.44","37,291,671.91","26,546,336.76","28,508,428.62","26,752,583.61","41,204,949.69",,"42,874,108.86",
应收账款,"132,895,446.87","218,451,436.16","247,954,710.29","239,116,532.39","250,099,787.96","340,884,961.06","319,951,466.08","313,503,939.56","364,995,316.89","402,492,910.34","347,742,968.00","404,936,325.26","463,094,372.77","542,131,356.84","504,216,448.74"
应付账款,"90,950,708.72","116,635,133.14","141,556,503.45","146,734,488.42","150,642,568.09","233,492,554.44","208,025,162.93","184,190,255.42","223,938,906.50","202,418,084.17","232,181,572.37","189,242,973.47",,"350,497,895.58",
预付款项,"482,551.82","730,005.36","1,582,401.55","4,626,713.03","4,389,930.37","3,500,799.50","6,194,252.46","4,350,131.55","6,960,216.11","9,077,536.26","17,745,366.67","12,023,038.37","10,075,976.65","7,745,904.74","16,560,075.64"
预收款项,"599,581.25","793,617.46","334,319.30","596,732.18","1,227,804.71","414,655.17","314,519.94","309,603.94","440,411.01","266,494.16","368,835.18","462,245.38","1,114,409.39","646,585.43","1,738,023.29"
其他应收款,"1,568,032.39","1,930,128.69","3,319,451.20","4,409,320.89","4,017,206.49","4,046,104.21","4,258,372.78","4,491,060.83","5,494,568.59","4,361,470.81","6,794,459.42","6,414,258.92","7,004,081.40","11,009,866.97","11,619,852.30"
应付职工薪酬,"6,702,887.15","7,617,334.96","8,675,584.48","11,785,775.74","11,502,364.93","15,202,292.68","19,480,731.60","13,982,080.57","15,989,441.17","16,288,837.30","24,241,419.75","16,868,443.60","18,730,546.40","32,570,516.03","36,482,111.72"
