科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
偿还债务支付的现金,"4,100,000.00","39,197,000.00","32,700,000.00","68,300,000.00","27,200,000.00",,,,,,,,,,,,,,,,,,"9,923,600.00","34,864,782.05","74,933,399.58","573,852.01","30,000,000.00","79,068,967.64","261,901,589.77","44,000,000.00","107,295,446.85","110,295,446.85","142,887,694.83","154,071,002.28","197,983,977.28","363,748,421.54","708,961,254.76","2,796,780.00","241,908,393.75","482,102,332.18","763,708,092.77","338,649,917.51"
经营活动产生的现金流量净额,"-16,426,983.11","44,678,345.05","9,311,618.64","3,971,573.27","-3,265,024.53","-17,975,390.22","-2,014,249.15","3,606,635.36","45,970,259.17","-4,082,446.44","-14,646,665.46","-10,025,141.73","28,301,922.26","-6,903,978.76","-8,931,072.57","-2,906,037.16","25,523,318.76","5,223,487.82","71,256,986.36","166,329,862.70","226,901,596.15","2,381,580.97","-57,270,879.97","-78,048,930.93","39,129,030.18","2,083,132.44","9,787,118.91","52,972,404.32","57,001,583.84","-13,484,037.10","-72,635,933.61","-67,786,325.07","47,232,584.50","-43,257,937.12","-74,686,812.63","-21,079,875.40","80,989,718.99","-27,287,450.49","21,998,478.45","122,204,865.01","434,494,746.67","180,096,209.62"
分配股利、利润或偿还利息支付的现金,"1,127,954.75","2,112,837.39","954,723.74","1,419,240.47","1,709,158.52",,"8,848,698.54","8,848,698.54","12,579,719.39",,"8,160,428.27","15,529,082.17","18,786,276.42",,"18,745,920.49","18,745,920.49","18,745,920.49",,"19,347,512.01","19,347,512.01","19,833,000.00",,"381,839.53","381,839.53","3,469,800.08",,"10,974,870.92","23,293,545.68","25,702,165.75","2,300,254.61","39,236,383.09","43,751,551.14","46,006,993.33","7,589,693.36","142,137,886.43","217,356,416.86","132,696,374.03","14,533,102.32","81,673,117.38","144,728,228.02","182,000,335.05","27,610,952.97"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"119,579,988.34",,,,,,,,,,,,,,,"74,635,556.32","74,635,556.32",
支付其他与筹资活动有关的现金,,,,,"5,192,072.54",,,,,,,,,,"23,882.13","23,882.13",,,,,"1,321,320.00",,,,,,,,"5,446,093.29","14,000,000.00","14,005,000.00","14,469,640.00","14,464,640.00",,,,"30,000,000.00",,"8,932,057.35","602,765,407.35","986,975,059.51","159,542,660.19"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"29,384.74","559,030.28",,,,,"979,624.64","1,176,994.51","1,176,994.51","1,176,994.51","6,140,572.00","17,431,596.15","17,431,596.15","17,431,596.15",,"67,429,548.00","67,429,548.00","67,429,548.00","191,114,644.50"
筹资活动现金流出小计,"5,227,954.75","41,309,837.39","33,654,723.74","69,719,240.47","34,101,231.06",,"8,848,698.54","8,848,698.54","12,579,719.39",,"8,160,428.27","15,529,082.17","18,786,276.42",,"18,769,802.62","18,769,802.62","18,745,920.49",,"19,347,512.01","19,347,512.01","21,154,320.00",,"10,305,439.53","35,246,621.58","78,403,199.66","573,852.01","40,974,870.92","102,362,513.32","293,049,848.81","60,300,254.61","160,536,829.94","168,516,637.99","203,359,328.16","161,660,695.64","340,121,863.71","581,104,838.40","871,657,628.79","17,329,882.32","332,513,568.48","1,229,595,967.55","1,932,683,487.33","525,803,530.67"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,,,,,,"2,877,917.64",,,"7,200.00","7,200.00","4,000.00","21,420.00","39,420.00","550,595.00","3,128,579.71","3,135,379.71","3,141,210.11","3,183,560.11","1,835,500.00","1,929,000.00","2,125,500.00","7,880,009.36","79,881.28","201,604.28","223,604.28","9,115,040.39","2,768,440.00"
筹资活动产生的现金流量净额,"47,123,755.60","5,287,162.61","6,845,276.26","-2,619,240.47","345,018,768.94",,"-8,848,698.54","-8,848,698.54","-12,579,719.39",,"-8,160,428.27","-15,529,082.17","-18,786,276.42",,"-18,769,802.62","-16,334,402.62","-16,310,520.49",,"-18,347,512.01","-4,874,540.61","-3,237,736.00","32,778,103.10","83,030,063.57","54,488,945.23","19,932,303.44","11,426,147.99","86,470,519.08","194,087,397.33","676,689,044.60","65,695,957.44","279,912,186.24","463,376,249.25","919,456,039.24","675,322,024.93","959,895,748.51","1,206,348,559.72","1,382,333,428.27","447,622,898.66","635,934,775.08","1,327,469,629.56","996,372,109.78","7,246,469.33"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,311,915.85",,,"3,900,000.00","3,900,000.00","3,900,000.00",,"8,507,377.22","8,507,377.22","8,507,377.22",,,,"46,681.43",
四、汇率变动对现金的影响,"-351,998.21","-402,873.30",,,,,,,,,,,"-2,335,792.29","-41,762.00","17,937.58","-83,649.30","-768,676.77","-586,911.59","-1,406,730.28","-1,856,863.32","-2,624,795.15","-66,390.21","770,293.41","694,642.61","773,337.78","1,753,706.04","3,452,107.59","6,092,207.73","7,042,861.75","-313,301.17","1,107,361.14","1,765,344.42","6,851,840.33","-1,402,893.18","-2,635,564.22","-4,018,977.05","-788,216.96","-1,679,931.00","-165,934.25","3,537,213.93","3,181,101.54","-1,124,651.86"
收到其他与投资活动有关的现金,,,,,,,,,"1,050,000.00",,,,,,,,,,,,,,,"205,078.98",,,,,,"265,950,000.00","345,950,000.00","345,950,000.00","345,950,000.00",,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,,"1,050,000.00",,,,,,,,,,,,"2,877,917.64",,,"241,663.72","120,146,218.62","4,000.00","21,420.00","-1,272,495.85","550,595.00","270,058,204.35","354,162,374.22","354,168,204.62","354,210,554.62","7,976,072.00","27,867,973.37","28,064,473.37","33,818,982.73","79,881.28","67,631,152.28","142,288,708.60","151,226,826.14","193,883,084.50"
五、现金及现金等价物净增加额,"10,033,592.50","25,010,273.96","6,499,618.72","-14,152,404.13","306,807,637.94","-47,995,029.75","-62,593,423.14","-76,933,949.47","-109,421,754.36","-41,381,263.12","-71,578,338.45","-105,237,785.26","-64,747,274.37","-21,541,334.58","-59,944,259.97","-71,337,697.37","-55,364,542.04","-13,740,038.92","2,408,979.80","73,022,306.33","111,847,817.08","-20,674,854.16","-114,572,756.73","-186,410,591.05","-118,380,497.42","-7,697,681.53","-18,591,054.86","29,308,256.52","346,018,373.62","-106,304,402.60","-133,567,300.63","-171,825,907.05","59,681,887.57","60,289,466.56","-202,068,513.52","-249,900,047.08","-276,924,551.35","107,892,910.43","105,207,640.32","907,822,612.90","730,183,487.78","57,954,185.39"
购建固定资产、无形资产和其他长期资产支付的现金,"20,311,181.78","24,552,360.40","9,657,276.18","15,504,736.93","34,946,106.47","30,019,639.53","51,730,475.45","71,691,886.29","143,862,294.14","37,298,816.68","48,771,244.72","79,683,561.36","71,927,127.92","14,595,593.82","32,261,322.36","52,013,608.29","63,808,663.54","18,376,615.15","49,093,764.27","86,576,152.44","112,069,945.03","16,768,148.02","35,813,195.25","56,244,635.38","75,714,781.03","18,064,668.00","76,164,147.52","180,188,135.93","315,742,590.64","171,252,835.42","339,104,897.92","566,340,989.57","897,678,690.42","459,031,703.10","854,592,261.58","1,172,200,988.71","1,389,950,425.00","280,782,448.02","589,960,831.24","631,437,764.20","805,990,857.12","302,146,926.20"
期初现金及现金等价物余额,"4,528,691.41","14,562,283.91","39,572,557.87",,"39,572,557.87","346,380,195.81","346,380,195.81","346,380,195.81","346,380,195.81","236,958,441.45","233,958,441.45","233,958,441.45","236,958,441.45","172,211,167.08","172,211,167.08","172,211,167.08","172,211,167.08","116,846,625.04","116,846,625.04","116,846,625.04","116,846,625.04","228,694,442.12","228,694,442.12","283,605,947.87","228,694,442.12","110,313,944.70","110,313,944.70","110,313,944.70","110,313,944.70","456,332,318.32","456,332,318.32","456,332,318.32","456,332,318.32","515,782,576.23","516,014,205.89","516,014,205.89","516,014,205.89","239,089,654.54","239,089,654.54","241,761,906.67","239,089,654.54","969,273,142.32"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,,"39,000,000.00",,,"116,600,000.00","4,900,000.00","42,272,505.08","42,261,204.08","42,261,205.08","27,008,390.70","47,008,390.70","47,008,390.70","57,008,390.70","117,566,096.97","256,167,596.97","285,263,239.01","239,477,096.97",,,,"9,493,728.00","20,000,000.00"
期末现金及现金等价物余额,"14,562,283.91","39,572,557.87","46,072,176.59",,"346,380,195.81","298,385,166.06","283,786,772.67","269,446,246.34","236,958,441.45","195,577,178.33","162,380,103.00","128,720,656.19","172,211,167.08","150,669,832.50","112,266,907.11","100,873,469.71","116,846,625.04","103,106,586.12","119,255,604.84","189,868,931.37","228,694,442.12","208,019,587.96","114,121,685.39","97,195,356.82","110,313,944.70","102,616,263.17","91,722,889.84","139,622,201.22","456,332,318.32","350,027,915.72","322,765,017.69","284,506,411.27","516,014,205.89","576,072,042.79","313,945,692.37","266,114,158.81","239,089,654.54","346,982,564.97","344,297,294.86","1,149,584,519.57","969,273,142.32","1,027,227,327.71"
