科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"729,316,384.22","1,205,593,407.29","1,807,386,901.04","2,495,001,667.21","549,918,992.61","1,077,324,174.57","1,679,922,365.82","2,211,799,530.87","537,291,809.77","1,189,295,421.70","1,986,914,645.14","2,710,042,867.69","915,332,735.20","2,016,048,687.26","3,082,034,775.47","3,999,052,353.44","1,355,434,503.74","2,616,432,716.32","3,981,390,670.51","5,305,028,948.52","1,653,468,493.63","3,122,874,508.84","4,764,470,182.77","6,418,021,706.24","1,865,145,484.62","3,765,159,034.29","5,914,157,971.26","7,993,433,971.65","2,298,863,210.16","4,693,506,381.97","7,214,181,546.65","9,802,350,831.77","2,673,635,927.74","5,395,967,380.33","8,221,318,395.92","11,117,734,985.59","3,128,196,070.50","6,359,731,832.14","10,168,529,327.22","13,605,921,667.98","4,189,066,159.18","9,221,642,780.74","16,155,155,421.50","24,939,637,653.31","9,203,779,298.47"
二、营业利润,"13,514,413.26","46,110,357.86","58,446,898.98","13,238,479.02","32,535,850.68","32,639,069.87","27,856,364.18","-25,866,751.61","-211,296.82","-1,452,921.19","8,788,328.89","-37,818,551.60","27,407,383.39","39,478,873.31","54,993,053.26","83,663,496.40","47,638,762.53","65,737,678.00","79,171,599.38","72,953,347.61","43,152,927.54","79,200,579.84","104,079,239.92","78,335,916.64","52,732,472.22","107,920,663.88","82,395,967.58","88,749,920.73","61,652,900.37","113,500,005.69","140,798,157.09","153,525,245.74","62,321,230.40","82,120,169.03","433,717,221.51","622,744,201.38","71,409,669.64","165,700,463.73","359,795,028.33","647,740,997.21","182,231,912.43","443,338,792.33","750,010,652.92","1,243,750,923.78","302,159,556.27"
减:营业成本,"635,295,536.97","997,166,788.38","1,495,827,297.11","2,143,435,107.69","456,957,818.43","903,219,792.76","1,418,121,763.82","1,861,651,828.91","455,767,419.90","1,010,771,170.45","1,676,367,516.57","2,243,731,255.19","773,739,762.02","1,724,784,496.65","2,624,035,325.53","3,342,059,619.01","1,143,153,745.35","2,195,046,239.23","3,347,273,224.34","4,424,187,559.78","1,426,572,975.93","2,629,303,606.43","4,030,334,862.08","5,447,964,869.24","1,589,760,506.76","3,201,237,215.48","5,049,425,590.42","6,782,942,194.40","1,957,026,271.34","4,010,231,203.23","6,177,273,161.94","8,371,730,930.99","2,329,503,590.11","4,662,885,750.42","7,114,848,440.70","9,489,491,978.14","2,741,944,855.67","5,545,169,264.67","8,853,230,134.11","11,582,266,719.60","3,674,217,319.85","8,026,010,980.22","14,001,175,832.98","21,344,139,067.45","8,163,575,651.10"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,034,192.57","1,872,774.61","2,885,288.16","4,762,304.69","1,479,502.12","2,278,177.45","3,233,443.06","4,912,512.90","1,646,745.62","2,942,031.86","5,395,020.28","8,775,382.21","2,639,432.72","5,270,231.31","7,333,647.91","10,230,856.91","3,796,224.49","8,212,501.75","13,690,685.67","19,475,446.38","4,209,027.43","9,255,629.66","15,682,927.63","21,639,393.77","4,541,043.33","9,985,078.69","18,198,251.39","25,393,292.16","5,961,317.42","13,090,733.65","21,029,964.81","29,098,756.90","7,764,696.69","15,826,905.07","24,131,082.91","34,104,323.64","7,510,935.07","14,268,625.75","22,746,490.91","47,837,901.44","14,377,997.66","31,614,006.67","52,952,966.04","86,361,544.76","23,390,975.40"
营业外收入,"4,161,183.67","6,851,049.62","12,105,363.38","63,086,994.54","3,508,848.02","11,330,808.85","14,588,595.05","59,358,589.09","2,357,510.93","16,079,836.31","18,052,749.93","35,986,469.24","3,221,357.92","26,023,691.60","26,141,093.65","30,594,566.30","2,333,966.54","17,832,401.70","24,752,631.58","40,706,757.01","5,879,530.45","20,097,290.41","20,598,219.02","33,871,261.37","3,328,300.54","11,325,222.53","72,725,043.15","266,668,707.43","2,987,197.32","9,158,128.17","21,373,872.28","20,949,213.31","5,925,558.94","10,359,180.92","9,681,026.69","16,809,109.68","1,416,007.92","2,962,462.03","13,837,692.54","17,461,602.44","619,277.85","5,646,101.88","10,650,023.35","4,300,521.35","1,952,447.25"
销售费用,"30,142,413.15","62,451,343.63","96,708,443.54","149,365,140.41","41,900,385.75","67,716,158.19","109,044,426.27","193,874,599.26","30,283,583.40","67,454,013.22","120,855,653.55","237,860,650.69","43,553,513.97","111,084,398.66","199,305,923.02","272,644,353.44","71,124,681.96","165,009,038.58","265,452,204.12","399,652,605.47","73,767,561.10","189,788,336.30","292,941,729.26","421,765,777.79","101,791,314.96","206,948,698.89","410,001,832.94","572,308,143.80","125,120,839.96","280,277,778.08","435,145,121.49","643,794,774.01","123,858,264.60","300,210,650.82","435,891,590.97","638,701,794.15","121,994,657.48","291,606,105.14","459,059,954.74","705,013,515.52","146,004,695.64","339,658,551.89","690,068,863.64","1,248,026,150.74","344,650,287.23"
减:营业外支出,"277,629.94","827,166.51","1,303,446.82","2,860,208.84","785,250.27","3,991,264.14","5,147,936.01","10,594,921.97","214,760.45","512,647.11","1,039,501.49","1,782,376.53","555,374.55","9,459,839.51","11,113,295.06","6,541,183.89","486,202.14","1,075,385.76","4,211,670.44","13,667,098.62","391,130.98","3,970,735.34","5,182,287.72","4,022,712.24","385,791.42","1,817,090.77","2,643,907.94","7,080,781.76","1,166,640.67","4,308,325.05","12,005,864.51","17,760,581.52","2,208,686.85","3,686,412.19","5,472,296.38","10,319,726.26","376,622.65","4,568,491.85","12,794,375.86","11,382,386.88","1,051,083.11","5,271,851.26","16,172,497.97","95,294,846.75","6,871,471.08"
管理费用,"35,706,698.89","67,218,445.32","99,874,324.02","156,973,276.08","39,157,566.13","68,833,701.58","104,903,387.53","150,788,852.96","37,863,736.41","80,547,164.39","127,033,992.47","166,296,315.61","43,388,751.18","88,914,446.67","138,481,635.12","207,636,501.36","55,280,665.82","111,459,393.09","169,792,833.91","234,577,092.30","71,331,078.59","141,994,502.00","211,713,723.41","296,342,478.26","77,202,838.56","157,768,873.72","234,397,203.56","340,276,010.37","96,456,005.68","186,947,053.62","289,840,136.81","392,362,988.00","98,377,212.23","214,766,298.90","338,593,835.67","467,325,696.66","117,073,417.01","219,011,861.30","335,475,405.36","457,925,783.64","132,114,320.18","282,009,307.02","468,297,901.48","664,000,609.57","225,313,631.17"
其中:非流动资产处置净损失,,,,,,,,"2,077,764.97",,,,"691,621.42",,,,"3,469,493.85",,"24,216.54","24,216.54","7,106,777.84",,"109,635.00","112,861.60","2,063,725.46",,"392,743.27","627,239.64","1,071,409.22","197,452.54","393,149.25","234,407.23","943,999.37","77,511.13","1,088,435.39","193,285.73","1,374,152.17","58,575.79","522,224.61","522,224.61","918,148.85","522,224.61","1,912,877.19","1,928,266.21",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
