科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"71,905,127.88","51,210,374.07","412,594,619.98","305,963,165.25","318,729,907.28","317,208,891.10","408,821,823.64","373,586,808.39","340,917,865.78","273,242,040.13","311,338,515.56","241,180,822.15","219,645,844.07","192,457,032.56","223,135,372.81","185,692,189.95","190,747,162.20","119,913,468.50","118,136,112.63","79,383,096.19","45,110,072.33","60,661,457.85","89,341,361.78","76,199,625.94","61,982,487.40","69,354,329.50","59,407,972.30","129,915,964.46","85,720,960.00","82,152,301.58","108,867,975.89","101,699,474.48","159,780,633.86","111,351,758.72","181,051,090.19","187,335,764.45","128,586,690.21","179,375,259.26","191,031,877.64","162,756,052.22","92,502,054.59","148,288,075.81"
短期借款,"69,235,282.29","101,448,233.45","69,766,225.65","18,064,000.00","27,245,799.07","53,083,566.04",,,,"8,454,305.92",,,"3,000,000.00","22,000,000.00","13,200,000.00","15,776,987.05","87,024,070.05","125,039,211.16","134,196,574.32","97,966,366.22","102,374,941.18","143,328,887.78","144,029,250.73","138,686,969.49","154,719,001.15","153,471,235.49","166,586,337.74","253,869,305.44","285,571,495.45","317,098,668.47","265,452,839.99","305,458,361.48","409,973,099.34","365,971,695.90","420,616,151.80","417,179,981.86","237,637,568.23","304,598,815.16","258,723,849.65","273,491,274.42","385,292,960.11","447,883,075.76"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"88,526,619.40","108,548,242.15","111,576,038.46","86,284,893.42","95,585,395.77","128,960,864.15","51,332,542.01","66,920,608.37","93,353,485.46","106,212,147.37","56,766,928.53","59,730,723.79","78,348,906.23","98,002,347.24","104,494,959.74","73,829,534.42","61,418,791.44","103,848,413.41","161,581,219.68","109,371,740.31","117,817,502.19","84,128,574.75","123,547,647.07","71,394,221.49","93,116,843.88","88,558,619.28","183,732,078.22","157,679,025.13","155,099,241.78","161,227,869.19","258,656,828.33","164,963,527.51","184,204,446.13","217,374,877.33","267,203,230.11","128,197,629.43","142,160,019.73","154,512,044.21","262,357,116.16","239,389,479.15","245,323,457.35","285,995,663.05"
应付票据,"16,000,000.00","17,080,000.00",,,,,,,,"2,000,000.00","2,000,000.00",,"188,379.90","150,018.05","2,643,661.50","1,808,266.29","1,480,037.30","1,470,729.20","906,437.50","401,307.45","547,477.12",,"27,018,049.46","24,110,393.17","24,912,514.19","52,090,661.94","11,598,999.52","13,896,057.12","20,623,409.78","35,506,393.77","56,340,689.27","21,505,948.47","74,426,568.08","132,130,521.09","185,823,224.81","131,209,701.97","119,868,883.41","115,530,328.33","101,173,338.76","137,631,991.28","142,051,905.86","146,953,416.92"
应收账款,"131,149,611.53","140,703,946.08","145,867,809.67","149,747,534.45","189,908,783.55","157,075,689.42","146,264,113.53","150,005,481.98","184,969,051.74","194,756,123.11","221,419,029.97","215,027,487.42","230,981,918.09","215,702,408.94","240,918,466.04","216,936,643.57","285,457,564.36","311,030,148.27","277,894,609.37","267,356,172.10","331,764,399.69","342,980,268.37","362,034,727.31","343,714,357.13","370,952,155.36","423,334,273.88","413,763,201.60","431,378,139.66","541,191,378.34","568,355,440.83","545,388,587.57","586,069,873.81","665,971,979.67","700,129,910.23","748,653,268.54","767,777,057.97","826,079,800.48","839,338,779.71","799,228,877.53","739,970,003.40","779,062,142.80","791,477,118.98"
应付账款,"89,998,603.74","90,843,562.65","107,611,045.23","111,180,413.93","108,297,865.50","96,442,280.25","79,505,072.20","84,263,646.72","114,884,302.25","143,785,437.19","94,849,751.21","129,815,109.51","147,380,501.19","125,451,223.25","155,967,958.55","146,802,942.29","147,939,351.58","182,564,487.28","108,914,139.29","116,686,680.44","175,898,533.29","186,563,362.85","173,520,305.60","172,003,953.92","208,847,280.63","193,749,258.69","168,245,105.48","146,659,836.83","227,395,916.58","248,813,034.51","258,440,698.56","243,258,668.21","308,471,159.85","357,622,185.65","289,318,747.87","269,407,159.02","257,908,176.64","341,360,017.36","451,829,657.76","401,783,057.55","290,671,899.35","277,697,383.99"
预付款项,"18,394,482.12","21,205,283.54","16,813,322.27","29,146,017.92","25,481,506.61","35,910,847.04","24,523,517.85","33,346,536.34","29,947,180.75","68,363,754.99","31,721,475.91","41,954,497.27","46,102,032.25","49,327,341.19","36,611,445.02","42,676,463.36","52,904,795.44","77,585,996.62","41,275,848.81","62,948,743.04","65,021,479.13","69,956,852.80","35,159,958.67","45,691,851.97","45,175,910.15","43,920,677.95","18,926,635.51","27,164,448.65","22,762,769.42","26,536,611.72","17,320,530.91","26,147,570.85","22,325,810.03","49,133,515.57","36,650,254.56","43,954,651.51","39,706,514.73","59,697,482.65","29,916,129.82","47,915,114.87","62,814,080.40","77,060,857.00"
预收款项,"34,715,328.28","34,020,358.13","27,742,112.78","40,269,803.38","61,202,480.99","77,747,039.08","56,195,500.62","63,330,401.08","57,459,744.35","81,930,524.96","61,617,281.09","55,753,440.74","46,748,794.48","75,375,586.71","64,574,231.37","62,972,185.44","42,518,668.96","47,162,516.42","44,296,233.04","52,650,203.56","49,280,560.07","52,126,288.68","32,822,378.82","42,821,039.92","49,735,579.64","52,929,395.94","38,079,764.73","36,661,383.71","44,098,030.63","43,703,675.66","31,380,769.03","35,113,501.68","36,731,627.09","41,300,100.71","42,918,000.12","41,595,634.39","37,025,478.69","46,644,799.23","30,735,764.15","27,493,067.42","55,235,946.96","70,226,189.68"
其他应收款,"8,101,227.56","13,828,797.27","8,975,704.78","11,733,338.18","12,254,753.01","9,749,746.98","11,698,163.51","18,793,610.09","8,717,671.68","13,411,308.19","9,145,644.01","21,536,803.04","9,161,298.07","15,102,892.13","10,786,228.94","14,407,342.12","13,340,261.91","15,887,663.71","11,749,936.41","13,003,453.02","11,564,469.28","11,346,111.52","13,772,750.41","15,696,834.61","14,889,572.17","14,755,149.75","14,233,718.11","16,780,745.96","14,095,739.37","14,933,058.13","12,688,887.85","19,721,473.15","15,315,713.70","16,020,114.18","13,046,793.89","16,779,923.16","11,661,772.59","13,880,113.58","29,340,926.72","34,296,708.59","24,323,723.88","23,743,939.58"
应付职工薪酬,"4,097,056.94","3,580,495.18","1,931,994.02","2,099,884.42","390,147.81","509,164.42","1,921,368.68","412,472.35","574,496.82","480,937.98","2,093,307.39","3,547,425.92","3,102,125.39","2,968,647.51","1,331,823.02","1,378,585.18","1,113,619.74","1,190,097.29","1,445,203.30","1,682,456.32","1,460,697.03","1,586,296.30","1,811,736.96","1,796,736.09","1,583,666.94","1,614,822.66","4,996,051.19","660,524.36","835,536.54","1,528,784.19","5,991,516.59","1,093,334.99","529,919.25","332,219.30","9,546,404.00","399,980.91","165,485.58","367,992.97","10,609,857.40","79,767.32","85,817.41","279,983.24"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"9,481,208.88","2,246,853.59","6,790,598.02","2,520,447.17","8,586,461.55","4,954,514.72","8,283,655.77","-203,491.54","6,198,054.90","-17,623,704.43","-53,369.56","-3,975,466.58","-3,434,333.58","-986,180.72","3,718,503.09","-2,856,202.49","2,616,873.43","8,827,198.94","7,623,292.48","5,180,722.01","-1,207,000.24","-6,879,116.59","4,679,663.38","-1,255,764.90","-4,238,532.54","-1,378,895.99","17,388,780.25","12,657,382.16","9,471,139.30","6,891,555.77","28,809,957.82","20,832,635.27","13,599,698.75","13,199,035.63","29,793,434.85","22,933,594.20","19,570,984.54","12,664,769.37","28,562,606.66","16,680,084.13","11,127,471.68","16,607,479.94"
应收利息,,,,,,"499,850.00","1,292,335.00",,"636,640.00","666,703.53","864,756.36","1,099,056.72","1,100,816.28",,,,,,,,,,"1,237.50",,,,,,,,,,,,,,,,"727,500.00",,,
应付利息,"69,265.00","87,122.50","92,012.50","28,037.50","26,827.50","26,827.50",,,,,,,"3,982.50","21,008.28","20,020.00","19,492.00","80,037.50","115,426.27","202,506.45","176,256.49","231,256.46","544,027.14","440,504.40","152,055.56","284,702.62","260,288.99","340,158.92","304,374.04","488,097.07","320,595.09","530,888.75","524,281.29","733,276.25","591,540.55","639,219.96","691,697.63","416,357.89","441,088.54","387,109.37","384,952.26","577,914.99","662,917.74"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"22,000,000.00",,,,,,,,"11,000,000.00",,,,,,,,"2,622,310.21",,,,,,,,,,,,,,,,,
存货,"132,905,283.06","144,535,134.40","138,177,642.58","211,647,598.75","194,787,540.90","216,781,297.66","197,237,525.67","203,005,186.09","212,805,483.78","247,810,214.60","200,953,140.06","269,430,158.86","276,803,322.77","294,856,241.90","261,831,042.67","306,998,139.62","299,546,645.14","344,766,965.15","289,933,347.85","327,574,421.52","341,747,278.11","384,383,578.37","308,619,819.35","349,643,573.74","371,295,452.70","339,499,026.45","260,909,119.62","250,580,196.04","294,017,722.29","341,186,168.75","265,629,088.19","305,863,515.55","360,533,316.45","398,749,933.26","324,862,411.61","339,762,693.10","309,061,044.75","348,114,356.66","305,785,993.44","365,200,737.38","425,159,876.30","389,158,307.05"
其他应付款,"49,973,201.27","48,317,442.82","51,033,681.77","45,044,224.31","46,408,014.71","46,903,612.89","18,007,027.30","13,850,528.78","14,527,024.14","27,930,899.45","2,294,129.13","2,132,807.25","654,091.18","1,409,719.35","6,703,002.04","2,218,356.86","1,046,492.41","1,457,206.23","1,937,775.54","1,747,495.89","2,212,365.60","4,693,546.13","15,040,124.64","12,768,976.38","10,195,077.80","8,724,903.87","8,472,445.90","3,207,699.69","2,884,441.79","3,882,514.24","7,646,031.58","8,144,636.27","6,841,707.85","6,732,156.82","8,605,217.02","7,375,937.16","3,441,306.48","2,222,795.72","5,015,434.13","6,506,867.90","44,386,446.85","43,534,801.22"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
