科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"98,461,438.41","148,601,860.16","208,135,825.82","271,697,244.17","279,100,824.33","450,662,473.56","435,112,280.11","428,832,986.27","603,490,980.77","560,972,390.80","509,343,405.75","554,277,003.79","768,121,989.33","566,806,307.56","443,993,454.48","529,838,878.51","698,630,581.24","600,931,296.73","592,594,863.20","673,018,107.39"
短期借款,"30,000,000.00",,,,,,,,,,,,"2,930,635.16","4,412,414.68","4,169,634.65","3,261,196.37","2,300,682.25","1,670,666.70","2,283,525.52",
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"3,753,007.10","500,000.00","947,520.00","650,000.00","213,360.00","800,000.00","3,337,207.32","16,867,750.52","1,845,622.08","16,051,584.72","6,300,000.00","20,753,409.74","19,825,752.55","15,854,035.73","27,322,623.67","10,702,102.69","18,158,520.20","23,419,217.05","25,769,817.64","48,985,983.44"
应付票据,"10,000,000.00","52,000,000.00","87,000,000.00","93,000,000.00","117,980,000.00","96,030,000.00","75,150,000.00","160,600,000.00","167,100,000.00","111,650,000.00","154,334,000.00","212,484,000.00","163,990,000.00","74,890,000.00","55,970,000.00","122,828,800.00","157,240,000.00","130,250,000.00","100,770,000.00","138,476,550.00"
应收账款,"136,774,563.10","97,704,277.62","242,470,286.91","233,791,985.22","262,168,621.87","329,011,492.25","344,213,081.54","438,023,497.65","349,518,689.36","319,852,724.87","457,930,762.74","583,328,773.80","378,981,094.41","402,539,947.60","535,436,670.43","662,274,143.58","485,518,576.71","573,771,774.07","586,149,757.66","469,563,670.35"
应付账款,"166,561,564.10","121,298,853.39","218,076,134.65","203,289,041.40","206,767,194.70","205,062,496.89","243,602,597.05","310,833,897.18","360,210,232.16","347,805,069.53","301,889,575.97","333,991,540.18","240,466,654.34","207,874,808.83","269,791,563.67","321,016,088.86","211,820,648.70","210,885,889.82","252,352,111.00","235,899,543.85"
预付款项,"9,879,852.67","3,094,161.43","745,308.70","1,809,581.39","1,389,068.03","86,180.67","4,961,555.77","10,683,169.32","3,265,212.16","3,697,176.08","3,476,750.43","2,422,153.44","1,740,806.88","5,163,018.58","25,251,977.81","4,278,615.25","5,744,405.08","4,056,053.54","9,449,016.31","10,131,940.39"
预收款项,"2,898,758.59","27,040,373.74","11,832,169.99","1,943,579.04","13,688,900.80","22,206,963.84","2,476,966.39","6,230,936.65","16,273,617.88","14,417,939.01","3,455,808.28","24,677,743.67","75,617,806.54","65,133,932.70","8,899,683.05","4,804,330.46","7,478,603.37","8,341,531.00","7,464,160.84","12,769,698.32"
其他应收款,"2,680,134.87","3,735,914.77","3,743,690.55","7,934,921.61","9,522,335.00","10,704,617.47","7,802,772.38","6,356,599.42","5,713,876.98","9,390,204.41","12,004,716.63","12,064,315.68","5,682,297.34","12,627,800.08","12,631,637.71","12,179,265.00","11,296,092.19","12,316,937.95","10,726,446.97","12,851,143.96"
应付职工薪酬,"2,035,762.61","3,375,325.62","9,752,553.59","5,685,712.23","7,336,867.50","5,940,474.36","5,535,769.37","6,622,271.75","11,772,132.67","5,568,303.15","5,317,576.63","6,891,654.83","13,981,182.63","6,458,638.55","5,613,508.43","6,758,863.72","14,473,942.41","5,844,104.04","6,425,115.68","5,964,548.01"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"11,963,304.25","16,001,615.81","14,992,295.76","10,897,557.31","21,718,481.99","8,253,471.24","8,707,321.34","2,281,116.46","35,531,090.61","2,993,786.55","14,491,592.05","18,938,887.61","14,423,885.85","47,005,423.71","19,200,222.79","34,633,340.20","18,718,923.18","15,087,434.44","15,939,880.66","13,884,777.54"
应收利息,"204,909.44","632,476.87","1,179,144.95",,,,"2,766,613.21","3,670,781.02","6,088,052.04","2,832,831.60","6,053,782.89","6,298,734.18","8,696,650.96","5,759,839.04","4,246,071.61","3,753,939.96","2,151,777.58","3,409,459.97","5,631,453.34","5,448,899.65"
应付利息,"46,750.00",,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,"682,100.00","682,100.00","409,260.00","409,260.00","875,560.00","875,560.00","455,530.00","455,530.00","736,792.50","662,355.00"
存货,"90,281,427.02","150,175,818.85","179,779,822.94","177,764,130.58","207,452,523.86","157,335,290.28","189,536,140.83","282,266,468.02","379,723,860.34","394,106,292.52","346,725,030.13","361,056,633.04","332,672,316.48","300,812,825.19","250,125,607.71","223,233,940.19","207,995,125.46","166,359,136.83","166,243,874.83","184,213,641.05"
其他应付款,"5,766,914.70","2,239,331.93","7,740,464.43","7,242,764.55","6,692,188.72","6,948,120.53","1,804,478.07","8,496,498.81","1,228,816.48","1,284,801.27","1,253,541.13","1,201,070.81","1,728,486.37","63,588,419.11","64,642,453.30","62,921,869.89","61,878,105.72","23,738,284.89","25,552,685.19","24,790,371.75"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,"13,644,000.00","13,644,000.00","16,256,175.00","16,256,175.00","12,445,390.00","12,445,390.00","11,979,090.00","11,979,090.00","12,399,120.00","12,399,120.00","12,043,207.50","9,542,220.00"
其他流动资产,,,,,"581,405.70","30,000,000.00","447,474.55","40,000,000.00","45,397,024.92","25,889,618.65","10,377,183.90","178,880.59","280,745.46","308,912.15","1,168,651.71",,"7,983,845.70","25,028,720.00","9,487,689.87","67,700,089.59"
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"342,035,332.61","404,444,509.70","637,001,599.87","693,647,862.97","760,428,138.79","978,600,054.23","988,177,125.71","1,226,701,252.22","1,395,043,318.65","1,332,792,823.65","1,352,211,632.47","1,540,379,904.26","1,516,001,653.41","1,309,872,685.93","1,300,176,695.13","1,446,260,885.18","1,437,478,924.16","1,409,292,596.14","1,406,052,919.82","1,471,913,475.82"
流动负债合计,"229,273,054.25","221,955,500.49","349,393,618.42","322,058,654.53","374,183,633.71","344,441,526.86","337,277,132.22","495,064,720.85","605,759,889.80","497,363,899.51","497,680,369.06","615,123,172.10","525,993,300.89","482,218,287.58","441,141,715.89","569,079,139.50","486,765,555.63","408,672,560.89","423,567,478.89","441,990,064.47"
可供出售金融资产,,,,,,,,,,,,,"1,750,000.00","37,281,446.00","67,281,446.00","97,324,446.00","101,004,446.00","101,704,446.00","101,704,446.00","101,704,446.00"
长期借款,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"30,001,332.90",,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,"4,561,970.54","4,270,246.86","3,978,523.14","11,068,410.45","10,551,137.13","10,292,500.47","10,033,863.96","9,775,227.33","9,516,590.70","9,257,954.07","8,999,317.44","8,740,680.81","8,482,044.18","8,223,407.55","7,964,770.92","7,706,134.29","7,447,497.66","7,188,861.03","6,930,224.40","6,671,587.77"
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"12,122,247.50","22,264,937.38","77,452,996.56","66,704,027.96","68,897,145.99","67,365,952.29","66,394,815.56","70,165,239.94","71,400,451.21","69,269,142.71","69,963,930.95","72,595,606.09","71,028,551.03","73,135,535.18","70,181,862.34","71,612,222.31","67,856,642.65","64,749,694.58","62,231,545.67","60,359,419.53"
递延所得税负债,,,,,,,,,,,,,,,,,"496,800.00","496,800.00","496,800.00","496,800.00"
在建工程,"738,110.40","26,706,403.27",,"1,596,182.00",,,"528,750.00",,"560,650.00",,"1,727,941.03","1,096,461.80","325,350.00","366,005.00","451,750.00","1,052,562.04","909,451.84","1,562,751.75","1,863,538.64","1,032,320.84"
其他非流动负债,,,,,,,,,"20,466,000.00","20,466,000.00","23,059,225.00","23,059,225.00","12,854,650.00","12,854,650.00","10,204,575.00","10,204,575.00",,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,"20,466,000.00","20,466,000.00","23,059,225.00","23,059,225.00","12,854,650.00","12,854,650.00","10,204,575.00","10,204,575.00","496,800.00","496,800.00","496,800.00","496,800.00"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"229,273,054.25","221,955,500.49","349,393,618.42","322,058,654.53","374,183,633.71","344,441,526.86","337,277,132.22","495,064,720.85","626,225,889.80","517,829,899.51","520,739,594.06","638,182,397.10","538,847,950.89","495,072,937.58","451,346,290.89","579,283,714.50","487,262,355.63","409,169,360.89","424,064,278.89","442,486,864.47"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"67,500,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","79,280,000.00","118,920,000.00","241,440,000.00","241,440,000.00","241,440,000.00","241,785,000.00","241,785,000.00","241,785,000.00","241,785,000.00","362,677,500.00","362,677,500.00","362,677,500.00","362,677,500.00","362,670,000.00","362,670,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,
