科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"98,736,914.07","102,470,574.65","59,606,890.44","66,348,592.60","102,715,364.60","79,719,375.62","127,594,955.87","124,298,004.35","146,000,322.14","123,043,855.92","109,872,893.15","145,697,650.22","121,351,340.12","87,897,521.10","132,187,305.24","1,468,774,553.04","2,013,968,963.28","2,872,195,903.91","3,102,067,835.54","3,274,924,470.23","3,363,457,497.07","3,969,086,130.77","4,250,773,381.99","4,130,237,661.17","4,119,671,221.39","4,390,050,288.53","4,970,087,697.78","4,979,181,758.03","5,340,637,910.35","4,599,963,601.12","1,317,664,478.77","808,453,475.20","1,037,527,120.21","1,153,813,862.47","1,145,430,336.02","1,211,460,490.01","627,529,182.04","1,590,625,111.10","1,603,870,228.77","2,067,583,623.65","1,528,627,115.47","1,005,720,060.81","1,026,267,812.01"
短期借款,,,,,,,"50,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","60,000,000.00","30,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","900,000,000.00","1,195,600,000.00","834,200,000.00","838,600,000.00","1,158,600,000.00","1,845,600,000.00","2,501,000,000.00","2,449,000,000.00","4,797,525,686.77","4,968,866,598.77","3,875,731,573.99","4,160,000,008.18","4,962,000,010.45","5,255,989,118.45","5,739,948,514.29","100,000,000.00",,,,,,,"2,140,000,000.00","2,155,000,000.00","2,480,000,000.00","2,480,000,000.00","1,651,000,000.00","1,651,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"25,583,450.00","24,127,858.85","17,064,446.80","14,527,751.23","16,396,150.00","26,059,900.00","33,405,747.92","19,978,261.98","15,201,769.80","17,317,567.61","11,632,000.00","8,927,660.88","5,230,000.00","10,303,111.82","7,601,760.91","1,289,398,548.68","1,657,753,926.48","2,407,276,816.22","3,005,303,615.78","5,184,396,596.52","5,017,381,725.90","6,622,959,654.40","7,170,887,073.39","7,081,115,455.87","7,532,475,251.63","6,856,156,986.97","7,425,508,655.27","6,074,902,890.14","8,638,528,055.33","8,198,329,295.78","599,425,846.48","958,523,666.29","901,291,484.32","675,125,023.10","562,221,360.25","283,128,909.50","250,382,493.51","239,981,547.58","280,456,140.91","394,197,112.63","557,277,286.93","531,361,137.29","412,925,783.13"
应付票据,,,,,,,,,,,,,,,,"4,799,630,667.44","6,826,755,011.04","8,859,771,530.47","9,417,045,344.15","9,717,860,020.53","10,359,474,797.95","10,655,053,484.97","11,460,509,434.20","9,733,740,680.68","9,655,484,949.73","11,704,898,989.70","12,239,769,884.34","10,971,451,717.54","12,265,871,487.66","11,576,038,634.14","858,560,669.49","1,277,568,041.82","1,325,552,698.57","1,173,500,000.00","836,000,000.00","227,580,000.00","55,038,786.25","373,976,799.11","569,619,889.00","652,226,595.02","279,475,355.10","111,159,410.52","171,346,469.76"
应收账款,"15,482,467.50","13,924,987.55","14,474,368.13","13,880,867.92","18,145,509.24","19,255,644.97","17,637,484.85","15,909,924.01","18,949,854.08","13,935,391.70","14,823,462.11","13,495,324.03","24,417,962.56","19,031,594.93","16,160,595.83","1,243,324,401.35","1,414,562,711.67","1,806,983,240.09","1,826,022,395.54","1,534,539,324.07","1,861,827,483.65","1,900,196,109.75","1,357,571,764.80","2,653,759,112.32","2,634,971,714.41","3,209,451,424.06","2,409,354,509.69","3,209,004,458.08","1,444,315,716.91","1,566,750,641.42","494,371,042.29","434,060,176.05","469,767,291.91","441,096,726.91","335,698,087.70","360,661,691.08","272,058,793.68","634,985,218.14","726,371,082.60","617,989,772.41","862,678,104.62","704,139,791.59","895,011,141.14"
应付账款,"10,289,746.71","18,349,406.58","16,316,219.87","8,240,873.23","4,134,688.22","8,965,441.12","12,111,233.56","22,037,841.90","16,074,038.40","12,103,570.37","47,827,275.72","39,101,275.68","28,746,172.96","29,678,561.26","11,137,873.05","432,805,106.41","702,148,060.53","519,150,806.89","653,080,333.81","548,180,571.99","633,665,451.01","637,788,449.41","631,275,604.36","827,675,951.52","941,002,366.47","1,162,173,214.67","1,374,360,163.35","1,275,096,901.42","1,574,558,428.22","1,258,157,572.89","399,599,240.04","445,012,287.85","390,105,302.78","407,011,278.41","198,030,388.91","156,369,002.28","161,916,266.83","730,433,067.97","774,961,732.14","884,608,906.93","664,355,744.76","671,765,581.08","671,194,392.01"
预付款项,"1,170,609.84","1,406,083.28","1,017,894.00","413,700.00","1,144,214.00","736,143.00","692,088.80","311,258.00","454,941.94","129,583.00","3,020,026.45","19,585.00","66,681.00","169,502.28","351,093.60","2,347,984,062.16","3,684,952,362.19","3,418,834,730.95","3,512,168,109.61","2,900,172,589.00","3,216,534,472.33","3,253,951,673.95","3,663,910,472.66","3,094,282,008.55","3,748,273,479.24","4,954,757,356.01","5,862,378,107.26","5,535,177,205.07","6,606,904,203.39","7,937,540,757.65","166,699,589.10","40,474,491.53","10,360,226.90","128,441,905.89","91,487,439.33","35,310,915.96","44,443,180.64","145,554,955.34","126,998,942.28","13,434,262.02","103,264,417.42","128,662,680.22","257,699,567.12"
预收款项,"68,923.90","58,246.90","27,263.70","101,408.54","136,144.48","248,692.49","405,427.12","410,252.87","94,290.06","342,847.15","58,574.14","89,498.21","60,386.58","32,853.67","213,621.72","419,385,355.56","486,362,325.39","482,621,766.18","662,244,984.13","1,348,893,127.92","545,998,304.75","192,732,995.05","222,480,592.44","602,103,050.12","122,792,622.56","257,789,704.90","908,597,261.21","477,783,501.95","961,464,353.81","1,613,722,444.38","193,612,714.51","74,637,044.43","93,741,263.56","73,770,385.43","144,674,925.79","83,527,304.02","59,742,036.61","29,957,208.02","65,874,968.56","16,665,247.99","55,803,285.72","110,117,077.53","143,247,357.07"
