科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"184,107,244.67","254,609,555.74","349,930,408.79","207,703,573.84","345,260,845.46","512,150,577.23","94,452,158.41","224,747,562.96","365,771,532.16","534,164,551.83","130,219,969.42","253,763,441.56","426,771,195.88","585,608,151.28","131,175,216.89","339,513,239.53","634,549,865.83","970,097,967.76","256,472,261.54","653,478,994.90","1,088,329,937.42","1,522,596,437.62","369,697,186.99","996,248,584.59","1,873,007,442.99","2,803,457,748.12","703,648,566.71","1,701,133,374.32","2,817,173,583.03","3,952,366,443.19","808,303,732.24"
二、营业利润,"31,346,496.17","39,620,516.60","44,561,246.15","21,138,858.52","37,436,673.28","57,053,843.56","2,539,920.71","15,989,796.53","27,528,355.97","40,248,270.01","5,396,020.60","9,120,033.80","19,136,609.79","13,702,508.16","5,291,181.18","37,341,821.68","87,767,586.36","157,801,492.34","32,508,044.71","105,937,248.62","185,426,290.49","253,288,973.43","56,321,118.29","150,256,399.57","288,705,021.18","452,310,826.34","75,674,670.64","203,497,777.79","392,818,710.55","-183,304,839.77","20,816,866.42"
减:营业成本,"130,703,765.33","179,216,839.98","248,353,849.73","151,115,222.19","253,836,433.22","376,533,182.80","70,833,595.51","167,206,000.07","272,032,025.18","404,437,447.75","100,430,315.99","196,294,518.21","327,300,795.18","442,618,392.36","101,498,765.80","236,401,957.71","433,003,721.24","644,269,934.45","166,374,711.75","411,325,857.29","680,882,332.72","938,217,109.57","226,626,750.66","640,522,749.96","1,219,917,200.66","1,791,292,733.11","470,892,833.84","1,174,974,553.30","1,914,652,991.52","2,709,147,585.52","575,990,146.41"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"589,306.67","731,545.88","1,590,728.49","242,799.78","397,035.05","2,403,134.87","417,405.39","1,751,464.95","5,262,969.89","3,578,735.76","538,968.15","1,140,489.22","2,007,941.72","3,341,780.81","1,174,719.38","2,980,257.30","5,544,360.84","10,101,688.10","2,790,855.76","5,547,821.71","9,872,549.10","13,647,644.25","2,913,963.09","6,728,963.23","12,648,506.19","23,258,098.39","4,563,863.63","10,045,219.29","16,448,748.31","27,874,083.56","3,909,673.39"
营业外收入,"1,584,242.20","393,645.10","587,924.25","702,000.00","750,659.94","2,605,515.34","2,000,208.25","2,057,513.98","2,425,214.93","2,780,687.39",481.58,"1,397,360.00","5,966,246.06","8,330,717.68","814,510.91","2,190,922.29","5,879,288.37","5,475,147.78","1,235,775.49","7,232,299.28","12,905,661.09","19,286,266.07","12,908,143.28","20,684,741.13","24,527,735.24","22,228,127.82","8,976,754.74","12,521,647.67","16,220,090.25","350,731,585.49","3,469,248.41"
销售费用,"7,307,548.43","14,928,578.68","24,173,058.17","12,195,694.59","19,193,570.30","26,264,357.59","7,903,626.61","17,017,797.97","27,395,023.82","36,443,268.66","9,720,651.26","20,147,699.94","33,562,754.04","47,566,863.61","11,067,972.80","31,013,393.38","54,170,509.35","77,835,870.20","33,577,584.95","78,667,091.69","122,590,185.14","177,074,692.51","44,946,229.62","102,840,605.96","177,055,672.55","276,937,230.97","79,586,689.69","150,895,719.81","223,480,804.17","312,686,492.64","78,095,486.11"
减:营业外支出,"180,453.29","82,076.75","40,977.07","6,050.00","266,273.47","598,409.64","7,815.50","9,005.20","12,471.26","240,551.25","14,688.13","14,692.50","192,806.81","210,225.86","1,752.75","446,898.93","646,629.64","918,286.47","2,563.85","71,166.83","117,648.43","2,302,807.14","232,250.55","68,618.64","461,573.91","2,114,535.22","823,266.73","1,938,762.94","11,677,803.82","24,332,858.51","1,652,909.10"
管理费用,"12,159,734.05","18,549,232.97","27,596,417.07","19,516,194.44","31,949,415.14","44,644,925.87","12,060,797.28","23,522,446.33","36,595,428.16","52,993,384.96","13,699,785.38","29,367,875.24","47,648,433.65","68,429,978.47","14,363,090.12","34,790,960.34","56,736,056.97","83,580,356.64","26,161,427.93","60,898,917.32","98,012,831.28","142,990,531.75","39,082,051.27","93,723,331.04","157,815,167.60","221,837,847.24","72,509,867.43","148,951,008.14","233,453,510.28","313,942,968.60","94,421,502.24"
其中:非流动资产处置净损失,"161,423.29","81,682.20","35,977.07",,,"592,409.64",,"8,032.15","8,032.15","14,795.63",,,,"17,395.27",,"36,723.89",,"96,665.18","2,563.85","2,663.73","2,663.73","1,500,878.27","2,663.73",,,"520,714.91",,"201,202.58","9,647,097.60",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"830,933.06","-212,474.19","-314,729.31","865,308.24","1,757,589.84","1,658,811.72","-42,146.25","-1,080,837.91","-4,411,834.03","-9,537,063.92","83,737.29","-2,494,628.51","-3,072,792.16","-3,766,431.75","-124,472.08","-1,708,368.40","-2,367,996.74","-5,283,551.75","-1,808,470.47","-6,250,423.65","-11,165,297.03","-14,417,490.86","1,548,881.98","5,423,707.80","19,341,604.20","18,305,928.97","3,226,696.52","6,122,070.92","20,493,324.07","49,970,471.12","31,084,710.60"
三、利润总额,"32,750,285.08","39,932,084.95","45,108,193.33","21,834,808.52","37,921,059.75","59,060,949.26","4,532,313.46","18,038,305.31","29,941,099.64","42,788,406.15","5,381,814.05","10,502,701.30","24,910,049.04","21,822,999.98","6,103,939.34","39,085,845.04","93,000,245.09","162,358,353.65","33,741,256.35","113,098,381.07","198,214,303.15","270,272,432.36","68,997,011.02","170,872,522.06","312,771,182.51","472,424,418.94","83,828,158.65","214,080,662.52","397,360,996.98","143,093,887.21","22,633,205.73"
资产减值损失,"1,557,973.36","1,427,474.92","4,171,941.00","2,458,946.24","562,325.20","3,148,703.01","574,351.46","342,690.41","1,276,545.97","5,732,956.68","350,490.75","187,453.66","187,453.66","13,715,059.62","-2,096,040.31","-1,256,571.36","-246,745.89","2,132,392.92","-3,131,893.09","-1,715,440.42","6,207,138.32","18,447,207.21","-1,500,597.59","440,760.19","3,707,768.76","28,508,581.25","-2,806,055.04","13,417,965.96","33,896,483.06","764,205,200.48","6,240,264.36"
减:所得税,"2,965,895.56","4,205,029.58","5,294,216.95","2,955,132.91","6,758,486.88","9,355,382.61","1,049,315.24","10,850,745.64","13,435,620.83","17,234,447.43","1,743,134.77","2,852,873.76","6,348,143.07","7,660,876.28","1,388,577.24","8,131,304.84","16,915,762.30","28,809,960.50","6,339,232.40","21,471,083.82","37,042,593.30","46,290,851.73","11,879,584.51","27,505,872.56","54,817,124.47","71,537,729.01","13,836,774.09","32,929,400.01","56,140,761.76","40,336,338.87","7,336,540.29"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"388,512.40","-347,840.90","202,102.51","-170,549.84","-127,803.43","-443,617.81","-164,607.70","1,795.39","-93,017.20","-267,551.93",,,,,,"50,211.12","57,626.30","340,215.14",,"932,077.66","3,496,092.60","6,652,230.24","241,210.33","3,687,933.16","6,183,498.15","8,993,498.15",,"3,583,265.45","4,804,600.76","11,143,120.66","-2,067,867.11"
四、净利润,"29,784,389.52","35,727,055.37","39,813,976.38","18,879,675.61","31,162,572.87","49,705,566.65","3,482,998.22","7,187,559.67","16,505,478.81","25,553,958.72","3,638,679.28","7,649,827.54","18,561,905.97","14,162,123.70","4,715,362.10","30,954,540.20","76,084,482.79","133,548,393.15","27,402,023.95","91,627,297.25","161,171,709.85","223,981,580.63","57,117,426.51","143,366,649.50","257,954,058.04","400,886,689.93","69,991,384.56","181,151,262.51","341,220,235.22","102,757,548.34","15,296,665.44"
其中:对联营企业和合营企业的投资权益,,,,,,"-443,617.81",,"1,795.39",,"-658,567.21",,,,,,,,,,,,,,,,,,,,"9,484,859.65",
归属于母公司所有者的净利润,"29,784,389.52","35,692,239.26","40,435,755.34","19,648,686.08","32,346,574.32","50,773,713.82","3,963,994.44","7,840,624.14","16,703,332.19","26,895,386.50","4,117,453.57","8,630,364.14","18,670,036.21","16,266,913.39","4,803,632.63","31,020,677.65","76,207,513.04","133,973,522.17","27,481,299.66","91,423,623.13","160,601,860.44","223,671,959.48","56,851,677.60","143,509,790.07","258,726,025.44","402,960,152.07","73,235,173.38","185,159,875.05","345,631,152.44","104,285,770.90","15,143,719.62"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,"34,816.11","-621,778.96","-769,010.47","-1,184,001.45","-1,068,147.17","-480,996.22","-653,064.47","-197,853.38","-1,341,427.78","-478,774.29","-980,536.60","-108,130.24","-2,104,789.69","-88,270.53","-66,137.45","-123,030.25","-425,129.02","-79,275.71","203,674.12","569,849.41","309,621.15","265,748.91","-143,140.57","-771,967.40","-2,073,462.14","-3,243,788.82","-4,008,612.54","-4,410,917.22","-1,528,222.56","152,945.82"
