科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"67,653,181.02","127,339,750.55","286,716,323.12","333,527,794.16","357,227,492.29","551,547,134.22","1,261,315,111.72","1,188,481,598.72","1,105,561,344.20","983,147,606.57","824,467,157.04","1,060,204,516.38","481,584,342.42","1,085,940,166.12","545,316,972.96"
短期借款,"22,360,000.00","10,000,000.00","10,000,000.00","46,000,000.00","91,000,000.00","208,700,000.00","250,700,000.00","147,700,000.00","127,700,000.00","150,000,000.00","170,000,000.00","255,000,000.00","290,000,000.00","105,000,000.00","100,000,000.00"
交易性金融资产,"4,053,508.00",,,,,,,"1,677,200.00","1,769,478.00","4,220,891.50","6,052,175.00","1,000,000.00","1,000,000.00",,"714,365,332.93"
交易性金融负债,,"412,500.00","495,457.00",,"125,347.00",,,"2,210,500.00","5,159,620.00","9,049,000.00","10,620,772.50","15,341,773.50","39,352,814.00",,
应收票据,"2,306,988.93","197,150.18","1,593,191.29","518,439.99",,"270,437.84","202,415.94","559,940.26","275,470.08","693,443.57","1,243,111.71","923,700.63","2,026,163.86","1,504,743.91","934,675.65"
应付票据,,"1,496,000.00",,"1,437,856.76","1,654,675.68","2,372,923.72","802,704.29","2,477,795.64","3,051,550.49","2,423,764.68","2,586,691.94","736,682.11",,,
应收账款,"44,272,637.63","59,336,729.17","42,458,670.85","63,780,536.30","57,415,594.46","83,980,851.29","67,505,236.24","99,701,500.47","110,645,009.93","133,559,248.25","111,266,130.19","135,379,428.03","112,522,982.14","118,977,342.40","104,104,613.71"
应付账款,"105,387,202.95","190,527,019.09","279,952,788.14","234,360,618.40","223,001,234.32","290,250,303.06","270,733,127.41","369,276,303.75","361,889,223.02","496,067,373.25","483,619,540.11","456,355,355.97",,"344,150,047.57",
预付款项,"4,227,129.97","6,541,548.08","5,433,834.58","11,127,306.54","13,007,326.19","22,889,718.83","23,234,639.79","36,895,615.15","54,541,780.37","72,314,393.87","67,366,372.95","76,250,154.73","85,413,568.97","85,658,867.87","69,875,981.55"
预收款项,"12,617,956.54","8,835,379.54","13,165,476.86","17,724,237.97","16,481,259.67","20,752,661.96","15,930,879.63","13,123,768.91","20,006,069.41","25,946,694.54","41,940,348.98","34,956,235.37","44,916,422.70","56,738,570.55","82,039,092.36"
其他应收款,"9,505,424.74","15,825,266.78","6,401,055.60","13,193,995.98","7,551,917.79","8,111,384.34","8,757,393.03","10,956,924.54","16,284,536.73","21,703,794.56","21,502,076.22","23,822,968.96","25,644,658.43","23,747,867.31","14,044,405.14"
应付职工薪酬,"5,893,138.39","8,328,604.44","11,589,676.97","23,474,724.21","30,299,263.70","19,240,528.32","18,581,028.95","25,125,142.78","31,019,843.82","31,298,903.39","32,896,062.36","35,412,085.43","39,809,373.19","22,462,771.13","18,970,545.29"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"7,572,653.94","7,178,017.94","12,189,677.32","14,059,708.78","12,587,109.43","18,160,221.97","11,210,821.70","13,362,177.48","12,739,074.77","31,856,538.99","10,346,815.59","18,453,760.49","10,569,356.55","28,582,437.41","4,584,001.07"
应收利息,,,,,,,,"1,368,261.40","1,305,955.76","1,804,760.36","2,852,176.70","1,690,090.84","8,915,339.10","442,882.36","244,928.88"
应付利息,"48,033.33","14,611.11","25,137.06","84,733.46","142,356.89","295,307.79","283,937.21","185,571.96","125,189.58","176,839.43","265,728.20","285,924.33","236,064.57","214,337.41","220,436.02"
应收股利,,,,,,,,,,,,"706,000.00",,,
应付股利,,,,,,,"42,000,000.00",,,,,,,,
存货,"68,117,511.31","72,442,872.24","107,212,197.26","97,382,519.22","108,639,049.09","99,818,901.39","113,970,721.76","122,903,779.06","150,455,089.20","190,568,154.45","220,378,816.90","193,400,329.10","183,707,112.48","151,930,437.98","177,451,702.20"
其他应付款,"5,630,650.49","6,677,438.37","7,431,954.04","8,067,345.96","7,586,253.37","11,386,205.59","11,964,510.80","20,485,782.83","8,874,610.05","30,393,100.11","13,317,441.53","14,048,456.89","29,563,804.01","20,079,892.46","15,867,133.91"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,"3,668,422.53","2,527,777.81","6,638,160.26","439,102.57","88,114.76","31,446.50",,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,"17,000,000.00","17,000,000.00","35,000,000.00"
其他流动资产,"7,924,150.30","10,235,915.50","18,581,876.46","11,807,874.81","40,852,231.46","20,151,145.38","53,843,998.63","18,333,533.59","14,172,080.64","253,345,857.54","451,537,664.69","283,034,436.00","843,067,847.20","128,592,444.99","47,975,149.06"
其他流动负债,,,,,,,,,,,,,,"16,200,634.00","860,778.00"
