科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"15,263,192.37","20,208,186.87","10,741,684.71","15,033,126.72","24,683,830.40","5,119,124.94","13,913,556.22","20,047,900.67","33,199,816.52","6,364,780.22","14,299,433.29","23,618,952.28","58,966,380.62","11,324,186.17","25,935,965.16","39,000,218.27","84,382,890.93","17,023,756.81","35,230,877.86","55,021,621.90","104,045,292.28","17,888,771.25","38,508,143.44","61,611,780.03","124,558,728.17","25,614,416.13","47,555,669.78","77,225,492.36","154,412,124.43","36,363,361.33","77,064,402.66","118,354,283.86","184,557,450.08","37,388,345.06","86,573,129.62","128,928,647.59"
取得借款收到的现金,"307,250,000.00","181,090,000.00","140,750,000.00","219,410,000.00","284,410,000.00","167,930,000.00","272,930,000.00","472,090,000.00","615,090,000.00","115,000,000.00","192,930,000.00","309,590,000.00","449,090,000.00","110,000,000.00","200,000,000.00","308,120,000.00","378,120,000.00","176,880,000.00","266,880,000.00","385,000,000.00","645,000,000.00","225,000,000.00","455,000,000.00","665,000,000.00","1,045,000,000.00","435,000,000.00","848,000,000.00","1,048,000,000.00","1,447,300,000.00","460,000,000.00","995,000,000.00","995,000,000.00","1,234,300,000.00","470,000,000.00","1,310,000,000.00","1,680,000,000.00"
支付的各项税费,"41,068,824.48","37,524,297.17","20,123,901.17","29,955,670.06","42,488,634.46","10,532,975.86","22,578,996.45","31,781,788.49","48,483,424.80","10,594,252.07","24,398,525.42","35,820,005.85","57,491,529.70","17,291,782.19","33,999,350.56","48,762,134.79","65,260,943.32","22,188,257.04","33,913,799.62","63,637,505.60","106,141,146.02","33,450,353.78","75,673,223.10","126,093,841.82","139,244,913.86","56,414,637.75","101,181,635.71","131,264,748.71","140,333,874.22","30,548,778.36","88,130,692.81","123,704,067.90","173,984,495.01","30,325,419.64","83,148,756.32","160,810,157.94"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,102,772.61","84,815,476.00",,,,,,,
支付其他与经营活动有关的现金,"10,770,378.45","22,382,391.93","15,438,782.99","19,233,302.04","26,580,015.72","11,547,507.12","21,173,915.54","26,127,359.83","44,442,947.11","9,756,382.21","28,862,233.28","41,438,044.71","116,710,095.34","34,489,949.14","50,500,194.21","66,725,248.43","95,512,091.95","20,579,048.02","44,516,690.57","63,094,308.02","125,064,748.53","72,030,156.21","184,877,925.71","165,442,644.95","325,503,185.99","40,522,679.50","81,675,817.89","210,231,683.60","318,261,415.27","22,032,406.75","106,143,005.27","274,822,142.35","285,163,622.47","77,888,249.11","116,689,991.83","179,451,503.28"
筹资活动现金流入小计,"307,250,000.00","181,090,000.00","140,750,000.00","219,410,000.00","284,410,000.00","727,930,000.00","832,930,000.00","1,032,090,000.00","1,175,090,000.00","115,000,000.00","192,930,000.00","309,590,000.00","449,090,000.00","110,000,000.00","200,000,000.00","308,120,000.00","378,120,000.00","176,880,000.00","266,880,000.00","1,084,509,995.20","1,344,509,995.20","225,000,000.00","455,000,000.00","665,000,000.00","1,045,000,000.00","435,000,000.00","848,000,000.00","1,050,102,772.61","1,532,115,476.00","460,000,000.00","995,000,000.00","3,124,684,726.21","3,341,183,221.43","470,000,000.00","1,310,000,000.00","1,680,000,000.00"
经营活动现金流出小计,"249,786,340.77","295,715,616.63","167,167,854.38","277,060,781.70","368,691,835.91","76,462,623.46","252,222,515.45","339,847,857.63","501,128,396.94","92,014,697.72","274,105,883.69","451,531,522.22","730,110,785.27","234,406,300.30","463,168,251.04","769,620,886.91","1,052,536,862.49","289,128,807.81","551,138,859.74","819,154,703.55","1,294,371,682.37","249,065,438.84","703,362,888.72","950,712,071.92","1,524,172,544.38","238,555,322.35","843,943,075.80","1,105,318,363.59","1,690,167,814.38","334,745,428.76","1,006,781,377.62","1,626,417,620.99","2,151,701,739.03","528,150,772.10","1,177,157,823.88","2,032,258,197.61"
偿还债务支付的现金,"299,250,000.00","187,690,000.00","78,870,000.00","186,490,000.00","244,490,000.00","48,630,000.00","186,670,000.00","375,290,000.00","503,290,000.00","62,930,000.00","101,470,000.00","160,090,000.00","375,060,000.00","90,000,000.00","132,000,000.00","240,120,000.00","374,120,000.00","140,000,000.00","160,000,000.00","328,120,000.00","488,120,000.00","176,880,000.00","236,880,000.00","355,000,000.00","595,000,000.00","385,066,000.00","405,066,000.00","655,066,000.00","1,105,000,000.00","445,000,000.00","752,900,000.00","1,142,900,000.00","1,347,300,000.00","460,000,000.00","1,095,000,000.00","1,095,000,000.00"
经营活动产生的现金流量净额,"63,253,049.09","41,690,724.97","-47,326,098.49","25,221,230.75","56,878,368.90","-39,955,079.42","-111,988,162.12","-99,344,320.89","29,587,184.31","-47,924,563.67","7,629,742.74","10,750,452.08","61,889,499.61","-97,310,255.65","-104,589,580.54","-179,407,600.89","-81,201,801.87","-89,735,723.00","-52,991,159.93","-67,753,097.05","28,296,116.66","-105,814,496.59","-143,012,516.45","-182,505,090.74","-54,881,986.99","-8,416,518.08","166,269,872.76","36,378,116.99","16,972,380.08","-199,370,238.59","442,068,339.59","114,584,579.46","341,439,532.03","-316,575,698.98","-78,679,881.30","-319,728,243.43"
分配股利、利润或偿还利息支付的现金,"16,659,308.93","15,258,505.39","5,655,850.28","9,807,576.03","11,356,529.32","3,074,411.54","6,373,698.62","10,933,635.55","17,169,561.39","4,322,107.83","32,641,694.59","38,327,281.85","46,960,139.37","5,247,737.30","42,543,572.68","49,684,329.61","60,726,239.38","5,849,604.86","52,440,831.58","59,850,728.32","69,491,042.32","8,004,281.31","18,773,236.48","86,910,565.23","99,775,098.73","12,403,324.34","122,932,535.44","143,495,014.53","163,197,237.33","16,886,622.69","34,169,876.94","49,649,547.05","139,280,012.45","13,278,162.48","114,119,249.92","130,866,868.88"
收回投资收到的现金,,"4,000,000.00",,,,,,,,,,,,,,,,,,,,,"200,000,000.00","200,000,000.00","232,482,500.00","825,054.79","90,000,000.00","90,000,000.00","180,000,000.00",,,"65,724,800.00","715,724,800.00","315,724,800.00","640,000,000.00","840,000,000.00"
支付其他与筹资活动有关的现金,,,,,,"3,958,124.30","7,530,497.30","7,530,497.30","8,947,371.70",,,,,,,,,,,,"1,902,601.47",,,,,,,"32,102,772.61","31,500,000.00",,,"1,818,914.80","2,134,161.49",,,
取得投资收益收到的现金,,"137,528.67",,,,,,,,,,,,,,,,,,,,"673,972.60","2,592,876.71","2,592,876.71","61,615,719.18",,"1,993,821.91","1,993,821.91","1,994,476.06",,,,"4,283,561.65","1,830,821.90","7,684,986.28","10,406,669.56"
筹资活动现金流出小计,"315,909,308.93","202,948,505.39","84,525,850.28","196,297,576.03","255,846,529.32","55,662,535.84","200,574,195.92","393,754,132.85","529,406,933.09","67,252,107.83","134,111,694.59","198,417,281.85","422,020,139.37","95,247,737.30","174,543,572.68","289,804,329.61","434,846,239.38","145,849,604.86","212,440,831.58","387,970,728.32","559,513,643.79","184,884,281.31","255,653,236.48","441,910,565.23","694,775,098.73","397,469,324.34","527,998,535.44","830,663,787.14","1,299,697,237.33","461,886,622.69","787,069,876.94","1,194,368,461.85","1,488,714,173.94","473,278,162.48","1,209,119,249.92","1,225,866,868.88"
处置固定资产、无形资产和其他长期资产收回的现金净额,"292,500.00","1,289,300.00",640.00,640.00,640.00,,"5,972.94","5,972.94",,,,,"1,990,258.96",,"170,000.00","64,832,358.00","64,832,358.00",,,"5,455.00","5,455.00",,,,"1,000.00",,"1,135.00","9,135.00","9,855.00",800.00,800.00,800.00,"2,115.00",,,
筹资活动产生的现金流量净额,"-8,659,308.93","-21,858,505.39","56,224,149.72","23,112,423.97","28,563,470.68","672,267,464.16","632,355,804.08","638,335,867.15","645,683,066.91","47,747,892.17","58,818,305.41","111,172,718.15","27,069,860.63","14,752,262.70","25,456,427.32","18,315,670.39","-56,726,239.38","31,030,395.14","54,439,168.42","696,539,266.88","784,996,351.41","40,115,718.69","199,346,763.52","223,089,434.77","350,224,901.27","37,530,675.66","320,001,464.56","219,438,985.47","232,418,238.67","-1,886,622.69","207,930,123.06","1,930,316,264.36","1,852,469,047.49","-3,278,162.48","100,880,750.08","454,133,131.12"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"193,781,516.97",,,,,,,,"-1,885,607.85",,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,"18,829,380.00",,,"41,067,700.00","41,067,700.00",,"1,440,241.00","1,440,241.00",,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"292,500.00","5,426,828.67",640.00,640.00,640.00,,"5,972.94","5,972.94",,,,,"20,819,638.96",,"170,000.00","105,900,058.00","105,900,058.00",,"1,440,241.00","1,445,696.00","5,455.00","673,972.60","202,592,876.71","202,592,876.71","487,880,736.15","825,054.79","91,994,956.91","92,002,956.91","182,004,331.06",800.00,800.00,"65,725,600.00","718,124,868.80","317,555,621.90","647,684,986.28","850,406,669.56"
五、现金及现金等价物净增加额,"14,895,686.86","5,235,234.49","7,859,983.01","41,013,721.02","76,635,865.67","624,446,864.34","511,483,970.23","510,055,287.22","567,942,075.83","-18,921,903.34","-42,242,147.55","-78,915,206.63","-148,539,274.32","-113,044,885.80","-163,472,112.04","-236,892,395.74","-360,833,330.95","-74,377,809.34","-16,799,256.74","600,004,343.89","445,058,934.10","-81,012,865.13","110,001,117.60","-66,169,012.04","-169,358,096.76","-223,254,846.54","325,491,457.58","58,676,556.52","-24,176,973.16","-222,319,068.99","566,356,109.60","1,340,225,240.12","1,358,602,575.57","-258,283,951.99","-2,774,421.13","-8,499,961.23"
购建固定资产、无形资产和其他长期资产支付的现金,"35,990,553.30","20,023,813.76","1,038,708.22","7,320,573.70","8,806,613.91","7,865,520.40","8,889,644.67","28,942,231.98","107,328,175.39","18,745,231.84","108,690,195.70","200,838,376.86","246,710,104.05","30,486,892.85","84,508,958.82","171,903,323.24","319,008,147.70","15,672,481.48","19,687,506.23","30,227,521.94","49,344,850.97","15,988,059.83","48,926,006.18","102,795,113.78","672,581,647.19","253,194,058.91","97,477,336.65","133,846,002.85","211,778,861.46","21,063,007.71","83,643,153.05","120,401,203.70","230,822,800.73","25,985,712.43","142,660,276.19","258,311,518.48"
期初现金及现金等价物余额,"38,010,253.43","52,905,940.29","58,141,174.78","58,141,174.78","58,141,174.78","134,777,010.45","134,777,040.45","134,777,040.45","134,777,040.45","702,719,116.28","702,719,116.28","702,719,116.28","702,719,116.28","556,179,841.96","554,179,841.96","554,179,841.96","554,179,841.96","193,346,511.01","195,626,511.01","195,626,511.01","194,855,341.65","631,648,197.36","639,914,275.75","639,914,275.75","639,914,275.75","470,556,178.98","470,556,178.99","472,043,354.17","470,556,178.99","446,379,205.83","446,379,205.83","446,379,205.83","446,379,205.83","1,804,981,791.40","1,804,981,781.40","1,804,981,781.40"
投资支付的现金,"4,000,000.00",,,,,,,,,,,,,,,,,,,,"100,000,000.00",,"100,000,000.00","206,551,119.00","280,000,100.00",,"155,297,500.00","155,297,500.00","90,000,000.00",,,"650,000,000.00","1,322,608,072.02","230,000,000.00","530,000,000.00","735,000,000.00"
期末现金及现金等价物余额,"52,905,940.29","58,141,174.78","66,001,157.79","99,154,895.80","134,777,040.45","759,223,874.79","646,261,010.68","644,832,327.67","702,719,116.28","683,797,212.94","660,476,968.73","623,803,909.65","554,179,841.96","443,134,956.16","390,707,729.92","317,287,446.22","193,346,511.01","118,968,701.67","178,827,254.27","795,630,854.90","639,914,275.75","550,635,332.23","749,915,393.35","573,745,263.71","470,556,178.99","247,301,332.44","796,047,636.57","530,719,910.69","446,379,205.83","224,060,136.84","1,012,735,315.43","1,786,604,445.95","1,804,981,781.40","1,546,697,839.41","1,802,207,360.27","1,796,481,820.17"
